global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16
883.987252592415	n/a	n/a	781433.4627458861	1008.2296062735624	n/a	n/a	1016526.9389665426	844.5238895076874	n/a	713220.5999491926	n/a	872.9149439289504	666.7338746774453	n/a	n/a	n/a	n/a	-0.0920368152	-0.1662399455	0.2238754506	-0.035872992	0.0007713904	-0.0477261702	-0.1596010966	0.1363913487	-0.2914328316	0.3628509653	-0.1088289856	-0.0140655142	-0.1064155301	0.1888956751	-0.0849388609	0.0980775506	-0.031230905	0.0509074824	-0.0413995553	-0.0047134959	0.1058446099	-0.0604138223	0.0352829778	-0.0917243216	-0.0074201605	0.1592783966	-0.1100762244	0.098612325	-0.1422177854	0.0327719878	-0.0462496678	0.0071559808	0.0399479222	-0.0785201427	0.0797932006	-0.098637098	-0.0911657197	-0.0565177381	0.0196511663	-0.0259738483	0.1224247643	-0.014076488	0.0530815362	-0.0860578387	0.1004002177	-0.0810140951	0.0139149314	-0.046215657	0.2212966681	-0.1237710804	0.0128163403	-0.1638446745	0.0154395857	-0.0017562219	0.0100664027	-0.1422887248	0.0276613529	-0.0181076032	0.1116449692	-0.0583470501	0.1561451084	0.1560591586	-0.0580403709614927	n/a	0.0033686846613476	n/a	-0.0165127841106595	n/a	n/a	0.0002726720390852	-0.1537322985835487	n/a	n/a	0.0236336196277813	-0.0011610026433461	n/a	n/a	1.3479271378566316e-06	1.1587763326659228e-06	n/a	n/a	1.3427625891466857e-12	-0.0011349998711517	n/a	n/a	1.2882247075143755e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
881.7642849932935	-2.222967599121489	4.941584946743957	777508.2542897341	1000.9887535627498	-7.240852710812533	52.4299479796812	1001978.4847591076	844.9022412283141	0.3783517206267106	713859.7972326282	0.1431500245011925	872.5610834166062	670.669518983994	1.172493	21.167273	0.0703047640298074	0.0394616013436427	-0.0855954062	-0.0350812287	0.0070411068	-0.0890105114	-0.194515099	-0.0113782816	0.0206401882	0.1461166695	0.0762549159	0.1239255078	0.0910726614	0.0617803659	0.0839971122	0.0268790808	-0.0459499003	-0.0435191639	0.0367829394	0.0930074913	0.0345152064	0.0290740027	0.0945731236	-0.0592920874	-0.1067012768	0.0073843451	-0.0519278547	-0.0237929161	-0.090465781	-0.0608829559	0.0661496667	0.0265868198	-0.0691842381	0.0057151737	-0.0671807249	-0.1292717291	-0.0647128634	0.0192892833	-0.0830741062	-0.068315669	-0.0190728493	0.0062114409	0.0962736627	0.0213079223	-0.0341020647	-0.0021741077	0.0106668312	0.1554135378	-0.0526496545	-0.0141419675	0.2004487561	0.0479975896	0.066199468	-0.1122012959	-0.0348884128	-0.0499493888	0.154059322	-0.1883498277	0.0411507018	-0.0242173375	0.2247731921	-0.176984922	0.155915944	0.1551433414	-0.0714750569741795	-0.0134346860126867	0.0051086837694622	0.0001804907882594	-0.0213856377487076	-0.004872853638048	2.374470257783857e-05	0.0004573455019189	-0.1342683779532052	0.0194639206303434	0.0003788442063043	0.0180279973181847	-0.0016650035852065	-0.0005040009418603	2.540169493961702e-07	2.7722369387504986e-06	1.8235030212476744e-06	6.647266885817515e-07	4.418615705128609e-13	3.325163268499397e-12	-0.0009889994647261	0.0001460004064256	2.13161186764404e-08	9.781199412285124e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
880.7998180905353	-0.964466902758204	0.930196406516003	775808.31954832	990.0747367060462	-10.914016856703595	119.11576394841026	980247.9842635468	846.1114079485584	1.2091667202442975	715904.5146606918	1.4620841573463517	872.9717364401948	662.9631092870305	1.210496	21.853342	0.1483081842639472	0.0732265302164772	-0.1161288517	-0.1498281544	0.1782496618	-0.1097096202	-0.0529485784	-0.0288073824	0.0180946141	-0.102632046	-0.167190162	0.1113077221	0.066663446	0.024208577	0.124480534	0.0755617259	0.0355821239	0.0980580433	-0.0598922632	-0.1074992589	-0.0247648879	0.0290237442	0.1610326297	-0.1834073331	0.2138727537	0.0569376709	-0.0183729771	-0.0451204304	-0.1233924216	0.1459768545	-0.0512478058	-0.1429301943	-0.0057623754	-0.0332593406	0.1071968254	-0.1860045595	-0.0823105398	0.0081763317	-0.0920838493	-0.0700002988	0.0448648346	-0.0855051644	0.1016426819	-0.0540632605	0.059674872	-0.0070267298	-0.0106197312	-0.1600136802	-0.0467752336	-0.1145581202	0.1323315613	-0.0800906317	0.1171194538	-0.1949809769	0.1114426386	-0.1037908636	-0.1511975679	-0.0528598893	-0.0088454493	-0.1122743155	0.1004552447	-0.0313071891	0.1554579513	0.1533170814	-0.0990094365537146	-0.027534379579535	0.009802868526684	0.0007581420588299	-0.0019651754088414	0.0194204623398661	0.0003771543574941	3.861914387514964e-06	-0.1707076622249985	-0.0364392842717933	0.0013278214382405	0.0291411059423241	-0.0012428646427286	0.0004221389424779	1.7820128675635984e-07	1.5447125201448904e-06	0.0001580620658783	0.000156238562857	2.4410488523637093e-08	2.4983616669716053e-08	-0.0017089031208462	-0.00071990365612	5.182612740950871e-07	2.9203498764378816e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
880.9335420807574	0.1337239902221654	0.0178821055609377	776043.9055629496	1003.167248481928	13.092511775881803	171.41386460160368	1006344.5284268024	844.4816748459568	-1.629733102601563	713149.2991506323	2.656029985715316	873.6501702274379	669.9022005051082	1.185447	21.401131	0.1866765257911042	0.1005789801758647	-0.0886290485	0.0330913038	-0.0239205132	-0.2457343454	-0.1607959364	-0.0583911691	0.2363345912	0.1654297093	-0.0256316541	0.0029580303	0.0930944353	0.089108749	0.0858339923	-0.0594209866	0.0836745375	0.0957873579	-0.0801155	0.0760793807	-0.251540837	-0.1173677235	-0.0740699319	-0.0750871948	0.0058016178	0.1994355488	-0.1034942593	-0.1590978911	0.0639012776	0.0839173474	0.0075483435	-0.0019423459	-0.1526757488	-0.072839032	-0.1895609819	-0.120895542	0.0836461558	0.0096590439	-0.1090177589	-0.028503597	0.1189423886	-0.1748862064	0.0604455591	-0.0272891182	0.0469213735	0.1094481311	-0.0903878578	0.1479686348	0.0369806165	0.0121580404	0.0220929098	-0.0459252053	0.1211137727	-0.0719765157	0.0257313042	-0.0762939592	-0.0075118604	0.0197280497	-0.0563219155	-0.0665429766	0.0229931003	0.0490869082	0.1547718027	0.1505910958	-0.1120210980356972	-0.0130116614819826	0.0125487264051232	0.0001693033345217	-0.0018920149164216	7.316049241979988e-05	5.352457651107596e-09	3.5797204439618342e-06	-0.2170298592003803	-0.0463221969753817	0.002145745932626	0.0471019597845368	-0.0002696543721241	0.0009732102706044	9.47138230810084e-07	7.27134804056426e-08	0.0012043068376696	0.0010462447717913	1.094628122500629e-06	1.4503549592577522e-06	-0.0022348382152768	-0.0005259350944306	2.766077235537244e-07	4.994501848461593e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
878.1972430395356	-2.736299041221855	7.487332442991644	771230.3976822412	996.0311963280966	-7.136052153831429	50.92324034220217	992078.1440587792	843.9575954450831	-0.5240794008736884	712264.4229094466	0.2746592184201242	871.0627906267033	657.7862183557797	1.107257	19.989555	0.1315852177951366	0.0632165400774641	-0.0773581414	0.0626157275	-0.002937603	-0.1164603283	-0.0202529183	-0.0691151675	0.1053048113	0.0545317332	-0.0298103933	-0.046367661	-0.1073371071	0.0757756269	-0.0206997921	-0.0341433704	0.0244449805	0.0657174266	-0.0015343768	0.0494978891	-0.0846555185	0.0733516344	0.0710769927	0.0273965041	-0.1299236276	-0.0437820899	-0.0825496904	-0.0143544162	0.0623929928	0.0167254239	0.008310655	0.116380804	0.1153043227	-0.0481154935	-0.0834599375	-0.0582473078	0.0048502915	0.0150696418	-0.081699016	0.0164107485	0.0677589875	-0.1095803913	0.0692778839	0.0612790123	-0.0033920248	0.066610894	-0.0384192215	0.0095857102	0.0281414141	0.0222753528	-0.0745445811	-0.1033336585	-0.0523113104	0.025883399	0.0970058909	0.0914149488	-0.0524800169	0.1015443194	0.0256065493	-0.1394340964	0.0521042564	-0.1116616566	0.1538585052	0.1469813818	-0.0933244524662626	0.0186966455694345	0.0087094534281277	0.000349564555549	-0.0023299541747974	-0.0004379392583757	1.917907940267457e-07	5.428686456655833e-06	-0.174130300492834	0.0428995587075462	0.0018403721373022	0.0303213615497246	0.0006090080220066	0.0008786623941307	7.720476028594935e-07	3.708907708683914e-07	0.0011079460390246	-9.636079864499994e-05	9.28540351550222e-09	1.2275444253903005e-06	-0.0018188399228569	0.0004159982924199	1.7305457929627266e-07	3.3081786649780944e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
878.2969340020247	0.0996909624891486	0.0099382880020128	771405.504277357	996.818463347679	0.787267019582373	0.6197893601221125	993647.048870828	842.3097753558719	-1.6478200892112227	709485.7576600594	2.715311046408082	871.3011577840083	657.5133330425405	1.021596	18.443087	0.063655996839919	0.0376490947947856	-0.0831439212	0.0387764384	0.002367401	-0.0613254465	0.014829412	-0.0821593468	-0.0023704951	-0.0297467076	0.1400775951	-0.0857284793	-0.129740138	0.0883729925	-0.0941574015	-0.0823163092	-0.0724423161	0.1383758619	0.0319103933	0.0537664081	-0.2167636718	-0.1533492427	0.0439289134	0.0068562095	-0.0785235362	0.1426110507	-0.0894910958	0.0135753226	0.1125647473	-0.0328033211	-0.0987638773	0.1779579165	-0.1073422166	-0.161087298	-0.026086555	-0.0885376465	0.1485815686	0.0740638082	-0.0800412896	-0.0094794948	0.04157304	-0.082458266	0.0625940264	0.0374995405	0.000647	0.0059068057	-0.0379173612	0.0203735159	0.172523051	0.0977186552	0.0084274335	0.0352724781	0.0862977951	0.0381659032	-0.0002454284	0.0502990934	-0.0093141242	0.217296202	-0.0166949387	-0.0009511043	0.109181489	-0.0331833677	0.152719399	0.1425091225	-0.076042695114836	0.0172817573514266	0.0057824914803279	0.0002986591371535	-0.0023669415985949	-3.698742379749974e-05	1.36806951917585e-09	5.602412531158979e-06	-0.1535491810133891	0.0205811194794449	0.0004235824790271	0.0235773509898825	0.0002689121471495	-0.000340095874857	1.156652040948162e-07	7.231374288455435e-08	0.0011087792645227	8.332254981000074e-07	6.942647306840053e-13	1.2293914574354995e-06	-0.0016446463715071	0.0001741935513498	3.0343393331855424e-08	2.7048616873114703e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
873.7520798767674	-4.544854125257302	20.65569901986832	763442.697088977	992.5284812394964	-4.289982108182585	18.403946488526696	985112.7860715812	842.6064626347552	0.2966872788832688	709985.6508738551	0.0880233414511585	869.8197439568744	643.8757749070394	1.080853	19.512877	0.0972567396356165	0.0455992013803088	-0.1012504145	0.0736030895	-0.1415075457	-0.0057372131	0.1512486793	-0.1081491951	-0.0288524283	-0.0282854797	-0.0340547285	-0.1867884847	-0.1221090818	0.1040789744	0.0286073011	-0.1626061885	-0.011430031	0.0325588204	0.0341519408	-0.0364618513	0.0645014531	0.1039221716	-0.0442140335	-0.0070021909	-0.0330687694	0.1112123183	-0.1061105688	-0.0871793747	0.0907882913	-0.0525932423	-0.0822314829	0.0486613494	0.1714866167	0.0420617401	-0.0028323153	0.0571660636	-0.0180635033	0.0645012307	-0.0809491649	-0.0086290913	0.0521207486	-0.0426920017	0.0378881532	0.0175937153	-0.1181280365	0.0694436821	-0.0741513385	0.019572918	-0.0106532075	0.0373417831	-0.1069073386	0.1521323365	0.0228595766	0.1958180063	-0.0338502091	0.0785872664	0.0433358307	0.1433513331	0.0746491747	-0.0578335096	0.0509418096	-0.0951558851	0.1513561561	0.1372005631	-0.061454175547368	0.0145885195674679	0.0037766156922067	0.0002128249031703	-0.034842572305223	-0.0324756307066281	0.0010546665897932	0.0012140048448446	-0.1469720500360125	0.0065771309773766	4.325865189356701e-05	0.0216007834917881	1.403543612282321e-05	-0.0002548767110266	6.49621378237761e-08	1.969934671578506e-10	0.0008039877542231	-0.0003047915102996	9.289786475071117e-08	6.463963089407039e-07	-0.0013320054251505	0.0003126409463566	9.774436133875054e-08	1.774238452630364e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
876.25525970425	2.5031798274825405	6.265909248715522	767823.2801593626	989.4110115406124	-3.1174696988839514	9.718617323459595	978934.149757818	843.1311535818297	0.5246909470745322	710870.1421402269	0.2753005899419696	871.4690503691014	639.6782051205869	1.015405	18.331322	0.067951657426617	0.0371855132470927	-0.0828306364	0.0088915678	-0.0429961605	0.1058856879	0.1412427077	-0.0796616865	-0.0490489895	-0.1517287647	-0.0055710392	-0.109915543	0.0549615036	0.0764422634	-0.0399104257	-0.0153808633	-0.0788181535	0.0787414778	0.0498254218	0.0214031379	-0.071591121	-0.0661004053	0.023372343	0.014041968	-0.0629571243	-0.0825010355	-0.0738315819	0.0619954104	0.0140078979	-0.0210125655	-0.0872679973	0.0438321846	-0.0124771375	-0.1038052833	0.0729661735	-0.103613574	-0.0444398506	-0.0417027698	-0.0726880456	-0.0342023189	0.014226153	-0.0076821826	0.0283101826	0.0123261435	-0.047007796	-0.0320058493	0.0202586677	-0.0849118628	0.0569835841	0.0429455606	-0.0100837711	0.0942300776	-0.0618606179	0.1187764041	0.0363611352	0.0815850343	0.0479534046	0.1523397983	0.0143296343	-0.0325809632	-0.1192235676	0.039009577	0.1497707771	0.1310868562	-0.052227720608414	0.009226454938954	0.0027277347999505	8.512747074054866e-05	-0.0348266682685647	1.5904036658298537e-05	2.529383820285037e-10	0.0012128968226886	-0.1283849113822839	0.0185871386537286	0.0003454817233329	0.0164826854706368	-0.0003367267009101	-0.0003507621370329	1.230340767759032e-07	1.1338487110579997e-07	0.0003972321463705	-0.0004067556078526	1.6545012451953813e-07	1.5779337811011437e-07	-0.0013769308762105	-4.492545106000003e-05	2.0182961529444573e-09	1.8959386378618152e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
875.980855783208	-0.2744039210419942	0.0752975118832209	767342.4596986814	992.0628268219704	2.6518152813579263	7.032124286443418	984188.6523619988	843.3759755850687	0.2448220032389372	711283.0361940663	0.0599378132699261	870.3417879068322	644.0288427095358	0.879538	15.878495	0.1011707624240529	0.0499427121330284	-0.0620670576	0.0437874588	-0.0703447382	0.0144042934	0.0670923887	-0.0791411935	0.0034562441	-0.0654795593	0.0426559867	-0.1364336433	-0.0150279314	0.0638777112	-0.0319538531	-0.0462058073	-0.064686417	0.0389659125	0.0274180821	0.005935367	-0.0402388977	0.0640329154	-0.1187105395	0.0688939782	-0.059338371	0.0505429141	-0.0606099812	0.0207086784	0.0400696662	-0.0634073369	-0.0684505027	0.041806957	0.0717720902	-0.0408121273	-0.072209604	0.0905934399	-0.0055853171	-0.0019829677	-0.0602475847	-0.0200667215	0.000957859	0.0237039353	-0.025509985	0.0056383771	-0.0492645739	0.0316316697	-0.0729279643	-0.0282813314	0.0122158965	0.0228460088	-0.064603667	0.1034096937	0.0507586798	0.0528522512	-0.0776148156	0.079979738	0.0228474249	-0.0023568992	0.0136525926	-0.0314307548	-0.1321033279	-0.0147099206	0.1479655889	0.1242038795	-0.0301704468257213	0.0220572737826926	0.0009102558616636	0.0004865233267246	0.002106589015355	0.0369332572839197	0.0013640654936002	4.437717279614349e-06	-0.1191232859566184	0.0092616254256654	8.577770552533336e-05	0.0141903572571022	-0.0002214169856637	0.0001153097152464	1.3296330430205856e-08	4.9025481540399134e-08	0.0001541199639683	-0.0002431121824022	5.9103533232360564e-08	2.3752963293590092e-08	-0.0010769806552236	0.0002999502209869	8.997013507009014e-08	1.1598873317258547e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
878.0850976951807	2.104241911972736	4.4278340241026735	771033.438794355	991.7230404698572	-0.3397863521131512	0.1154547650823623	983514.588998778	844.7745057238378	1.3985301387691609	713643.9655209545	1.955886549045688	872.3550090668822	642.5368791606328	0.871801	15.738803	0.0659543585792964	0.0330917894855937	-0.0617794635	-0.0134209973	-0.0001763179	0.0744569501	0.1384267388	-0.0682053725	-0.0485548545	-0.1071558541	-0.0357810697	-0.0547155989	0.0595230131	0.033161118	-0.0270048594	0.0714533062	-0.0545052063	0.0745999673	-0.0365100387	-0.0969952101	0.0062574682	-0.0325547623	-0.0560890643	0.0147275073	-0.0379231126	-0.1027517503	-0.0486537257	0.0631473543	-0.0416119214	0.038411288	-0.1094663817	-0.0595138287	0.0175618609	-0.0745130925	0.0354955236	0.0085410963	-0.0543053218	-0.0177419687	-0.0628016337	-0.0183674383	0.0078843245	-0.0068396997	0.0067200142	0.0317873297	-0.028299107	-0.0480963918	0.0352443439	-0.0539329856	0.0334997346	0.0958703469	-0.0256663195	0.0454551666	-0.0775650006	0.0677604509	-0.0012407036	0.0579109106	-0.0307280661	0.0605628092	-0.0209867715	-0.0147501851	-0.1215681186	0.0989184969	0.1459432408	0.1165920251	-0.0352983649115259	-0.0051279180858046	0.0012459745654272	2.629554389472193e-05	-0.0154189842651817	-0.0175255732805367	0.0003071457188114	0.0002377450757699	-0.1234946636215568	-0.0043713776649383	1.9108942689522225e-05	0.0152509319430014	-3.624489486836425e-05	0.0001851720907953	3.4288703209516066e-08	1.3136924040187774e-09	0.000345527523945	0.0001914075599767	3.6636854016234014e-08	1.1938926980356256e-07	-0.0014789907954119	-0.0004020101401883	1.6161215281421677e-07	2.187413772913125e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
