global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
849.6041445866592	n/a	721827.202498829	n/a	958.5913202722644	n/a	918897.319301323	n/a	822.4044410477445	n/a	n/a	676349.0646550531	827.4349454590318	681.5351376492472	n/a	n/a	n/a	n/a	-0.0748430862	0.1819786303	0.0596900367	-0.1492575999	0.0846101022	-0.2400817536	0.0939077604	-0.1301384942	-0.1223594903	-0.1471994955	0.3471992863	-0.0665219757	0.3777556177	-0.2483143283	-0.018430464	-0.0940300643	0.1641591376	-0.0193959828	0.1392294703	-0.0895090506	0.0499953816	-0.0435244382	0.0731584219	-0.129923973	0.0182672453	-0.0343360259	0.072509771	-0.0605386248	0.0686052794	-0.2339452121	0.0698534404	-0.0683394203	0.0771601062	0.0325043229	0.0436843197	-0.1095747048	-0.0511910993	0.0004074529	-0.020358698	0.2812909944	-0.1992132191	0.0502714265	-0.0317623138	0.0300103657	-0.0748772814	0.007334106	-0.22876817	0.037862552	-0.2169374141	0.092388946	-0.0481234565	0.2357619206	-0.026396216	0.0727416121	-0.0900879498	-0.1083013248	0.0089610949	-0.1999523394	0.0479964564	-0.0104077236	0.1522152903	-0.1506167009	0.0070583185	-0.0323970871	0.0569451869	-0.1486076073	0.090786026	-0.0162887345	0.1332965701	-0.0110717276	0.0595057984	-0.0460408488	0.1281856836	-0.1139899069	0.1072568028	-0.1336763343	0.1116990737	-0.0005730628	0.1561451084	0.1560591586	0.0673493599153403	n/a	n/a	0.004535936281006	0.0110635559349674	n/a	n/a	0.0001224022699261	-0.1888374533041315	n/a	n/a	0.03565958377039	-0.000278030460546	n/a	7.730093699142087e-08	n/a	-0.003006142532133	n/a	n/a	9.036892923499004e-06	0.0009780846458742	n/a	n/a	9.566495744948592e-07	0.0	0.0	0.0	0.0
847.7952982059898	-1.808846380669479	718756.8676601831	3.2719252288610736	946.5213038268702	-12.07001644539423	895902.5785981183	145.6852969920872	822.2237758699841	-0.1806651777603747	0.0326399064551877	676051.9376058939	825.8569440730352	683.1107092117073	1.265892	19.231228	0.094570804184138	0.0656888631458844	-0.0095127827	0.1885773086	0.053697486	-0.1344956685	0.0835261966	0.0935041071	-0.0024806211	-0.0034356963	0.0458973777	-0.0502146204	0.0963526573	0.206491887	0.0779854408	0.0467879083	-0.0626505212	-0.0809768396	0.0932098169	0.0442211093	-0.116420206	-0.113072253	0.085628512	-0.1034104105	-0.0454489855	0.0006726388	0.1218426979	-0.097457713	0.0664139379	-0.0405836296	-0.0355831868	-0.06450069	0.0320085359	0.0497290684	-0.2229286816	-0.0039096865	0.1414714593	-0.0824545975	-0.0555902633	-0.019754396	0.0635303816	0.0410370763	-0.1707755853	-0.1386240475	0.0724111586	0.0035089001	0.0012918083	0.0839974475	-0.070919584	-0.0351113721	-0.0680328009	-0.0210431611	0.1351954886	-0.0383047359	0.0762705037	-0.071615695	-0.1151736838	0.1361929663	0.0279128743	-0.1203500851	0.0281297931	-0.0848276665	0.0450029945	-0.1424799331	0.0472665901	0.0263224871	-0.0050792048	-0.1635784224	0.0476314244	0.0813797869	0.164592244	-0.0029196876	0.0001063183	-0.0328485918	-0.0229947102	0.0691964375	0.0182575158	-0.2094337657	0.0234748897	0.0164132199	0.155915944	0.1551433414	0.0679038127093178	0.0005544527939775	3.074179007494624e-07	0.0046109277804621	0.0118814377371592	0.0008178818021918	6.689306423565071e-07	0.0001411685627019	-0.1289506688107877	0.0598867844933437	0.0035864269569522	0.0166282749867494	-0.0004210867998479	-0.0001430563393018	1.7731409300614537e-07	2.0465116214460327e-08	-0.0028111403350321	0.0001950021971008	3.8025856874178235e-08	7.902509983244387e-06	0.0006499094803845	-0.0003281751654896	1.0769893924419197e-07	4.2238233269365083e-07	0.0	0.0	0.0	0.0
846.6427303580782	-1.152567847911541	716803.9128681815	1.328412644039442	944.4395750248232	-2.081728802046996	891966.1108730686	4.333594805272021	821.769301506372	-0.4544743636121211	0.2065469471806424	675304.7848982705	824.9408819295089	671.9375437015921	1.213652	18.437601	0.0120487512374235	0.0065927830432732	-0.1293590371	0.0654659995	0.0644885656	-0.1183474732	-0.0699670681	-0.0756414472	0.048315869	-0.0105002774	0.1152504234	0.0706199002	0.0132725647	0.0453583743	0.0474071034	-0.0404966213	0.0367299642	0.0227534499	0.1309600093	-0.0500456183	-0.2213384762	-0.1618777074	0.1130250613	0.0660232424	0.1277598689	0.0397797647	0.1255114513	-0.1367102069	-0.124128111	0.0354319188	-0.1790095293	0.030981219	-0.0157153911	0.0013127638	0.0679482665	-0.1016886296	0.0501184258	-0.0184727991	-0.070877788	-0.081619461	-0.0432673535	-0.0865277522	-0.1386200123	-0.1930750053	-0.0082835867	0.0469681096	-0.0425662637	0.1089290865	-0.1783230574	0.0766426586	-0.0772228136	-0.1315850696	0.0896407357	-0.1947378657	0.158222147	-0.0111141358	-0.0936842411	0.0790876712	0.0050776888	-0.0981989334	0.0042157606	0.0419056566	0.0195084939	-0.1344277053	0.1650996888	-0.0271876548	-0.0561118014	-0.0850359634	-0.0092643709	0.0452123624	0.0703259867	0.1174434242	-0.164764318	-0.0958622356	0.0222643909	-0.0597706971	0.0450156531	-0.1532287113	0.1083090149	0.0653170892	0.1554579513	0.1533170814	0.0680682881401395	0.0001644754308216	2.7052167343982184e-08	0.004633291850329	0.0118783913733011	-3.0463638580995045e-06	9.280332755934896e-12	0.0001410961816173	-0.1309731443209614	-0.0020224755101737	4.0904071892523866e-06	0.0171539645333193	-0.0003649685553516	5.611824449629996e-05	1.3320204639543393e-07	3.149257365346501e-09	-0.0028871318166854	-7.599148165330022e-05	5.774705283863864e-09	8.335530126917139e-06	0.0007149748328863	6.50653525018e-05	4.233500096183491e-09	5.111890116607927e-07	0.0	0.0	0.0	0.0
845.7791095305535	-0.8636208275247554	715342.3021182959	0.7458409337345434	942.922368140194	-1.5172068846292175	889102.5923391115	2.301916730766296	822.1026156099135	0.333314103541511	0.1110982916196811	675852.7105926613	824.5303092392502	680.1554237142487	1.189709	18.073872	0.069122680082089	0.0424984957506095	-0.0734786557	0.1669369315	0.0827878295	0.0425749855	-0.0068432918	-0.0125811654	0.0448111745	-0.094232201	0.0660925181	0.1114539772	-0.0007641054	0.0419121574	0.0572343071	-0.0630383678	-0.0542056939	-0.0577668432	0.0638431088	-0.0331112114	0.0032815815	-0.1203640109	-0.0444194561	0.1456909338	0.1115030166	0.0968341671	0.0014891271	0.0369538984	0.110971317	0.0092110226	-0.0742000826	0.1200185407	0.0054899527	0.0341876429	-0.109016938	-0.0168204131	0.0549000634	-0.1188911647	-0.0439261407	-0.0432384341	-0.0231614008	-0.0106938494	-0.0517478266	-0.0409285666	-0.1385190181	0.144181386	-0.016426752	-0.0538258082	-0.0841493126	-0.0087807192	-0.0855164651	0.0712052594	0.1227890952	0.015687107	0.1140196749	-0.1322267051	-0.0961933657	0.0333615842	0.1382281345	-0.0973658772	-0.0061269422	0.1135782427	0.0095942092	-0.1484081633	-0.0155769228	0.0728196549	0.1154302015	-0.0874381992	0.1081701705	0.0828797856	0.1982203466	0.037919962	-0.1223501003	-0.0313948205	-0.0115098845	-0.015600815	-0.07173221	-0.0972035831	0.1603388618	0.1902307534	0.1547718027	0.1505910958	0.0684782635214702	0.0004099753813306	1.6807981329724969e-07	0.0046892725749159	-0.0216156394785969	-0.033494030851898	0.0011218501027078	0.0004672358700686	-0.1576101249871868	-0.0266369806662253	0.0007095287390128	0.0248409514984766	-0.0004110140521185	-4.6045496766900006e-05	1.6893255103886905e-07	2.1201877725105987e-09	-0.0029636382850486	-7.650646836319984e-05	5.853239701409298e-09	8.783151884605806e-06	0.0006658929343637	-4.9081898522600046e-05	2.4090327625828092e-09	4.434134000354989e-07	0.0	0.0	0.0	0.0
843.1362314282819	-2.6428781022715384	710878.7047470853	6.9848046634664085	942.5071331002858	-0.4152350399081115	888319.69594492	0.1724201383674909	821.9571631548808	-0.1454524550326823	0.0211564166750344	675613.5780616194	825.0478255275623	667.1514524699488	1.277544	19.408236	0.1067516714856059	0.0548570899883342	0.0462157192	0.0528142313	-0.0568596386	0.2361645617	0.0659153185	-0.056220979	0.1029247463	-0.1377221613	-0.0232955438	0.0236811162	-0.0260643707	0.0765512969	-0.0305247648	0.0925276953	-0.0926853676	-0.0490683606	-0.0355187719	0.0428551129	0.1076984698	-0.0436322346	0.0102091494	0.179038198	-0.0952226894	-0.044933635	-0.1117431502	0.0137750127	0.2365460525	-0.0105649247	0.02578403	0.1033035844	-0.0807530924	0.0152466005	-0.0225598897	0.1990805646	-0.1026678761	-0.1035433143	0.0272844567	0.0182688381	0.0402272031	-0.0141869737	0.0772925974	0.0207801602	-0.0897472222	-0.0089557046	-0.0466266326	-0.1961462749	0.1621264141	-0.1394777383	0.1592781779	0.0045740977	0.2121790966	-0.1459923427	-0.1687728591	-0.1549881656	-0.1027943843	-0.0820796443	0.0885706848	0.123080674	0.0520792498	0.0655784879	-0.1142278326	-0.1161325658	-0.1403825005	0.0754639552	0.0479744557	0.0098015995	0.0646986588	0.1353222015	-0.1736886185	0.0293228325	-0.028323492	0.0986068958	0.093415792	-0.1158625136	0.0090309362	0.1437051702	-0.0616699032	0.2328738197	0.1538585052	0.1469813818	0.0906221652499539	0.0221439017284836	0.0004903523837607	0.0082123768345899	-0.0217688510834079	-0.000153211604811	2.3473795848762105e-08	0.0004738828774915	-0.1200360598046756	0.0375740651825111	0.0014118103743395	0.0144086556534316	-0.0007710260022486	-0.0003600119501301	5.944810961434582e-07	1.2960860423647762e-07	-0.003175120033263	-0.0002114817482144	4.4724529827818915e-08	1.0081387225628036e-05	0.0002997767733122	-0.0003661161610515	1.3404104338308788e-07	8.986611381747416e-08	0.0	0.0	0.0	0.0
844.0225976086825	0.8863661804006142	712374.145274108	0.7856450057579741	941.1343483099058	-1.372784790380024	885733.8615687111	1.8845380806987264	822.4676109643474	0.510447809466541	0.2605569661891901	676452.9710854011	824.8828554264766	651.110630147018	1.10695	16.816607	0.0535516070362543	0.021142504290293	0.0726600779	0.0090649894	-0.1782895274	0.0226280639	0.0958206498	-0.0235975763	0.0613710042	-0.090772383	-0.1072950014	0.050649944	0.0118444566	0.0029471739	-0.0256977676	0.0749332735	-0.1041590028	-0.0720450767	-0.0765393162	0.0949143706	0.1672733668	-0.0166817201	0.0193168771	0.044219734	-0.0829546254	-0.1207507259	-0.0290757081	0.1418154086	-0.0073282225	-0.0572192153	-0.2418793687	-0.0467221919	-0.2134174074	0.0671177876	0.1138115343	-0.2345932674	-0.0006996349	-0.0905387276	0.0627250496	0.0316097907	0.0676384857	0.0564383123	-0.0002489538	0.0697379958	-0.0611503937	-0.0977080324	-0.0130199062	-0.2473323778	0.1745430935	-0.0093608247	0.113837504	-0.0620109757	-0.1089440907	-0.1772850895	-0.016157295	-0.1572478437	-0.091783161	-0.041264099	0.0067281673	0.0453841708	0.073118733	-0.0989421929	-0.0785898265	-0.0662800438	-0.1266386845	0.078515864	0.1610685649	0.1058029026	-0.1375214693	0.0236776338	-0.2260182331	0.1547025924	0.262520571	-0.1132153689	0.0138234334	0.1545769295	-0.1016362933	0.1549027348	0.0174384091	0.0296621989	0.152719399	0.1425091225	0.0849479854429517	-0.0056741798070021	3.2196316482191394e-05	0.0072161602308159	-0.0328776853543928	-0.0111088342709848	0.0001234061988602	0.0010809421942624	-0.1099495200710833	0.0100865397335923	0.0001017382837973	0.0120888969638615	-0.0005976297529979	0.0001733962492507	3.571613216683309e-07	3.0066259254210905e-08	-0.0030811785279367	9.394150532630006e-05	8.825006422971264e-09	9.493661121018167e-06	0.0005660800832287	0.0002663033099165	7.091745287248348e-08	3.20446660628212e-07	0.0	0.0	0.0	0.0
845.2740882577245	1.2514906490420117	714488.2842799275	1.5662288446395956	942.8382126792184	1.703864369312555	888943.8952881431	2.9031537890128707	822.9486107303454	0.4809997659980354	0.2313607748901648	677244.4159030056	825.79873066468	662.9090727446617	1.017823	15.462608	0.0658889805817243	0.0281808213473878	0.0970417228	0.076081933	-0.1255484369	-0.0515430739	0.1880531297	0.0669248265	0.1563377517	-0.057432159	-0.1491549067	0.0011392569	0.110726917	0.1438687703	0.0388240211	0.023808094	-0.1207446415	-0.1378739331	-0.0827583609	0.0886794506	0.0852151039	-0.0002912857	0.0465998367	-0.1469491843	-0.0386648645	-0.1464045869	0.0668539767	0.0609321329	0.0286855732	0.0354790028	-0.0776382615	-0.0394205408	0.1158776603	0.1688628696	0.0945864736	0.0432921815	0.1483541874	-0.1093017141	0.0655260571	0.0600636619	0.1227697336	0.1509858504	-0.1246388104	0.1321176945	0.0723014926	-0.1689920708	-0.0261502673	-0.0609868679	0.104358311	0.0759427005	0.0486347166	3.10267e-05	-0.0935164845	-0.0581024126	0.0933900687	-0.0144907763	-0.1000460932	-0.0003808686	0.0037083932	-0.0588180919	0.1030753029	-0.1388085075	-0.070451389	-0.0393582542	-0.1990095228	0.0096547445	0.2495816849	-0.0470980308	-0.028386055	0.005655149	-0.0085433816	-0.0707050861	0.2073296667	-0.0131775191	-0.0365721566	0.0722663526	-0.0507556066	0.1906795577	0.0069262146	-0.0604592056	0.1513561561	0.1372005631	0.0686291616472232	-0.0163188237957285	0.000266304010076	0.0047099618284006	-0.0217172342196789	0.0111604511347138	0.0001245556695303	0.0004716382621523	-0.1116749580604903	-0.0017254379894069	2.977136255288861e-06	0.0124712962578122	-0.0009239017766434	-0.0003262720236455	8.535944928848309e-07	1.0645343341372973e-07	-0.002874858933425	0.0002063195945116	4.256777507947222e-08	8.26481388709353e-06	0.000767173818309	0.0002010937350802	4.0438690288545866e-08	5.885556674988106e-07	0.0	0.0	0.0	0.0
844.3901631216784	-0.8839251360461731	712994.7475766547	0.7813236461342455	943.57526359345	0.737050914231645	890334.2780654486	0.5432440501697038	822.5597090610238	-0.3889016693216263	0.1512445084011475	676604.4749705561	825.2150217197285	658.144138224564	1.114075	16.924845	0.0567870469075102	0.033531346550383	0.1217716297	-0.0091630508	-0.0601859017	0.0792606941	-0.000356004	0.0558190456	0.2277145564	-0.0210494506	-0.0962843906	-0.1118790161	0.0110253441	0.1890968534	0.0422959714	0.0147147437	-0.0352782503	-0.0508867267	-0.0763584242	-0.04849309	-0.1659864261	0.0420583181	-0.0306716714	-0.0212459618	-0.2041912111	-0.1619700195	0.031844506	0.0193084089	-0.1927849899	0.0850416907	0.1641124106	0.1172243498	0.0870672026	0.1364785683	-0.041047131	-0.2139718904	0.1457864835	-0.0242128423	0.0402721073	0.0985767826	-0.0673564131	-0.0341383956	-0.0898455932	0.0665433686	0.0702482132	-0.2924222139	0.0735954994	0.1001637797	0.0416586897	0.0857743146	-0.0238896737	-0.0690635703	0.0729828848	-0.0036293748	0.0344803833	0.2661908497	-0.1335212878	0.0093257018	0.0547252116	0.0566585261	-0.0263893739	-0.1927829299	-0.2306917874	0.0282175359	-0.1735084929	-0.2126722378	0.0412916559	-0.0450242865	0.0645305185	-0.056543873	0.0335885291	0.1018960207	-0.0349403603	-0.0818563665	0.0794811341	0.0232822356	-0.0631040878	0.1050576224	-0.1194815478	-0.1441689626	0.1497707771	0.1310868562	0.0686001539289975	-2.9007718225698698e-05	8.414477166615323e-10	0.0047059811190821	-0.0411553342508739	-0.019438100031195	0.0003778397328227	0.0016937615373011	-0.1115908697234857	8.408833700460083e-05	7.070848420199322e-09	0.0124525222056439	-0.0013617821964149	-0.0004378804197715	1.8544507504725888e-06	1.9173926201926507e-07	-0.0031780305716908	-0.0003031716382657	9.191304224876888e-08	1.0099878314601351e-05	0.0007708387766934	3.664958384399955e-06	1.3431919959383528e-11	5.941924196541773e-07	0.0	0.0	0.0	0.0
844.4335066080242	0.0433434863458614	713067.9470823241	0.0018786578086138	940.104381539968	-3.4708820534820006	883796.2481906457	12.04702222918343	821.8637595952944	-0.6959494657294272	0.4843456588490751	675460.0393361119	823.940185220325	644.6819562074855	1.06715	16.211964	0.0815911968020903	0.042098043229159	0.1282431784	-0.1273545794	-0.0292416567	-0.0893048543	-0.1978281796	0.069556919	0.1733345118	0.1522325305	-0.0324119696	0.0213014195	-0.0633913177	0.1726251532	0.034888284	-0.069845412	-0.0178148297	0.1013439976	-0.0969756294	-0.0319612895	-0.1927656434	0.0790490785	0.078113989	0.0213279917	0.0198339203	-0.0077974742	0.0150340585	0.1473262917	-0.0516040234	0.013681805	0.0332762157	0.0588400767	0.0183978546	0.0608467939	0.0451125947	0.0899212955	0.0749184338	0.0893311103	0.1181952519	0.028912784	-0.0280493402	-0.1402671642	0.0343167804	0.0660264049	0.0707323364	-0.068355374	-0.1533859831	0.1264819052	0.067199754	-0.039215439	-0.0104442462	-0.0392571874	0.2669798774	-0.0081483435	0.2223225088	0.0018910167	-0.1195713142	0.0038320009	0.0331825686	0.0943074007	-0.0579667755	-0.1668752299	-0.177260356	-0.0094162608	0.0511213342	-0.2225593553	-0.0454758672	-0.1222912872	-0.1265852763	-0.0038797369	0.0727660987	-0.0210810551	-0.0539897555	0.0257818639	0.1172877392	0.1061254877	-0.0367022955	-0.0264699382	-0.1966800209	-0.0024323514	0.1479655889	0.1242038795	0.0653700790966809	-0.0032300748323166	1.0433383422365137e-05	0.0042732472411063	-0.0066663854646122	0.0344889487862617	0.0011894875883813	4.4440695162792817e-05	-0.1191266137713427	-0.007535744047857	5.678743835481231e-05	0.0141911501086266	-0.0017041331431142	-0.0003423509466993	2.9040697694602826e-06	1.17204170705907e-07	-0.0029518021653083	0.0002262284063824	5.117929185436553e-08	8.713136023118768e-06	0.0009289880063247	0.0001581492296313	2.5011178832973688e-08	8.630187158951409e-07	0.0	0.0	0.0	0.0
850.5682484429589	6.13474183493463	723466.345259323	37.63505738129711	945.834705885562	5.730324345593999	894603.2908576276	32.8366171057073	824.3058492464085	2.442089651114088	5.963801864078529	679480.1331018427	826.6088259804574	665.1028344799442	1.400122	21.270424	0.0897755864712153	0.0465236882881457	-0.0526522209	0.0562912409	0.0570573829	-0.2574804128	-0.2115137065	0.0116784106	0.023360246	0.1222772766	0.0869315198	0.1635170765	0.1633393788	0.099850585	-0.0688205792	-0.1569332693	0.0453957622	-0.1158078962	-0.0274413375	0.1830939321	0.01095345	0.0180341512	-0.0795913518	0.075040447	-0.0076178631	0.1375615111	0.0330179605	-0.136956576	-0.0077311234	-0.209632188	0.1024818786	-0.0766332944	0.0979191004	-0.0997493531	0.0890631118	0.0257984778	-0.2229708559	0.0099862781	-0.0696545153	0.0519837494	0.2502543553	-0.1056566694	0.0331500357	0.0949514272	-0.168797573	0.0612805866	-0.0960172276	0.1400583935	-0.0286510944	-0.1549769973	-0.108527314	-0.1010351527	-0.1072172102	0.0050423398	-0.1942478781	0.0464073575	-0.1217311733	0.1446088564	0.068998615	-0.0330608087	-0.1252858201	-0.0420841223	0.0627449232	-0.0379808739	0.1035465649	0.00342529	-0.1695962973	-0.0641155512	-0.2325104749	0.0790273692	-0.0112109687	-0.1393722383	-0.0505720417	-0.0281554679	-0.0420247776	-0.0402436215	0.1950671169	0.0975031386	-0.1582676347	-0.1453767622	0.1459432408	0.1165920251	0.0686787821064882	0.0033087030098073	1.0947515607107911e-05	0.0047167751116304	0.0238770458174855	0.0305434312820977	0.0009329011944842	0.0005701133169703	-0.122948503654328	-0.0038218898829852	1.4606842277665322e-05	0.0151163345508383	-0.0011978151263402	0.0005063180167739	1.4347610768893895e-06	2.5635793410995644e-07	-0.0028637908590114	8.801130629689999e-05	7.745990036086747e-09	8.201298084157252e-06	0.0004812860834691	-0.0004477019228556	2.0043701172860164e-07	2.316362941410255e-07	0.0	0.0	0.0	0.0
