global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
858.5529918907987	n/a	737113.2398846418	n/a	953.6631723601242	n/a	909473.446315976	n/a	825.4730384006973	n/a	n/a	681405.737126479	831.4890765199567	679.125475692749	n/a	n/a	n/a	n/a	-0.0406209324	0.1058921096	0.221716266	0.2940427368	-0.0866671172	-0.091553055	0.1635139964	-0.1289538201	0.3580447214	-0.3063997297	0.0519343766	-0.0790513934	0.1806977618	-0.1224617086	0.1802091113	-0.2446579611	0.0879145145	-0.1265478187	-0.0534837807	0.0306029101	-0.0478889872	0.1295211655	-0.1713018001	0.0298607738	-0.0511481975	0.0236533904	-0.1242959039	0.1197716134	-0.0964773455	-0.0777751982	0.0385702799	-0.0284666535	-0.0800402333	0.0121833038	-0.3122879919	0.1751736185	-0.129001111	0.2628317955	-0.078463753	-0.0118513493	0.0655566146	-0.1889393755	0.2134785371	-0.0672543145	0.1469389929	-0.0892168874	0.0275292926	-0.0255148205	-0.0188881311	0.3317693666	-0.0136579023	0.277656877	-0.0052235572	0.0960277445	-0.0033746714	0.1805548133	-0.1680556855	0.0107583978	-0.0181437303	0.2537395463	-0.0713003841	0.3709072734	-0.042421563	0.1606049168	-0.2044753728	0.1317390953	-0.1701897902	0.0365420815	-0.1906968625	0.1758110858	-0.0660540937	-0.2168119364	0.1561451084	0.1560591586	0.0946223640653443	n/a	n/a	0.0089533917813145	0.0174461248882664	n/a	n/a	0.0003043672736169	-0.0519939500475885	n/a	n/a	0.0027033708415511	0.0019954666179345	n/a	3.981887023290952e-06	n/a	-0.0030108907652286	n/a	n/a	9.065463200138864e-06	0.0026280158534577	n/a	n/a	6.906467326025003e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
854.9152064038766	-3.637785486922098	730880.0101405829	13.233483248861049	952.4686042522562	-1.1945681078680082	907196.4420862412	1.4269929643353532	824.255269805656	-1.2177685950413206	1.482960351068912	679396.7498023948	830.0342457082012	666.1769654767267	1.423136	23.680347	0.1587172812671202	0.0817688971796412	-0.0465764994	0.1629674805	0.0610801543	0.1915426673	0.0210691315	-0.0531057884	0.1609618322	-0.1919223798	0.1816543384	0.1046492963	0.002056888	-0.0738381704	0.1062002986	-0.0091568543	0.2219799335	-0.05597911	0.0810182267	-0.1896006742	0.1243940656	0.1147118404	-0.0443081119	0.0712746725	-0.0542383673	0.1625281078	0.1829839336	0.1077728355	-0.0438227696	-0.1257205044	-0.0253661543	0.1556480843	-0.0321827357	-0.0506250187	-0.0102002227	-0.0754603671	-0.2580263266	0.0062053339	0.0086480634	0.1864005478	0.0722684406	-0.0902856464	0.0756010513	-0.0449325446	0.0269356711	-0.2376833422	0.0075825878	-0.0625046867	0.0360355724	-0.0449132898	-0.0308531222	0.2862505392	-0.0496816408	0.0961785883	-0.084890878	-0.0067929308	0.0424755348	0.0301294105	-0.0545975086	-0.0757132299	0.1413069691	0.1205896916	0.1595439255	-0.0043269405	-0.0106101141	0.0134720591	0.0390869128	-0.0844810842	0.1589190179	0.0101238138	0.0731589531	-0.0372586703	-0.0055668689	-0.0364944207	0.155915944	0.1551433414	0.0680745317716571	-0.0265478322936871	0.0007047873994937	0.0046341418759303	0.0010908566549545	-0.0163552682333118	0.0002674947989835	1.189968241658521e-06	-0.0299723700817224	0.0220215799658661	0.000484949984193	0.0008983429683157	0.0019912693145869	-4.197303347600132e-06	3.965153483215382e-06	1.7617355391775277e-11	-0.0020072520508027	0.0010036387144259	1.0072906690944736e-06	4.029060795451644e-06	0.0017599998557461	-0.0008680159977115	7.534517722832643e-07	3.097599492226293e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
852.6470675193592	-2.268138884517384	727007.0217493627	5.144453999459764	944.6660591213182	-7.802545130938029	892393.9632558018	60.87971052032474	822.3008593850884	-1.9544104205675692	3.819720092023104	676178.703345455	828.2330623513401	653.803470424126	1.156866	19.249733	0.0852268610512885	0.0450167203698717	0.0020498916	0.1654244361	-0.0171202456	0.0424242253	0.0935536643	-0.1195548461	0.116788862	0.0849384677	-0.039056024	0.0653970616	0.0855882321	-0.0128185152	-0.0230865239	0.1125918967	0.102362426	0.0136194423	0.1206354215	-0.0957478719	0.2212013432	0.0485016779	-0.0644445469	0.059845991	-0.0007249069	-0.0404210836	-0.0410813264	-0.0253522715	0.0624210782	-0.0849625648	-0.1287739912	0.1413480758	0.0542192922	-0.0157481681	0.0745361445	-0.1644125679	-0.0462911921	0.0528347135	0.1355817318	0.0393113793	0.1579010332	-0.1084989919	0.0570529681	0.0644160233	0.1170546746	-0.0181476952	-0.0233880083	0.0269042276	-0.1092649812	0.0649819547	-0.0021645039	0.242825339	-0.1071287783	0.1641089657	-0.0720290294	0.0221551153	0.0978250559	-0.0499925113	-0.0123336052	-0.071540778	0.1074458961	0.1297700636	0.1089303821	-0.0379632714	-0.0062323444	-0.0840255388	0.1515277007	-0.0188931276	0.0482471994	-0.0603651155	-0.0270286072	-0.0667189656	-0.0486304895	0.1637139977	0.1554579513	0.1533170814	0.0830973030810611	0.0150227713094039	0.0002256836578146	0.0069051617793457	0.012914956855738	0.0118241002007835	0.0001398093455581	0.0001667961105855	-0.0301544608067985	-0.000182090725076	3.315703215873954e-08	0.0009092915065487	0.0014632240868286	-0.0005280452277582	2.1410247282753906e-06	2.788317625583148e-07	-0.0014522735602775	0.0005549784905251	3.080011249456294e-07	2.1090984938810856e-06	0.0016790655977091	-8.093425803699992e-05	6.550354123999687e-09	2.819261281410217e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
852.3975051629376	-0.2495623564216202	726581.5068080003	0.0622813697427118	943.469885288984	-1.1961738323342388	890135.4244472085	1.4308318371611797	822.1934799320442	-0.1073794530442455	0.0115303469360813	676002.1184427647	827.4852954524579	654.7370429861135	1.091937	18.169344	0.1030731060000255	0.0494459206896935	-0.0416265193	0.1227932251	-0.0457693243	0.1810053821	0.1087077678	-0.0952552638	0.0388734736	0.1335582924	-0.0942370673	0.0589538413	0.0554672418	0.0241984665	-0.1770183339	0.0792191874	0.0855542133	-0.1631727294	0.1025717913	-0.0959438309	0.2183017758	0.1250197082	0.1287909654	-0.0663162513	0.2022873529	0.0137815305	-0.0347850179	-0.0499689676	-0.0359933004	-0.0140516467	0.1025865781	-0.0101202304	-0.2088894166	0.0153331149	0.1913403916	-0.0695454169	0.0703468089	0.130943171	0.0956407711	0.1215657137	0.1311583757	-0.2791204865	0.022877848	-0.0722883918	-0.0100572314	-0.021348707	-0.070028921	0.0583044608	-0.0339576411	0.1953589185	-0.0373365342	0.3002397655	0.0013514437	0.0236674863	-0.1109594385	-0.0994597739	0.0610280059	0.0705545755	0.0960977672	0.1142266638	0.0922513938	-0.0201205757	0.0585220427	-0.1876532903	0.1197932893	0.0473802557	0.0196063794	0.0439442563	0.0565698112	0.0203023588	-0.0830592165	-0.2164050397	0.0718604607	0.1486398843	0.1547718027	0.1505910958	0.1004777373064484	0.0173804342253873	0.000302079493863	0.0100957756942236	0.0306665549731945	0.0177515981174565	0.0003151192357236	0.0009404375939239	-0.0462180801715703	-0.0160636193647718	0.0002580398670962	0.0021361109347456	0.0020949354955839	0.0006317114087552	4.38875473065736e-06	3.990593039516056e-07	-0.0013615742066723	9.069935360519988e-05	8.226372744401085e-09	1.8538843202753035e-06	0.0013639272742214	-0.0003151383234877	9.931216293063833e-08	1.860297609365018e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
853.1832848838706	0.7857797209329647	727921.7176052318	0.6174497698294878	940.665293375651	-2.804591913332956	884851.1941614996	7.865735800332611	821.4690209254745	-0.7244590065696457	0.524840852199878	674811.3523402577	826.3516155582844	651.2801325386968	0.977104	16.258562	0.1280712145209233	0.0675783063400387	-0.0327234772	0.1021184353	-0.0733762708	0.1334769185	0.091536578	-0.0667459824	-0.0427833261	0.2060564229	-0.111861758	-0.0034282335	-0.021401259	0.0671744696	-0.1984264351	0.0278556901	-0.047753576	-0.0522855145	0.0749623891	-0.1943453834	0.1194239447	0.0018519343	0.0159055705	-0.0724101775	0.0735001181	0.1094494466	0.1198868912	-0.1295181086	0.1300408868	0.1309016991	0.0273802978	-0.1496067832	0.0300439901	0.0372957461	0.1814416024	0.0163043901	0.1556221503	0.0915741504	0.0790864329	0.0705980954	0.2479763567	-0.041196302	0.0611860425	-0.0950563293	0.0331870173	0.076624985	-0.1528053761	0.0432969113	0.0988307948	0.075386621	-0.0337316109	0.2197191998	-0.0403739594	-0.0329176046	-0.0226590835	-0.0941777351	0.1199178214	0.0898290836	0.0329643169	0.0744261196	0.0918439248	-0.1541988658	-0.0580332333	-0.2903909169	0.027797456	0.0506779375	-0.0477603983	0.1202259372	-0.0426133336	-0.0066565648	0.1011081544	0.0280625567	-0.0009521029	0.08109578	0.1538585052	0.1469813818	0.0520919607406966	-0.0483857765657518	0.0023411833738708	0.0027135723738102	0.0094672285670611	-0.0211993264061334	0.0004494114400737	8.962841674097778e-05	-0.0131322933140722	0.0330857868574981	0.0010946692919797	0.0001724571276868	0.0022441982248533	0.0001492627292693	5.036425672434702e-06	2.227936234895017e-08	-0.0012958004480965	6.577375857580014e-05	4.326187317187642e-09	1.67909880128709e-06	0.0010709572682358	-0.0002929700059855	8.583142440720243e-08	1.1469494703870876e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
854.003758498928	0.8204736150574945	729322.4195302954	0.6731769530055136	943.6690886925006	3.0037953168496188	890511.3489537346	9.0227863055277	823.2044258559046	1.735404930430036	3.0116302725608786	677665.5267487494	828.2119171444732	658.6030750669282	1.089464	18.128185	0.1465133403556696	0.1007473140855668	0.0084005964	0.0852625932	-0.0133731435	0.1724697922	0.0857468695	-0.0779700842	-0.0924895101	0.0262081285	-0.0754133164	-0.1166842796	-0.0734859769	-0.0165720153	-0.0916322273	0.0451975864	-0.0496020359	-0.1931476479	-0.048018426	-0.0891821896	0.036480415	-0.0871991567	0.2541884527	-0.0028704417	0.0154206843	-0.2020827829	-0.0150664131	-0.0535064125	-0.1256190889	0.0870549032	-0.0799946037	-0.0380763868	-0.0807817991	-0.0027883176	0.1544786662	0.0011337784	0.0370112517	0.1361239053	-0.0906971738	0.0227084943	0.1262316743	-0.1326477955	-0.1689955445	0.1333226146	-0.0804729523	0.1129387461	-0.0262470359	0.017170388	-0.0151475654	0.1489186842	0.0094203849	0.0576548871	0.0113553863	0.1041261469	-0.0284422038	-0.0398294586	0.1390747872	0.0168818535	0.0260950339	0.2580052671	-0.0899246357	-0.045633897	-0.1694149105	-0.0291311418	-0.0755884696	-0.0650941071	-0.0252680029	0.1102675902	-0.0253735051	-0.038914518	0.1970928148	0.086515418	-0.0396866442	0.0665794483	0.152719399	0.1425091225	0.0517963570664079	-0.0002956036742886	8.738153225297968e-08	0.0026828626053508	0.0340499885030709	0.0245827599360098	0.0006043120860714	0.0011594017170592	0.017005799729219	0.0301380930432912	0.000908304652286	0.0002891972244303	0.0007400214023443	-0.0015041768225089	5.476316759276244e-07	2.262547913373271e-06	-0.0010191222323832	0.0002766782157132	7.655083505029531e-08	1.0386101245377172e-06	0.0010218746324165	-4.908263581930019e-05	2.40910513897005e-09	1.0442277643763569e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
851.6987128851961	-2.305045613731977	725390.6975302997	5.313235281385027	949.3689797938556	5.699891101354979	901301.4597948262	32.48875856730567	823.1175925010492	-0.0868333548553437	0.007540031515434	677522.5710847233	830.1026825555481	652.8566232122224	1.143012	19.019209	0.111989897956554	0.054391857615217	0.024073895	-0.017483714	0.0684356183	0.0123260516	0.0442428572	0.0423454966	-0.0569000371	-0.1605990752	-0.1645740341	-0.1688889493	0.0050123244	-0.0836988742	0.0427357739	-0.063080217	-0.1017298383	0.0287109283	-0.0823123563	-0.1373096267	-0.0315965864	-0.0482383293	0.2245835065	0.0839434891	-0.0569575878	0.0384820758	0.2115690883	0.0069707998	0.1232912931	0.0021079299	-0.0828776731	0.1052057274	-0.1394424588	-0.0830518815	-0.0276459889	0.0694129055	-0.0404297071	-0.0614434429	-0.0694239951	-0.0487188653	0.111863423	-0.1325345847	-0.2249466407	0.0210038502	0.0419329471	0.0993591587	-0.1267392385	0.0308420551	0.1719560386	-0.0498567596	0.0178301364	-0.0023927213	0.1877430543	-0.000135842	0.0462851014	0.0431452812	0.0121827701	0.0269867378	0.1446797175	0.0713132276	-0.1114194897	-0.0943453214	-0.0339893444	0.0360602104	-0.1021909647	0.0496787212	0.1629392955	-0.0764479224	0.150877291	-0.0836509901	0.1401249368	-0.0686774309	-0.1350902007	-0.0921221346	0.1513561561	0.1372005631	0.0515483933779137	-0.0002479636884942	6.148599081165013e-08	0.0026572368598441	0.0022277802083721	-0.0318222082946988	0.0010126529407511	4.963004656814437e-06	0.004060298818743	-0.0129455009104759	0.0001675859938231	1.64860264974858e-05	0.0005200984896037	-0.0002199229127406	2.7050243888805004e-07	4.836608754830956e-08	-0.0003373477718409	0.0006817744605423	4.648164150477443e-07	1.1380351916601993e-07	0.0005840875044417	-0.0004377871279747	1.9165756942042386e-07	3.411582128449329e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
850.8444208450087	-0.8542920401873744	723936.2284830783	0.7298148899275064	943.2614954805922	-6.107484313263399	889742.2488562833	37.301364636758485	823.7521417286771	0.6345492276278719	0.4026527222831288	678567.5910025825	829.0810035630028	637.2408926421199	1.073559	17.863541	0.156333143070763	0.0793349801965696	0.0309473149	-0.1669407728	0.0816714696	-0.0939383752	-0.1444848959	0.1147731113	-0.0477742082	-0.0745171151	-0.1719137145	-0.0480941912	0.1137741322	-0.0261960323	0.0620203224	-0.0814622033	-0.087157548	0.0740890558	-0.1783035322	0.0379795519	0.0559768759	0.2029411597	0.0922122643	-0.0346576729	0.0198637426	-0.1859064369	-0.0076782274	0.0101519235	0.0822380018	0.0851992307	0.0016865585	0.2244222496	0.0718170614	-0.0100960778	-0.1533079973	0.119778196	0.0348733158	-0.1380866604	-0.1047510723	-0.0503647702	-0.0529906481	-0.2034028753	0.10711947	-0.0282740244	0.0287339416	0.1073293506	-0.0538771098	0.1060680324	-0.077023681	-0.1376945865	0.0130817934	-0.1251232839	0.22488865	0.0413812626	-0.0144578994	0.045100144	0.0132482838	0.0788234878	0.0482018945	-0.1205757279	-0.030464854	-0.133762567	0.0718106629	0.0824784282	-0.0501786218	0.022216143	0.1170526144	-0.0745818044	-0.0737189789	-0.0143863733	0.0752764542	0.0573472122	-0.0247614276	-0.0101754518	0.1497707771	0.1310868562	0.0228907866576406	-0.028657606720273	0.0008212584229338	0.0005239881138056	0.0162821515812936	0.0140543713729215	0.0001975253546879	0.0002651084601162	0.0622635443213823	0.0582032455026393	0.0033876177870405	0.0038767489514607	8.728420200791856e-05	-0.0004328142875957	7.618531920159134e-09	1.8732820754704385e-07	-0.0005349541211769	-0.000197606349336	3.9048269297901285e-08	2.861759117641494e-07	0.0010620252570085	0.0004779377525668	2.2842449532860387e-07	1.1278976465239703e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
852.2941761777405	1.4497553327317974	726405.3627464933	2.1017905247842843	947.6263895144408	4.3648940338486	897995.7741041747	19.052299926727105	824.5551312407187	0.8029895120415631	0.6447921564487477	679891.1644553988	830.4836212460357	637.3085634872831	1.179066	19.61912	0.1460890006656532	0.082918907458151	-0.015399733	-0.1172762888	0.0471111565	-0.0484925601	-0.1443786425	0.0640318659	-0.0275015182	0.0351895046	-0.0710901789	0.0353002504	0.0898033965	0.014383653	0.0622274501	-0.1028300535	-0.0394251864	-0.074361736	-0.085155716	0.0787879804	-0.0154808138	0.0430745355	0.0049203437	-0.0715072157	0.0554481855	0.0652074489	-0.0714007066	-0.0838845193	-0.0952960694	0.1921036158	0.1131760811	-0.0495523801	0.1669874736	0.0349514262	-0.1157047751	0.0944989014	0.0271921999	0.015059265	-0.0730565555	-0.0167855973	-0.0358150947	-0.0372490722	0.1323518424	-0.1516540009	-0.0274671079	0.1013923302	0.1953621338	0.0974899359	-0.0545149603	-0.0519163648	-0.0258600156	-0.0191011818	0.070730965	0.0559526423	0.0190808426	0.0390033145	-0.1996748284	0.034531894	-0.0531834374	-0.2303898485	-0.0797533448	-0.2230311697	-0.0808598688	0.1925159616	0.0420072263	-0.0812716425	0.1414147209	-0.0663835689	-0.0287688482	0.0978394481	0.3024535576	-0.0131777333	0.0262611979	0.1198061204	0.1479655889	0.1242038795	0.0128663768733474	-0.0100244097842932	0.0001004887915234	0.000165543653847	-0.0278188234972986	-0.0441009750785922	0.0019448960028826	0.0007738869407738	0.0505894271427536	-0.0116741171786287	0.0001362850119003	0.0025592901386319	0.0012101863885544	0.0011229021865464	1.4645510950423411e-06	1.260909320550869e-06	-0.0002832177639724	0.0002517363572045	6.337119353859166e-08	8.021230182952607e-08	0.0012931766857403	0.0002311514287318	5.343098300475243e-08	1.672305940542267e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
853.2559819737671	0.9618057960266242	728045.7707740176	0.9250703892704082	948.416116210236	0.7897266957952525	899493.129487308	0.6236682540516872	824.6040033009426	0.0488720602239709	0.0023884782705354	679971.762259941	831.1322522153948	654.4257122763272	1.291507	21.490088	0.143505356515663	0.0896727949932496	-0.0064165401	0.059779524	-0.0289806967	0.1127640438	0.0930854038	0.00012253	-0.0117608722	-0.1381850685	0.0637766971	-0.0750379872	-0.0455787227	-0.082264631	0.1082387911	-0.0890834244	0.1175634934	-0.0702237295	0.0127831639	-0.0038658794	-0.062920318	-0.1255412523	-0.1250693534	0.1033759634	-0.077056665	0.0280119361	0.0374580009	0.1354753702	-0.1712349107	0.0484515396	0.111502487	-0.0600951183	0.0364883454	-0.05765469	-0.009482823	-0.0139098119	-0.18643228	0.011840992	0.0012445094	0.021314295	-0.0245349195	0.1018016906	-0.0489017777	0.1840463528	-0.0182607856	-0.1114915658	0.1229596537	-0.1488648716	0.1759726651	-0.0153459544	0.0045763634	-0.0496461656	-0.1851985342	0.0799680237	0.0296993367	0.0680858423	-0.0759837216	-0.0705697139	0.0471548763	0.0069510827	-0.0756080465	-0.1125830084	-0.0029062385	0.0347474555	-0.0617798086	-0.1116401867	0.0021312774	-0.0765801901	-0.0385291749	-0.0190899001	-0.0147831195	-0.052280678	0.1177192686	-0.1395729608	0.1459432408	0.1165920251	0.0120070167753993	-0.0008593600979481	7.384997779453697e-07	0.0001441684518447	0.034104372398275	0.0619231958955736	0.0038344821899215	0.0011631082166802	0.0577175269008449	0.0071280997580912	5.080980616130121e-05	0.0033313129115497	0.0001921371330845	-0.0010180492554699	3.691667790993087e-08	1.0364242865628178e-06	-0.0003149159015425	-3.169813757010004e-05	1.0047719254129875e-09	9.917202504432557e-08	0.0008710300634993	-0.000422146622241	1.782077706694857e-07	7.586933715195945e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
