global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	non_steady_state_outlier03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19
719.6372109631761	n/a	n/a	517877.71540285886	1453.7725806473368	n/a	2113454.716242017	n/a	769.2230190154045	n/a	n/a	591704.0529831733	870.813495416652	658.9198727267129	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-0.0047934933627118	n/a	n/a	2.297757861836208e-05	0.0104284862022154	n/a	n/a	0.0001087533244697	0.179205756897204	n/a	0.0321147033050997	n/a	0.0012400005018895	n/a	n/a	1.5376012446862118e-06	-9.10018527977563e-05	n/a	n/a	8.281337212624506e-09	-2.943590389484739e-06	n/a	n/a	8.664724381066917e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
563.5501179898727	-156.08709297330347	24363.180592856683	317588.7354863994	1009.7840630125604	-443.9885176347764	1019663.8539141546	197125.8037915261	613.7787139031195	-155.44430511228495	24162.93199184114	376724.30964056746	671.3027297646781	488.7594010583938	10.69039	322.780212	0.5515731309190633	0.365851650356708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0215005416398526	0.0262940350025644	0.000691376276716	0.000462273290807	0.0067882893609123	-0.003640196841303	1.3251033043433062e-05	4.608087244747512e-05	-0.186523543070777	-0.365729299967981	0.034791032119676	0.1337579208550694	-0.0011550210941933	-0.0023950215960828	5.736128445703003e-06	1.334073728031488e-06	7.61806455280567e-05	0.0001671824983258	2.7949987746460465e-08	5.803490753071425e-09	0.0005530442973462	0.0005559878877356	3.091225313087884e-07	3.058579948271521e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
534.3034141190211	-29.246703870851547	855.3696873092829	285480.13833924214	873.2000624514417	-136.58400056111873	762478.3490652017	18655.18920927968	601.3822570308562	-12.396456872263345	153.67214298588507	361660.61907152674	641.3484062186222	431.81653281242126	2.472951	74.667015	0.3279437189659713	0.205421361942449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0288450865729714	0.0073445449331187	5.3942340274601024e-05	0.0008320390194022	-0.171433846533219	-0.1782221358941313	0.0317631297226662	0.0293895637371752	-0.2537144902493651	-0.067190947178588	0.0643710425624951	0.0045146233827558	9.92262458951866e-06	0.0011649437187828	1.357093867931543e-06	9.845847874452034e-11	0.0002020039479493	0.0001258233024212	1.5831503432187652e-08	4.08055949871035e-08	0.0007659990953448	0.0002129547979986	4.5349745990624554e-08	5.867546140690521e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
528.8981633637262	-5.405250755294901	29.216735727616097	279733.26720952283	824.2295952054019	-48.97046724603979	679354.4256124607	2398.106662295456	599.2130782219672	-2.1691788088890007	4.705336704933104	359056.31311224535	632.765510361251	417.5621826913622	1.052271	31.771742	0.1816265518740388	0.1253669567160192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0213878449324624	-0.007457241640509	5.561045288494136e-05	0.000457439910855	-0.1665000238359226	0.0049338226972963	2.4342606408357043e-05	0.0277222579373627	-0.1546558536148126	0.0990586366345525	0.0239184330573263	0.0098126134918963	-0.0011205705293112	-0.0011304931539007	1.2780147710163943e-06	1.2556783111607833e-06	0.0002571927815882	5.518883363889998e-05	3.045807358422178e-09	6.614812690107554e-08	0.0005481440648508	-0.000217855030494	4.7460814311541674e-08	3.004619158311581e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
523.4066677819158	-5.491495581810455	30.15652372504374	273954.5398785687	800.5634728531811	-23.666122352220786	640901.8740667461	560.0853471902841	598.227056195659	-0.9860220263082056	0.9722394363649396	357875.61076452414	629.2093295642461	401.1642727284204	0.993223	29.988882	0.0920203375907134	0.0506343898309728	-0.1124443365	0.0548054017	-0.1054919227	-0.0455957776	0.0200686325	0.0329404226	-0.0752798154	-0.1408263166	0.0461789785	-0.0118037959	0.0657975139	-0.0538793955	0.0128160712	-0.102091131	0.0455280278	-0.0900250888	0.0072727171	-0.0854124607	0.0198254046	-0.1130710462	0.0092293922	-0.0589156079	0.085493394	0.0397509015	-0.0447319945	0.0434123837	-0.0538763628	0.1142146153	-0.0536760847	0.0213596	-0.0380115686	0.1041542783	-0.1453304208	0.0596462624	-0.041399028	0.0376433669	-0.1296815608	0.0157656509	-0.0096475631	0.0373243235	-0.0792924084	0.0725554206	-0.0633175653	0.0462855301	-0.0539494011	-0.0022482992	0.0236235216	-0.045197665	0.0013162152	0.0046955172	0.0045770896	-0.0212237437	-0.1171908065	0.0731080619	-0.0354430307	0.0205247305	-0.0600807172	0.0212574039	-0.1010893975	0.1079994813	-0.0479422351	0.0054732538	0.0284825199	-0.0744908296	0.1077567839	-0.0735145976	0.1407497704	-0.0157983765	0.0399404232	-0.0105611859	0.0938085094	-0.0151680856	0.0181245231	0.0469551502	-0.0168676863	0.1161177353	-0.1119714047	0.1515647848	-0.0003818831	0.0272281829	-0.0210945923	0.1467010818	-0.0726104991	0.0681606951	-0.011003199	0.0646353657	-0.0498793692	0.1254930394	-0.0078185437	0.0690219634	0.0431860012	-0.1025722146	0.0792416183	0.0762667775	-0.0292661439	0.0438335451	-0.0504269023	0.0103321623	-0.0453357352	0.1088066036	-0.0127541666	0.0736046055	-0.0749352101	0.0536210038	-0.0209250779	0.128750226	0.0094436565	-0.0062421248	0.0852234637	-0.0239548751	0.1185742495	-0.0349277812	0.0766481378	-0.1004195742	0.0463174362	0.0985300633	0.0985214698	0.098507148	0.0	0.0	0.0	0.0	0.0212711081041305	-0.0001167368283318	1.3627487088991217e-08	0.0004524600399776	-0.1802512303398202	-0.0137512065038976	0.0001890956803128	0.0324905060390189	-0.1987972315918966	-0.044141377977084	0.0395203392886021	0.0019484612497157	-0.0013921828014804	-0.0002716122721691	7.377322639291547e-08	1.9381729527378145e-06	0.0006641195799594	0.0004069267983712	1.6558941923263524e-07	4.410548164854498e-07	0.0005464628097632	-1.6812550876000362e-06	2.8266186695810053e-12	2.9862160245429135e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
525.0052823340341	1.5986145521183062	2.555568486244413	275630.54647863883	795.9894068596772	-4.57406599350395	633599.1358328207	20.92207971292928	599.2934635531518	1.0664073574928352	1.1372246521148517	359152.6554575329	629.1196444230794	408.5433107841583	1.006684	30.395317	0.3051218918964196	0.1696020002314772	-0.1048337671	0.0485771474	-0.0732585478	-0.0410078861	-0.0260389962	0.0092752025	-0.0913254735	-0.1012354454	0.0300918363	-0.0603377388	0.0395855158	-0.0668430837	0.1172276855	-0.0236558032	0.0666959257	0.0303105997	-0.126736469	0.04014297	-0.0139701794	-0.0695471156	-0.0479196647	0.0535720461	0.0470034876	-0.0807578518	0.0693684899	0.0804834889	-0.0170915652	0.0660771616	0.1140409228	0.1684642994	0.0626217073	0.0731082817	0.0192492176	0.0598026165	-0.0968261169	-0.0403703024	0.0249484125	-0.0390917202	-0.0999508434	-0.0666010057	-0.0076191114	0.0310417756	-0.0517971932	0.0281530088	0.0457851059	-0.0005803702	-0.0801841271	-0.08294814	-0.0257031758	-0.1189771332	-0.0022296501	0.0570110038	-0.0786097544	0.0789693864	-0.0263107231	0.0574584579	-0.0356832137	0.08036216	-0.0610424921	0.0328636876	0.0332872451	-0.0847691614	-0.0330185415	0.0231982062	0.0425844611	-0.0148740989	0.045635818	0.0460104408	-0.056261235	-0.1493381697	0.039945213	-0.1298920375	0.0357439506	0.0483120553	-0.0461687965	0.0580411056	0.0690651287	0.1953273856	0.0075536462	-0.0852969224	0.2212470629	-0.0017242967	0.0689202735	-0.0453890394	-0.0550808963	0.0910002307	-0.0209840766	0.1007723874	-0.0739831102	-0.0783003489	-0.0987614149	-0.0830688768	0.0860277986	0.007722161	-0.0280074237	-0.0046974292	0.0368429695	0.0434935059	0.0387497334	-0.0453234351	0.0060929929	0.0677111528	-0.1197215045	-0.0554906406	0.0825253026	0.157048148	0.0568760585	-0.0350705954	0.0719674386	-0.0390177473	0.1644727533	-0.0542481803	0.0020486461	0.0094920377	0.0985156603	0.098507148	0.0984298219	0.0983009902	0.0	0.0	0.0	0.0	0.0139454748212131	-0.0073256332829173	5.366490299578715e-05	0.000194476267989	-0.0683141722658149	0.1119370580740053	0.0125299049702632	0.0046668261323634	-0.0988367770755047	0.0999604545163919	0.009768708502673	0.0099920924671236	-0.0024350411316589	-0.0010428583301785	1.08755349682269e-06	5.929425312870657e-06	0.0001151812990018	-0.0005489382809576	3.0133323630068494e-07	1.3266731639742052e-08	0.0006726411190892	0.0001261783093259	1.5920965744367723e-08	4.524460750895713e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
522.0680894492801	-2.9371928847539266	8.627102042249094	272555.09002122155	790.2212794182709	-5.76812744140625	624449.670445449	33.27129418030381	598.2571804908014	-1.036283062350435	1.0738825853143958	357911.6540088033	628.2065087697955	401.4433725447882	0.968381	29.238792	0.3185570168614848	0.1968652355562256	-0.1173316586	0.0770878136	-0.0623851119	-0.089305462	0.0634626942	-0.0161322676	-0.0113028183	-0.1378201404	0.0425646369	-0.004054677	-0.03006603	-0.0465808105	0.1498217398	-0.0362022053	0.0267795477	-0.0008705195	0.0065647535	-0.0201621568	-0.0664241503	0.1280392299	0.0026337051	0.1170124715	-0.0129578787	0.0819514793	-0.013581713	-0.1027299363	0.0413928863	-0.0025853515	-0.0298605921	0.1324284446	-0.0307981264	0.0716257933	0.1287505396	0.1097043694	-0.0003114776	-0.0751761384	0.0170002661	-0.0016298417	-0.1960254936	-0.1245590819	-0.0955239102	-0.067737633	0.0719512457	-0.089741889	0.1014308808	0.0257257543	0.0428620798	0.1353257504	0.0947977847	-0.1126697823	-0.0489497919	0.0388128118	-0.1149654224	0.0819806898	-0.0604705604	-0.0121565056	-0.0101653659	0.0718485205	-0.0353220669	0.1177875475	0.0412273149	-0.0448395549	0.0824646115	-0.0127019753	0.0814139974	-0.0152916636	-0.1022790651	0.0027360142	0.0222004373	-0.1148855148	-0.0409440147	-0.0564284639	0.0416460086	-0.1601357532	-0.1555418602	-0.0777883162	0.0748038455	0.1341548848	0.0737695588	-0.073611798	-0.0116444304	0.003395167	-0.0758395906	-0.0803034806	0.0346540539	0.1184527623	0.044528367	0.1353428606	0.0644624445	-0.0851773914	-0.1209936913	-0.1241140946	0.0770113453	0.070828329	-0.0318218338	0.0143201893	-0.0173365176	0.0026999266	-0.0480436484	0.0157322617	-0.0648480116	0.0293981757	-0.0942497656	0.0249063778	0.0225381236	0.1487744001	0.0302132062	0.0179464864	0.0047151081	-0.1151656174	0.2074619214	-0.0325627256	0.114348755	-0.1272062323	0.1087466258	0.0984613227	0.0982466114	0.097889106	0.0	0.0	0.0	0.0	0.0209236467366764	0.0069781719154633	4.8694883281760753e-05	0.0004377989927612	-0.2111730805779217	-0.1428589083121068	0.0204086676841269	0.0445940699607694	-0.2176465359356427	-0.118809758860138	0.047370014604785	0.0141157588004041	-0.0015930165663573	0.0008420245653016	7.090053685713485e-07	2.537701780688802e-06	4.3396950357266206e-05	-7.178434864453379e-05	5.1529927103199815e-09	1.8832953003110274e-09	0.0007570357606186	8.439464152940003e-05	7.122455518875932e-09	5.731031428553822e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
525.5541213211707	3.486031871890532	12.152418211836606	276207.1344376678	791.1710253973692	0.9497459790983384	625951.5914283247	0.9020174248134616	600.1223874861195	1.8652069953180896	3.478997135383537	360146.8799620401	627.0524033263679	402.6333942034297	1.152721	34.804672	0.5721156622421394	0.3645989337904913	-0.0660565364	-0.010074465	-0.0268819498	0.1297747486	0.0352359651	0.0141245521	-0.103833955	-0.020480067	-0.0207971332	-0.0915361007	0.0482155512	-0.011815738	0.1129153894	-0.0169918248	-0.0239389659	-0.0233311765	0.0139073724	0.0566452487	-0.0484992466	0.1210455101	0.0055418869	-0.0235578105	-0.0031373818	-0.0610363674	0.0343732854	-0.0869851155	0.1399302059	0.1283643627	0.0202040456	0.073252153	0.1271557436	0.1144766927	-0.0790936898	0.0239936417	0.1691022251	0.0305638536	-0.0436048957	0.0096389946	0.0230260971	-0.0409568517	-0.0942108625	0.1794965051	-0.0268317086	-0.127043093	-0.0968225587	-0.0605308788	-0.0276159472	-0.0005033952	0.0897681591	-0.0363267648	0.0711500022	0.000965981	0.0220528091	0.0445828256	0.0323131089	0.0257669545	-0.0650469668	0.1324015791	0.0219969794	0.050400694	-0.0103944283	-0.0389194987	0.0060167432	0.0476327267	0.0415628632	-0.0358833372	-0.0436092135	0.0565882941	-0.090600615	-0.0009188908	0.0004810033	0.0153300243	0.0432233699	-0.0396095179	-0.1488508052	0.0090265597	-0.1654227645	0.033891958	0.0985659201	-0.1198068628	-0.0335215723	0.0339063086	-0.0313585588	0.1021326749	0.1429106534	0.1116767072	-0.0396201175	-0.0569935914	-0.1789170399	0.0082250481	-0.0498514937	-0.0224142545	0.0692747981	-0.0193733308	0.0225878282	-0.0014976435	0.0702171069	0.0360437282	0.0206119892	-0.059611661	-0.0091538043	0.0313936023	-0.084303144	0.0011358044	0.056152633	0.0784355381	-0.0348589757	0.0277497982	-0.0403406359	-0.0717148072	0.0825126565	0.0144501596	0.0167646449	-0.0156941326	0.0860160392	0.0983925981	0.0979720086	0.0972723574	0.0	0.0	0.0	0.0	0.0131401144321614	-0.007783532304515	6.05833751354286e-05	0.0001726626072902	0.0203950526698832	0.2315681332478049	0.0536238003358731	0.0004159581734073	0.0533173469152501	0.2709638828508928	0.0028427394820811	0.0734214258096323	-0.0022761028456601	-0.0006830862793027	4.666068649717428e-07	5.180644164022005e-06	0.000171153751274	0.0001277568009167	1.632180018047795e-08	2.9293606575162252e-08	0.0011821949571776	0.0004251591965589	1.8076034241869432e-07	1.3975849167761472e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
523.0772663362369	-2.476854984933766	6.134810616391246	273609.8265577905	783.4060490223584	-7.7649763750108605	613725.0376448218	60.2948581044768	598.1689873356974	-1.9534001504221123	3.815772147669131	357806.13741021365	625.8770682110189	400.19279721426585	0.906099	27.358294	0.4445681308860486	0.2021163517860149	-0.0752121239	0.0047317183	-0.0090105196	-0.0314165112	0.0003931112	-0.0330240616	-0.0312284048	-0.0677056323	-0.0172300757	-0.0284831986	-0.1033717843	-0.0955300529	0.1471355163	0.0255533584	-0.0022789075	-0.0005326153	0.0430760898	0.0719592103	0.0416826703	-0.068146362	0.0807764247	0.024134434	0.0043586954	0.0242599805	0.0536498042	0.1009100458	-0.0526266532	-0.0925425045	-0.1299498439	0.1214587685	-0.0208699097	0.0392136165	0.014484307	0.0428494454	-0.0875247033	-0.0240302251	0.0074233105	-0.080509066	-0.1368167413	0.1821620773	0.0777049855	0.017443814	0.0312449292	-0.0232478378	0.0269106162	-0.0197085795	0.1701789651	-0.0155562864	-0.0664916667	-0.0044265961	0.0039512294	-0.1194510974	-0.0298170611	0.0686270659	-0.0476275581	-0.0065420834	0.0236884205	0.0885618663	-0.0423616107	0.0294868189	0.1136993799	6.9113e-06	0.0516449533	0.0358290599	-0.032377453	-0.022534637	-0.0099154091	-0.10861967	-0.071153706	0.0045758894	0.0363878979	0.0386123718	-0.0128807028	-0.1128968525	0.0587980224	0.0691230181	0.0970426636	0.0599091465	0.152959186	0.0107259805	0.0353969602	0.0097108528	-0.0896073251	-0.0572272137	-0.1199472113	-0.0654188529	0.0306686927	-0.0328677445	0.0236683574	-0.0726507889	0.0156048034	-0.0442514572	0.0610954919	0.0641948431	0.0125992228	-0.0448191273	-0.053328203	0.0222371112	-0.0091020486	-0.0369235754	-0.0058790773	0.0182697347	-0.0061358027	0.0262484744	0.0148989869	0.0752485035	-0.0020719525	-0.0251763502	-0.0802845552	-0.0156003838	0.0917128104	0.0123723237	0.0158378441	-0.0307328318	-0.0016676642	0.0983009902	0.0976062691	0.0964520353	0.0	0.0	0.0	0.0	0.0909499880728788	0.0778098736407174	0.0060543764359844	0.0082719003304567	-0.1025789741633644	-0.1229740268332476	0.0151226112755843	0.0105224459404081	-0.0371176469738685	-0.0904349938891186	0.0013777197168767	0.0081784881197249	-0.0011209663367328	0.0011551365089273	1.3343403542567502e-06	1.2565655280881531e-06	0.0015151580209118	0.0013440042696378	1.8063474768046369e-06	2.2957038283333627e-06	0.0006143510052834	-0.0005678439518941	3.224467537028224e-07	3.774271576927242e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
524.1315142723334	1.0542479360965444	1.1114387107638235	274713.8442534093	782.2460935813946	-1.159955440963813	611908.9509233519	1.345496625021554	599.04790829074	0.8789209550426449	0.772502045213075	358858.39642751083	625.1460939082648	401.03711028326126	0.884166	26.696058	0.2645807097284073	0.1623904923213435	-0.0417273797	-0.0243652937	0.0233202849	0.0899322156	-0.0119569196	-0.0611433789	-0.0713419578	0.0044070486	-0.0152767552	-0.0250073267	-0.0089474408	0.1081141551	0.1613360282	0.0110583774	-0.0470697902	0.0887940805	-0.0079259399	0.015463735	-0.0274079317	-0.0058957807	0.0281864572	0.0971072823	0.0381317781	-0.0239196711	-0.1750157795	0.0416033754	-0.0679856212	-0.0176519286	0.0388245446	-0.1704809974	0.0030207387	0.0182420194	0.0741637151	-0.026555809	0.0347389371	-0.0657403279	0.0909885697	-0.0618444424	-0.0606183903	0.1341816542	0.0297506737	-0.0592004247	-0.0528565162	0.0481074642	-0.0133219209	0.0593750005	0.0791017254	-0.069731045	0.0087875713	-0.019444702	-0.0156661157	-9.23434e-05	0.054252028	0.0269974964	-0.0114433802	0.0619406274	0.0111782861	0.1054444873	0.0936100457	0.0213041821	-0.0093584753	-0.0545591887	-0.0055353952	0.0027391728	-0.0197728149	0.0128095547	-0.0086501084	0.0329045101	-0.0284768576	0.177771188	0.0112011565	-0.0030481624	-0.0082846687	0.056659307	-0.094046341	-0.1296594723	0.1041905644	-0.0192590446	-0.0731403887	-0.0217530937	0.0101757273	0.0050273445	-0.113823359	0.1082574032	-0.0319727281	-0.0690541679	-0.0321840187	0.0081901637	-0.003465145	-0.149749065	0.0132664179	-0.0062408601	0.0511478977	0.0154117562	0.042642473	-0.0347075158	0.0177445215	-0.0221318597	0.0021046633	-0.1029643842	0.0061051924	0.039700934	-0.0045294586	0.0132761119	0.0158708228	0.0321294938	-0.0117387947	0.0429468366	-0.072808775	-0.0163860512	-0.0137439554	0.0301087557	0.0278550234	-0.0266056825	-0.0116545546	0.0981865202	0.097149733	0.0954298563	0.0	0.0	0.0	0.0	0.0683122732857981	-0.0226377147870806	0.0005124661307812	0.0046665666814735	0.0062921826704211	0.1088711568337855	0.0118529287903267	3.95915627579476e-05	0.0766459772559926	0.1137636242298611	0.0058746058295261	0.012942162197913	-0.0014219132097321	-0.0003009468729993	9.056902036805687e-08	2.0218371760106434e-06	0.0015301139683117	1.495594739989994e-05	2.2368036262857376e-10	2.341248756022578e-06	0.000544089548129	-7.026145715440001e-05	4.9366723614595886e-09	2.9603343638321937e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
