global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48
1918.1892455318807	n/a	n/a	3679449.981674166	2595.444297590805	n/a	n/a	6736331.101896627	2060.083169812354	n/a	4243942.666544115	n/a	2155.226441810127	1580.5987708408838	n/a	n/a	n/a	n/a	-0.0582523112	-0.0312874278	0.0356364317	-0.0193818773	0.0360941325	-0.0692240096	0.0277749483	-0.0306412809	0.0058410537	0.027714181	0.0461389531	0.0418465886	0.027949189	0.0070559259	-0.010596627	0.0015611747	-0.003912354	0.0114817326	-0.0091793567	-0.0321032678	0.018771918	-0.0585612749	-0.0439252868	0.0082002514	-0.0113427522	0.002306058	-0.0066716341	0.052611641	-0.0418699528	0.0152251381	-0.0216547988	-0.0147301818	0.0134930094	0.0118541461	-0.0112881129	0.0485294506	-0.0061549334	0.0453317665	-0.0211282677	0.0322764786	-0.0170480672	0.0068747708	-0.0240184462	0.0332020371	-0.0087195697	0.0043647491	-0.0083143009	0.0005780012	-0.0160512062	0.0151356796	-0.0211526706	0.0415729627	-0.0149024936	0.0171844851	-0.0063470925	-0.0175673391	0.0238692061	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	0.0031612150117723	n/a	n/a	9.993280350654542e-06	-0.0114621906219838	n/a	0.0001313818138546	n/a	0.0961202715143443	n/a	n/a	0.0092391065959912	-0.000638999910348	n/a	n/a	4.083208854247521e-07	0.00025700000131	n/a	6.604900067334001e-08	n/a	8.21114921005354e-08	n/a	6.7422971349762865e-15	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1915.378201928044	-2.8110436038366515	7.901966142670949	3668673.6564211072	2577.119390517629	-18.32490707317584	335.8022192405298	6641544.352981957	2057.788644570799	-2.2945252415547657	4234494.105724527	5.264846084131956	2151.124013971628	1558.2296610896108	0.7336519999999999	23.794321	0.1039884277235012	0.0535582986753082	-0.051324812	-0.0782958832	0.0133322095	-0.028625665	0.0485114207	-0.0327796427	0.0262236666	-0.0216137573	0.0019477217	0.0190590906	0.0669769442	0.0433424747	0.0043481267	0.0134035134	-0.0272762497	0.0071340339	-0.0112389058	0.0487386648	-0.0079635461	-0.0340131899	-0.0561851382	-0.0354127395	-0.0396778678	-0.0079558507	-0.016049115	0.0205607236	-0.0263392844	0.0711096263	-0.034447602	0.0311760763	-0.0128643399	0.0080580169	0.0595434804	0.0205794724	-0.0297770013	0.0568470634	-0.0132495836	0.0563005409	-0.0250317141	0.0372891119	-0.0264963499	-0.007553409	-0.0616342154	0.055657166	-0.0276111571	-0.0096037358	-0.0133932796	0.0060296215	-0.0342252108	0.0216763914	-0.0365771808	0.0148490341	-0.0308317149	0.0303868331	0.023148155	0.0406360908	0.0282506245	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	0.0292539410738754	0.0260927260621031	0.0006808303533519	0.0008557930683537	4.602481936899494e-05	0.0115082154413527	2.1182839979486122e-09	0.0001324390226445	0.1366570886317717	0.0405368171174274	0.0016432335420117	0.0186751598733119	-0.0003090000160911	0.0003299998942569	1.0889993020956522e-07	9.548100994430007e-08	0.0004439999756147	0.0001869999743047	1.9713597834585424e-07	3.4968990389958455e-08	6.859800134073374e-08	-1.3513490759801657e-08	4.705685787943308e-15	1.8261443251524475e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1914.7755074062104	-0.602694521833655	0.363240686648298	3666365.243762711	2557.770625728587	-19.34876478904198	374.3746988616707	6542190.573840009	2058.318219431464	0.5295748606649795	4236673.892443513	0.2804495330483324	2148.0311683568507	1564.7193938177218	0.677734	21.980738	0.0890696882190599	0.0402053719247606	-0.0570373711	-0.0584621087	0.0242481132	-0.0228550989	0.059584893	0.0110190088	0.0315310314	-0.0297596853	0.0433865333	0.0061041334	0.0511668425	0.0319834921	0.016267175	0.0230464353	-0.0288533676	0.0159645348	0.0063036702	0.0494582524	-0.008088624	-0.062559006	-0.0642338244	0.0520188169	-0.0253258451	-0.015334345	-0.0043307613	0.026068281	-0.0190676667	0.0858811405	-0.0169871529	0.0220754975	-0.0430311523	0.0197529961	-0.0097601618	0.0189501313	-0.0137391654	0.0551427614	-0.0094795705	0.0486855876	-0.0190199251	0.0351266485	-0.027450428	-0.001580927	-0.0469558991	0.047795035	-0.0175979599	0.0040699087	-0.0096516944	-0.0014780938	-0.0401052226	0.00415645	-0.0223342785	0.0188235722	-0.0302964655	0.0376468135	0.0115548249	0.0202859336	0.0215100728	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	6.079529133273809e-05	-0.0291931457825426	0.0008522397606807	3.696067448232499e-09	1.5093512431008094e-05	-3.0931306937986847e-05	2.2781411750499584e-10	9.56745748891953e-10	0.1143441239847504	-0.0223129646470213	0.0004978683913392	0.0130745786898399	-0.0006395622111087	-0.0003305621950175	1.0927136477485381e-07	4.090398218782493e-07	0.0006809411898565	0.0002369412142417	4.6368090404318606e-07	5.614113900637856e-08	0.0001832181183931	0.0001831495203917	3.356887890750801e-08	3.3543746819731445e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1918.0642314338368	3.2887240276263583	10.815705729886936	3678970.395905875	2581.071531924902	23.300906196314827	542.9322295694627	6661930.25291316	2058.0986868124514	-0.2195326190126252	4235770.204659137	0.0481945708105424	2150.291160965582	1570.6707980248236	0.648861	21.044334	0.023713988478517	0.0126857329018431	-0.054570536	-0.070473818	0.01634952	-0.0188638709	0.0692332501	-0.0370243579	0.025597719	-0.0491932716	0.0581154748	0.0032818273	0.0643697839	0.0327542511	0.0272692827	0.0322173757	-0.0057763939	0.0170023501	0.0019786555	0.0492578647	0.0100291509	-0.0218953505	-0.0488807789	-0.0737946201	-0.0324764829	-0.0095570583	-0.0306604882	0.0102674888	-0.0090236784	0.0794122058	-0.0139217411	0.041024174	-0.0077393078	0.000486853	0.0631624254	0.0207403266	-0.0137838934	0.0576140658	-0.0163107326	0.0494932062	-0.0263222162	0.0430065163	-0.0274689775	-0.0143522946	-0.0515471079	0.050625644	-0.0216080032	0.0092470357	-0.0051418461	-0.008788912	-0.0275910265	0.0175375837	-0.0330102355	0.0266103341	-0.0491500889	0.053847535	0.029871668	0.0313945232	0.0230354869	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	3.967061662990545e-05	-2.1124674702832635e-05	4.4625188130049707e-10	1.573757823796931e-09	-0.0105242485577861	-0.0105393420702171	0.000110759807706	0.000111077731273	0.1126666039610242	-0.0016775200237262	2.814073430002362e-06	0.0126937636481102	-0.000638999352288	5.628588206999527e-07	3.168100520397416e-13	4.083201722244835e-07	0.0006349992508043	-4.594193905220001e-05	4.032240485220223e-07	2.1106617638760606e-09	2.0288206858146097e-07	-0.0001830152363245	4.116113375189263e-14	3.3494576726919374e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1916.042131632548	-2.022099801288732	4.08888760637193	3671217.450190999	2573.834211579168	-7.237320345734133	52.37880578677724	6624622.548695357	2057.1384269738123	-0.9602598386391036	4231818.507732291	0.9220989577031976	2152.2186904438863	1568.7312641806402	0.650102	21.084566	0.0035218060962544	0.002364935816869	-0.0560419388	-0.06469424	0.0219585117	-0.0241712466	0.0660500776	-0.0222697923	0.0327049424	-0.0132948741	0.0283762352	0.0365794504	0.0621790875	0.0307971936	0.0178813263	0.022583114	-0.0117696422	0.025981432	0.0257719853	0.0463159892	0.0029810239	-0.0538094596	-0.0646450809	-0.0661175558	-0.0291365731	0.0006720193	-0.0150872286	0.0026972208	0.0073648987	0.0717194932	-0.0104301616	0.0342123013	-0.0120830765	-0.0022720315	0.0328847526	0.016246543	-0.0160054313	0.0520180488	-0.0119221402	0.0501701063	-0.0193341436	0.0406949513	-0.0297394888	-0.0097026661	-0.0455961079	0.0491027683	-0.0178966771	0.0158070707	-0.0049981221	0.0015094274	-0.0302226512	0.0174496187	-0.02851003	0.0164769848	-0.0428775054	0.0377099429	0.0177665669	0.0243700823	0.0114125478	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	4.528504349821105e-05	5.6144268683056e-06	3.1521789059551825e-11	2.0507351646348673e-09	-0.0100624236209654	0.0004618249368207	0.0001012523691277	2.13282272269444e-07	0.1126706009740559	3.997013031706298e-06	1.5976113175629968e-11	0.0126946643238549	-0.0006390135888659	-1.423657789996046e-08	2.026801503016426e-16	4.083383667552775e-07	0.0006539863274583	1.8987076654000028e-05	4.276981165023948e-07	3.605090798648729e-10	4.22089632273571e-05	4.200608115877564e-05	1.781596576728384e-09	1.7645108543176456e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1914.578171835504	-1.4639597970440263	2.1431782873611867	3665609.5760689806	2572.1828533392304	-1.6513582399375082	2.726984036609505	6616124.631012345	2053.8681382033683	-3.27028877044404	4218374.32912697	10.69478864209239	2150.66056564898	1566.0557625962251	0.64419	20.892832	0.0308209822914172	0.0204122521094137	-0.0496736957	-0.056801429	0.015850685	-0.0215931651	0.045367762	-0.0163277754	0.0276517366	-0.0155156406	-0.0020634953	0.0352136627	0.0510880351	0.0234720875	0.0031026634	0.0390753297	0.0101083899	0.0111811113	-0.0120631034	0.0459383585	0.0118922668	-0.0398097699	-0.0541120182	-0.076528596	-0.0292287762	-0.0081971088	-0.0320813944	-0.0137712693	-0.0172717068	0.0431966449	-0.0465751621	0.0488738067	-0.0014157297	-0.0081951127	0.0740012714	0.016961341	-0.017419303	0.0480871657	-0.0112085397	0.0479359423	-0.0222452565	0.0308947546	-0.0252114102	-0.0069194676	-0.0484717635	0.0405494442	-0.0162900079	0.0069691216	-0.0051866797	0.0045063739	-0.0103122172	0.0233459331	-0.0319565177	0.0230107786	-0.0403390223	0.0425953911	0.0218911207	0.0132716589	0.0144502331	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	1.087524621823377e-05	-3.440979727997728e-05	1.184034148849132e-09	1.182709803072079e-10	-0.0130415136764128	-0.0029790900554474	0.000170081078972	8.874977558465594e-06	0.0954648340264228	-0.017205766947633	0.0002960384162562	0.0091135345356924	-0.0006389850176863	2.8571179599935423e-08	8.163123037317661e-16	4.083018528275612e-07	0.0005390172991757	-0.0001149690282826	2.905396488106661e-07	1.3217877464245289e-08	-5.4827747131578686e-05	-9.70367103589358e-05	3.006081855524335e-09	9.416123157283995e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1913.7959949373296	-0.7821768981743844	0.6118007000377013	3662615.1102381633	2570.468315404123	-1.7145379351072734	2.939640330921913	6607307.360496511	2050.1873562536507	-3.680781949717584	4203268.195742333	13.54815576136678	2152.0585813260427	1563.180709519398	0.654654	21.23221	0.0788016295072204	0.0365236712463832	-0.0410192253	-0.0230577622	0.0227741882	-0.0172592861	0.0206716395	-0.0298383925	0.0077888485	0.0023032031	0.0113976333	0.0279611122	0.0078411955	0.0065400483	0.0028062501	-0.0027237152	-0.0170531166	-0.0089886038	0.0109348182	0.0095217326	0.0069553918	-0.0374190002	0.053233801	0.022873719	-0.0181675937	0.0090670108	0.001049631	-0.0195897208	0.0008983993	0.0130027549	-0.0126380005	-0.0056415623	-0.0119813435	-0.0652489388	0.0188277914	0.0096461857	-0.0003396158	0.0446744013	-0.0111328058	0.0322502936	-0.0175908609	0.0164453423	-0.0157165408	-0.0145404745	-0.0292252219	0.0222849081	0.0016555193	0.0082540709	-0.0068133715	-0.0009463091	-0.001698765	-0.0017249018	-0.0164031934	0.0094528406	-0.0081637451	0.0037276289	0.0016258513	0.0043460895	0.0178076198	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	-0.009403329292013	-0.0094142045382312	8.862724708765358e-05	8.842260177402972e-05	-0.0186106756226536	-0.0055691619462407	0.0003463572471316	3.10155647834566e-05	0.0664892823187983	-0.0289755517076245	0.0008395825967612	0.0044208246632688	-0.0003400482119768	0.0002989368057095	8.936321380779937e-08	1.1563278646861873e-07	0.0007549785232148	0.0002159612240391	5.699925705156004e-07	4.663925028846637e-08	0.0001271284494223	0.0001819561965538	1.616164265251829e-08	3.3108057464353735e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1916.359844754568	2.563849817238406	6.573325885353408	3672435.054587752	2562.656488069065	-7.811827335058297	61.02464631276401	6567208.275842473	2056.124913295853	5.937557042202116	4227649.659075879	35.25458362940393	2150.085977532752	1561.7024441711956	0.630689	20.454964	0.067011500791634	0.0329575540760341	-0.033593251	-0.028201681	0.0239819989	-0.021072951	0.0318723394	0.0071105578	0.0296271802	0.0121232963	-0.0231601739	0.0283314235	0.0083004781	0.0308765334	0.016920539	0.0035387613	-0.0199281289	0.001818507	-0.0243197841	0.0274196569	0.018591443	-0.013028504	-0.0036905299	-0.0139731265	-0.0279276894	0.0050744302	-0.0042622839	0.0253346292	-0.0174631987	0.0314142856	-0.0245288323	0.0074280409	0.029111831	0.0125301064	0.0123964344	0.0063592265	0.0015610376	0.0399149844	-0.0156174518	0.028772411	-0.0229070831	0.0104357513	-0.0173101856	-0.0171820498	-0.0298177667	0.0214102639	-0.0105357507	0.0210652791	-0.0061828548	-0.0018066351	-0.0089700451	0.0006963154	-0.0201863658	0.0264055315	-0.0154433383	0.0012325108	-0.0097038879	0.0037358489	0.0285390091	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	-0.0232489461055678	-0.0138456168135548	0.0001917011049477	0.0005405134950195	-0.0187062467506962	-9.557112804259998e-05	0.0003499236674979	9.133840515335042e-09	0.0453443928332717	-0.0211448894855266	0.0004471063513551	0.002056113961418	-0.0001905637310424	0.0001494844809344	2.2345610040227006e-08	3.631453558880016e-08	0.0012209906824636	0.0004660121592488	1.490818246662928e-06	2.1716733256772898e-07	0.0001041166223153	-2.3011827107e-05	1.0840271042346828e-08	5.295441868024598e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1917.675213591816	1.3153688372478882	1.7301951780028615	3677478.224824417	2573.693907093628	11.03741902456295	121.82461872378416	6623900.327410863	2053.081192729629	-3.043720566223783	4215142.3839401165	9.264234885253623	2148.7584307397897	1568.211519520573	0.671179	21.768139	0.0909662571947408	0.0393495676652054	-0.0352574534	-0.0319151658	0.025992768	-0.016779906	0.0268642073	-0.0198317748	0.0090247362	-0.0124148886	0.0770509003	-0.0005365897	0.02202891	0.0200643259	0.0144478112	0.0132757984	-0.0048250023	0.0008229537	0.0004086437	0.060706419	0.0096126473	-0.0157214333	0.0340827394	-0.0044679517	-0.018563206	0.0025368606	-0.0023599263	-0.0001354647	-0.0123290877	0.0514770858	-0.007643677	-0.0101900061	-0.0060177536	-0.0185789912	-0.0072832334	0.0099798447	-0.0058298763	0.0364133034	-0.0132414193	0.0319731693	-0.0168089973	0.0108725841	-0.014616182	-0.0122171517	-0.0329586255	0.0194593732	-0.0015240207	0.0153908056	-0.0154833303	0.0020615956	-0.0116998239	0.0042635752	-0.0204287794	0.0078377594	-0.0246611249	0.0088141507	-0.0084747055	0.0004376854	0.0182729761	0.0813264124	0.0803592349	0.0787557834	0.076528754	0.0736957799	0.0702792922	0.0663063423	0.0618083875	-0.0024643604833869	0.0207845856221809	0.0004319989994857	6.073072592078916e-06	0.0050123203050134	0.0237185670557096	2.512335484004962e-05	0.0005625704231761	0.066620645446747	0.0212762526134753	0.0004526789252724	0.0044383103997411	-0.000367172119589	-0.0001766083885466	3.119052290502684e-08	1.3481536540347896e-07	0.0011019473171118	-0.0001190433653518	1.214287889689894e-06	1.4171322834282168e-08	0.0003122019064844	0.000208085284169	9.747003041249405e-08	4.329948548773509e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1918.1383261149783	0.4631125231624082	0.2144732091098521	3679254.638111171	2573.117642867004	-0.5762642266236071	0.332080458886104	6620934.404033448	2057.262347355067	4.181154625438012	4232328.36584488	17.48205400182168	2147.7834537734125	1566.3529255727385	0.686717	22.272089	0.1013460909328237	0.0409562355362755	-0.0303927854	-0.0414068388	0.0197946189	-0.0207478183	0.0325020126	-0.0149566924	0.017156073	-0.0244997802	0.0319155606	-0.0273306935	0.0230480988	0.029605287	0.01544902	0.0266254884	0.0284883188	-0.0025065312	-0.0065430751	0.063845438	0.0168006453	-0.0271838355	0.0025910344	0.032180719	-0.0302684475	-0.0068373243	-0.0111231257	-0.0056835489	-0.0234878398	0.043860198	-0.0192638841	0.0370659474	0.0133005136	0.0065981828	0.0341466882	0.0104786027	-0.0051306067	0.0312431221	-0.0111214819	0.034593017	-0.022039675	0.0193975636	-0.0197408141	-0.0191160624	-0.0276393003	0.0210840726	-0.0211945161	0.0058224527	-0.0045289011	-0.0015457192	-0.0064688608	0.0162973588	-0.0195999018	0.0186730238	-0.0259473296	0.000831286	0.0033391745	0.0320982226	0.0193847262	0.0812459471	0.0800388062	0.0780401729	0.0752698111	0.0717551168	0.0675308461	0.0626387723	0.0571272725	0.0060669598547633	0.0085313203381502	7.278342671213526e-05	3.680800187930952e-05	-0.0187215100038002	-0.0237338303088136	0.0003504949368223	0.0005632947011275	0.0735844361227577	0.0069637906760106	4.8494380579293415e-05	0.0054146692395042	-5.295846992151536e-05	0.0003142136496674	9.873021763736078e-08	2.804599536428047e-09	0.0006200034777286	-0.0004819438393831	3.844043123955586e-07	2.322698643194197e-07	-0.0001339835966619	-0.0004461855031463	1.7951604174458698e-08	1.990815032179169e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
