global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20
896.9488523308636	n/a	804517.2436976533	n/a	1027.5729762245628	n/a	n/a	1055906.221467006	852.2422246741789	n/a	n/a	726316.8095175937	853.719965731713	620.4849978862542	n/a	n/a	n/a	n/a	0.046476398	-0.0428715908	0.0201537353	-0.0045812875	0.0336585214	-0.0694755803	0.0279010808	-0.0078793444	0.0098043249	-0.0219003145	-0.097621658	-0.0519518962	-0.0407526502	0.0572979245	-0.0461359355	-0.002931117	0.0132174783	-0.0167042381	0.0468434649	-0.0192040606	0.0713662827	-0.0016860646	0.0481386564	-0.0417618968	0.0918095755	-0.0240255958	-0.047220355	0.1347596129	-0.0881554647	0.1203610494	-0.0843693092	-0.0504966231	-0.0547483131	0.0593487377	-0.0292849374	0.0040974474	-0.005315756	0.020797225	-0.0480976198	0.0661611138	-0.0164996181	0.0953320704	-0.0093591328	0.0657929991	-0.0245403152	0.0581233878	-0.0829014699	0.1254713897	0.0077480357	-0.0682982797	0.0024970904	-0.0006812988	0.004124298	-0.0051458886	0.0259078926	-0.0307837996	0.0042403197	-0.0275146353	0.0352061991	-0.0222117914	0.0400198826	-0.0176454475	0.0704729837	-5.52921e-05	-0.0452100633	0.0049924627	-0.0570330188	0.0877760276	0.1134188447	-0.0564458288	-0.1246656666	0.0384176922	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0699861285557972	n/a	0.0048980581902285	n/a	-0.1141965841248406	n/a	0.0130408598257817	n/a	-0.166769551767608	n/a	0.0278120833967688	n/a	-4.130998246299629e-14	n/a	1.706514651093061e-27	n/a	0.0004640000623241	n/a	2.152960578367687e-07	n/a	1.7967918687201548e-10	n/a	n/a	3.228461019498866e-20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
895.4641127377913	-1.4847395930722769	801855.9772012798	2.2044516592364305	1014.9187560361976	-12.65422018836523	160.12928857563014	1030060.0813540628	850.4901980328962	-1.7520266412827823	3.069597351764627	723333.5769500349	851.5744289472026	621.9317032516153	0.745074	18.768713	0.1346944806829502	0.0616712368780115	0.1067206187	-0.0885969475	0.0350474351	0.0352943449	-5.23775e-05	-0.0153033511	0.0362240232	0.0751559893	0.0216865246	0.0874770102	-0.1416385864	-0.0193304197	-0.0493316491	0.068446232	-0.0555080627	0.0167405353	-0.0619775923	0.0329145604	0.0478433339	-0.0509155027	0.1095522111	-0.0640211317	0.0511433281	-0.0179940773	0.0837332283	-0.1411891427	0.0896294881	0.0194957449	-0.1166438354	0.0947381236	0.0546619935	-0.0196027392	-0.0734075543	0.0646906492	-0.0332617692	0.012075746	0.0373223732	0.0104853203	-0.0764315857	0.0819904027	0.0850278483	0.0416094247	0.0068237409	0.0887766895	-0.0395611444	0.0841261133	-0.1411483888	0.0625634056	0.036749161	-0.1062996501	0.0119465599	-0.0116703682	-0.0062928422	-0.0154389874	0.0315071607	-0.0723304217	-0.0185277443	-0.001716505	-0.0164676835	-0.0112172048	0.1398427426	-0.0538451908	0.1409966479	-0.0804387436	-0.0932074555	-0.0264206766	-0.102666004	-0.01241442	0.081268025	-0.0381158083	0.0112323373	0.0123649672	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.087253554168484	0.0172674256126868	0.0076131827150325	0.0002981639872896	-0.1016994665391308	0.0124971175857098	0.0103427814943437	0.000156177947951	-0.2184878146645914	-0.0517182628969834	0.0477369251569088	0.0026747787170814	-0.0006920538185013	-0.0006920538184599	4.789384877022303e-07	4.789384876450529e-07	0.0006779453397904	0.0002139452774663	4.59609883743521e-07	4.577258175013211e-08	0.0001582345755043	0.0001582343958251	2.5038124022138578e-08	2.503818088502601e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
893.5665728689636	-1.897539868827721	798461.2201487848	3.6006575537907244	1015.2994320813348	0.3806760451371929	0.1449142513412941	1030832.9367846808	850.6822066563268	0.1920086234306381	0.0368673114717286	723660.2167216775	851.9945107441564	609.2645163716237	0.753275	18.975306	0.1361248912212053	0.0723333544641103	0.0852393745	-0.0671664972	0.0060507744	0.045802601	0.0066103467	-0.0171775315	0.0185150883	0.0821738001	0.0290545057	0.0705721596	-0.1167944948	-0.0175654335	-0.0502854719	0.0817636587	-0.0777207366	-0.0231741715	-0.0560090894	0.0279832336	0.0961846877	-0.0312127851	0.1491778032	0.0077951884	-0.000147499	0.0885970578	-0.0053915197	0.0019558781	0.0522237216	0.096414299	-0.0178103392	0.204697487	-0.0390672057	-0.0247550703	-0.0765241859	0.0745052052	-0.0655121205	0.0159549927	-0.002776975	0.0267076895	-0.1068018906	0.0829123354	0.1721658163	0.0391482322	0.046722799	-0.0306678533	-0.0931359068	-0.0081666499	-0.058787793	0.0404620463	0.0261616561	-0.0915767268	0.0002885558	-0.0216229709	-0.002690891	-0.0045801032	0.0564741396	-0.0799574867	0.0030533404	-0.0211829332	0.014828156	-0.0330352893	-0.0060145499	-0.0519796152	0.0723578887	-0.0320113259	-0.0252388234	0.0191726878	-0.1233155008	0.1340393774	0.1050240665	-0.1092504719	-0.018228363	0.0220260655	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0742008154446978	-0.0130527387237862	0.0055057610126581	0.0001703739881914	-0.1610600800175774	-0.0593606134784466	0.0259403493752684	0.0035236824325375	-0.1955000164529039	0.0229877982116875	0.0382202564330857	0.0005284388666212	-0.0010071959563843	-0.000315142137883	1.0144436945568849e-06	9.931456706946785e-08	0.0006276942004908	-5.025113929960003e-05	3.940000093297847e-07	2.5251770009078068e-09	0.0006073161144674	0.0004490815389631	2.016742286374663e-07	3.688328628917801e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
891.3669949325139	-2.199577936449714	794535.1196550202	4.838143098516381	1013.3266854566688	-1.9727466246660013	3.891729245131102	1026830.9714585984	850.2531783066469	-0.4290283496799247	0.1840653248290798	722930.4672205546	851.706959292504	607.9528925647063	0.827708	20.850294	0.1058022375166483	0.0769406223790924	0.0879982809	-0.0801322872	0.0164187841	0.0649356414	-0.087105599	0.0152873906	0.0265666457	0.0679672207	0.0099355946	0.0712541188	-0.0483344014	-0.0145210939	-0.0486338896	0.0438206933	-0.0677875894	0.0433406052	-0.0462034334	0.0318454666	0.0237158528	-0.0589103557	0.0325305977	-0.1235830475	0.2241141482	0.0764568539	0.0781228509	-0.1315780549	0.023315394	0.087915179	0.154355555	0.156282345	0.0293493945	-0.0129333204	-0.0710961277	0.046306419	-0.0538537537	0.0125358755	0.0566443881	0.0356255394	-0.0323570837	0.0852976571	0.0519034154	0.0515488733	0.0762094268	0.2094272231	-0.1545774993	0.0423878901	-0.1069823864	-0.1099826767	0.0291170901	-0.0868894835	0.0070818025	-0.0189101323	0.0022771458	-0.0196413552	0.0208157844	-0.0752659133	-0.022962727	0.013744171	-0.0755664979	0.0492334492	0.0908257748	-0.0704471534	0.1530010047	-0.1154286882	-0.076346225	-0.0251144531	0.0015112998	0.0267714343	0.0785745404	-0.0969342261	0.0595865877	0.0042680992	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0858925560567485	0.0116917406120507	0.0073775311859616	0.0001366967985394	-0.0862240172045432	0.0748360628130342	0.0074345811428893	0.0056004362973564	-0.1954593495403855	4.06669125184167e-05	0.0382043573227505	1.6537977737805566e-09	-0.0010642416967248	-5.704574034049999e-05	1.1326103890476817e-06	3.2542164909957474e-09	0.0005510451805086	-7.664901998219995e-05	3.036507909617556e-07	5.8750722642316875e-09	0.0008582966977256	0.0002509805832582	6.299125317262627e-08	7.366732213266699e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
891.4013488979543	0.0343539654404594	794596.3648170925	0.0011801949414842	1010.8644331763772	-2.4622522802915228	6.062686291800803	1021846.9022609984	849.7013617349608	-0.5518165716861176	0.3045015287874202	721992.4041342466	850.2549005889892	602.9319423295989	0.842357	21.219303	0.1734923186504645	0.0971342071627106	0.0838229885	-0.0283199461	0.0375915364	0.0650060115	-0.0427453807	0.037662768	0.02124168	0.0091866476	0.0537535114	0.0499151491	0.0155202135	0.0077889572	-0.0489727925	0.0782859465	-0.0232213612	0.0080034376	0.01568027	-0.0036714353	0.0640997382	-0.1206471587	-0.056965632	-0.062810477	0.0374272469	0.0299707888	-0.0521608919	-0.03805674	-0.0529865486	-0.0401752351	0.1771718319	-0.0072782759	0.1500064679	0.0015106819	-0.0647428105	0.0431442063	-0.0261584899	-0.0521343774	-0.0295248458	0.0325482796	-0.0824236347	0.055410219	0.0509319916	-0.1308768962	0.0537499012	0.0599478582	-0.1114725262	-0.1238208159	-0.0553759839	-0.114885252	0.0627107369	-0.089152603	0.0026481738	-0.0136756475	-0.0266527649	-0.0203992714	0.0477038961	-0.1029678791	0.0104332578	0.0537733358	-0.00848504	-0.0967207009	-0.080033903	-0.0525953059	0.0087914863	-0.1124143876	-0.0150685872	-0.0397704028	-0.1332867925	0.1006310655	0.0312846864	-0.210764973	0.0286178595	0.0601876333	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.1141713454169632	0.0282787893602146	0.0130350961143195	0.0007996899276793	-0.1299160721349324	-0.0436920549303891	0.0168781857989689	0.0019089956640401	-0.1952243676877998	0.0002349818525856	0.0381125537391012	5.521647104460375e-08	-0.0025379867534352	-0.0014737450567103	6.4413767606125465e-06	2.17192449217834e-06	0.0009101686454444	0.0003591234649357	8.28406963150094e-07	1.2896966306749478e-07	0.0010511580262249	0.0001928613284993	3.7195492030514926e-08	1.1049331960970276e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
893.0744728416768	1.6731239437224303	797582.0140414388	2.799343731057298	1015.5560262904448	4.691593114067587	22.011045947966394	1031354.0425348388	849.9435042784323	0.2421425434715729	0.0586330113588825	722403.9604651015	850.4757357812697	602.3623935149359	0.8041319999999998	20.256399	0.1753589038382768	0.0945947431562732	0.0536478688	-0.0528449694	0.0100574322	0.0815760767	-0.0597846262	-0.0037623171	-0.0165444804	0.0610985362	0.04188004	0.0457330161	0.0538984071	-0.0057223427	-0.0438538774	0.0518699746	-0.098093609	0.0544883509	-0.0053519688	0.064272574	-0.0140499329	-0.0259632898	-0.051231025	-0.0246814967	0.0192875479	-0.0653356616	-0.0468218702	-0.0303790452	-0.0308413384	0.1126042728	0.006527094	0.0267358607	0.1630444389	-0.0082449206	-0.0518405529	0.044444967	-0.0931805409	-0.0283293546	0.0687987737	-0.0342187755	0.010524558	-0.0190155705	0.0017970282	-0.0882241991	0.020320497	0.0219291407	-0.0627532531	-0.0734836231	-0.0938708737	0.094820087	0.0200946047	-0.0825455838	0.0120473951	-0.0044300212	-0.0036857555	-0.0275047656	0.021824598	-0.0814698115	-0.0147779022	-0.0174331527	-0.0644579633	-0.0006580527	-0.0161322742	0.0050883949	0.0767470735	-0.0446698444	0.0806486406	-0.02046979	0.0509565325	0.0534177102	-0.002059795	-0.0958399376	-0.0315361691	-0.0101245279	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0673647117626075	-0.0468066336543556	0.0045380043908591	0.002190860954053	-0.1237663501063366	0.0061497220285957	0.0153181094186442	3.78190810289963e-05	-0.1735414484654995	0.0216829192223003	0.0301166343355036	0.0004701489860008	-0.001090227576155	0.0014477591772802	1.1885961678088065e-06	2.096006635399041e-06	0.0008747164202385	-3.545222520589999e-05	7.651288158348562e-07	1.2568602720498502e-09	0.0005199768500505	-0.0005311811761744	2.8215344192201893e-07	2.703759245884402e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
893.5686063808034	0.4941335391266648	798464.8543093312	0.2441679544898432	1014.8407987706802	-0.7152275197646532	0.5115504050286973	1029901.8468495122	850.6030360560658	0.6595317776334468	0.4349821657083343	723525.5249477967	851.2641489435011	605.9922487321369	0.8852879999999999	22.300766	0.3212697854507916	0.1741679182227152	-0.0138201254	0.0059800625	0.0046737319	-0.0217594661	-0.0264568635	0.0074941692	-0.0459634229	0.0079145621	0.0085868909	-0.047826755	0.0954730449	-0.0165407275	0.0063095273	-0.0108684773	0.0436143865	-0.0390751165	-0.033808166	-0.042451526	-0.0588912206	0.005428674	0.0580930934	0.0388220156	0.0275925034	0.0830151225	-0.1051284456	-0.0399378104	-0.1606267017	-0.1012189986	0.0338996656	-0.0799068022	-0.0063858854	-0.0142818939	0.0246715564	-0.0237289285	0.0455806584	-0.0028630411	-0.0215736573	0.0433591957	0.0539424866	-0.0166627718	0.0366996987	-0.0164295501	0.046766745	0.0193309976	0.1349916797	-0.0878762484	0.0386138726	-0.0282721362	-0.0075283481	-0.0038728602	0.0048054308	-0.0321486097	0.0198587626	0.0037392116	0.0034248365	0.0163002794	0.0416928779	0.045121885	0.0012342897	-0.0586799094	-0.0562262422	-0.0148112426	-0.0791538454	-0.0144053835	0.0243720544	-0.0446243373	0.0600653936	-0.0494479203	-0.1183942986	-0.098567011	0.0900914318	0.0054362986	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0393388448926401	-0.0280258668699674	0.0015475447174871	0.0007854492138131	0.0056889513191009	0.1294553014254375	3.2364167111099864e-05	0.0167586750671508	-0.0765382414549478	0.0970032070105516	0.0058581024050158	0.0094096221703319	-0.0019175968922871	-0.0008273693161321	3.677177841309144e-06	6.845399852768988e-07	0.0003670020635098	-0.0005077143567287	1.346905146204513e-07	2.577738680284377e-07	0.0005193523200146	-6.245300359000033e-07	3.9003776574125946e-13	2.697268323045476e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
893.0767552860498	-0.491851094753656	797586.0908322588	0.2419174994103699	1013.9954589955948	-0.8453397750853355	0.7145993353413257	1028186.790863687	849.8493945772589	-0.7536414788069123	0.5679754785782697	722243.9934633335	850.4825051830661	610.2272258825807	0.785073	19.776304	0.1186078726987164	0.0574122187424265	-0.0364548137	0.0013211188	0.0126456802	0.0274964	-0.0314648706	-0.007693776	-0.0066627487	-0.0224503804	-0.02011923	0.0022541747	0.0314156545	0.0001276477	0.0416727119	-0.0353509236	-0.0119660088	0.0242669818	-0.055406699	0.1063246883	-0.0777748598	0.0975647893	-0.00844959	0.01695198	-0.0909916533	-0.0269001737	-0.0350043145	-0.0372296685	-0.1080466069	-0.045354045	-0.0520487192	-0.0242728688	0.0650587035	0.0002199436	0.0425903536	-0.0209863484	-0.0020439265	0.0396627844	0.0910248984	-0.0663122432	0.0594821565	-0.1056894102	0.0364870746	-0.0118568871	-0.0215441164	-0.0543167849	0.0904266101	0.019966303	0.0048610567	0.0093725953	-0.0264547318	0.0138781774	0.0115227316	-0.0118809871	0.0227324998	-0.0136679906	-0.0117897415	0.0237662272	0.0361990381	-0.0078219613	-0.0297076126	0.008765004	0.0317541076	0.0654396756	-0.0510823661	0.0487079903	-0.0438754651	0.0311902554	0.0367244667	0.0978493934	-0.0882841796	0.0604472029	0.10797015	-0.0029159925	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0367632975574849	-0.0025755473351551	0.0013515400473001	6.633444075625051e-06	-0.0188063222961005	-0.0244952736152013	0.0003536777583048	0.0006000184294835	-0.034694381482133	0.0418438599728148	0.0012037001064277	0.0017509086174245	-0.0011320970484106	0.0007854998438765	1.2816437270199926e-06	6.170100047300059e-07	0.0004577728869086	9.07708233988e-05	2.095560159886339e-07	8.239342380496135e-09	0.000401759151779	-0.0001175931682356	1.3828153215686131e-08	1.614104160381816e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
893.9622690799434	0.885513793893665	799168.5385385612	0.7841346791759523	1014.9701919555664	0.9747329599715612	0.9501043432549212	1030164.4905583191	850.664452669806	0.8150580925471331	0.664319694226571	723630.0110360206	851.8201291877992	615.0507656212718	0.8143559999999999	20.51396	0.1959593827273629	0.1012169692069335	-0.0234257317	-0.0402465789	-0.0239765656	-0.0354109201	-0.0235303904	-0.0126505636	-0.0129121611	-0.019074566	-0.0674536165	0.0215270064	-0.0653787583	0.0003129654	0.0196269148	-0.0286777205	-0.0221903629	-0.0076219195	0.0211085117	0.0056073003	0.0390377084	0.0550862372	-0.0448627966	-0.0196419342	-0.0444000016	0.0719101293	0.1074786166	-0.0249339644	0.135282525	-0.172216258	0.087110626	0.0280156391	-0.0686238604	-0.0009231739	0.0158910534	-0.0189922989	-0.0388890667	0.0341353295	0.0106555725	-0.0005570275	-0.0636649042	-0.0655077872	-0.060087812	0.0062781518	-0.061842577	0.0019938213	0.0756429099	0.2180083487	0.0935130952	-0.144869995	-0.0400942944	-0.0012006984	0.0075478699	-0.0320335264	0.0234681614	0.0058807895	-0.0231667021	0.0154661091	-0.0140419092	-0.0460778541	0.0677913301	0.0095566405	0.0704296105	0.0783897572	0.0471003055	0.0156440147	-0.0833779521	0.0794195049	-0.0261338215	-0.1042022307	0.0101087933	0.2571549929	0.1070411082	0.0158727593	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0034940812611523	-0.0402573788186371	1.2208603859535648e-05	0.0016206565493472	0.0052979324966031	0.0241042547927036	2.8068088738563155e-05	0.0005810150991115	-0.0822359734426214	-0.0475415919604884	0.0067627553280555	0.0022602029661375	-6.095232406552504e-05	0.001071144724345	3.715185808988783e-09	1.1473510204922869e-06	0.0004580061853129	2.332984043000044e-07	2.097696657848745e-07	5.4428145448928284e-14	-0.0002079859685823	-0.0006097451203613	3.717891118044162e-07	4.325816312711748e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
894.9472191961677	0.9849501162242404	800930.5251469534	0.9701267314501448	1014.1294242634492	-0.8407676921171969	0.7068903121080776	1028458.489156915	849.6560910491821	-1.008361620623873	1.0167931579472036	721915.4730569761	850.2407869400516	613.7878043609543	0.708469	17.846611	0.1715682559539526	0.082537830594304	-0.0400479722	-0.0018435595	-0.0309785521	-0.0080608827	0.0381887806	-0.0074720054	-0.0305201337	-0.0439116233	-0.04872488	0.0668998168	-0.0453748996	0.0166636084	0.0425037307	-0.0006772882	-0.0500795238	-0.0029089174	0.0606729995	-0.0048792645	0.0854413976	-0.0617088219	-0.0404078852	0.0289305323	-0.1509313977	-0.009504962	-0.1276520769	0.0658014109	0.0437722556	-0.1072181753	-0.0300242984	-0.0040978196	-0.1447302929	0.0166454343	0.049660567	-0.0082139626	-0.0571937791	-0.0168073989	-0.023395484	-0.0161452601	-0.1078562619	0.0310921987	-0.0516464807	-0.1123964793	-0.0577502719	-0.1444230988	0.0759729052	-0.0072804665	0.1352512073	0.0085937425	-0.0323477159	0.0113872395	0.002363103	-0.004156341	0.0112047011	0.0088368356	-0.0045878474	0.0321642168	0.0167040376	-0.047219943	0.1266184349	-0.0779193611	-0.0201852562	0.0777555883	-0.0699772729	0.0522261278	-0.032324034	0.0975074592	-0.1341503833	0.0387481513	-0.0180239675	0.1539872115	0.0075948756	0.011028001	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0260386113318844	0.0295326925930367	0.0006780092800929	0.0008721799317948	-0.0566853373762086	-0.0619832698728117	0.0032132274734545	0.0038419257441258	-0.0347632136030284	0.047472759839593	0.0012084810200097	0.0022536629267876	0.0003216067053406	0.0003825590294061	1.0343087292003553e-07	1.4635141098015645e-07	0.0005419366828316	8.393049751869998e-05	2.936953681985182e-07	7.0443284137365034e-09	-0.0003930871146277	-0.0001851011460454	3.42624342673205e-08	1.5451747968633054e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
