global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
910.541875790238	n/a	n/a	829086.5075676052	1047.318863941415	n/a	1096876.802767536	n/a	845.9263798697441	n/a	n/a	715591.4401595306	865.7337998007806	732.406192584154	n/a	n/a	n/a	n/a	-0.0015299971	0.0809233073	-0.0690481655	0.0715332995	-0.0367748801	-0.0324730833	0.0094628149	-0.0576610121	0.0113000845	-0.0638170987	0.0424454841	-0.0240738679	0.065917473	-0.0333278516	0.0839973664	-0.0673965468	0.0064316849	-0.0358690202	0.0567684392	-0.0327303061	0.0606389482	-0.0159471385	-0.0332595322	0.011696847	-0.0627658044	0.0469033315	-0.0053063699	0.0168306515	-0.1476152491	0.0949055427	-0.0336703552	0.1053603438	-0.1279184064	0.0660818722	-0.0495284228	0.0631744005	-0.0583021114	0.0038874723	0.023900935	-0.0141855927	-0.0092288146	0.0634305221	0.0772606267	-0.0742598358	0.0129295816	-0.0825329462	0.0836076447	0.0191890808	-0.0850401849	0.0096984082	-0.0405838595	0.0619607955	-0.0401991039	0.1027932687	-0.0043854305	0.0590737307	-0.0370059102	0.0045468617	-0.0027634404	0.0535254805	-0.046437301	0.0815567784	-0.0507023031	0.1589936786	-0.0882616825	0.1299614402	-0.0322855001	0.0550123961	-0.1033195543	0.0235142848	0.0504616798	-0.0012241914	0.0355772615	-0.0157337824	0.0176993604	-0.0523334784	0.0432749985	-0.0007371434	0.048231558	-0.0493985318	0.0082137403	-0.0903217034	0.1402478231	-0.1177082715	0.0747355921	-0.0942429294	0.1781720536	-0.1395643728	-0.1295509174	0.0373771417	0.1954689595	0.2884095158	-0.0645958333	0.3357622038	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.0178345393270689	n/a	0.0003180707930087	n/a	-0.4580772527951779	n/a	0.2098347695283773	n/a	-1.012438966974031	n/a	n/a	1.025032661847443	0.0014785320916031	n/a	2.1860571459002376e-06	n/a	-0.0023282157777668	n/a	5.420588707842265e-06	n/a	0.0017432263025443	n/a	n/a	3.0388379418822715e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
910.2701947981354	-0.2716809921025742	0.073810561469839	828591.8275378355	1039.3525583583678	-7.966305583047188	1080253.7405660844	63.46202464248879	845.0439326154054	-0.8824472543386719	0.7787131566898606	714099.2480501098	863.7739707467637	721.4341284961235	1.196188	22.999626	0.1193174499367491	0.0648602187614707	0.0034787205	0.0686365705	-0.0718601005	-0.0309607469	-0.0440646225	-0.0233155497	0.0289624217	-0.0616244587	0.0451411234	-0.007584369	-0.0287985599	-0.0365789419	0.0634421479	0.0133644343	0.0048074433	-0.0004019692	0.0130283839	0.043141802	-0.0074097263	-0.0177800171	0.0142337831	-0.0069399842	0.1022868162	0.0097854806	-0.0326762953	0.0329715447	-0.0048658908	0.0280624947	0.0138729893	-0.0027571235	-0.0133280643	0.1330482148	0.0226334912	0.0028149395	0.0242668127	-0.0101953743	-0.0016837528	-0.0834045847	0.1406938251	0.0436672465	-0.0321340219	-0.0063102146	-0.0496624952	-0.0691505104	-0.017379296	-0.0178297168	0.0157779316	-0.0163596148	0.0056792064	-0.0088441799	0.0200537285	-0.0248149594	-0.0347820832	0.013614016	0.0171059671	0.0353401798	-0.0363367743	-0.0132135319	-0.0163510743	-0.0074690067	0.1057518903	-0.0160363319	-0.0067458633	0.0135045275	0.008854311	-0.0029365351	-0.0541117409	0.1295053666	-0.0545820358	-0.046063091	0.0631372885	0.0158473463	0.0256946174	0.0264995924	0.0149113363	-0.0084599058	0.0538460186	0.0243209182	0.002080909	0.0294006833	-0.0012473283	-0.0036081866	0.1269662676	-0.1397325894	0.0463785476	0.0117842423	0.0649414314	-0.029694528	-0.1382293699	0.0351071938	-0.0629250794	0.1350319106	-0.0356103789	0.0840481121	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0130313820551606	0.0308659213822295	0.0001698169182675	0.0009527051027739	-0.4416422598908269	0.016434992904351	0.1950478857214767	0.000270108991766	-1.0104460722026474	0.0019928947713836	3.971629569808276e-06	1.0210012648297575	0.0021561114370109	0.0006775793454078	4.648816528809209e-06	4.591137693232631e-07	-0.0030281544701564	-0.0006999386923895	9.169719495128186e-06	4.899141731040629e-07	0.001720271522766	-2.2954779778300037e-05	5.26921914670252e-10	2.9593341120396524e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
910.308625137452	0.0384303393166192	0.0014768909799904	828661.7929996382	1041.102888577722	1.7503302193542822	1083895.2246048767	3.06365587678481	844.4837040587934	-0.56022855661206	0.313856035643632	713152.7264208597	863.8471121857132	716.0105895949573	0.946228	18.193529	0.2475836629621352	0.1564130152293113	0.0064749981	0.0604565889	-0.0399504687	-0.1063295189	-0.0062103891	-0.0821123894	0.0584339594	-0.0396293268	7.62714e-05	0.0023200356	-0.0303025976	-0.0383510077	0.0868434389	0.0129163587	-0.0233381969	-0.0683606772	0.0653718138	0.0402538333	0.0329329444	-0.0056795016	-0.0416330755	-0.0104866526	-0.0140863906	0.0461734403	0.0530351921	0.0600173713	-0.108608882	-0.0401388575	0.0071384237	-0.16697386	0.0567029815	-0.0480322968	-0.0034668143	-0.0068816343	0.0348516597	0.0461978569	0.0811142422	-0.1102524165	0.0977970716	0.0197991486	-0.0285875366	0.0017411855	-0.0288729837	-0.0895886674	-0.021637776	-0.0061228984	0.0636092254	-0.0365692226	0.0086086563	-0.0131501792	-0.0056031242	-0.0119722393	0.0169425458	-0.0015857148	-0.0223837775	-0.0095202877	0.1037489189	-0.0387341838	-0.0237947518	-0.0092749746	0.0854354384	-0.0118736486	0.0401445033	-0.0809849606	0.1470760717	-0.1128424683	0.0379554368	0.0083452093	-0.1139323904	-0.0453718383	0.0547417466	0.0279215104	0.0290348268	0.019349703	0.0222206733	0.0289125242	0.0692503292	0.089406908	-0.0623549414	0.0411837896	0.0051222786	0.0124395503	-0.0008796069	-0.1060403037	0.0640389084	-0.0645336628	0.0288834536	0.0923680304	0.0179742282	-0.0254641477	-0.1533188984	0.0229380374	-0.1494962693	0.0719227416	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.022686440755308	0.0096550587001474	0.000514674594144	9.3220158503292e-05	-0.4670698768490666	-0.0254276169582396	0.2181542698598022	0.0006465637041749	-0.9277144960706992	0.0827315761319481	0.0068445136892763	0.8606541862197115	0.0002149474771829	-0.001941163959828	4.620241794729332e-08	3.7681175189351216e-06	-0.0033367856141723	-0.0003086311440159	1.1134138234947212e-05	9.525318305656327e-08	0.0020658646423581	0.0003455931195921	1.1943460430939957e-07	4.2677967205453605e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
911.9368898910492	1.6282647535971364	2.6512461078067435	831628.8911441596	1041.367566164299	0.2646775865769086	1084446.4078589557	0.0700542248361769	844.2089529911484	-0.2747510676449565	0.0754881491720434	712688.756310411	862.9120313856337	719.1698856632884	0.828522	15.930339	0.1831286217371701	0.0832048507709558	0.0378883099	0.0315374442	-0.0098138147	-0.1087520281	0.0391122644	-0.0764310827	0.0342240898	-0.00754673	-0.0382802496	0.0275453758	-0.0464949929	-0.0053849785	0.0391739142	0.0093614131	-0.0236090782	-0.020140653	0.0563652428	0.0077337064	-0.0293587042	0.0806275247	-0.0301404619	-0.0108611969	-0.0274489447	-0.0691617646	0.0035590316	0.1276344646	-0.083157446	-0.1267286505	-0.0945002637	-0.010900717	-0.0350802336	0.062837573	0.0370762955	0.0072783378	0.0049727844	0.1303401809	0.0245601551	-0.0777524229	-0.0470397608	0.1153900693	0.044336873	0.0826779562	-0.0816674899	-0.0524799287	-0.0105395812	-0.0066816709	0.0424725613	-0.054122987	0.0505460309	-0.0118957203	0.0104775449	0.0111392442	0.0386839984	0.0382558439	-0.0707724262	-0.0090326183	0.0790369243	-0.200942012	-0.0496999778	-0.0436443721	0.0592597882	-0.0751287957	0.0529276696	-0.0478396467	0.0270763906	-0.0427668129	-0.0133251204	0.0507128266	-0.1014931994	0.0380286088	0.0540211777	0.0306614536	0.0132460173	0.0264271849	0.0178581106	0.0370158856	0.0607924684	0.1012707505	-0.0610287692	0.0649993344	-0.0084901745	0.0811881701	-0.0246235875	-0.0688054139	0.0324103806	-0.0508998979	0.0259044284	0.0869975372	0.103378118	-0.0679629907	-0.2755234554	-0.0129724328	-0.1198703403	-0.0438844651	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0466293531310952	0.0239429123757872	0.0021742965734243	0.0005732630530346	-0.4139563771403374	0.0531134997087291	0.1713598821751532	0.0028210438513091	-0.932195833164478	-0.0044813370937787	2.0082382148077253e-05	0.8689890713692152	-0.0010100735284342	-0.0012250210056171	1.0202485328435149e-06	1.500676464203131e-06	-0.0029478382622387	0.0003889473519336	8.689750420318478e-06	1.5128004257615973e-07	0.0016480155487313	-0.0004178490936268	1.7459786504473824e-07	2.715955248860128e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
914.3557320662372	2.418842175188047	5.850797468468442	836046.4047623846	1042.743287775014	1.375721610715118	1087313.5641998458	1.892609950188599	845.1118126193973	0.902859628248848	0.8151555083216478	714213.9758288432	862.8509556222077	728.3139654206067	0.821261	15.790743	0.1015747678027541	0.0456432208135548	0.0813656578	0.0212553436	0.0380138445	-0.0548271064	0.0707151522	-0.1221149804	-0.0018569027	0.0150937445	-0.0404466743	0.0457094159	-0.0808488109	-0.0636077904	0.0627114045	0.0301068625	0.0432671265	-0.0075415921	0.0462083902	-0.0362519437	-0.045170158	-0.0459050305	0.0194506424	0.0587520701	0.0572574697	-0.097279305	-0.0571962493	-0.03624126	0.0761931824	-0.0416638347	-0.0644450061	-0.0781093319	-0.0536955632	-0.0167703661	0.0338393529	0.015036634	0.0798250372	-0.0034438157	-0.1686770073	-0.0818480641	0.0003797889	0.0154007251	0.0233687947	-0.1196614568	0.1029767135	-0.0611345314	-0.0254216822	-0.0646348663	0.0111660167	-0.0121559461	0.0990524556	-0.0063569185	0.0144220072	-0.0303999318	-0.0651250383	0.0129446755	0.0006830441	-0.0110363695	-0.0922971982	-0.1057450183	0.0541032225	0.0284285238	-0.0595189351	0.0248987108	0.0810497097	0.0194623433	0.0619490954	-0.0731853613	0.0225721665	0.0100790365	0.0467491173	-0.101381101	0.0711564916	0.0431514611	0.0059806429	0.0298798695	0.0235150245	0.0155183295	0.0432310047	0.062100578	-0.0521374988	0.0348263053	-0.0291968099	0.0705044094	-0.0071685615	-0.0397443306	-0.0203722169	0.0546839025	0.064368819	0.0859745568	0.1672560835	-0.0828258326	-0.1237010812	-0.0268874343	-0.0621593437	-0.0814666529	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.047687481174151	0.0010581280430558	0.002274095860735	1.1196349555010978e-06	-0.4316556176013364	-0.017699240460999	0.1863265722067911	0.0003132631128962	-0.9182537470734786	0.0139420860909993	0.0001943817645688	0.843189944014484	-0.0004070255837528	0.0006030479446814	1.656698258293076e-07	3.6366682358446093e-07	-0.0031954540591423	-0.0002476157969036	1.0210926644089002e-05	6.13135828762049e-08	0.0021748580713003	0.0005268425225689	2.775630435868671e-07	4.73000763030006e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
915.540747378961	1.185015312723749	1.4042612913897647	838214.8601112264	1042.823490844179	0.0802030691650088	1087480.8330564396	0.0064325323034871	845.8626870111248	0.7508743917275069	0.5638123521521535	715483.68527768	863.7344996410867	737.3586256399387	0.835018	16.055256	0.0756233073067206	0.0367416982611041	0.1059771066	0.0097818212	0.0324017929	-0.0082055465	0.0603562997	-0.08251665	-0.0151293853	0.0087201151	-0.028610376	0.0447143503	-0.0250130419	-0.0079987819	0.074684464	0.0130310462	0.0353893659	-0.0028984485	0.0361438356	-0.083970145	-0.0113344153	0.0408032369	0.029736155	0.0015858162	0.0363580585	0.0550765845	-0.0458959461	-0.0680551541	-0.0301841897	0.0352165004	-0.0944845857	0.0029160105	-0.0601418584	-0.0260475833	-0.0157508402	-0.0004072206	0.0269840108	-0.0698709785	-0.014206202	0.0347801969	0.0462038049	-0.0882180309	-0.0139698299	-0.061943116	-0.0261626258	-0.061704865	-0.0092084387	-0.0601404919	-0.0074502989	0.0162601603	0.1112149848	0.0073257111	-0.0098506587	0.0230154419	-0.0811909451	0.00201985	0.003425948	0.0732691667	-0.0105803279	-0.0351661091	0.0290687284	0.0074966256	0.0521820046	0.0854289858	-0.0100798927	-0.005870953	0.0691322544	0.0066237695	0.0465176066	-0.0123218296	0.0305585588	-0.1127101944	0.0753047925	0.0418228729	-0.0009915633	0.0006257363	0.0164149189	0.0172721848	0.0112093781	0.0210842854	-0.0155828537	-0.0085857444	-0.0529311786	0.0540860417	0.0096981318	-0.0261392923	-0.0525437911	-0.0074129012	0.0777121632	0.0558061766	0.1337165543	-0.0567395446	-0.0180414332	-0.0135834297	-0.0395939241	-0.0268214602	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0365602147809056	-0.0111272663932454	0.0013366493048259	0.0001238160573862	-0.4390934446843886	-0.0074378270830521	0.1928030531648022	5.532127171738456e-05	-0.9341772105277286	-0.0159234634542499	0.0002535566883788	0.8726870606693682	-7.517675924383765e-05	0.0003318488245089	5.651545130405931e-09	1.1012364232798009e-07	-0.0029910740624667	0.0002043799966755	8.946524047161048e-06	4.177118304111822e-08	0.0018883918849614	-0.0002864661863388	8.206287591555326e-08	3.566023911188069e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
915.7471318290632	0.2063844501021776	0.0425945412439782	838592.8094531556	1046.6163859688113	3.792895124632196	1095405.859378416	14.38605342645868	846.3600200520041	0.4973330408793117	0.2473401535502631	716325.2835424287	865.3269782135452	746.9430702488597	0.875722	16.837883	0.0996382632511178	0.0496920615639848	0.1266906988	0.038052796	0.03493007	0.0771429813	0.0287367459	-0.0914859772	-0.0616458738	0.005469755	-0.030275637	0.0162412658	0.0571710431	0.0329145224	0.1080596473	0.0184868456	0.0512611823	0.0057121832	-0.032579033	0.0233439105	0.0277581245	0.0649440914	0.0720836824	-0.0761695818	-0.0997538161	0.1100871995	-0.0358677891	-0.0266288021	-0.0243201457	0.046992873	-0.0197229602	0.1393646283	-0.1241075485	0.0016012072	-0.063237772	-0.0965582505	-0.0346888985	0.0714916732	0.0976554218	0.0664815048	-0.1196899943	-0.0986424965	-0.1024645523	-0.0877678343	-0.0791494336	-0.1015570678	-0.0189624619	-0.0499708294	-0.023901747	0.0217124923	-0.0142951348	0.0485885111	0.0036281949	0.105412561	0.0404633518	0.0714719828	0.0186200073	0.0903707082	0.0790044335	0.0648998252	-0.0041478614	-0.0234019133	0.0200916106	0.0868804459	-0.0976603017	-0.0248644522	0.0261069028	0.1173768754	-0.0014390364	0.0504161048	0.0378595132	0.0829506918	0.084581714	0.0453389133	0.0044996609	-0.0145384438	0.0193506454	0.0048552234	0.0131631981	0.0215539009	-0.0405760561	-0.0128635261	-0.0224634521	0.0033261437	-0.007395445	-0.0017123622	-0.066687703	-0.0039949187	0.1085603313	0.0617840487	0.1448275432	-0.0050638283	0.0841178841	-0.001849499	-0.1016807412	-0.012270056	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0408025990969633	0.0042423843160577	0.0016648520930675	1.7997824685132382e-05	-0.4506403027318839	-0.0115468580474952	0.2030766824462839	0.000133329930769	-0.9095748826522368	0.0246023278754917	0.0006052745368931	0.8273264671518304	-0.0004624860629377	-0.0003873093036938	2.138933584116142e-07	1.500084967278245e-07	-0.0024088933557029	0.0005821807067638	5.802767199149578e-06	3.389343753279978e-07	0.0016729480351776	-0.0002154438497838	4.6416052409664593e-08	2.798755128404593e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
914.130263215423	-1.616868613640122	2.61426411377453	835634.1381262987	1042.6942140040376	-3.922171964773725	1087211.2239174978	15.38343292125698	845.960397588849	-0.3996224631550831	0.1596981130581357	715648.9942886835	864.7383300486395	732.3244934082031	0.95296	18.322962	0.2004251657472736	0.1201156166707862	0.1034672154	0.0388336812	-0.0023012498	0.0686002947	-0.0941728279	-0.0700746309	-0.0775993469	-0.0516661618	0.0475395223	-0.0945368715	0.0869855253	0.0490048239	0.1192119566	0.0022205131	0.0007167054	-0.0406218827	-0.0562159042	-0.021615887	0.0415657608	0.0889736806	0.0315276992	-0.1215309253	-0.0880264785	0.1370629334	0.0252084332	-0.0220129509	0.0430436157	-0.0670156031	-0.0258281797	-0.0082519523	-0.0876762752	-0.125321158	0.0390813873	0.0073580429	0.0124865562	0.0676325812	0.0727268257	0.0641329577	0.0198155114	-0.067848556	0.0660977157	0.0990151441	-0.0477461446	-0.1150458876	-0.000553663	-0.0012923846	0.0026857466	0.0623648665	-0.0713213959	0.0118529575	-0.0420481531	0.0877831656	0.1062643429	-0.0046144377	0.0630965373	0.081317706	0.0738761763	0.073910927	0.0531753763	-0.0841826961	-0.0414800241	0.1303239884	0.0913580867	0.058841025	-0.1144362189	-0.0313665776	-0.0375361031	0.0235236602	-0.0859454356	0.0014517134	0.0949747232	0.0491907597	-0.0070427278	0.0070004588	-0.021416378	-0.019345489	0.0115818805	-0.0321889945	0.00925759	-0.0164191049	0.018994415	-0.0514475617	0.0287305299	0.0227825785	-0.0485836607	0.0252561259	0.017778828	0.0276664905	0.0487057182	-0.0057840973	0.0426481376	-0.0644968401	-0.0023078881	0.0450752786	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0550628748098915	0.0142602757129281	0.0030319201823297	0.0002033554634087	-0.4246903983036247	0.0259499044282591	0.1803619344112914	0.0006733975398357	-0.966799492708958	-0.0572246100567211	0.0032746559961437	0.9347012591022986	0.0010890913095809	0.0015515773725186	1.1861198806046395e-06	2.407392342911722e-06	-0.0027581817849988	-0.0003492884292959	7.607566759099167e-06	1.2200240683999704e-07	0.0015140063260048	-0.0001589417091728	2.5262466914770944e-08	2.292215155182553e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
914.860615334166	0.7303521187429851	0.5334142173523674	836969.9454896089	1046.6268644461184	3.932650442080785	1095427.793380313	15.465739499598197	845.3051918939373	-0.6552056949117286	0.4292945026447612	714540.8674428461	864.7967434390156	739.9415881180182	0.8363239999999998	16.080368	0.041854950815451	0.0263954253683698	0.1097270327	0.0354472138	0.019464873	-0.0062141019	-0.1364579426	-0.0843789797	-0.0291281089	-0.0327800172	-0.0076603728	-0.0707907403	0.0525664395	0.0154090367	0.1227078431	0.0053206281	0.0252669176	0.0068858524	0.0541388265	0.0395371178	0.0143012766	-0.0986073865	0.1137451664	0.0421167194	-0.0363376994	-0.0029384243	0.0815161435	0.044295343	-0.0277194499	0.0617759471	-0.0401270634	-0.0419116221	0.0098224873	-0.0767844991	0.0020334747	0.0528058705	-0.0752513647	-0.0480707291	0.0254586267	-0.0160100863	-0.0890297795	0.0033587955	0.0917969866	-0.0012788029	0.0026685774	-0.1229775878	-0.0116973016	-0.0200001208	-0.0294002626	0.0278358164	-0.0873082028	-0.0586184149	0.0126234458	-0.0269358177	-0.04844428	0.01720837	0.066075824	-0.1017470829	0.0008232472	0.0927358796	-0.0843628278	-0.0151902899	0.0102099242	0.168772508	0.0539999474	0.0587261711	-0.0876539993	-0.0176522645	-0.0368286576	-0.0108747089	0.0022725208	0.0448795255	0.1123619286	0.0499942608	-0.0023483693	-0.0211503348	0.0096749882	-0.0204049141	0.0570813886	-0.0012060307	-0.0580285922	0.0279956957	0.041851614	-0.0475494792	0.0226657095	0.0171317358	-0.0053863752	-0.0163342162	-0.0626910619	-0.0110706509	0.0766798927	0.0508687223	0.05291747	-0.0715752852	-0.0804529392	-0.006391057	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0483137885684072	-0.0067490862414842	0.0023342221658327	4.5550165094992665e-05	-0.4246620792257971	2.83190778276321e-05	0.1803378815323771	8.01970169007484e-10	-0.950710982229424	0.016088510479534	0.00025884016945	0.903851371731636	0.0007970164231103	-0.0002920748864705	6.352351787075369e-07	8.53077393068138e-08	-0.0026839085649725	7.427322002630026e-05	7.203365185132743e-06	5.516511213075209e-09	0.0015005737321696	-1.3432593835200053e-05	1.804345771414544e-10	2.2517215256774023e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
914.2974838955791	-0.5631314385868791	0.3171170171249279	835939.8890577868	1044.938258423399	-1.6886060227193411	1091895.9639169262	2.851390299964032	845.1143116699615	-0.190880223975796	0.03643525990505	714218.1997893928	864.1731569133519	738.6773862978307	0.8686519999999999	16.701941	0.0378069943426778	0.020803604019468	0.1034177686	0.0186604325	-0.0017394374	-0.114125056	-0.0921685622	-0.0955182088	0.0155831265	0.0013040456	0.0286402621	-0.0758265322	0.0430900806	0.0444764435	0.1277216742	0.0281419154	-0.0135100592	0.0129687004	-0.0111579144	0.0884812861	0.0018914552	-0.0770798087	0.0954367433	0.0070059733	-0.0237736929	-0.0097122298	0.0712788996	-0.0223612244	-0.0207542109	-0.0870242628	-0.0922615	-0.0936055472	-0.0547840838	-0.0093956785	0.112324544	0.0091986707	-0.0197382842	-0.1023762649	-0.0235028946	-0.0515730465	-0.0663462389	0.1581374148	0.0614996318	-0.0770089857	-0.0233082125	-0.119511848	-0.0398578042	0.0051760925	-0.0318411949	-0.0128728943	-0.0726373025	0.0036114096	0.0582815183	-0.055104445	-0.0125782912	0.0148721627	0.0601617419	-0.099869082	0.0552442604	-0.1096990874	0.0211066845	-0.0449341113	0.0625703934	0.1692290813	0.1222142793	-0.0187505841	-0.0340162313	-0.1315403651	0.0082109837	-0.0977596857	0.0293423636	0.0634327314	0.1181842649	0.051237051	-0.0177187933	-0.0105677392	-0.0078904305	-0.0048593038	0.05725401	-0.000446593	-0.0350931583	0.0528833188	0.0375400503	0.0619174244	-0.0017936431	-0.0068234154	0.027836433	0.0414239053	-0.1455532746	0.0153999486	0.0570445927	0.0193378496	-0.100216504	-0.1125229797	-0.0567834606	-0.0395687901	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0497166745480939	0.0014028859796866	0.002471747728121	1.9680890720015103e-06	-0.4273920900588308	-0.0027300108330337	0.1826639986448557	7.452959148481371e-06	-0.9667440010393163	-0.0160330188098923	0.0002570576921583	0.9345939635455056	0.0008992992277738	0.0001022828046634	8.08739101074553e-07	1.0461772129831696e-08	-0.0027857643801763	-0.0001018558152038	7.760483181859046e-06	1.0374607090830732e-08	0.0016492566867036	0.000148682954534	2.2106620968959524e-08	2.7200476186365367e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
