global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	w_comp_cor_00	a_comp_cor_00	a_comp_cor_01	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61
997.6923937693876	n/a	n/a	995390.1125852908	1141.7173024495444	n/a	n/a	1303518.3987126644	925.200019975142	n/a	n/a	855995.0769620033	980.944176924856	795.2348989062297	n/a	n/a	n/a	n/a	-0.0589606303	0.0481706609	-0.0221550799	0.1565813381	0.0046965412	0.0073737159	-0.0314718108	0.0205718152	-0.0725744289	0.026660581	-0.0401501086	0.0084391916	-0.0450903787	0.0841023337	0.0393308073	-0.1351615619	0.0119131061	-0.023962135	0.0219948461	-0.0312606805	0.1542921039	-0.0587656986	0.1488364559	-0.00090766	-0.0562989699	0.1452248186	-0.2594576172	0.148605713	-0.1143184108	0.0084543112	0.0311223996	-0.0472615568	0.0416562544	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.1493608769430352	n/a	n/a	0.0223086715611925	0.0491463153036306	n/a	n/a	0.0024153603079238	-0.1408881247460058	n/a	0.019849463694446	n/a	0.012687179001742	n/a	n/a	0.0001609645110222	-0.0022001766737103	n/a	n/a	4.84077739553892e-06	0.0003019712238747	n/a	9.118662004838417e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
995.950276017206	-1.7421177521816844	3.034974262466565	991916.9522987488	1138.884997965495	-2.832304484049473	8.021948690366752	1297059.0385908654	923.936249334162	-1.2637706409800558	1.597116233003141	853658.1928336787	971.1352237902188	809.5026042446914	1.138203	45.363453	0.6734744802902048	0.5421849089008148	-0.0579144247	0.1230818381	0.0146690031	0.1899341964	0.0141783642	0.001963392	-0.0409859643	0.036100954	0.0103110782	0.0341435324	-0.05125217	0.0301721081	-0.105517648	0.1533565604	0.091285501	-0.0915553798	-0.006121743	-0.108592817	0.060623406	0.0834297927	0.2361581635	0.0022816564	-0.0774753254	-0.1038614107	0.0094576892	0.055640322	0.0068681127	-0.2169786769	0.0932681282	0.0243034014	-0.133425224	-0.2752325523	0.1131814066	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.1262964910488904	-0.0230643858941448	0.000531965896674	0.0159508036512624	0.0361496591206531	-0.0129966561829775	0.0001689130719385	0.0013067978545394	-0.1716633191077434	-0.0307751943617376	0.0294682951270869	0.0009471125880027	0.0226909855211393	0.0100038065193972	0.0001000761448775	0.0005148808239205	-0.00160316166775	0.0005970150059603	3.564269173417773e-07	2.570127332942961e-06	-0.0012299721277946	-0.0015319433516693	1.5128314351515756e-06	2.3468504327237686e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
989.7624963926382	-6.187779624567725	38.28861668221549	979629.7992653872	1116.490720621745	-22.39427734374999	501.5036577487941	1246551.529234463	925.1544477982956	1.218198464133593	1.484007498017445	855910.7522809692	966.6306080065276	835.3556710460302	1.236339	49.274689	1.1072775105701729	0.7035720496518504	-0.0504216932	0.0473108767	-0.0920393674	0.1280811697	0.0812307198	-0.0494971352	-0.0302939631	0.0392655807	-0.0501890177	0.0312422309	-0.0429723997	-0.015719915	-0.0517727382	0.0942352312	0.0087674081	-0.0201682073	-0.0586117213	-0.113167589	0.0849909814	0.1430552201	0.1068663319	0.069729126	-0.3418554967	0.0563379245	-0.0024194124	0.0169410945	0.23812804	-0.0867513972	0.0617800308	0.012451146	-0.0383755429	-0.0511329857	0.013473331	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.1068474031267925	-0.0194490879220979	0.0003782670210014	0.0114163675549393	-0.116183152994111	-0.1523328121147641	0.023205285646792	0.013498525039653	0.0189076477426226	0.190570966850366	0.0003574991431591	0.0363172934062833	0.0115574604821173	-0.011133525039022	0.0001239553797945	0.0001335748927957	-0.0010592632577841	0.0005438984099658	2.9582548036343413e-07	1.1220386492913848e-06	-0.0044510415524656	-0.003221069424671	1.9811770901775382e-05	1.0375288238550373e-05	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1002.7324828741278	12.969986481489514	168.22054933002073	1005472.4322109128	1154.523419189453	38.03269856770817	1446.486160342151	1332924.3254569056	929.0827836470172	3.9283358487216447	15.431822540351604	863194.8188692902	981.135796396356	807.7883312630531	1.610126	64.172104	0.8358662748802028	0.4655207228728297	-0.0208932211	0.0981883469	0.0038353998	0.1436588366	-0.0417065044	0.1060435115	-0.0093960107	0.006945464	0.0417498164	0.0242085892	-0.0388956302	0.0058790449	-0.0648115121	0.1117529137	0.0832716581	-0.104882933	-0.0079795968	0.0247383683	-0.0246597315	0.0298525954	0.2530518117	-0.0383844304	0.218845664	-0.069811913	-0.0504558963	0.0938164809	-0.1806541418	0.0248154681	-0.0818013112	-0.066154592	-0.0429159993	0.0223172053	-0.0734011761	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.1239886614234109	0.0171412582966184	0.0002938227359913	0.0153731881615692	0.2300702904700529	0.3462534434641638	0.1198914471107909	0.0529323385569745	-0.0859171994267029	-0.1048248471693255	0.0073817651573278	0.0109882485840724	0.0143677696014395	0.0028103091193222	7.89783734614552e-06	0.00020643280332	-0.0019181109999164	-0.0008588477421322	7.376194441657495e-07	3.6791498080002913e-06	-0.0007672638949182	0.0036837776575474	5.886938844450467e-07	1.357021783024541e-05	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
993.8923795922497	-8.8401032818781	78.14742603427196	987822.0622115444	1117.3201951090496	-37.20322408040352	1384.079881976716	1248404.4183985246	925.0439819335936	-4.038801713423595	16.31191928035337	855706.3685115586	972.4549676995528	822.5124300105492	1.399831	55.790707	0.608789604434847	0.3221285623666831	-0.0602750139	0.0336482068	-0.0350554939	0.1397905341	0.0773323183	-0.1403393325	-0.0291864399	0.0293015837	-0.1251808761	0.0240354833	-0.025162697	0.0067788383	-0.028955615	0.0893158575	0.0065273562	-0.0890112865	-0.0705750472	-0.0819239863	0.0570655264	0.1188206404	0.0690738537	-0.0384373046	-0.135011596	0.0109963609	0.0075740801	0.0328564934	0.0315775712	-0.0026611021	-0.1151452546	0.176568783	0.1428951879	0.0074639831	0.0054595784	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.1383777478461922	0.0143890864227812	0.0002070458080822	0.0191484010989843	-0.0320193849521217	-0.2620896754221746	0.0686909979629008	0.0010252410127121	-0.2428292139869441	-0.1569120145602412	0.058966027165517	0.0246213803133533	0.0118613894905289	-0.0025063801109105	6.281941260368227e-06	0.000140692560646	-0.0017929137296495	0.0001251972702668	1.5674356482283166e-08	3.2145396419656807e-06	0.0001091352844973	0.0008763991794155	1.191051032230661e-08	7.680755216801617e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
974.5125644759014	-19.37981511634825	375.5772339438403	949674.738321398	1077.1938075764974	-40.126387532552144	1610.126976412556	1160346.4990811525	908.989316628196	-16.054665305397634	257.7522780683385	826261.5777441948	943.4739054629678	811.360008051938	1.42248	56.693405	2.387109411717769	1.184581138436869	-0.1196895672	-0.0030613356	-0.0982857606	0.2360907318	0.1836059394	-0.0462901736	-0.1216781125	0.1410585149	-0.0601660342	0.0897207594	-0.0470322622	-0.1109331984	-0.0470123016	0.1477927149	-0.1534889982	0.0294567868	0.0253709002	0.0102382622	0.1278529922	0.0214729782	-0.0889477677	0.1213426641	-0.1021904416	0.0739988758	-0.2333549741	0.0626066327	-0.1763572603	0.319226132	0.0070229054	0.1919949761	-0.1213473436	0.1473205631	-0.0675993598	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0189391990905392	-0.1194385487556529	0.0142655669288564	0.000358693262191	0.5597226465412746	0.5917420314933963	0.3501586318359316	0.3132894410511685	0.4419179017065957	0.6847471156935397	0.1952914318487603	0.4688786124506219	0.0001779499854937	-0.0116834395050352	0.0001365027586678	3.1666197337208045e-08	0.0009210328457291	0.0027139465753786	7.36550601400923e-06	8.483015029118442e-07	-0.0053171129505925	-0.0054262482350898	2.8271690129358484e-05	2.9444169908815168e-05	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1008.0624492028908	33.549884726989376	1125.594765194275	1016189.9014929308	1163.8554846191407	86.6616770426433	7510.246267843409	1354559.589078055	928.856815962358	19.867499334162066	394.71752979293	862774.9845597299	979.6826619599996	820.5097463880963	2.030883	80.94147499999998	2.146945276035232	1.1963014077440142	0.0130334086	0.0385838493	0.0549426666	-0.1019815367	-0.0608051414	0.0970458691	-0.0130723783	0.0111694892	0.1008078935	0.0160551502	-0.0193309848	0.058795218	-0.0041097131	-0.0217196374	0.0753672997	-0.0038761019	-0.0139253019	0.020412816	-0.131889655	-0.0265590594	0.0997544904	-0.0902689208	0.0413315476	0.0230493196	0.1105098816	-0.059317046	0.0671655182	-0.0824181306	0.0246828902	-0.2618903271	-0.0562852509	0.1737210404	-0.0732084685	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0223435724675056	0.0034043733769663	1.1589758089797595e-05	0.0004992352306106	-0.293705274466987	-0.8534279210082616	0.7283392163564836	0.0862627882497281	-0.2637820748435331	-0.7056999765501288	0.0695809830087593	0.4980124569028524	0.0073759178111166	0.0071979678256229	5.181074081870247e-05	5.44041635563471e-05	-0.000166057796195	-0.0010870906419241	1.1817660637589518e-06	2.7575191677140163e-08	-0.001913911316142	0.0034032016344505	3.663056526056403e-06	1.1581781364726556e-05	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1000.9602634255516	-7.102185777339173	50.441042815838834	1001921.4489569496	1138.300562133789	-25.554922485351653	653.0540632323315	1295728.1697541005	929.0916370738636	0.2348211115055392	0.0551409544086968	863211.2700805918	975.9252455861944	824.2203273821974	1.177485	46.929028	0.6824120124444935	0.3987705871246865	-0.0186235714	0.0115418778	-0.0022512413	0.0429623342	0.0162951101	-0.0390570027	-0.0040310628	0.0097031318	-0.0448107949	0.0072801904	-0.012291888	-0.0295551156	0.005882635	0.0185187498	-0.0143593825	0.0003360213	0.0109168151	0.0529161462	-0.0182445127	0.0092733007	-0.0703527158	-0.0117928476	-0.0214833616	0.0076530372	-0.0553092279	0.0555395553	0.0440851465	0.0423681481	-0.1135719006	-0.0043974469	0.1164101704	0.0657931195	-0.1649371613	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0378032066879683	0.0154596342204627	0.0002390002902305	0.0014290824358932	0.0069856164638508	0.3006908909308378	0.090415011888781	4.879883738002335e-05	-0.0567465231371002	0.2070355517064329	0.0032201678881494	0.042863719670387	0.0049962317495476	-0.002379686061569	5.662905751625781e-06	2.496233169518747e-05	-0.0004259213772013	-0.0002598635810062	6.752908073341783e-08	1.814090195570521e-07	-0.0013689422469821	0.0005449690691599	1.874002875572401e-06	2.9699128634100786e-07	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1001.486050111223	0.5257866856713918	0.2764516388293069	1002974.308567379	1141.6436124674478	3.3430503336587662	11.175985533375988	1303350.1378877242	934.3842995383524	5.292662464488785	28.012275963008506	873074.0192237773	984.4423852217824	796.5003571144455	1.11955	44.62001	0.7996063075516638	0.4475484899555069	-0.0039920539	-0.0108419848	0.0570085089	-0.1490821358	-0.0073052442	0.0080131242	0.0278986082	-0.0242690362	0.0001851622	0.0122478408	-0.0030965469	0.0165031571	0.0285372041	-0.0419310084	-0.0606215941	0.0388341631	0.0269120348	-0.0295314202	-0.0012052504	-0.1293611868	-0.1000331952	0.064941653	0.155764068	0.0272900003	0.259413324	-0.0758702574	0.0302343806	0.0604476548	0.065489077	-0.1374983221	-0.1006170205	-0.067911102	0.2620035322	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0946721989600547	0.0568689922720864	0.0032340822820426	0.0089628252559321	-0.1741888452387598	-0.1811744617026106	0.0328241855732307	0.0303417538056126	-0.062899253739836	-0.0061527306027358	0.0039563161210282	3.785609386984165e-05	2.2157387511277107e-05	-0.0049740743620363	2.4741415759067045e-05	4.909498213248987e-10	-0.0061200503179192	-0.0056941289407179	3.2423104393521155e-05	3.74550158938629e-05	-0.0009289430902517	0.0004399991567304	8.629352649263781e-07	1.935992579234632e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1001.8226247032112	0.3365745919882101	0.1132824559720301	1003648.5713672312	1144.336172281901	2.692559814453261	7.249878354408581	1309505.2751927928	932.2336936257102	-2.1506059126421637	4.625105791491432	869059.6595310345	980.6183568050986	802.0804881445893	0.8143869999999999	32.457668	0.2575189954429852	0.1364922198742378	-0.0035119153	-0.0118010684	0.0305044793	-0.1232378292	-0.0046566139	-0.0044697728	0.0141053569	-0.0082250182	0.0141028449	0.0109541524	-0.0015844362	0.0198100015	0.0207763459	-0.037601406	-0.0320978915	0.0256161612	-0.0098024161	0.0026880601	-0.0397340257	-0.049385693	-0.0485037682	0.0031271529	0.06886816	-0.0159520154	0.1393294464	-0.1094592451	0.0878582748	0.0277930522	0.0891584137	-0.0796561614	0.0139356123	0.0656471201	0.0655002229	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0836907157195696	-0.0109814832404851	0.000120592974161	0.0070041358976538	-0.1669887719722709	0.0072000732664888	5.1841055042807965e-05	0.027885249964807	-0.1269661044585461	-0.06406685071871	0.0161203916813784	0.0041045613610134	0.0013797280814131	0.0013575706939018	1.842998188941077e-06	1.9036495786398736e-06	-0.0049683539189202	0.0011516963989989	1.3264045954672623e-06	2.4684540663649714e-05	-0.0019250877616969	-0.0009961446714452	3.705962890235181e-06	9.923042064486655e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
