global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02
887.2598613103231	n/a	n/a	787230.0614924139	889.6007815441453	n/a	791389.5505239542	n/a	862.3030407714843	n/a	743566.5341237482	n/a	860.2617253992565	662.1934379503565	n/a	n/a	n/a	n/a	-0.0974198233	-0.1035984169	-0.0290823202	-0.0551602014	0.1283013681	0.1129414198	-0.0985012672	0.1411960531	-0.0045536615	0.0107017874	-0.0965279993	0.082207383	-0.2358924002	0.2202880138	-0.0500758546	0.2429891326	0.1878497495	-0.2115655343	0.0014728301	-0.0190989632	0.1462289242	-0.0080564775	0.0532934167	-0.10300795	-0.0301915713	0.003401762	0.1051058323	-0.0538899901	0.1191329872	-0.0198236753	0.2173795762	-0.0166198744	0.3106769143	-0.0102725321	0.2466739409	-0.0121315436	0.0834161846	-0.0165964895	0.0248460454	-0.0596624182	0.1481094882	-0.0519120405	0.2038338766	-0.2388685354	0.2218019007	-0.1241019829	0.1445799043	-0.090360921	0.1431877665	-0.0627572884	0.2138499383	-0.0039551173	0.0445012779	-0.102361648	0.0435475532	-0.0681260035	0.1980828803	-0.0366437355	0.1864262209	0.157990327	-0.135825933	0.1561451084	0.1560591586	0.0662633713729121	n/a	n/a	0.0043908343857044	-0.0355679057677917	n/a	n/a	0.0012650759207065	-0.0992934892791055	n/a	n/a	0.0098591970132198	-0.0010100457226159	n/a	1.0201923617746755e-06	n/a	-0.0001867560311068	n/a	n/a	3.487781515476405e-08	-0.0004830942558493	n/a	n/a	2.3338006003458898e-07	0.0	0.0	0.0
884.4744990690084	-2.785362241314715	7.758242815341733	782295.1395033733	867.3915304390781	-22.20925110506721	752368.0670774461	493.2508346479291	864.3656828816731	2.06264211018879	747128.0337435012	4.254492474724064	860.8299578110949	647.4213050397855	1.235469	17.392118	0.1503505023398458	0.0847548682847638	-0.03201117	-0.1001662428	0.0992000011	-0.0521654633	0.092892285	-0.011238171	-0.0415219872	0.0203406334	-0.0863970871	-0.0127980605	-0.0215277715	0.0185808058	-0.1269942854	0.0952299765	-0.021663989	-0.0404731464	0.1609003524	-0.0762901741	-0.3072108144	-0.1241919845	-0.1263561385	-0.3916821877	-0.1464345153	0.0634597084	-0.0847031082	0.0406046605	0.0570454416	0.0028178575	0.1039608301	-0.1108126977	0.0499274123	-0.2081587371	0.0431672354	-0.0935337962	0.2359726555	0.0388941261	-0.0050699542	0.0053749904	0.0248990955	-0.0460108986	0.0082762359	-0.0038891935	0.3483341146	-0.3434219246	0.0993287575	0.0583178066	0.2529306975	-0.1268331844	-0.0887115181	-0.0209097631	0.0636047191	-0.1057063972	0.1949709174	-0.1534411571	-0.2191315074	-0.1319695584	-0.0279169854	-0.1371189779	-0.0074460618	-0.0441885351	0.0449772517	0.155915944	0.1551433414	0.0429840103022343	-0.0232793610706778	0.0005419286518589	0.0018476251416625	0.0253076911442207	0.0608755969120124	0.0037058382993938	0.0006404792310512	-0.099061382013474	0.0002321072656314	5.3873782758930867e-08	0.0098131574064194	-0.0020539899423719	-0.001043944219756	4.218874683364921e-06	1.0898195339619638e-06	3.34395288554834e-05	0.0002201955599622	4.848608462710354e-08	1.118202090076707e-09	-0.0004279652937371	5.512896211220001e-05	3.0392024635683846e-09	1.831542926434823e-07	0.0	0.0	0.0
885.5711742121489	1.0966751431404873	1.2026963695822084	784236.3045954842	870.3346792014248	2.943148762346709	757482.4538206471	8.662124637302966	864.7402298990885	0.3745470174153524	747775.6652059284	0.1402854682547363	861.4027668559906	650.5902206569042	1.318065	18.55485	0.210064127816888	0.1325719288094248	0.0516097375	0.1080023924	0.1023460715	-0.027879722	0.00372389	0.0334903195	0.1482374236	0.0733708984	-0.0366343101	-0.108287582	0.0907909352	-0.0366131073	0.0271021731	0.0998023427	0.0122955571	0.0612923991	0.069962135	-0.0040358965	-0.0032885031	-0.0987196053	0.0439267997	-0.2718204098	-0.154131329	-0.0014088849	-0.059975511	-0.0647001709	-0.0899579952	-0.013157909	-0.0125067418	-0.0922385605	-0.0375869658	-0.0709442576	-0.0132277237	-0.1141466436	0.2354247963	-0.1891506296	0.0927075031	0.084668462	-0.0677359183	0.0980977997	0.0248351622	0.138370513	0.2526203465	-0.1600465835	0.0992039609	-0.0624495509	-0.1058300981	-0.1849351007	-0.077261034	0.0306837489	0.0751696565	0.0871375252	-0.1430860912	0.4792393917	-0.184267014	0.1862930363	-0.2117526186	-0.0037250838	-0.3053923156	-0.1496834026	0.1148395258	0.1554579513	0.1533170814	0.0609699615444583	0.0179859512422239	0.0003234944420876	0.0037173362107327	-0.0961157291505543	-0.121423420294775	0.0147436469960815	0.0092382333901427	-0.1160104649364655	-0.0169490829229914	0.0002872714119304	0.0134584279747748	-0.0011479892932499	0.000906000649122	1.3178794174164049e-06	8.208371762094858e-07	3.3342062567331965e-05	-9.746628815143765e-08	9.499677326019075e-15	1.1116931362438794e-09	-0.0005959806454649	-0.0001680153517278	2.8229158416216355e-08	3.551929297687589e-07	0.0	0.0	0.0
882.7808542395189	-2.790319972629959	7.785885549657655	779302.0366118548	875.7319464626082	5.397267261183401	766906.4420551885	29.13049388864217	863.5147843424479	-1.2254455566405795	745657.7827779843	1.50171681229014	859.8370844967441	650.1926184867192	1.097064	15.443746	0.1587951751553474	0.1176280273047615	0.0962241632	0.0243948146	0.0526313453	-0.1537286401	-0.0164235051	0.0796806642	0.0181534327	0.1644025044	0.0442250664	-0.1451307778	-0.0333918868	0.0467591567	-0.0056585507	0.031910784	-0.0148916589	0.1678625753	0.0602642941	-0.2539134561	0.0315060627	-0.0715175299	0.0326466307	0.1701495578	0.1819435079	-0.1245200332	-0.0471156355	-0.1446342008	0.0178015269	-0.0466762451	0.006475159	-0.003517153	0.0265472841	-0.0317201907	0.1703488435	-0.078954171	0.1024386233	-0.166761136	-0.2013757438	0.0481541843	0.0620480827	0.1563047103	0.0541404035	0.0587490391	0.2313743577	-0.0720709243	0.1116361662	0.0214027676	-0.074139459	-0.041429366	0.0297564096	0.0497804118	-0.0458782909	-0.1896854359	0.0458369069	-0.05835047	0.0748417023	0.0349558363	0.0475282041	0.2111744252	0.0186506431	0.0144642798	-0.0713636089	0.1547718027	0.1505910958	0.0627241075182922	0.0017541459738339	3.077028097517685e-06	0.0039343136639662	0.0172757784603589	0.1133915076109132	0.0128576339982757	0.0002984525214114	-0.0967686116493382	0.0192418532871272	0.0003702489179233	0.0093641642005404	-0.000659989662965	0.0004879996302848	4.3558635522065437e-07	2.3814363915819905e-07	3.3196647119870804e-05	-1.454154474611613e-07	2.1145652360329763e-14	1.1020173800012263e-09	-0.000595988965402	-8.31993709994247e-09	6.922135334699911e-17	3.552028468809463e-07	0.0	0.0	0.0
879.2672993457901	-3.5135548937288377	12.345067991245864	773110.9836988392	870.1153330745467	-5.616613388061523	757100.6928514293	31.546345950951945	863.5991439819336	0.0843596394856831	745803.4814863284	0.0071165487741544	859.878155040839	635.406660594755	1.103426	15.533313	0.1189666367754115	0.0609964242205773	0.1792984391	-0.0038035302	0.0027682294	-0.1630905973	-0.0476078661	0.0389721019	-0.0051236677	0.077197687	0.0467958661	-0.1676258685	-0.0460754476	-0.0463040984	0.017110071	0.0065880645	0.0690057951	0.0035434712	-0.1406197248	-0.169213024	-0.1559157038	-0.0265189907	-0.1226378884	0.0122526404	-0.0863859191	0.0189872345	-0.034954077	-0.1845009104	0.0345254998	0.0637718729	0.0027459129	0.0376721367	0.0072016642	-0.0582393215	-0.0293905466	-0.2070315443	0.001284194	-0.1251869806	-0.1619437473	-0.008024827	-0.0403591161	0.2081570221	0.1285399444	-0.0005842108	0.1465818541	0.1684252176	-0.1057500588	-0.0188419754	-0.2152123274	0.1103044039	0.0825338798	0.1883263957	-0.1738175926	-0.0569443476	0.1693849917	0.117116021	0.0284642444	-0.0076273178	-0.010928545	0.0395817311	0.0266909959	-0.0516113747	-0.0867248768	0.1538585052	0.1469813818	0.0816835299391698	0.0189594224208776	0.0003594596985332	0.0066721990633232	-0.0071036726319277	-0.0243794510922866	0.0005943576355611	5.046216486159862e-05	-0.0991461091778234	-0.0023774975284852	5.652494497953264e-06	0.0098299509651008	6.378876240127179e-05	0.0007237784253662	4.069006208685905e-09	5.238552090256797e-07	-0.0007080189037818	-0.0007412155509016	5.494004928984673e-07	5.012907681123817e-07	-0.0005959776269947	1.1338407299968552e-08	1.2855948009998014e-16	3.551893318782338e-07	0.0	0.0	0.0
877.5160695599525	-1.751229785837609	3.0668057628048366	770034.4523359473	866.7961986036186	-3.319134470928134	751335.6499136838	11.016653636103385	862.5592823282877	-1.0398616536458576	744008.5155306908	1.0813122587230974	858.6618479212166	622.4265220012479	0.904295	12.730067	0.1066490662868257	0.0523937080511539	0.2324357216	-0.0327837375	-0.034108612	-0.1904975966	-0.1325773957	-0.0291520584	-0.0231188986	0.0253386956	0.077679771	-0.1349891171	-0.1748495405	0.0436241833	0.0615067931	-0.0102037799	0.0751841335	-0.032660822	-0.1265486884	-0.1195701156	-0.0674663247	-0.0450571099	0.0242415815	0.0389185433	0.0105473565	0.169012624	-0.0197875508	-0.1745633361	0.153774121	-0.0066064649	-0.0557458774	0.0622333833	0.0244115471	-0.0393026606	-0.0359160158	-0.1093506367	-0.0361106274	-0.0904248706	-0.0805244573	-0.1043718207	0.0797434459	0.2233648193	0.0904676792	-0.011317551	0.0652392018	0.0398934763	-0.1369786746	-0.0555951239	-0.1025501332	0.1098585587	0.1258142203	0.018027084	-0.1089999136	-0.0348398269	0.1006544629	-0.0621265402	0.0305385126	-0.0264435085	0.0759908652	0.1147831498	0.0008635063	0.0181682524	0.0122336399	0.152719399	0.1425091225	0.0602926983774096	-0.0213908315617602	0.0004575676749035	0.0036352094776292	0.0179945938793935	0.0250982665113211	0.0006299229818733	0.0003238054088843	-0.0622354014562205	0.0369107077216029	0.0013624003445095	0.0038732451944169	-8.111559545105732e-05	-0.0001449043578523	6.579739825379591e-09	2.099727292459585e-08	-0.000387975792689	0.0003200431110928	1.0242759295795833e-07	1.5052521571265789e-07	-0.0005960153678924	-3.774089770000253e-08	1.4243753592020557e-15	3.5523431876391295e-07	0.0	0.0	0.0
878.9416996311443	1.4256300711917902	2.032421099886309	772538.5113504847	864.4930891933211	-2.303109410297452	747348.3012630114	5.304312955800677	862.9178872680664	0.3586049397786155	744627.2801671833	0.1285975028336244	858.4186054006265	623.124141741262	1.076078	15.148314	0.09069861688451	0.048556802686109	0.1971224299	-0.0222505459	-0.1217036574	-0.0572974125	-0.1481646242	-0.0230142462	-0.1125741263	-0.17987718	0.1978233373	-0.0620842834	-0.0780789614	-0.1841516448	0.0088641197	-0.1376679741	0.0343236344	0.0113390192	-0.1279629776	-0.0720395886	-0.0260676578	-0.0135174899	-0.0791532316	-0.0455864745	0.1279764016	0.101940666	0.1302411585	-0.1606780832	0.0559037913	0.2001483432	-0.0005337529	-0.020723155	-0.0954201714	0.0234084642	0.0270257229	-0.0474637161	-0.1484142847	-0.0769105319	-0.101009674	-0.0084926659	-0.1242593625	0.161323251	0.1567848198	-0.082127269	-0.0244479123	0.0564323119	-0.2455232716	0.0121764892	-0.0500367482	0.0017273734	0.0140486934	0.0870440171	-0.1154771445	-0.002681689	-0.0483261143	-0.080281502	-0.071259159	-0.0274812948	-0.1109440283	-0.0866492438	0.0824419257	-0.0372805741	0.1439632851	0.1513561561	0.1372005631	0.0603375592421286	4.486086471899853e-05	2.0124971833362867e-09	0.0036406210552973	-0.0228441017745808	-0.0408386956539743	0.0016677990627179	0.0005218529858874	-0.0718486392596986	-0.0096132378034781	9.241434106622045e-05	0.0051622269634703	-0.0002990432907011	-0.00021792769525	8.942688971334259e-08	4.749248035699548e-08	-9.686679230846984e-05	0.0002911090003805	8.47444501025515e-08	9.383175452132233e-09	-0.0008910151235086	-0.0002949997556162	8.702485581361775e-08	7.939079503210458e-07	0.0	0.0	0.0
881.2010252798937	2.259325648749382	5.104552387096815	776515.2469543358	865.0231061269002	0.530016933579077	748264.9741334304	0.2809179498805677	863.3423841349284	0.4244968668620004	745360.0722437822	0.1801975899756548	858.6611987875519	628.002545316011	1.060033	14.922451	0.0509091491775806	0.0298364063690501	0.1038481363	-0.0203730455	-0.1813154068	-0.0089528787	-0.1751792218	-0.2069691855	-0.0526593954	-0.0266860745	0.1865715223	-0.013878388	-0.0445276036	-0.0120402396	-0.0329069073	-0.1147702809	-0.1354955648	-0.010732458	0.0846230583	-0.0960408626	-0.0140865293	0.1486868423	0.047878379	0.0101871351	-0.1738133304	-0.0535888257	0.1551726211	-0.1106164468	0.0872016913	-0.0271288741	-0.002061109	-0.1902832097	-0.0863764694	0.0316284483	0.0587341207	-0.1603807902	-0.1136831014	-0.0194982668	0.0762249861	0.0743493211	0.062250783	0.1017977671	0.1632013804	-0.0161443381	-0.0598050163	0.0218095155	-0.2328322141	-0.1071567257	0.0011501301	-0.0653988932	0.0983556014	0.0961464341	0.0211378445	0.1340205667	-0.1859867798	-0.1466669093	-0.0021668912	0.0486069119	-0.1012132575	0.1214992499	-0.0565880778	0.0624060257	0.1299590595	0.1497707771	0.1310868562	0.0604234398143432	8.58805722145986e-05	7.375472683906886e-09	0.0036509920789975	-0.0147494967248889	0.0080946050496919	6.552263091049762e-05	0.0002175476536375	-0.0991280649715662	-0.0272794257118676	0.0007441670671693	0.009826373265007	-0.0001881074655882	0.0001109358251128	3.538441861001585e-08	1.2306757293479932e-08	-0.0002239094616236	-0.0001270426693151	1.6139839826713513e-08	5.01354470045704e-08	-0.0009620213859567	-7.10062624480999e-05	5.041889306848442e-09	9.2548514703805e-07	0.0	0.0	0.0
883.6151841400264	2.414158860132716	5.828163001957293	780775.7936428128	864.5101246201848	-0.5129815067153913	747377.7555708075	0.2631500262319931	863.350905863444	0.0085217285156886	745374.7866552294	7.261985689510133e-05	857.6191577813363	640.502559384096	1.234988	17.385345	0.1338316489078264	0.0610935743080785	-0.0299408926	-0.0862499153	-0.1610139678	0.1162511212	-0.1193674755	-0.1577871427	-0.1291567367	-0.1622426235	0.1891003789	0.2002862025	-0.126940112	-0.0519021372	0.0434993389	-0.0667124591	0.1559360697	0.1414782654	-0.1468292065	-0.0637871119	0.2474879532	-0.0446545965	-0.0658340583	0.0532857128	-0.0911518082	-0.1712115341	0.2461541683	0.0538555435	0.1737160191	0.0844453085	-0.0251300717	0.06497647	-0.049644865	0.1179309101	0.0260519418	0.069848745	-0.1210598671	-0.258524022	0.0524492261	-0.241773407	-0.0341642518	-0.0609864985	0.1290606651	-0.0982120934	-0.0908966802	-0.0656944233	-0.1181196708	-0.1676333568	-0.0688315118	0.0877177871	0.1745796376	-0.1168001625	0.1080229597	0.0519227768	0.0057631457	-0.0707975191	0.1041941165	-0.0962304762	0.0595659929	-0.0144838289	-0.0319014613	-0.0951884463	0.1067431184	0.1479655889	0.1242038795	0.0328235083839985	-0.0275999314303447	0.0007617562149597	0.0010773827026344	-0.0075720286511966	0.0071774680736923	5.1516047948872255e-05	5.73356178945422e-05	-0.0563492486946017	0.0427788162769645	0.0018300271220582	0.003175237828446	-0.0006169683618555	-0.0004288608962672	3.806499595306591e-07	1.839216683471918e-07	0.0001066838806225	0.0003305933422461	1.0929195793744703e-07	1.1381450384675831e-08	-0.0005959669619336	0.000366054424023	1.3399584134688345e-07	3.551766197163651e-07	0.0	0.0	0.0
886.207397702204	2.592213562177676	6.719571151937877	785363.5517421125	864.3315486218556	-0.1785759983291655	747069.0259430552	0.0318893871792581	865.3450893147786	1.9941834513346064	748822.1236012023	3.976767637576804	859.7792300060621	645.5981118507756	1.38319	19.471645	0.1168346402118732	0.057096084125148	-0.0466306527	0.0632147229	0.0295055574	0.1623444723	-0.0586067372	-0.0785243321	0.1399333266	-0.1108524168	0.0486876043	0.1912930041	0.0256480623	-0.0863561041	0.1535717725	0.0682480247	-0.1052631954	-0.2569546866	-0.1271627896	0.0452748408	0.1217799136	-0.1151385803	0.0836117656	0.0271657007	0.0432129871	-0.0860665476	0.1489417682	0.1584576889	-0.0165111074	0.0310688388	-0.1930368924	-0.1608126411	-0.0104690312	-0.1447561643	-0.2593155693	0.1334066716	0.0058983331	-0.0851650887	0.017235357	0.1222052675	-0.0711148125	-0.0315159594	-0.0838624456	-0.0175660837	-0.0749236248	-0.1276901433	-0.2984862703	0.0529472563	-0.0526100541	-0.1200576934	0.1011204616	-0.0999758396	0.0270574121	0.0175076767	-0.1228664653	-0.0288724559	0.2658699896	0.0362221874	0.0194181849	-0.1086101117	-0.0267472466	0.0456788072	-0.1186903239	0.1459432408	0.1165920251	0.0435135509515447	0.0106900425675462	0.0001142770100959	0.0018934291164126	-0.0230461878662993	-0.0154741592151026	0.0002394496034143	0.0005311267751687	-0.083342276217678	-0.0269930275230762	0.0007286235348615	0.0069459350051437	-1.5767829101039316e-05	0.0006012005327544	2.486244345595823e-10	3.614420805842473e-07	0.0007790048641167	0.0006723209834941	4.5201550484660826e-07	6.068485783174782e-07	-0.0005959936638079	-2.670187429997493e-08	7.1299009113166185e-16	3.5520844729916414e-07	0.0	0.0	0.0
