global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
885.5236131534081	n/a	n/a	784152.0694522667	861.9346678438243	n/a	742931.3716310437	n/a	863.35317092561	n/a	745378.6977473056	n/a	859.1129394908398	667.3721629466826	n/a	n/a	n/a	n/a	-0.1229214139	0.1169230278	-0.0773663463	0.0145022887	-0.0667141234	-0.1835807029	0.0849824097	-0.0229092856	0.0206990602	-0.1037648475	-0.0655845049	-0.1107494257	0.2005990498	-0.0667048015	0.1607997832	-0.0061531991	0.0050482505	-0.0084508462	0.1012683017	-0.2403646652	0.0521410758	-0.169393249	-0.0849608615	-0.0657020405	0.0886646714	-0.1253333831	0.1258217006	-0.1523259465	0.1349711752	-0.0135814072	0.1592543604	0.0799997587	-0.2836309051	-0.0646941363	-0.1364181265	0.11122729	-0.0291257731	0.208088419	-0.0248512104	0.0292003218	-0.0711126762	0.1827771282	-0.0932013783	0.1181158206	-0.2886416061	0.0313402144	-0.1410472731	0.174277031	-0.1113013052	0.2109255298	-0.0319208576	0.1885080662	-0.0177460921	0.007949912	-0.2068265101	0.0516265642	-0.2435700677	0.1561451084	0.1560591586	-0.0067827713642998	n/a	n/a	4.6005987380365374e-05	0.0167908655821094	n/a	n/a	0.0002819331669964	-0.0647203165353857	n/a	n/a	0.0041887193724405	-0.0019839637384984	n/a	3.936112115676548e-06	n/a	0.0006101222604135	n/a	n/a	3.7224917265207866e-07	-0.000122894672673	n/a	n/a	1.5103100571403812e-08	0.0	0.0	0.0	0.0	0.0
882.0154325549469	-3.5081805984611947	12.307331111419543	777951.22326509	856.3815819478175	-5.553085896006792	733389.4138994465	30.836762968429557	864.4848156264821	1.1316447008721298	747333.9964487528	1.280619729011972	860.3829924939957	671.3657785730454	1.327447	20.800688	0.1098999252162841	0.0668587888137934	-0.1379346814	0.1085585759	0.1394818078	0.0589873936	0.0496144752	-0.1574508773	-0.1739636722	0.0297362211	0.1364952141	-0.0294826416	0.1973592207	-0.1484906028	0.0361907039	-0.1013458884	0.1208727125	0.1469389957	0.1202989094	0.0689950674	0.1619222932	0.0433995275	0.1907525061	-0.0518319159	0.0084085212	0.2038332124	0.1420246326	-0.0538853934	-0.0004338222	-0.0774152904	0.0817370522	-0.1041867164	0.1130808148	-0.0840586447	-0.1125149282	-0.0558824077	0.1030561734	-0.1008228464	0.0641050912	0.1724335704	0.0940596585	0.1319334942	0.0549150065	0.2041002348	-0.0202990384	0.0042189178	-0.0950843727	0.1813981677	-0.0663089878	-0.0126005949	-0.0457392151	0.1216245429	0.1240404251	0.0032355198	-0.1736485018	0.2296519495	-0.1065282966	0.0910255851	0.0615270106	0.155915944	0.1551433414	-0.0205354111457012	-0.0137526397814014	0.0001891351009569	0.0004217031109229	0.022227356322972	0.0054364907408625	2.955543157548477e-05	0.0004940553691083	-0.0018994360754049	0.0628208804599808	0.0039464630217671	3.607857404549569e-06	-0.0020740020504062	-9.003831190780012e-05	4.3014845050891225e-06	8.1068976112063e-09	0.0009529993491239	0.0003428770887104	1.1756469796251953e-07	9.08207759430577e-07	1.9882113895860337e-06	0.0001248828840625	1.5595734731789305e-08	3.952984529679627e-12	0.0	0.0	0.0	0.0	0.0
878.8288631628773	-3.1865693920696003	10.154224490474824	772340.1707281553	851.6006180835747	-4.780963864242835	725223.6127203264	22.857615471195786	864.9205725735798	0.4357569470976159	748087.596861009	0.1898841169438344	860.2527883826275	651.1345676903586	1.314902	20.604111	0.1044491661038365	0.0671316814439608	0.0329279596	-0.0851175839	0.173134663	0.0367000069	0.0235833253	0.0378253663	-0.2138449012	0.1032039716	0.0610838927	-0.0186883472	0.1056556677	-0.0758655018	-0.1531643819	-0.118155553	0.1193240641	0.066390852	0.0121164302	-0.092319791	-0.2504591073	-0.0151658713	0.1497727648	0.1965825943	0.0080956057	0.1216145868	0.1430815243	0.1392188735	-0.0599667396	0.0163671583	0.1115542815	-0.1052003638	-0.2712774884	0.1541776062	0.1299798139	-0.0238586481	0.0366265654	-0.146525007	-0.0047305049	-0.0773095619	0.1025786093	0.096865151	-0.0615263252	0.0807250581	0.0437097785	-0.016598107	-0.1947313185	0.149403157	0.0116295449	0.0177764186	-0.0223498764	-0.2488413056	0.0133136909	0.0532340286	-0.1236402867	-0.1021610531	0.2130088166	0.1410002885	-0.0706805524	0.1554579513	0.1533170814	-0.0232699787815704	-0.0027345676358691	7.477860155143254e-06	0.0005414919124947	0.0850887543056018	0.0628613979826298	0.0039515553563305	0.007240096109279	0.0115152659863326	0.0134147020617375	0.0001799542314051	0.0001326013507359	-0.0022650041074353	-0.000191002057029	5.13024360669878e-06	3.6481785789347485e-08	0.000635999512548	-0.0003169998365759	1.0048889638914733e-07	4.044953799612936e-07	1.2201365225839467e-06	-7.68074867002087e-07	5.899390013202736e-13	1.488733133743246e-12	0.0	0.0	0.0	0.0	0.0
878.2864422847817	-0.5424208780955269	0.2942204089939224	771387.0747012593	850.6400650760584	-0.960553007516296	723588.5203126008	0.9226620802486014	862.7660967101536	-2.1544758634261143	744365.3376324741	4.641766246085701	858.3405819233856	635.6752065528943	1.170958	18.348547	0.1548436654630859	0.0887393480374393	0.1440823736	-0.1539064171	0.0899811626	0.006359569	-0.0614838917	0.1809455304	-0.085667002	0.0771965108	0.1271049144	-0.1229873937	0.0622607744	-0.1452410772	-0.02878256	-0.1690212231	-0.0548208085	-0.1367671088	-0.2132259255	-0.0129380177	0.0625754561	-0.072630388	0.0080551301	-0.0414357956	-0.1030930592	0.0689691224	0.1985468924	0.0784211072	0.0627700631	-0.0920334031	-0.1322539658	0.183936068	-0.0050380471	-0.0609213185	-0.0749110694	0.0273046348	-0.1884567252	-0.1618458432	0.0213412405	-0.0726536926	0.0221109536	0.0473959716	0.0916711137	0.2387164439	-0.122114582	-0.0596007421	-0.1030585432	-0.0724354837	0.0222389001	-0.0282577814	-0.158119028	0.1373751325	0.0757704411	0.1077110195	0.0353290949	-0.1583283488	0.0822304486	-0.1123691302	0.0499237092	0.1547718027	0.1505910958	-0.0138656148883455	0.0094043638932249	8.844206023619218e-05	0.0001922552762319	0.0117717719366652	-0.0733169823689365	0.0053753799036869	0.0001385746145288	0.0580961282865928	0.0465808623002602	0.0021697767326358	0.0033751601218922	-0.0023774307831155	-0.0001124266756801	5.652177128505179e-06	1.2639757404500837e-08	0.0008612056729437	0.0002252061603957	5.071781468017376e-08	7.416752111104112e-07	-0.0001719761654148	-0.0001731963019373	2.9996959004785475e-08	2.957580147077865e-08	0.0	0.0	0.0	0.0	0.0
878.8436947952634	0.5572525104817032	0.3105303604381607	772366.2398813901	846.5314860204508	-4.108579055607606	716615.5568239926	16.880421856177488	864.5548426095792	1.7887458994255212	747455.0758796742	3.1996118927116166	859.227898013334	633.3287357145143	1.232062	19.306036	0.0526690053119502	0.0256932906327104	0.169472517	-0.0570451393	-0.1133615622	-0.0401378738	0.0235610974	0.1149222813	-0.0980057566	-0.1325429791	-0.137043899	-0.042155147	-0.1064485674	-0.0487174683	-0.1317368016	-0.0466592781	-0.065188495	0.0048380013	0.0573108451	0.082196567	-0.0793803045	0.0665337586	0.0962207729	-0.0633894398	-0.0460714703	-0.1038094371	0.0927069541	0.0228536435	-0.1494415653	0.1737520626	0.0113182984	-0.0522845467	-0.0627162714	-0.0927940938	0.2067301444	0.0075778729	0.0373389488	-0.1679236438	0.1809053266	-0.0184157626	0.1247719974	-0.1884734652	0.0306710891	0.2437365113	-0.0634233362	-0.1012807829	-0.0445880356	0.1454761336	0.0365528937	-0.1207985178	0.1164030664	-0.1336142523	-0.0062949923	-0.0903700511	-0.1378325039	-0.0377855175	-0.1227548496	-0.039337457	0.0911610033	0.1538585052	0.1469813818	-0.021790818345849	-0.0079252034575034	6.280884984282541e-05	0.0004748397641817	0.0309641350961271	0.0191923631594619	0.0003683468036446	0.0009587776622512	0.0581653168934508	6.918860685799916e-05	4.787063318950768e-09	0.0033832040893155	-0.0025490041006679	-0.0001715733175524	6.497421905221769e-06	2.943740329593673e-08	0.0006969988866556	-0.0001642067862881	2.696386866306576e-08	4.858074479991459e-07	1.8887325072371784e-06	0.000173864897922	3.0229002729440415e-08	3.5673104838944384e-12	0.0	0.0	0.0	0.0	0.0
880.0638773751047	1.2201825798412074	1.4888455281479445	774512.4282605032	852.5667704978184	6.035284477367668	726870.0981570798	36.424658722755126	865.0206568494414	0.4658142398621976	748260.736776239	0.2169829060583969	860.0413337023938	632.34886748675	1.090336	17.085226	0.0452549778586244	0.0338770603723736	0.1059950869	0.1492464121	-0.0060768928	0.0361887071	0.0566758125	-0.0319270513	-0.0125772197	-0.1367221395	0.1130695065	-0.0397386345	-0.0239033736	0.0243736082	0.0246479571	0.0501211204	-0.0320563489	-0.0114748713	0.1060199569	-0.0252446905	0.0765087132	-0.0944025846	0.0959773733	-0.0453520885	-0.0441694176	-0.0341222644	-0.0264479781	-0.0670985434	0.0041169692	0.0240130595	0.0647926203	-0.0769265878	0.0003447424	0.1664405012	-0.0318104071	0.0391872173	-0.0473897529	-0.0501319165	0.1096142031	0.0649539728	0.2541159605	-0.1002323209	0.0307217122	0.1552942636	-0.0061125207	-0.182740083	-0.0430424693	-0.1205971762	0.0031063158	0.1397490996	0.030765764	-0.2328081349	-0.0432217944	-0.0384874208	-0.0610539553	0.033060075	-0.1889619528	-0.0367519427	0.0120348726	0.152719399	0.1425091225	-0.0188505416925863	0.0029402766532626	8.6452267977217e-06	0.0003553429221039	0.0641291277797222	0.0331649926835951	0.0010999167397029	0.0041125450297879	0.0580175058588423	-0.0001478110346085	2.184810195203556e-08	0.0033660309860808	-0.002668001986048	-0.00011899788538	7.118234597556072e-06	1.4160496724935414e-08	0.0006359991722779	-6.099971437769996e-05	3.7209651541609752e-09	4.0449494713817393e-07	1.8483825218733752e-06	-4.03499853638032e-08	1.6281213188591329e-15	3.4165179471669784e-12	0.0	0.0	0.0	0.0	0.0
880.5838703665208	0.5199929914161885	0.2703927111219563	775427.9527496815	851.9654970894082	-0.6012734084101794	725845.2082308024	0.3615297116611944	865.8048504319601	0.7841935825186965	749618.0390315087	0.6149595748635077	861.1705742628764	638.9180523548312	0.979524	15.348841	0.0753830711298959	0.046474684618411	0.0759303817	0.0669516872	0.152112848	0.0495205736	-0.014373665	0.0169117479	-0.0161505362	-0.0234295167	0.1319844527	0.0061611153	0.11995169	0.0108055025	0.1269775728	-0.0926073341	0.0360290948	-0.0551053302	-0.120076739	-0.0115465263	0.131049529	0.0413633327	0.2218106319	0.0206626478	0.0100091725	0.0968902973	0.0317173237	-0.0668225652	0.1713316047	-0.0752512268	-0.0394295131	0.1180389591	-0.048752989	-0.0779507663	-0.006529355	0.0193297005	-0.1274779015	-0.1021320205	-0.0129673817	0.0525092151	0.1071979091	0.0830358799	0.1666324564	0.0800525236	-0.0197066631	-0.2495917708	0.1320115201	-0.1773126441	0.0428355028	-0.0083026257	0.0231242901	-0.0085007247	0.0248619158	-0.1872640531	0.1164077662	-0.1239211001	0.0040987388	-0.1206892659	-0.0123466033	0.1513561561	0.1372005631	-0.0284767741336935	-0.0096262324411072	9.26643510102247e-05	0.0008109266650613	0.0229686464267331	-0.041160481352989	0.0016941852252097	0.0005275587186762	0.0519518389564552	-0.0060656669023871	3.679231497071432e-05	0.0026989935709574	-0.0022980055361425	0.0003699964499055	5.280829444141578e-06	1.368973729426732e-07	0.0006359990508508	-1.214271000372566e-10	1.4744540623457922e-20	4.044947926831184e-07	1.2311451862228285e-06	-6.172373356505467e-07	3.809819285209857e-13	1.515718469559643e-12	0.0	0.0	0.0	0.0	0.0
881.5177075231098	0.9338371565889928	0.8720518350262153	777073.468676799	851.5249764738027	-0.4405206156055783	725094.7855587102	0.1940584127735176	866.0780912402508	0.2732408082907795	750091.2601263563	0.0746605393153985	861.4435834953395	641.1279889967835	1.071868	16.795837	0.0974235962863852	0.0567737057655791	0.0626438549	-0.1813676953	0.0299115477	-0.0306820798	-0.0674772915	0.1151164012	-0.0883137111	0.1062975268	-0.060316985	0.0354965451	-0.0310256067	-0.0023661569	-0.1321629264	-0.0768928959	0.0426397278	0.0337367559	-0.1547020047	0.1061743726	-0.0325198887	-0.0717174945	-0.0011120552	-0.0485225092	0.0496463482	0.0023260426	0.0570811891	0.2034730968	-0.024775885	-0.0539044894	-0.067833692	0.0139733383	0.1517162588	-0.0057754841	-0.0467858007	-0.0576550887	0.0113817845	-0.1656756554	-0.030561575	-0.0886704717	-0.0559809163	-0.06119001	0.0957539979	0.0029266142	-0.0451406152	-0.0762001086	0.0991683705	-0.054567301	-0.0127000106	-0.1334415086	0.0182849206	0.0625469806	-0.0931453832	-0.1446273156	0.1521129142	-0.0194424211	0.2183163517	-0.0704517401	-0.0323508533	0.1497707771	0.1310868562	-0.0190557397021109	0.0094210344315826	8.87558897610649e-05	0.0003631212155946	0.0063097290580316	-0.0166589173687015	0.0002775195278972	3.9812680785768346e-05	7.328889559232721e-05	-0.0518785500608628	0.0026913839564174	5.371262217143038e-09	-0.0021389999530995	0.000159005583043	4.575320799359663e-06	2.5282775438844365e-08	0.0004059994774954	-0.0002299995733554	5.2899803743666027e-08	1.648355757265378e-07	9.344130798569564e-07	-2.967321063658721e-07	8.804994294832724e-14	8.731278038077629e-13	0.0	0.0	0.0	0.0	0.0
881.6105039474388	0.0927964243289807	0.0086111763682442	777237.080670457	855.5921588027686	4.0671823289659415	732037.942204782	16.54197209705282	866.3029029678936	0.2248117276427592	750480.7196905997	0.0505403128857221	861.438002487167	649.0779419834174	0.950863	14.899728	0.0781013255986763	0.0378800469360652	0.0596493376	-0.0875512088	-0.160329036	0.018850523	-0.0370248204	0.0228298782	-0.0166770135	-0.0490648387	-0.1510337016	0.0237955457	-0.1829064489	0.0562593638	-0.1365321963	-0.0312184847	0.0440295327	-0.0115013487	0.1240642723	-0.0552823631	-0.0083687195	0.1232275072	0.0714943868	0.0567148188	0.0213885297	-0.1588348949	-0.0053923287	0.0780566846	-0.1049676443	0.1612243001	0.0862368816	-0.0590182609	-0.0846130892	-0.0882362583	0.0627193976	-0.0577004853	0.0465880954	-0.0069572502	0.0554976774	-0.0711753811	-0.0400952952	-0.1845019121	-0.0556169216	-0.058133247	0.0382299442	-0.0242114523	0.0717154776	0.0521549341	-0.0180805862	-0.081648265	0.1345032559	-0.0317126037	-0.0937245325	-0.11677506	0.1129187087	-0.0578505163	0.1254329932	0.0890938963	0.0015777052	0.1479655889	0.1242038795	-0.0143897009725151	0.0046660387295957	2.177191742608798e-05	0.0002070634940784	0.0190440920434298	0.0127343629853982	0.0001621640006438	0.0003626774417586	-0.0188812534673843	-0.0189545423629766	0.0003592746761898	0.0003565017324996	-0.0017019984237942	0.0004370015293052	2.896798634597941e-06	1.9097033661517088e-07	8.999998191372427e-06	-0.000396999479304	1.57608586567669e-07	8.099996744470696e-11	7.791275070750081e-09	-9.266218047862064e-07	8.586279691052462e-13	6.070396722809168e-17	0.0	0.0	0.0	0.0	0.0
881.4193607118597	-0.1911432355791475	0.0365357365076655	776900.0894377034	852.8595648871528	-2.73259391561578	727369.4374195037	7.467069507660382	865.3232364236404	-0.9796665442531776	748784.3034946835	0.9597465379289633	860.5395764587591	645.1289236235388	0.961467	15.065894	0.0850859538647793	0.054249165511384	0.0411403611	0.0677777233	-0.1130773878	0.0180893801	-0.0463157482	0.0240332922	0.1258389214	-0.1225771844	0.0490839924	-0.028185303	-0.1291866695	0.0935393576	0.0790918836	-0.010636572	-0.0746618889	-0.0817147129	0.0742256356	-0.1089569699	0.0869607497	-0.0710238543	-0.0296376073	-0.1223700332	-0.038927368	-0.1510386406	-0.0527951469	-0.0577433967	0.1189575208	0.0417591159	0.0107985565	0.0030427148	0.0230799894	0.0926785022	-0.1836028295	-0.0505247359	-0.1097638293	0.1098831434	0.0146062186	-0.0028919726	0.073732428	-0.095069185	-0.0795140972	-0.1352857076	-0.0007261695	-0.0468987039	0.0105293604	-0.140104989	-0.0384571137	0.1704463826	0.0205154747	0.0636846298	-0.1168627459	0.0279404325	0.1401231681	-0.1309468649	0.1340820185	0.1807137266	-0.118928949	0.1459432408	0.1165920251	-0.01612743335005	-0.0017377323775348	3.019713815933095e-06	0.0002600941064603	0.0641556542626915	0.0451115622192617	0.0020350530458623	0.004115947973874	-0.0188497609121043	3.1492555280000084e-05	9.91781038063861e-10	0.0003553134864434	-0.0011320022670758	0.0005699961567183	1.281429132664751e-06	3.248956186737467e-07	0.0002029999385191	0.0001939999403277	3.763597684716186e-08	4.120897503875839e-08	1.1502848299761205e-07	1.0723720792686197e-07	1.1499818763949028e-14	1.3231551900731923e-14	0.0	0.0	0.0	0.0	0.0
