global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
1994.8220069855115	n/a	n/a	3979314.839553704	2682.833328683036	n/a	7197594.6694925	n/a	1918.072913140191	n/a	3679003.700122099	n/a	2096.229713325582	1418.2232059558526	n/a	n/a	n/a	n/a	-0.0414020839	-0.0130897443	0.0985008405	-0.0148944121	0.1129091098	0.0264675989	0.1061553851	0.0398130919	-0.0717940948	0.0534459888	0.0007533419	-0.0048157559	-0.0196615356	-0.0074213036	-0.0511717418	0.0283568108	0.09313707	0.0358815532	-0.0153974604	0.0161548218	0.0305782713	-0.0686809702	-0.0045438645	-0.0140512472	0.0633978319	0.0752199352	-0.0097329956	0.0113976092	0.0623673333	-0.0572374766	0.0215332035	-0.0451511618	0.0518856764	-0.0897022141	-0.0366215851	0.0059550143	0.0260237985	-0.0319097871	-0.0067589639	0.0193301192	0.0064482136	-0.092369707	-0.0012857663	-0.0199399093	-0.0613473498	-0.0199549766	-0.0673334819	0.0479344665	-0.0436649045	0.0543984793	-0.0274945035	0.0427290465	-0.1069235749	0.0408396606	-0.0462357958	0.0042786314	-0.0564021038	0.0361226834	-0.0317052892	0.0300536697	-0.0383000258	0.0674029114	-0.0392469361	0.0682015841	-0.0120874275	0.0179901148	-0.031155531	0.0876257738	-0.0299229741	0.0453638938	-0.0007910913	0.0639716385	-0.0209822278	0.0534413526	-0.0442527594	-0.0144835544	0.0342849858	-0.006598389	0.0076958613	-0.0744074001	0.0518992277	-0.0078974186	0.0149648367	-0.0030384978	0.0675144355	-0.0746030833	0.0014611006	-0.0161594396	0.0806078017	-0.071097089	0.0102060459	-0.1168581647	0.0466768083	-0.0234032927	0.0629165826	-0.0552753355	0.0137754854	0.0457030557	0.0146650094	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	0.0473435087148459	n/a	0.0022414078174326	n/a	5.4746284448015103e-05	n/a	n/a	2.9971556608629803e-09	-0.1241411825266496	n/a	0.0154110331991149	n/a	-0.0007266199997904	n/a	n/a	5.279766240954009e-07	-0.0012952139866038	n/a	1.6775792710941089e-06	n/a	0.0005870297849774	n/a	n/a	3.446039684506125e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2001.493498073385	6.671491087873392	44.50879333557409	4005976.222830035	2690.2957169015067	7.462388218470551	7237691.044378592	55.68723792316808	1919.874194335937	1.8012811957460144	3685916.922077064	3.2446139461481915	2104.3888592934454	1427.1076306604664	1.000465	24.072866	0.0692095427971926	0.0349299331716908	-0.0483081743	-0.0023501837	0.0464178237	-0.0056339391	0.1164800123	0.1024690231	-0.0689709656	0.030867438	-0.0268014228	0.0949015052	-0.0025114011	-0.0254571622	-0.09074444	0.0123136154	0.0128118944	0.1051468861	0.0115596356	-0.0037873402	0.007752745	-0.0010390832	-0.0104173409	-0.0454348365	-0.0653452709	0.0100610647	0.033664899	-0.0010475328	-0.0871155654	0.0065042227	0.0546181919	-0.024998541	0.0125660264	0.1318354543	-0.0333147918	0.0164200237	-0.0216481988	-0.0947383846	-0.0366030751	-0.0251359	0.1262585651	-0.049191823	0.0886495041	0.0068923955	0.0910313823	0.0149981315	0.0512578121	0.0661153827	-0.0608396258	-0.0925240033	-0.0575359914	-0.0239740082	0.0510215078	-0.0435567088	-0.0225724577	-0.0083053866	-0.0014423037	0.0487390235	-0.0323215441	-0.0518854646	-0.0278987985	-0.0993029672	0.0114642259	0.0110992156	-0.0702173405	0.0161997036	0.0022467721	-0.0431927997	-0.0334622444	0.0489217423	0.0249795285	-0.0472607982	0.037329403	0.0454068158	0.0001016751	0.0320310514	-0.0320744094	-0.0270925944	0.0544284466	0.0127125895	0.0031543708	-0.0198864399	0.0538608186	0.0228505951	-0.0137212353	-0.00445025	0.0611081924	-0.0797431594	-0.0120361116	0.0328106565	0.058441908	-0.0111613791	-0.0221056731	-0.0451242621	0.0181515874	-0.0241409418	0.003213853	-0.1325725903	-0.0094471699	-0.0642477392	-0.0036127869	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	0.0746099509885311	0.0272664422736852	0.005566644786511	0.0007434588742642	0.0127111597693954	0.0126564134849473	0.0001601848023019	0.000161573582683	-0.1283623694868296	-0.00422118696018	0.0164768979002733	1.7818419352793726e-05	-0.0006673228631173	5.929713667309996e-05	3.516150417628296e-09	4.453198036390707e-07	-0.0011241054845458	0.000171108502058	1.263613140385948e-06	2.9278119476532624e-08	0.0003161254221409	-0.0002709043628365	7.338917380385007e-08	9.993528252376223e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2014.4893094210263	12.995811347641393	168.89111258348478	4058167.177771603	2703.4503238351003	13.15460693359364	7308643.653444109	173.0436835773499	1924.1137377929688	4.239543457031687	3702213.6759636295	17.973728724060184	2106.547575924075	1439.9691466252889	0.975754	23.478291	0.1179432224738606	0.0666984577797122	-0.0584604144	0.0338758652	0.0039307599	-0.0305923788	0.0596665126	0.1104398174	-0.1110992857	-0.0381252589	0.0915258099	0.0503947826	0.0494247084	0.0016356303	-0.048955802	0.0491491921	-0.021963325	-0.0042630503	0.000196884	0.0198093246	0.0717089758	-0.0167210564	-0.0235271961	-0.0807382592	-0.06486812	0.0361853108	0.0020446235	-0.0129879038	0.0630770198	0.0128640344	0.0392257589	0.0209056456	0.0048995953	0.1135547914	-0.0366991765	-0.0128559503	-0.0768109727	0.0913455293	0.0381412665	0.0387473336	-0.0317812992	-0.0002140926	0.1177516928	0.1290388895	-0.0028489597	-0.0612660613	0.0516076983	-0.032566406	-0.0585279544	-0.0824231261	0.0114228195	-0.0736829618	0.0581804674	-0.1269860412	-0.0122487186	-0.0209111366	0.0191049221	0.0125050012	-0.0589885618	-0.0114238293	-0.0270341757	-0.045468476	-0.0448269677	0.0851045758	0.0421261191	-0.0491539443	0.0220155692	-0.0593077861	0.0016942136	0.02257637	-0.0364648675	-0.0655535585	0.0564539108	-0.0489773024	-0.1144883712	-0.1219053681	0.0348750033	-0.0104903493	0.0681284122	0.0352215266	-0.0054006242	-0.0130469165	0.0525079781	-0.0121511175	-0.0077764836	0.0229983849	0.0440905429	0.0399803388	0.0054759307	0.0731077585	0.0548172575	-0.0567776883	0.2067582959	-0.0558910497	-0.0568345087	-0.1012557048	-0.016817879	-0.1011843063	0.0196368907	-0.0677169804	0.0092745783	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	0.0855873000603821	0.0109773490718509	0.0073251859316258	0.0001205021926452	0.02237122784976	0.0096600680803646	9.3316915317279e-05	0.0005004718355058	-0.1705472125867047	-0.042184843099875	0.0290863517210946	0.001779560987361	-0.0006968996364963	-2.9576773378999963e-05	8.747855235127208e-10	4.85669103348675e-07	-0.0018712253313726	-0.0007471198468268	3.5014842407704966e-06	5.58188065522501e-07	0.0006418480463705	0.0003257226242296	1.060952279350172e-07	4.1196891462962747e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2022.293305020592	7.803995599565724	60.90234731804118	4089670.211531109	2706.8260100446428	3.3756862095424367	7326907.0486542	11.395257385294984	1928.4628979492188	4.349160156250036	3718969.1487666992	18.91519406471284	2103.067231727616	1470.266944472347	0.98355	23.665867	0.0563025269273892	0.0284227220160481	-0.0705252774	0.0397039405	-0.1030948424	-0.0519761966	-0.0202969102	0.0060455964	-0.0567612917	-0.0629373718	0.1218584531	-0.0369589202	-0.048267079	0.1112506777	0.0365459291	0.0074453449	0.0378627265	-0.0150087122	0.0305826382	0.0405835816	0.0691418531	0.0334063091	-0.0682027891	0.0090529438	-0.0228187125	0.0001519958	-0.1012566017	-0.0361672198	0.0698518319	0.0500880825	0.0351331998	-0.0007253904	-0.010556454	-0.0432467684	0.0786978413	-0.0347066261	-0.0246476334	-0.0565056867	0.0973951375	0.0473981783	0.007977391	0.0477343397	-0.0364941039	-0.0969861825	-0.0109773386	0.0015714375	-0.0588833717	0.0153020487	-0.0239164484	0.0141406097	0.0573224257	-0.0605693005	7.11796e-05	-0.1409912523	0.0097036628	-0.029388274	0.0225672719	-0.0059008972	-0.0052186748	0.0165596889	0.008507446	0.0871233851	0.0522861008	-0.0582650157	0.0402341934	-0.0647683152	-0.0890473363	0.0470465142	0.0066875308	0.0260722057	0.0803287699	-0.0033941978	0.0877696785	-0.0065920868	0.008545273	0.0463317947	0.0097964919	-0.0345185886	0.0656905966	0.0433014647	-0.0048511846	0.0359768553	0.0574021809	0.0464591968	-0.0223789441	0.0412082975	-0.0004564641	0.0877757101	-0.047262298	0.0212266494	-0.1214776026	0.0574960247	0.0121326336	0.0611839852	-0.0180694229	-0.0164950937	0.0290690203	-0.017019833	0.0039777973	-0.028813558	0.0508734419	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	0.0850042464345648	-0.0005830536258172	0.0072257219119082	3.399515305786848e-07	0.0208660007379819	-0.001505227111778	2.265708658031836e-06	0.0004353899867974	-0.1768138483219985	-0.0062666357352938	0.0312631369584347	3.92707234388615e-05	-0.0010322075145427	-0.0003353078780464	1.1243137307997944e-07	1.0654523530784182e-06	-0.0014987021554071	0.0003725231759655	2.246108150621887e-06	1.387735166314229e-07	0.0003907268912924	-0.0002511211550781	6.306183452775914e-08	1.5266750357902299e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2017.0470719302723	-5.24623309031972	27.5229616379656	4068478.890382485	2697.27197265625	-9.554037388392771	7275276.094476938	91.27963041880696	1926.750545247396	-1.7123527018227378	3712367.663611138	2.93215177543963	2103.5759579252126	1488.053081395148	0.989712	23.814138	0.0602639251948021	0.0342477835455272	-0.0748272456	0.0388040559	-0.055581911	0.0073283629	-0.0363468324	-0.018557485	0.1129349273	0.0422922236	0.0460163632	0.0296879608	0.091303573	0.057616638	0.0071122342	0.0644340378	-0.0206100325	-0.0593255	0.0797152361	0.0450350181	0.0389444347	-0.0184706858	-0.0476220861	-0.071313989	-0.0002021087	-0.0332516331	-0.019553469	-0.0198384426	-0.0095661177	-0.0746149867	0.029209685	-0.0639566062	-0.0291739025	-0.0913243343	0.0517175729	-0.0902700876	-0.0982727672	0.008521609	-0.082213455	-0.1383318779	-0.0266162042	0.0981329082	0.0885384074	-0.068120211	-0.0257158444	0.0736886826	0.0054681861	-0.0030878424	-0.0258068026	0.0793797244	-0.0350079554	0.0099494608	-0.1052312993	0.0084089398	-0.1047644105	-0.0282133421	0.0509030197	0.0211252344	-0.0734911155	0.0168307998	-0.0206310035	-0.0202565589	-0.0299010986	-0.0492253227	0.0696508863	-0.0728735554	-0.0464686803	-0.001950356	-0.0305977363	-0.0544873111	-0.0317343094	0.0633964591	0.0816464864	0.0341391625	-0.0017472129	0.016673063	-0.0376152014	-0.0207115379	0.0616085962	0.0461323048	-0.0125908624	0.0028188507	0.008400017	-0.0025568846	-0.0217436956	0.0014461493	0.0262048707	0.0763874791	-0.0366864481	0.0420500525	0.0207456643	0.033000382	-0.0197108491	-0.0532986101	-0.0150534997	0.0223197657	-0.0593771147	0.1169597439	-0.0352205732	0.0308257992	0.0309142731	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	0.0785369934284858	-0.006467253006079	0.006168059336786	4.182536144463792e-05	0.0412680557054869	0.020402054967505	0.000416243846897	0.0017030524217111	-0.1769008625637766	-8.701424177809391e-05	0.0312939151758081	7.571478272216584e-09	-0.0005688356251408	0.0004633718894018	2.1471350788788665e-07	3.235739684293247e-07	-0.0014615644639852	3.713769142190001e-05	2.1361706823843447e-06	1.3792081241482652e-09	0.0002250844125274	-0.000165642478765	2.743743077141348e-08	5.0662992762804784e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2010.296005854682	-6.751066075590188	45.5768931569847	4041290.031155288	2687.219379359654	-10.052593296596116	7221147.9928060835	101.05463198676914	1920.974439290365	-5.776105957031177	3690142.796406932	33.36340002685105	2103.0206347185745	1494.899606484182	0.951083	22.884655	0.0774537662510963	0.0378284995867927	-0.0792538759	0.0084608088	0.000169343	0.1401407743	-0.0272540689	0.0275170357	0.0698124385	0.0309957346	0.0202859167	0.0594459532	0.0516281215	-0.0511631808	0.0373200462	0.0435269826	-0.0023878514	-0.0692587883	0.0575785336	0.0024829166	-0.0033366383	-0.0420295308	-0.0535220766	-0.0013307392	-0.0299195757	-0.0674408464	-0.0493276032	-0.0128021409	-0.0638914501	-0.0271858181	0.074418765	0.0456775496	0.0034975184	0.0575874114	-0.0325264182	0.0542690131	-0.0035909206	0.0135600905	0.0173095443	0.0224606363	0.1043465196	-0.0020606149	-0.0208704751	-0.0534452568	-0.0123918656	0.0113803156	-0.0526945125	-0.0194453982	-0.0434983474	0.0067326247	-0.0139506692	-0.0127130791	-0.0595311799	0.0360542581	0.009461028	0.0474586994	0.0739254763	-0.0071183755	-0.0826475699	0.043438039	-0.1270912772	-0.0144600851	0.0642057152	3.6176e-06	0.0184859043	0.0116684722	-0.0432362964	0.0248716843	-0.1291473282	0.0306241965	-0.0201448012	-0.0366625347	0.107801889	0.0733594728	-0.0463673297	-0.0135404335	-0.0104771292	-0.0326640473	0.0672584501	0.021573219	-0.0235114241	-0.0183553581	0.0155360693	0.0499392529	-0.0410895515	-0.0037209957	0.0063535161	-0.029243994	-0.0410820069	0.0166250986	-0.0197714003	-0.0231069535	-0.0426552416	0.0841801774	-0.0252273855	-0.0256713807	-0.0868204441	0.0283088989	-0.0132144666	0.0258932868	-0.059745278	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	0.0723620116528849	-0.0061749817756008	0.0052362607304522	3.813039992900323e-05	0.0159505285631382	-0.0253175271423487	0.0006409771806035	0.0002544193614434	-0.1582560701501449	0.0186447924136317	0.0250449837393675	0.0003476282841474	-0.0002632552590325	0.0003055803661083	9.337936015088264e-08	6.930333140826868e-08	-0.0013570529913455	0.0001045114726397	1.841592821319769e-06	1.0922647913318762e-08	0.0003613218721697	0.0001362374596423	1.856064540978733e-08	1.3055349530821704e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2007.3864138286697	-2.909592026012433	8.465725757835134	4029600.214423927	2696.755987548828	9.53660818917433	7272492.856380456	90.94689575382692	1916.789791124132	-4.184648166232819	3674083.103357694	17.51128027515569	2101.3977539585285	1457.1045048937733	0.998902	24.035257	0.0434486797693936	0.0251808628066696	-0.0438906797	0.003349136	-0.001401938	0.0518150889	-0.0193085796	0.0250892231	0.0415381778	-0.0516865823	0.0220709155	0.0335122831	0.0236349991	-0.0536164018	0.0502207313	0.0211308322	-0.0135153972	-0.1205242872	0.0197224623	0.0027803333	-0.035617039	-0.0075160983	-0.055281694	-0.0103010554	-0.0262662501	0.0416301809	-0.0397653494	-0.0306336029	0.0580921013	-0.0362419141	-0.1432204887	-0.0166636791	-0.0164318014	-0.0510576152	-0.102017411	-0.0105214341	0.0104743465	-0.0164304732	-0.0345702399	0.0519727207	-0.0281623295	-0.0026477518	-0.0167943282	-0.0120270453	0.0058911241	-0.0360597299	-0.0145393522	-0.0914609737	-0.0318870779	-0.0232702128	-0.0102906709	0.0056560404	-0.0212283726	0.021361152	0.0527131738	0.036092794	0.0543052434	-0.0571039036	-0.0607750809	0.0373267357	-0.0982461441	0.0275015418	-0.0315803309	0.0113051552	0.1121857509	0.0156365789	-0.0332381314	-0.0276724658	0.0869531841	-0.0955548356	0.0321644731	0.0269754697	-0.0436610884	-0.0234390869	0.0150505944	-0.0023428967	0.0268317833	-0.015892851	0.0346633137	0.0380012691	-0.0180398521	0.001469424	-0.0377661807	0.0136915507	0.0078536572	-0.0092107825	-0.0237653872	-0.0160435585	0.0099707771	-0.011467509	-0.0396670949	-0.0343769341	0.0908384247	0.0786172647	-0.0314690233	0.0105467096	0.0245414095	0.0295126103	-0.0261400295	-0.022972777	-0.0299170473	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	0.0737527797699897	0.0013907681171047	0.0054394725238006	1.934235955555227e-06	0.0215444920700775	0.0055939635069393	3.129242771696863e-05	0.0004641651385576	-0.1590472569644845	-0.0007911868143395	0.0252960299479267	6.259765751848368e-07	-0.0003292284076276	-6.597314859510002e-05	4.352456335551148e-09	1.0839134438900517e-07	-0.0009310961229354	0.00042595686841	8.669399901453335e-07	1.8143925374573922e-07	0.0005828470817847	0.000221525209615	4.90734184949697e-08	3.397107207449409e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2010.187377904008	2.8009640753382428	7.8453997513354174	4040853.294284591	2696.870006452288	0.1140189034599643	7273107.831701965	0.0130003103462126	1918.5397574869792	1.7499663628470898	3680794.801058197	3.0623822710962725	2100.663112468842	1449.776525283945	0.918752	22.106716	0.0667504016836612	0.03606438921964	-0.0453970167	0.0282363282	-0.0525061824	-0.039358593	-0.0082016001	0.0151187184	-0.0239219055	-0.0277323701	0.1170286598	-0.0520856877	-0.0150826653	-0.0675350318	0.0057490245	0.0372880222	-0.0579665361	-0.0336191243	-0.0181078403	0.0048725395	-0.0100991687	-0.0336859156	-0.0971087952	0.0422344532	0.0534511864	-0.0586149051	0.0853546332	-0.0627236181	0.0595820942	-0.0110490009	-0.0668894639	0.0406398823	-0.1282010393	-0.0427586894	-0.0029790705	-0.0281102401	-0.0426585559	-0.0555629098	-0.1095625462	0.0104127447	0.0339809895	0.0334075055	-0.1656729177	0.0876845553	0.0313655691	-0.0020942216	0.0024910216	-0.0046091231	-0.0152284801	-0.0437971985	-0.0313246786	0.0223654077	-0.0694818222	-0.0183109078	0.0802653153	-0.0660015851	-0.0339613475	-0.0450209811	0.0499131999	0.0252181982	0.0600199681	0.001148636	-0.0101210053	0.0271351381	0.0090450221	-0.0018423288	0.0043064341	0.094776263	0.0763553232	-0.0502947832	0.1125069106	0.0543293777	-0.0906987618	-0.0291331272	0.0528516038	0.0855439305	-0.0460260223	-0.0106938186	0.0445548399	0.0767196528	-0.0150558648	0.0649229923	-0.0721763813	-0.0076648268	0.0391340652	-0.016335767	-0.0160184361	0.0290020892	0.0469792092	-0.0757996828	0.0040109627	0.0337100573	0.030438499	-0.0197590453	-0.0480390361	0.074911684	0.0569700595	-0.0230311327	-0.0191183807	0.0178260041	0.0571513113	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	0.0832915739567852	0.0095387941867954	0.0069374862921986	9.09885945380436e-05	0.0302832374223243	0.0087387453522468	7.636567033141506e-05	0.0009170744687768	-0.1618619104448484	-0.0028146534803639	0.0261992780528561	7.922274214524703e-06	-0.0004077770362058	-7.854862857819997e-05	6.169887051516013e-09	1.662821112567863e-07	-0.0014840618260376	-0.0005529657031021	2.202439503502056e-06	3.057710688073103e-07	0.00030119724018	-0.0002816498416047	7.932663327595265e-08	9.07197774920486e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2009.3698190584464	-0.817558845561507	0.6684024659558642	4037567.069742974	2688.290358014788	-8.579648437500055	7226905.048995278	73.61036731109712	1916.127130533854	-2.4126269531252547	3671543.180367901	5.82076881494645	2092.448036602273	1455.876841283519	0.952083	22.908718	0.0440567468818851	0.0214539081268348	-0.050663785	0.0283027326	-0.0426638561	-0.047006359	-0.01953537	-0.0381181947	0.0470413829	0.0426932143	0.0270107515	-0.01184836	-0.0121026614	0.0013533162	-0.0454160704	0.0953158925	-0.0014751804	0.1000479496	0.0254157684	0.0166783797	0.0066078119	-0.0123182662	-0.0505390686	0.0156845147	-0.0022781967	0.0033034538	0.1529613158	-0.0529623313	-0.0704127132	-0.0224522045	0.0028471371	-0.0087706541	-0.0197612052	-0.0054468184	-0.0187504053	0.0232875033	0.110170294	-0.0428976703	-0.0360542961	0.0186341824	0.0276700918	-0.0251865961	-0.0393965417	-0.048072721	0.0401802375	-0.0137210699	-0.0578769106	-0.0200638736	-0.0013356992	0.0599926562	0.0111306112	0.0172653736	-0.0174203892	-0.0419657036	0.0038799727	-0.0916898653	0.0013905175	-0.0508312354	-0.0071256131	-0.0670163681	-0.0215113204	-0.0950964046	0.075315538	-0.0015918264	-0.0167545817	0.1040008036	-0.0132941144	0.016488425	-0.0165684698	-0.0350460371	-0.0269099581	0.063537556	0.046007957	0.0092134033	0.0948429771	0.0833917139	0.0506664026	-0.0124379506	0.0486295906	0.0500946534	-0.0258459259	0.0103532236	0.0097074516	0.0064357156	-0.0251794051	0.0110374299	-0.0086556568	0.0359600722	0.0048310332	0.0053169275	-0.0075424183	0.0319807876	-0.0525683501	-0.0288011191	0.0071598536	-0.0183602985	0.0124230959	0.0444313291	0.0279576324	-0.0014228439	0.0343333428	0.0813264124	0.0803592349	0.0787557834	0.076528754	0.0736957799	0.0702792922	0.0663063423	0.0618083875	0.0777768600813288	-0.0055147138754564	0.0060492399641105	3.041206912815141e-05	0.0177958713441057	-0.0124873660782186	0.0001559343115714	0.0003166930368959	-0.1482620741566833	0.0135998362881651	0.0219816426332418	0.0001849555470648	-0.0004208696299684	-1.3092593762600044e-05	1.7141601143247354e-10	1.7713124542973797e-07	-0.0013570409299521	0.0001270208960854	1.8415600855652605e-06	1.6134308042363363e-08	0.0001922141172272	-0.0001089831229527	1.1877321088545118e-08	3.694626686143178e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2007.2672684013555	-2.1025506570908874	4.4207192656333225	4029121.8867954393	2675.010869140625	-13.279488874163237	7155683.150020481	176.34482475902513	1916.7940869140623	0.6669563802083758	3674099.571628714	0.4448308131006595	2095.8787678426543	1471.0747869052864	0.940248	22.623945	0.0518042605835245	0.0241478372391293	-0.0511234427	0.0185734571	-0.0156762156	0.0459924695	0.0012827038	-0.0116118263	0.0477700619	0.0851033489	0.0090479711	0.0214753206	-0.0009263245	0.0020371007	0.0468581092	0.0276609778	0.0047246051	0.0707175092	0.0170138588	-0.0278272114	0.030062791	0.0271923437	-0.0114599366	-0.0330298302	0.0425341272	-0.0356908033	0.0598323872	0.0129483357	0.0199725888	0.0594605173	-0.0836026436	-0.0133891728	-0.0566067671	0.0227164884	-0.0099370829	0.0329940399	0.0441131373	0.0513736124	-0.0287973191	0.0719393535	0.0001599118	0.0157107448	-0.0068989654	0.0161730223	-0.0280769653	0.0034142406	0.0178937744	0.0452889216	-0.014796925	0.0230234308	-0.0547056834	0.0278969715	-0.0457661407	0.0313194691	-0.0180068862	-0.021180007	-0.0094747598	-0.1285303005	0.0405620778	0.0479340642	0.0623852303	-0.0058809444	0.0292906089	0.077335716	-0.0251286153	0.0110600595	0.0086983836	-0.0549942888	0.0090727192	-0.0232685776	-0.0218225193	-0.0217633573	-0.0087903165	0.0577488155	-0.0023051163	-0.1036575448	0.0162982175	-0.0196942999	0.0355236453	0.0439773287	-0.0114927761	0.0278723765	-0.028790741	0.0100632703	0.0065242955	-0.0131973557	-0.002266174	-0.0058275638	0.0064786376	-0.0018932455	0.0173127257	-0.0406332819	-0.1005300007	-0.0480925412	-0.0266220033	0.0399624218	-0.0405424944	-0.0164431786	-0.0404379799	0.0802089782	0.0027141977	0.0812459471	0.0800388062	0.0780401729	0.0752698111	0.0717551168	0.0675308461	0.0626387723	0.0571272725	0.0630899891105229	-0.0146868709708058	0.0039803467259658	0.0002157041789131	0.0288790792516664	0.0110832079075607	0.0001228374975222	0.000834001218424	-0.1457469149445103	0.0025151592121729	0.0212421632158423	6.326025862578658e-06	-0.0006248587282945	-0.000203989098326	4.161155223589527e-08	3.904484303258197e-07	-0.0011450773126946	0.0002119636172575	1.3112020520478869e-06	4.492857504088396e-08	0.0002466418515033	5.442773427610003e-05	2.9623782584297543e-09	6.08322029129759e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
