global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
930.50180846876	n/a	865833.615563633	n/a	1161.4956265465687	n/a	1349072.090486806	n/a	878.7709287809934	n/a	772238.3452706097	n/a	897.0836609993096	815.685408218936	n/a	n/a	n/a	n/a	-0.1086617609	0.0675837679	-0.0019606988	0.1271463883	-0.0341971939	0.1905780475	-0.1805027501	0.1323588956	-0.0374914777	0.0586887097	0.0085095978	-0.0519184501	0.2993350387	-0.172719224	0.0687929895	-0.0675074525	0.0148208136	-0.023778545	0.040706654	-0.0159523905	0.1102356995	0.1565491923	-0.0052676794	0.0388379832	-0.0013810703	0.0947151243	-0.1260946298	0.1695419686	-0.0518753861	0.0086142608	-0.0704871674	0.0955319551	-0.063977045	0.0601479727	0.1803359195	-0.0623951355	-0.0406084888	0.1631434996	0.0956123462	-0.0667327779	-0.012881882	-0.0322412553	0.0964271296	0.0342280204	-0.0469960265	-0.1185162997	0.0151687543	-0.0272326518	0.3122440774	-0.0756281851	0.0510227911	-0.0022808898	0.0358399583	-0.0365834932	0.0174623552	-0.0212513083	0.0811052492	0.0053377764	-0.1358179253	0.1573524433	-0.2155081438	0.1074490291	-0.0894447781	0.0477429169	-0.0300571616	0.09954326	-0.1109788228	0.0114692311	0.0418506778	-0.2159636239	0.0708087471	0.0611151795	-0.2433262472	0.1528785371	-0.0158426756	-0.0179048866	-0.0372281914	-0.0712699256	0.0884024782	-0.0878766765	0.0344773365	0.0153123659	-0.0388678552	0.002357096	-0.1784614129	0.0550162258	-0.0973048819	0.0117608059	-0.0937396286	0.0952877604	-0.0012035836	-0.0655376855	-0.1591469022	0.133193007	-0.0237521186	0.0935150888	-0.109723732	0.0579212294	-0.0506921322	0.0537073782	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0084165217964766	n/a	n/a	7.083783915056568e-05	-0.0539975561295165	n/a	n/a	0.0029157360679602	-0.0990082090298258	n/a	n/a	0.0098026254552936	-0.0007789996993418	n/a	6.068405315746148e-07	n/a	0.0004010002374228	n/a	n/a	1.6080119041314197e-07	1.5593222546593077e-07	n/a	n/a	2.4314858938757868e-14	0.0	0.0	0.0	0.0	0.0	0.0
930.6970688627162	0.1952603939561186	866197.0339896514	0.0381266214478986	1152.8631014204295	-8.632525126139171	1329093.3306167317	74.52049005342411	880.4878841258372	1.716955344843882	775258.9140923938	2.947935656187973	897.590763831931	813.2409729663552	1.151808	19.310394	0.0663460497880068	0.0365268498064915	0.013420196	0.1212717491	0.0794570074	0.0994460028	0.1310674327	0.1387835785	-0.1168671758	0.071373339	0.1819617739	-0.1296119006	-0.0315070555	-0.0500107584	0.0378916651	-0.156611417	0.0642099932	-0.1501484961	0.1543638222	-0.0876768746	0.1533460965	-0.0189424643	0.0593689999	-0.0615247938	-0.0726202796	-0.0802350496	0.0323609608	0.1438278774	0.0306697121	0.0090504079	0.2030447454	-0.0341829895	-0.0908690069	-0.0849860528	-0.0067947935	-0.1187703517	-0.0121583281	-0.0070632194	0.0242700169	0.0333262101	0.0141484901	0.0469484646	-0.1663882975	0.09399466	0.0011325854	0.0863137639	-0.1305616757	-0.0157396178	0.133948196	-0.0525371705	0.2140565376	0.1108494665	-0.0633665937	-0.031009803	-0.0584120589	0.0073679983	0.0777423011	-0.0785015283	-0.0349106941	-0.0285217816	-0.0941747684	0.1532255925	-0.0329590616	-0.0501322137	0.0154346203	-0.1236613506	-0.062965959	0.0345186155	-0.1085509335	-0.1112256113	-0.0123502313	0.0042374231	0.1237350586	0.0171325016	-0.0088775663	0.0144419452	0.1112152287	-0.173332039	-0.0121179201	0.0649302661	0.0683581183	-0.1348117738	0.0520383866	0.0317906232	-0.037281571	-0.0586861377	-0.1216149724	-0.0973782058	0.0474444446	0.0457791429	-0.0312498545	0.1155694932	0.0580055925	-0.0500692149	-0.1179660516	0.1108222307	0.0262508315	0.1240887002	0.0682068536	0.0286304534	-0.1180452879	0.108841928	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0070924963575009	-0.0013240254389757	1.7530433630547948e-06	5.030350458116353e-05	-0.0293978108192192	0.0245997453102972	0.0006051474693314	0.0008642312809626	-0.0772412497706085	0.0217669592592172	0.0004738005153924	0.0059662106661255	-0.0008670001675442	-8.80004682024e-05	7.516892905216709e-07	7.744082403841613e-09	0.0001159999475894	-0.0002850002898334	8.1225165205122e-08	1.3455987840743546e-08	5.029467093514185e-08	-1.0563755453078893e-07	1.11592929272454e-14	2.5295539244742025e-15	0.0	0.0	0.0	0.0	0.0	0.0
930.3003942556344	-0.3966746070817635	865458.8235521888	0.1573507439034714	1155.9760793481169	3.112977927687325	1336280.6960250435	9.690631578268473	881.1746343482437	0.686750222406431	776468.736218761	0.4716258679752825	898.8413075426914	816.9330638650275	1.110326	18.614939	0.0221438132016967	0.0115463842016096	0.1006711348	0.0329834007	0.1522777309	-0.0137882089	0.1223432595	-0.0206049998	-0.1694100662	-0.0447560227	0.1471509094	-0.0655353993	0.0222298986	0.0243074444	-0.1557914698	-0.0341598082	0.0298478493	0.0187934513	0.1231831482	-0.1530891132	0.1072311806	0.25649045	0.0683433714	-0.0886696656	-0.059696253	-0.0790278864	-0.1076558918	0.0621672683	0.1385918708	-0.2308729637	0.0372276743	0.0485566089	0.1322055581	0.0216515466	0.0746080099	-0.0241765759	-0.0283473099	0.0186763283	-0.0882461991	0.0505460669	-0.0551738587	-0.005523852	-0.0130619465	0.0225091022	0.0876363251	0.11119259	0.105324349	0.1123387156	0.0908149807	-0.0361370816	0.0332482816	0.2114938373	-0.0759441137	-0.1379041274	0.0653092982	0.2026811648	0.0788329947	-0.0939717834	-0.0949259461	-0.0211097003	-0.0751757633	-0.0527318392	0.1104618765	-0.0086858799	-0.0691860469	-0.1630294998	0.0841846821	-0.0890982835	-0.0273702921	-0.0129065231	0.0801193401	0.0266775597	-0.0687406643	0.0691081346	0.0054245349	-0.1243360935	-0.0703404506	-0.1570724705	0.0072387212	0.0961230165	-0.0184635266	-0.0851753399	0.1237227944	0.1155380531	0.0198081977	-0.0137527325	-0.0282444594	0.0620357829	-0.0927077262	0.119017686	0.0305599677	0.1305680814	0.1338028631	0.1101107405	-0.0610771973	0.0117615406	-0.0721685758	-0.0116821171	0.0690552699	-0.0088076	0.0911776439	0.0172065595	0.1288230331	0.1279949812	0.1266188352	0.124700488	7.999999994012796e-06	-0.0070844963575068	5.019008863952835e-05	6.399999990420474e-11	-0.0294274070048743	-2.9596185655102192e-05	8.759342053312766e-10	0.0008659722830305	-0.0754140056372705	0.0018272441333379	3.3388211228181354e-06	0.0056872722462582	-0.0007190008793006	0.0001479992882436	5.16962264435036e-07	2.19037893206122e-08	0.0	-0.0001159999475894	1.3455987840743546e-08	0.0	0.0	-5.029467093514185e-08	2.5295539244742025e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0
930.227410444008	-0.0729838116263863	865323.0351413649	0.0053266367595158	1144.0270526692018	-11.94902667891506	1308797.8972389805	142.7792385734239	881.5216715951984	0.3470372469547556	777080.4574919929	0.120434850773936	898.8187035874657	823.0141364447873	1.197295	20.073	0.0341543451862437	0.0218508519563521	0.0259270546	-0.112027902	0.1844201168	0.0516730677	-0.030794364	-0.05672334	-0.1371315784	-0.128851184	0.0631646579	-0.0696509351	0.040637028	-0.0054915582	-0.1387228122	0.1114840233	0.0608687495	-0.0787813452	0.0576801674	-0.1313712153	-0.034681662	0.1868785977	0.0607896589	-0.0971520558	-0.04410004	0.0100944503	-0.0801125637	0.0402079069	-0.0101781762	0.1097838502	-0.2506177904	0.0227765619	0.028421104	0.0915813978	0.0453270943	-0.0411304198	-0.0255831917	-0.0941625299	-0.0148635555	-0.1615166339	-0.0606665983	-0.1341649347	0.0486434266	-0.0490441365	0.0447778206	-0.0617774698	0.0051232131	0.0738961826	-0.0283423049	-0.0669231093	-0.0387730571	0.2486238971	-0.0644348957	-0.0988176063	0.1160988159	0.0902782049	-0.129390674	0.0426242676	-0.1181238516	0.0578202891	0.1322256652	0.013077063	-0.02925451	0.0900392195	0.0398062919	-0.0071584375	-0.0845841139	-0.0059648598	-0.0208761602	0.0993868303	-0.031562063	-0.0087028234	-0.13610191	-0.0357316087	0.1534185389	0.1097316105	0.0221150219	-0.0404796245	0.0181424815	-0.0014266561	-0.1024473944	-0.0124090724	0.1457201135	0.123963814	0.0047919323	0.0357389936	-0.0507599293	0.0905800789	0.0575122637	-0.0785310367	-0.1201940582	0.0219724686	0.1153489779	0.1112189747	0.0127081186	-0.0506597648	0.0378127225	0.0533208843	0.0743743508	0.0249816548	0.0393056608	-0.0482389549	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.002003999892608	-0.002011999892602	4.04814356783051e-06	4.016015569572875e-06	-0.0254528066789276	0.0039746003259467	1.5797447751015628e-05	0.0006478453678348	-0.0590962145714755	0.016317791065795	0.0002662703052669	0.0034923625766778	-0.0009559999573386	-0.000236999078038	9.13935918431405e-07	5.616856299086202e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
930.1442770833328	-0.0831333606752195	865168.3761908758	0.0069111556571561	1152.4535673324672	8.42651466326538	1328149.2248573294	71.00614937022645	881.2960603890382	-0.225611206160238	776682.7460572392	0.0509004163450774	899.3845789791234	820.0023436763651	1.228688	20.599304	0.0624281905735844	0.0346744240692447	-0.1143667929	-0.0717545217	0.0700536141	-0.1403805964	-0.0821579656	0.0238583338	-0.0058583393	-0.2097711882	0.0554808071	-0.1184074529	-0.0237614833	-0.0280207136	0.011015476	0.1359163863	0.0041755006	-0.0155540448	-0.058058237	-0.1484989501	-0.1142209015	0.1709678191	-0.1030571762	-0.1998240283	-0.1158040801	0.0280711504	-0.0475713782	0.0541564019	-0.0176101348	-0.0146399222	-0.0089428696	-0.0380596204	-0.0415512215	-0.0907434401	-0.0127993785	0.0867099673	0.0343154037	-0.0042491908	0.039604458	-0.1588543503	-0.0344179317	0.0847888119	0.1178614754	-0.0336643025	-0.0781373296	0.0545299894	0.0144232845	-0.0791793146	-0.0815323988	-0.0483034758	-0.05385804	0.0839177569	-0.0031119678	-0.0687055264	0.1982720498	-0.0138527076	-0.1808987145	-0.1079989991	-0.1760965942	0.136266576	0.0280992925	-0.1241867455	0.0968419927	0.000349118	0.004888065	-0.0499802605	-0.1182288378	0.0058125185	-0.0541516634	0.034845396	-0.0322070603	0.1217860908	0.0138922004	-0.0450381838	0.0380153408	-0.0616084883	0.1225170458	-0.0173137203	0.0447133896	-0.1447031759	-0.0428761112	0.0029532628	0.0742307957	0.0763955328	0.0646154778	0.0680786612	0.0811570462	-0.0217369649	0.0838796286	0.0845131195	-0.0505914671	0.125608588	0.1061076714	0.0588039186	-0.1150283622	-0.0275420258	0.0499561827	-0.0763080245	0.0103643496	0.000717534	0.1017918232	-0.0123487141	0.1282045865	0.1255324169	0.1211199807	0.1150284477	1.5156834948015783e-05	0.002019156727556	4.076993890434718e-06	2.2972964564139258e-10	-0.0143566350006096	0.011096171678318	0.0001231250259147	0.0002061129685407	-0.030688383798946	0.0284078307725295	0.0008070048492006	0.0009417769001914	-0.0012059994186134	-0.0002499994612747	1.4544345976958586e-06	6.249973063769018e-08	0.0001679998074926	0.0001679998074926	2.8223935317550658e-08	2.8223935317550658e-08	1.0135913621888305e-07	1.0135913621888305e-07	1.0273674495038091e-14	1.0273674495038091e-14	0.0	0.0	0.0	0.0	0.0	0.0
929.6880498853192	-0.4562271980136074	864319.8700995677	0.2081432562073474	1155.5574199008404	3.103852568373213	1335312.9506878871	9.633900766196993	879.6008543444792	-1.6952060445589725	773697.6629635377	2.8737235335092763	898.693387200393	823.8901284041417	1.070585	17.948658	0.0475950871666792	0.0247499315472103	-0.1465866172	0.024768164	0.0173083445	-0.0807028984	-0.0013997675	0.1373471455	0.0485274974	-0.1488294342	0.0292729208	-0.1373024756	-0.039015637	-0.0298758007	0.166604871	-0.0027422391	0.0352578344	0.0398114698	-0.1249776212	0.041920436	-0.1048617326	0.0641179832	-0.0906957028	-0.0418756206	-0.0583557614	0.0374338963	-0.1218090229	-0.0803507911	0.0178503243	-0.0536072131	-0.0260263355	-0.1324518874	-0.1220211248	-0.1109952774	0.0001676254	-0.0181797505	-0.0314446733	0.0700628129	-0.2218390686	0.0703256918	0.0706767625	0.2105551747	0.1386581089	-0.147057949	-0.0149083833	-0.1946204012	-0.1574713356	-0.1169315186	-0.0252799991	-0.0048939577	0.0228084832	-0.1027615584	0.0316219336	0.0295174433	0.2395529122	-0.0913194147	-0.1759881032	0.0868665822	-0.0752502034	0.0140509968	-0.0449440556	0.0034521399	0.0277214671	0.0103447518	-0.0095309076	0.0926415682	0.0491847238	-0.0237160714	0.0822387657	-0.080765588	0.1295976559	0.2139530282	0.1718049986	0.1172344085	0.043596055	-0.0722969105	-0.1539584467	-0.0235817706	0.0464750001	-0.1437395072	0.0777900812	0.0188185388	0.0484187871	0.0349465614	0.0348253519	0.1309158885	0.0158143601	0.0570052382	0.0336684077	0.054236228	-0.0823174704	0.0422569736	0.0732768411	0.0565823501	0.1334461289	0.0289116894	0.0668798035	0.1176105114	-0.0620554665	-0.0017799948	-0.0280868538	-0.1342029409	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0027022827618452	0.0026871259268971	7.220645747003052e-06	7.302332124965722e-06	-0.0101434575464622	0.0042131774541474	1.775086426013597e-05	0.0001028897309968	-0.0188304280760363	0.0118579557229097	0.0001406111139264	0.0003545850215267	-0.0015010005656054	-0.000295001146992	2.2530026979477306e-06	8.70256767265956e-08	0.000448999780424	0.0002809999729314	7.896098478744755e-08	2.016008028208002e-07	8.368004673179079e-07	7.354413310990248e-07	5.408739514887054e-13	7.00235022103469e-13	0.0	0.0	0.0	0.0	0.0	0.0
928.1415528769376	-1.546497008381607	861446.7421768131	2.39165299693326	1148.375910785912	-7.181509114928304	1318767.2324733732	51.5740731677983	880.0473862815336	0.4465319370543739	774483.4021009587	0.1993907708095313	899.0232636143434	812.339436364877	1.254126	21.025785	0.0630929487413991	0.0344142137716157	-0.0153318896	0.1211817984	-0.023815126	-0.0144616263	0.0886823751	0.0488708086	0.1040304565	-0.0981190336	-0.1203764414	0.0810599945	-0.0523123295	-0.0231827354	0.0691000131	-0.1431571162	-0.0343724675	0.0707028703	-0.0731108289	0.0900189925	-0.0022392711	-0.0757142979	-0.0175344559	-0.0860422338	0.0159946863	0.2243542494	0.022668669	0.0010243811	-0.1171250492	0.055104773	0.0016446193	-0.1696463645	-0.0403145128	0.1704936548	0.0402719823	-0.1535761436	0.0273955932	0.0783581306	0.0602980981	0.0442534476	-0.0541298341	0.1084520709	-0.0779452253	-0.0255671465	-0.0422850539	-0.0339020588	-0.0028289426	-0.014658498	0.0849651	0.0315724528	-0.0114332533	-0.2019171538	0.0266720659	0.1008710074	0.1060567303	-0.160588299	-0.0061170675	-0.0061919331	-0.0566614266	0.1133023152	-0.0540245048	0.0790553633	-0.0941274908	-0.1860781842	0.0187271964	0.0955130114	-0.014196778	-0.0925443827	-0.016758297	-0.0095079448	0.1693954075	0.0194274584	0.0489774508	-0.0247977282	0.0318428653	0.1416357625	-0.0207745446	0.0702402833	0.0169379746	0.0056329249	0.1292510075	0.019018037	0.0042778828	-0.0008310554	0.1062863159	0.0338468339	-0.0087226192	-0.0957489999	0.0757017658	-0.0486910358	-0.1048994153	0.0022249389	0.0498773579	-0.0231879506	-0.0029377493	-0.0895148656	0.1556818556	-0.0107086888	0.0538005094	-0.0673532344	-0.0475118378	0.0431682498	0.1272347401	0.1216944932	0.1126387502	0.1003291122	2.9341006552385807e-05	-0.0026729417552928	7.144617627187831e-06	8.608946655071467e-10	-0.018522377203979	-0.0083789196575168	7.020629462712144e-05	0.0003430784572864	-0.0308342782937032	-0.0120038502176669	0.0001440924200481	0.0009507527178935	-0.0009559996803052	0.0005450008853001	9.139353887436446e-07	2.970259649780017e-07	0.0001940000767512	-0.0002549997036728	6.50248488732158e-08	3.7636029779471495e-08	9.26472218659301e-08	-7.441532454519778e-07	5.537640527167114e-13	8.583507719474875e-15	0.0	0.0	0.0	0.0	0.0	0.0
927.6679894828366	-0.4735633941010064	860567.8987111282	0.2242622882324651	1149.8128713834085	1.4369605974964088	1322069.6391989586	2.0648557587572363	880.0078933702632	-0.0394929112703721	774413.8923939685	0.0015596900406094	898.5549970459722	811.6264250297648	1.226619	20.564613	0.0385274021977478	0.0233532127005861	0.1222339012	0.0355524994	-0.02277397	-0.0252342513	0.0928532184	-0.0946639701	0.0154282717	0.002945255	-0.1442814191	0.0123741727	0.0748016609	0.0114554308	-0.0310156945	-0.0784271854	-0.0731674972	-0.0112911297	-0.0597431655	-0.1006080224	0.1270601025	-0.0385210752	0.0590371026	0.0448012874	0.0391532558	-0.0181284859	0.1278053037	-0.0272723625	-0.0529005438	0.08832079	-0.0240928193	-0.003576431	0.0863510912	0.1224067549	-0.0433969832	0.0016049735	-0.0161202793	-0.1440214084	0.0083021525	0.0519896461	0.1228669959	0.0279311976	-0.0935776711	0.0342645143	-0.0510224951	-0.0349922698	-0.1426354984	0.1166992182	0.0214888437	-0.0124624657	0.0148419004	-0.082753231	0.0604516343	-0.0770051442	0.0133341173	0.0282570837	0.0766722013	-0.0511800148	-0.0228545415	-0.0488704977	0.0551359651	0.1052817913	-0.0728193603	-0.0846090756	0.014508789	0.0013253685	-0.032066268	-0.0044105523	0.166393492	0.0835066218	0.0690230839	-0.176261613	0.0249775491	0.0107645949	0.0056971434	0.0584574693	-0.082634119	0.1143720356	0.0242284641	0.1042795509	0.0152183665	0.0660135004	0.0562051923	-0.0108845225	0.089866093	0.1162618931	0.0468091856	-0.0140405877	-0.0754665089	-0.0499587159	0.0377667382	0.1167514397	0.0559684389	-0.1590087823	0.0677131106	-0.0937331478	0.0154143751	0.0721220886	0.0544062481	-0.0529844528	0.0184262312	0.1867754615	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-1.6328320711522792e-05	-4.56693272639086e-05	2.085687452737985e-09	2.6661405725834415e-10	-0.010632729675521	0.007889647528458	6.224653812330342e-05	0.0001130549403527	-0.0308976369413258	-6.335864762260085e-05	4.014318228564904e-09	0.0009546639685579	-0.0009560209598981	-2.1279592900052758e-08	9.139760757644846e-07	4.528210739919756e-16	-0.0001663804786511	-0.0003603805554023	1.2987414471207022e-07	2.768246367616914e-08	-0.000250080051671	-0.0002501726988928	6.258637927134057e-08	6.254003224377003e-08	0.0	0.0	0.0	0.0	0.0	0.0
930.3958505204812	2.727861037644629	865636.4386657296	7.441225840699634	1145.5660145646434	-4.246856818765082	1312321.4937255208	18.03579283909147	881.2508882013187	1.242994831055512	776603.1279556132	1.5450361500307206	898.3802005456654	821.7727240493406	1.233534	20.680546	0.0580394034758106	0.0324403329176343	0.0574251319	-0.122833316	0.0989849026	0.094141511	-0.1010502902	-0.1140958381	-0.0973071144	0.0592084061	-0.024460099	0.0806774521	0.0483198218	-0.0625369467	-0.0777229508	0.0445580596	0.0900462306	0.0176329001	-0.0861840014	0.1235397283	-0.0337661383	-0.0271619622	0.04190172	-0.1962450995	0.1440382191	0.0480769592	0.125598423	-0.0924895302	0.0199752795	0.0666729753	-0.0748414828	0.1180228364	0.11010236	0.034980203	-0.0947261533	0.0438959142	-0.0029953706	-0.1145098635	0.0517323684	-0.0570833373	-0.1026108765	0.0166171717	0.0706203791	-0.1656891264	0.0199498754	-0.1526239255	0.0602073956	0.0564953616	-0.0648253841	-0.0747472857	-0.0336528176	0.062806359	0.073561271	0.1632028403	-0.0550868875	0.0898845983	0.0625566621	0.1047362001	-0.0764773642	-0.0171178749	0.0710223714	-0.1500937326	-0.0611569957	-0.0413073814	0.1204394968	0.0545520053	-0.0843624303	-0.0808995182	0.1251649339	0.166333399	-0.0603459837	-0.0142917792	-0.0327975801	-0.2045984518	0.0352360132	0.0122033479	-0.0507423821	0.1124131217	0.0169660617	0.0196425768	-0.0884834416	0.0321937263	0.0691771391	0.0679301003	-0.0153509038	0.0536326231	-0.0966081414	0.0562281545	0.0161117421	-0.0183122907	0.090791227	0.0557805615	0.0266469242	-0.1334343553	0.0702600375	-0.1594776471	0.0236690121	-0.0318780148	0.1348961624	-0.0017896946	-0.045557236	-0.0734364482	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-3.783205684726454e-06	1.2545115026796338e-05	1.5737991103555128e-10	1.4312645252946555e-11	-0.0126531973046581	-0.0020204676291371	4.082289440390893e-06	0.0001601034020306	-0.0281207611243772	0.0027768758169486	7.711039302753958e-06	0.0007907772062142	-0.0013870005161705	-0.0004309795562723	1.923770431857233e-06	1.8574337792475477e-07	0.0002169996742369	0.000383380152888	1.469803416284263e-07	4.7088858618920734e-08	1.5053746256238777e-07	0.0002502305891335	6.261534773812972e-08	2.2661527634722294e-14	0.0	0.0	0.0	0.0	0.0	0.0
931.8921759753478	1.4963254548665643	868423.0276440685	2.2389898668816315	1150.0029111528129	4.436896588169475	1322506.6956599446	19.686051334109926	882.66556031434	1.414672113021311	779098.4913650278	2.001297187360181	900.5159592181894	832.5595513310573	1.228908	20.603003	0.0106643924732601	0.008109726532156	-0.1156844461	-0.0192819642	0.093215434	-0.0080562772	-0.1237925921	0.0486886015	0.0162762937	-0.0041576027	0.0111242089	-0.010614603	-0.1110323663	0.0372447707	-0.0274279666	0.1455739451	0.1010270785	0.0934067173	-0.0010331663	0.0611886803	-0.0071067258	-0.064095053	0.0138117651	0.0431168348	-0.1078219614	-0.111433814	-0.0095834813	-0.0466750409	0.020655796	-0.0317229103	0.0443488682	0.1588161396	-0.0359594576	-0.0528758498	-0.0076050781	-0.0411398149	0.0262997576	-0.0400046844	0.0192168202	0.0528794064	-0.1721526002	0.0829591652	0.1979548399	-0.0046643762	-0.0271341962	0.100753312	0.0832225761	-0.1216760642	-0.0316309032	0.011431614	-0.1097302942	0.0858064238	0.0286275466	0.0992186645	0.0030718251	0.1016872497	0.0408812298	-0.0180880411	0.0873944893	-0.0068025506	-0.0072005933	-0.047106255	0.1151078468	0.205221219	0.0443598987	-0.002557551	0.0751283603	-0.0510882655	0.1203633335	-0.1011051588	0.0588212941	0.0664993882	-0.0144078967	-0.051181193	-0.0505187142	-0.0255860968	-0.0219180553	0.0883355939	0.015894611	-0.0945665263	0.0392721155	-0.0106394616	0.0668800775	0.0257348507	0.0041120037	0.0225634951	-0.0097751957	0.0824269637	0.0929255251	-0.0227437245	-0.045177939	0.0693430414	-0.0243092993	-0.2142459029	0.1181681483	0.0058038177	0.0124813091	0.0552441765	0.0366820455	-0.0997631315	-0.0147798922	-0.1224450893	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-3.7450280956363713e-06	3.8177589090082626e-08	1.4575283087311957e-15	1.4025235437105786e-11	-0.012379311144187	0.0002738861604711	7.501362889760163e-08	0.0001532473444045	-0.0306603842754427	-0.0025396231510654	6.44968574942785e-06	0.0009400591639178	-0.0015440003727552	-0.0001569998565847	2.3839371510681967e-06	2.464895496761636e-08	0.0002169996822714	8.034499985893478e-12	6.45531900233223e-23	4.7088862105888556e-08	1.6757252605155168e-07	1.7035063489163923e-08	2.901933880798456e-16	2.8080551487297967e-14	0.0	0.0	0.0	0.0	0.0	0.0
