global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
928.4859439015546	n/a	n/a	862086.1480227608	1095.3387285315473	n/a	n/a	1199766.9302211066	860.6872692442777	n/a	n/a	740782.5754391717	883.2985222384413	799.4439001108145	n/a	n/a	n/a	n/a	-0.0260086168	0.0687394812	-0.0939307436	0.0393941679	-0.2629529466	0.0829612636	-0.0669145939	0.0165126753	-0.0016986408	0.0101746337	-0.1701142746	0.0342812366	-0.2892740027	0.1848810568	-0.1153847547	0.1097108731	-0.148411013	0.0775999686	-0.0179481431	0.0150674783	-0.0428413164	0.0873700287	-0.103643976	0.0707798889	-0.1065598542	0.0263661318	-0.1275928321	0.2350677918	-0.1139272124	0.020765382	-0.056003458	0.0355610891	-0.0620516225	0.0691256495	-0.0584393033	0.0047813085	0.019138856	-0.1190937032	0.051123338	-0.1784895028	0.0509547099	-0.0674922153	-0.0467819974	-0.0340475014	0.0666857731	0.0441791395	-0.114352851	-0.0099517148	-0.0344136622	0.0630729796	-0.0254913206	0.2554997492	-0.0539850786	-0.0273547978	0.0635558015	-0.0767583697	0.099470279	-0.0260093243	0.1182189175	-0.2774032516	0.0858260537	-0.0325913714	0.1280219904	-0.0145770123	0.0315896087	-0.2031729964	0.0238141727	-0.0019273312	0.0295162885	-0.1636760747	0.0633973757	-0.1148760598	0.0027938356	-0.074231063	-0.0498762525	0.0193011087	-0.1811052885	-0.0132254429	0.1712624797	0.0069561053	-0.0705790976	0.0640924341	-0.1421374249	0.0040343144	-0.0942157418	-0.0663051437	0.0836486002	-0.0711199441	0.0279280093	-0.0544551156	0.0118718044	-0.0158861042	0.0187418396	-0.2373760013	0.1519899848	-0.2606924197	0.1557713254	-0.1135660635	0.1500110265	-0.110818099	0.0681885476	-0.2911581016	0.296195251	-0.2069137305	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.0141641959883571	n/a	n/a	0.0002006244479965	0.0279946215683253	n/a	0.0007836988367537	n/a	0.0541279321606182	n/a	0.0029298330399844	n/a	0.0020360491409875	n/a	n/a	4.145496104515938e-06	-0.0014220075935507	n/a	2.022105596115853e-06	n/a	0.0014709520544073	n/a	n/a	2.1636999463650565e-06	0.0	0.0	0.0	0.0	0.0
924.401834981363	-4.084108920191625	16.6799456719888	854518.752516911	1080.856660336112	-14.482068195435204	209.73029921723585	1168251.1201929336	860.1209067629095	-0.5663624813681736	0.3207664603015148	739807.9742506497	880.9971708531311	737.1619499206543	1.496206	33.171314	0.3584256418769376	0.1767322242297893	-0.1162396341	0.1824078023	-0.0196663925	-0.2621526429	-0.0536372386	-0.1527477777	0.0905039417	0.0694140718	0.0131141837	-0.0205207432	-0.0395088661	-0.3121200694	-0.0138705498	0.0365143258	-0.0761373193	0.0790337455	-0.2121322884	-0.0452187893	0.04134722	-0.1396821319	0.0232535434	0.0759177662	-0.1202595326	0.1577014533	0.0211725228	-0.0890688146	-0.0061564598	0.0641229906	0.1199158335	0.0377559169	0.0165598419	-0.0276676142	0.211020447	-0.0883593798	0.0645382144	0.0629077371	-0.0130474497	0.0836715776	0.0366921698	0.0339914517	0.0472377033	-0.1186282292	-0.0605339692	-0.1922677145	0.0694350953	0.1076652797	0.0899052396	-0.0871291515	0.0697670211	0.0566018354	-0.1865878716	0.1619460625	-0.1228134379	-0.0404216561	-0.0003161581	0.0439391622	-0.022588343	0.1437959002	0.1640232976	-0.0395645988	0.1812434841	0.0102609116	-0.0914222058	0.0119792331	-0.0368985324	-0.0829757876	0.0392082573	0.1681588517	-0.0461176904	0.0614698261	0.0434177986	0.0059750685	-0.0895015063	-0.0799291301	0.1854419891	0.1414581997	-0.0136024075	0.1628536185	-0.0862202857	0.0276958329	0.0678000197	0.0128974275	-0.0770533077	-0.0326361822	-0.0691473315	-0.2072314358	0.1578976033	-0.0224389177	0.2838159061	-0.2073488267	-0.0743860073	0.0671443022	-0.1161520789	-0.1568348352	0.0320975072	-0.0734354661	-0.0212785724	-0.2243964861	0.1176708318	0.1157983695	-0.0053020245	-0.0018838274	-0.0323848977	-0.0073416354	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.000737043809579	0.0149012397979361	0.0002220469475155	5.432335772387252e-07	-0.0756998962153545	-0.1036945177836798	0.0057304742870154	0.0107525530183898	-0.0590038264109935	-0.1131317585716117	0.0034814515311386	0.0127987947975054	0.0001088829142604	-0.0019271662267271	3.7139696654375687e-06	1.185548901783762e-08	-0.0016369411233965	-0.0002149335298458	2.6795762414665955e-06	4.619642225197544e-08	0.001079089296506	-0.0003918627579013	1.535564210300129e-07	1.164433709833814e-06	0.0	0.0	0.0	0.0	0.0
934.141471761381	9.739636780018031	94.86052460668	872620.289264519	1083.7263316647443	2.8696713286321938	8.23501353437366	1174462.7619435233	862.8442993164062	2.723392553496751	7.416867000441554	744500.2848628201	881.7437962876685	766.5520020373456	1.398232	30.999197	0.126192570331272	0.091769293748051	-0.0032952611	0.018125465	-0.0467566241	-0.027860139	0.0149084484	-0.1418725659	0.1155369076	-0.019071913	-0.0180708045	0.1275697338	0.1288080139	-0.026010351	0.0952845923	0.1552152137	0.1444871253	0.0040284055	0.0414080117	-0.1222164183	0.0231510503	-0.0422094109	0.0391291656	-0.0083956834	-0.1155443561	-0.0774485291	-0.0248954408	-0.1409584269	-0.1458820981	0.0446387978	-0.1040567453	-0.0165613756	0.0397209446	-0.0971092065	-0.0105890137	-0.0403052402	0.0419296167	-0.1082947977	-0.1268715126	0.0240753945	-0.0885759231	-0.0132952123	-0.1048868612	-0.0894529257	-0.1265230007	0.099585162	0.0346170302	0.1325319489	0.0485822678	0.0361901869	0.2343725753	-0.0939975837	-0.0572443023	-0.1029565008	0.0254293854	0.0189238541	-0.0060930368	0.0277561986	-0.0790116604	-0.0617853617	0.082352273	0.1079654337	0.2213597502	-0.169159186	0.0275007587	-0.0395403828	-0.0158290583	-0.1336996013	-0.1060258083	-0.1724000609	0.0932957352	0.0509601171	0.0159694936	0.118433678	-0.0339204917	0.0234823608	0.1772748921	0.0867364099	0.0110461215	0.0458306482	0.2168915954	0.1459359722	0.0234369251	0.0767016918	-0.0460984304	0.0982962421	0.0481244127	-0.0278602869	-0.012759251	0.0521679919	0.2172213981	0.0245450724	-0.0917361757	0.0949595721	-0.0785089158	0.0776802842	-0.016453124	0.0856368831	-0.0275128425	-0.1844356306	-0.0253640458	-0.1397348251	0.0029496991	0.12023112	0.0769102028	0.137704619	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0006446383087279	-9.24055008511e-05	8.538776587542645e-09	4.155585490795674e-07	0.013801823672864	0.0895017198882185	0.0001904903366968	0.0080105578629491	-0.0431934315758653	0.0158103948351282	0.0018656725312989	0.0002499685848426	3.214022114401456e-05	-7.674269311638544e-05	5.889440946755714e-09	1.0329938151861604e-09	-0.001551987146076	8.495397732050016e-05	2.408664101585127e-06	7.217178262572056e-09	0.0008250249648014	-0.0002540643317046	6.454868464450502e-08	6.806661925455512e-07	0.0	0.0	0.0	0.0	0.0
934.7168126947907	0.5753409334097341	0.3310171896567841	873695.5199343085	1088.962435367603	5.2361037028586	27.41678198708954	1185839.185641741	863.3712206388775	0.526921322471253	0.2776460800748542	745409.8646274653	883.8411840013237	776.7108618971589	1.273914	28.243031	0.2410051317276404	0.1205824210946254	0.0202427138	0.093044668	0.0268636895	0.0387972322	0.0639925967	0.1300855763	0.0338987804	0.0650850597	-0.0221569736	-0.072692019	-0.0063612032	0.0020317317	0.0677298323	-0.1504241497	-0.039507764	0.0089130061	0.1249728411	-0.0562510561	0.0886415324	-0.0347377002	-0.0525354206	0.1096472093	0.1122990065	0.0434723396	-0.0806827515	0.0521024165	0.0576545039	-0.0662404756	-0.0318669931	-0.0471716039	-0.146926931	0.046418752	-0.1222080544	0.0340111044	-0.048219588	-0.2661344116	-0.1394324402	-0.08219277	0.1571394065	-0.0362878033	-0.0804375513	0.0589225968	0.0370783027	0.1407402405	-0.0620396262	-0.1183744586	0.1491337487	0.035918527	-0.0321919391	-0.061550466	-0.00802168	-0.0825656321	-0.0981641902	-0.0372195458	0.0315519565	-0.0801566336	0.0521389452	0.1147741889	-0.1322296657	0.0270333824	-0.0956403883	-0.0758815262	0.0909571229	0.0715779045	-0.005057475	0.0980846055	0.0713564079	-0.1919221643	0.1435507951	0.0560521649	0.1293992055	0.0176840226	0.0011133177	0.2242069343	-0.0948795346	-0.06965423	-0.0300062869	-0.0906776261	-0.1476790592	0.2042086765	-0.0721417115	-0.1153931854	0.0608291705	-0.0085384695	-0.1246750692	0.2026626189	0.1617578233	0.0174450769	-0.0128449967	0.2215592498	-0.0167887816	0.0708872391	-0.0399168177	-0.0323814197	0.0469086752	0.032387851	-0.0264499068	-0.0331019537	-0.0220332322	-0.0645545517	-0.0436726944	0.0660114654	-0.0184378959	-0.1249745644	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0489407846919078	-0.0495854230006357	0.0024587141741519	0.0023952004062596	-0.0039448560801105	-0.0177466797529745	1.556188949278478e-05	0.0003149446422546	0.0233057407103842	0.0664991722862494	0.0005431575500596	0.0044221399147562	-0.0008251686423968	-0.0008573088635408	7.34978487505643e-07	6.809032883949779e-07	-0.0013418964884552	0.0002100906576207	1.800686185728397e-06	4.413808441954015e-08	-0.0002510526477926	-0.001076077612594	1.1579430283260026e-06	6.302743196367526e-08	0.0	0.0	0.0	0.0	0.0
934.1794772302004	-0.5373354645903419	0.2887294015065185	872691.2956780905	1091.4240729659075	2.461637598304605	6.059659665386866	1191206.5070494905	861.1395398190147	-2.231680819862845	4.980399281743701	741561.3070397043	882.0344580142324	795.6130272506119	1.140954	25.29528	0.1130892392913503	0.0512960214393798	-0.1305818024	-0.0457423175	-0.0315629934	0.0447202912	0.0405674581	0.0799595786	-0.00201876	0.027927533	-0.0866050059	0.0435758906	-0.0514383476	0.0572220969	-0.0401086426	-0.014325794	0.0320004248	0.1231185311	0.0084169635	0.0739148297	-0.1132217267	-0.0608122193	0.0301173652	-0.012973842	0.0175429805	-0.0091499729	-0.0415484159	-0.0200250318	0.0055616032	-0.0847671842	0.0150938999	-0.0144553088	-0.1032863075	-0.0882003396	0.0008103876	0.0110132858	-0.0723896635	-0.0467245515	0.0512412557	-0.2097517928	-0.0432688788	0.0844751384	-0.0519456852	0.0383278506	-0.0204667708	-0.0162548361	-0.0008377497	-0.0896049532	-0.1199771406	-0.138284771	-0.0246666782	-0.0659000903	0.0310971017	0.1176641467	0.010889962	-0.1113454494	-0.0649964253	0.00276399	-0.01885691	0.0034654436	0.017898362	0.0214375113	-0.090863899	0.0230207654	0.0179964212	0.0936685293	-0.014786723	0.0986502453	0.0385596019	-0.0833671146	0.0366329164	-0.008860163	-0.0150282404	-0.0187617325	0.0859637612	0.0434820875	0.030248956	0.066800858	0.0349097387	-0.1898046938	0.0114336957	-0.0285268202	-0.1043494457	-0.0451142256	0.0864230455	0.0539607241	0.1369922887	-0.108249865	0.0586700825	-0.0381555802	0.0392384399	0.163214735	0.0940696071	0.0612573869	-0.1698000994	0.138651675	-0.0584158733	0.0823039206	-0.0070987213	0.0060730445	0.0350793131	0.1003734004	0.0100204658	0.0946263476	-0.0142754119	-0.0698294019	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0215836072841852	0.0273571774077226	0.0007484151557176	0.0004658521033979	0.0238175675168719	0.0277624235969824	0.0005672765224207	0.0007707521639782	0.0231651418282439	-0.0001405988821403	0.0005366237959226	1.976804565910211e-08	-0.0012521610153235	-0.0004269923729267	1.8232248653757406e-07	1.5679072082959782e-06	-0.0007752408567056	0.0005666556317496	6.009983859056326e-07	3.210986049935384e-07	-0.0004139854312064	-0.0001629327834138	2.6547091910968263e-08	1.7138393725114893e-07	0.0	0.0	0.0	0.0	0.0
931.3220100735172	-2.857467156683242	8.165118551523411	867360.6864473764	1077.891495893543	-13.532577072364576	183.13064221948736	1161850.0769196197	859.9943366468998	-1.1452031721148614	1.311490305421941	739590.2590647412	880.0863850376464	759.4513336577972	1.143812	25.358639	0.2459159546613019	0.1279310362309638	-0.025259352	0.0474638754	0.0204492792	-0.0388105005	-0.0689439224	-0.0465189492	-0.0014325745	0.0372168492	-0.0762470438	-0.0592023181	-0.0385190817	-0.0736299079	0.0784039005	0.0153879632	-0.0936259386	0.1549892353	-0.0933201577	0.0105387566	0.1513338956	0.0016822915	-0.0723328524	-0.0374556027	-0.0631394252	-0.0635681004	-0.1173283794	0.0284907008	0.1763877061	-0.0993740422	-0.0287092966	-0.0003401036	0.0527003116	0.1449724016	0.2231877133	-0.0272328347	-0.0515305776	0.0476964352	0.0878239396	0.0194394529	-0.0710816712	-0.0377640065	0.2427620693	-0.0082854468	0.0177519659	0.1673019483	-0.0338143899	-0.0415348277	-0.207327119	0.0404576299	-0.1653618327	-0.0858891051	-0.0439698548	0.1191439496	-0.0812890617	0.1178715394	0.0892187685	0.074752868	0.018476686	-0.0912689601	-0.0084685936	-0.0228331786	-0.0554564878	-0.0553474936	-0.1294215584	0.0336005738	0.0960089386	0.1762493393	0.0110940067	0.165598044	-0.0125361707	0.0254708777	0.2244729515	0.1023758436	-0.0754622576	-0.1694245321	-0.0566360466	-0.1008500969	-0.0480953574	-0.0218170018	-0.131109695	-0.1294153587	0.0035786073	0.0884494239	-0.0962410935	-0.0713647055	0.0741558362	0.0227476299	0.0548837669	-0.0130492813	0.0795082454	0.0843069198	-0.0043014822	-0.1486951433	-0.0862669899	-0.1950793648	-0.2003025837	0.0569724549	0.0348984199	0.053664083	-0.0207317216	-0.0332616277	-0.0514663559	0.0343612274	0.15725353	-0.0322315896	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0199909245272209	0.0015926827569643	2.536638364331409e-06	0.000399637063453	-0.0585334968214112	-0.0823510643382831	0.0034261702501421	0.006781697797648	0.0004814351505544	-0.0226837066776895	2.317798041893378e-07	0.0005145505486394	0.0004721175916482	0.0017242786069717	2.9731367144602662e-06	2.228950203436965e-07	-0.0012329556346863	-0.0004577147779807	1.520179597104697e-06	2.095028179819216e-07	0.0001897912016085	0.0006037766328149	3.645462223332986e-07	3.602070020799829e-08	0.0	0.0	0.0	0.0	0.0
938.1875800362576	6.865569962740437	47.13605091328373	880195.9353342892	1087.7685087268478	9.877012833304889	97.55538250926946	1183240.3285778305	864.2598670156378	4.265530368738041	18.19474932662649	746945.117733888	883.117935696551	772.2100636469853	1.20284	26.667294	0.1553261165023184	0.080736699721773	-0.113894589	-0.080502091	0.0101157861	-0.0612778404	0.1929445594	-0.109239697	0.0187197786	-0.0165365049	-0.0236505877	0.0775012471	0.1515401778	-0.0671181609	-0.0323907773	-0.0824425876	0.009302121	-0.0727596206	0.0272698773	0.0245605776	-0.0075730363	-0.0452317341	0.1624762166	-0.0725742914	0.0664186543	-0.0480259363	0.0885477473	-0.0860678609	-0.0843385161	0.012373638	0.0259087369	0.0148125829	0.1518672088	0.1557085772	-0.1016862574	0.1042076432	-0.0237795578	0.0502692391	0.1217523997	0.0126716645	0.033437973	0.0705575213	-0.192898154	-0.0018034422	-0.268675307	-0.0437115136	-0.1463539253	0.034459014	0.090612099	-0.0544369145	-0.1237881647	-0.0171122453	0.0332002837	-0.0876590544	0.0237661987	0.0372525205	-0.1753224222	0.1039405011	-0.0451284115	0.065486471	-0.0397052936	0.1423000835	0.0780500349	0.0437248729	0.0414438659	-0.1511606052	0.1267698287	0.028491065	-0.0289443904	-0.0088003978	0.0038029702	-0.1396274507	-0.2015632805	0.0638660938	-0.0309578407	0.087050434	0.035309674	-0.1820107658	-0.0793235339	0.1695287836	-0.0610432474	0.0053594093	-0.0172490562	-0.0521179259	0.1052254177	-0.0953156828	0.0511366377	-0.0907885812	-0.0053698475	0.0192786649	-0.0502877335	0.0502346283	-0.113561817	0.0557014295	-0.1109353378	0.1046098828	0.037685554	0.054572107	0.0252973119	-0.0058761288	-0.0079284324	-0.0986315787	-0.024829182	0.1297288321	-0.1101082569	0.028803257	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0127263430197217	0.0072645815074992	5.277414447909935e-05	0.0001619598066556	-0.0352468512947581	0.023286645526653	0.0012423405261947	0.0005422678598839	-0.0683559663438302	-0.0688374014943846	0.0046725381347988	0.0047385878444991	-0.00051196607835	-0.0009840836699982	9.68420669557126e-07	2.621092653810783e-07	-0.0012330153877482	-5.975306189990108e-08	1.5203269464238438e-06	3.5704284064134086e-15	5.5184865192969466e-05	-0.0001346063364155	1.811886580321098e-08	3.045369346366213e-09	0.0	0.0	0.0	0.0	0.0
939.9571569038092	1.7695768675515635	3.1314022901736047	883519.4568146921	1089.1656630142877	1.3971542874398892	1.9520401029116643	1186281.841489353	864.8556717320492	0.5958047164114078	0.354983260098078	747975.3329270941	884.2251640337021	800.3762783298245	1.221843	27.088608	0.106902627973364	0.0522628232737177	0.0587340446	-0.1804247939	0.074126818	0.0525194296	-0.0422923668	0.2027615551	-0.063652611	0.0034338315	0.0622186364	0.1454859989	0.0143750227	0.0334385582	0.1265178337	-0.0320651279	-0.0885497787	-0.0994800206	-0.0292170356	-0.039314838	-0.0706083178	0.1697298174	0.1598881249	0.0138787162	0.0938337376	-0.00785973	-0.0568726967	-0.0438292837	0.1088856632	0.0243852185	-0.0314035014	0.0679413095	0.065816059	0.0010574818	0.0116232118	-0.0580425173	0.1591350457	-0.0022375947	0.0496192989	-0.0002821531	0.0606272753	-0.0558927029	0.0148483516	-0.1493372881	0.1106648537	0.1381044086	-0.0189309467	0.0159533172	0.0115531721	-0.0073826461	0.0581596669	0.0442679543	-0.0072597996	-0.0555471053	0.1627820936	0.1399140884	-0.1513546249	-0.1123404459	-0.0610766077	-0.0519141486	0.0707555202	0.0567530159	-0.0758596437	-0.0600812699	0.0339488778	-0.0363577296	-0.0057712312	0.0458442652	-0.0273098426	0.1203665249	-0.0344335073	0.1117747183	-0.0564878434	0.0223541364	0.0613359199	0.0143599806	-0.0170128571	0.0598612622	-0.0871891795	-0.0256847578	-0.0526628218	0.1412259363	0.006919297	-0.1150552849	-0.062711845	-0.0043452798	0.0979446735	0.0850698908	-0.1493867132	0.0235009826	-0.1138748887	0.103738272	-0.0213905696	0.0122535834	-0.0560629653	0.0455702769	0.0327303664	-0.0124592019	0.0504857816	0.063164054	-0.0075956936	-0.1240830206	0.0130853718	-0.0088996539	0.017010853	-0.0259760548	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0027822382764384	0.0099441047432832	9.88852191453894e-05	7.74084982687892e-06	0.0004745234537324	0.0357213747484905	2.251725081421252e-07	0.001276016613922	-0.0548151115534665	0.0135408547903637	0.0030046964546189	0.0001833547484537	0.0001020713660686	0.0006140374444186	3.770419831481253e-07	1.0418563771110148e-08	-0.0009829923688635	0.0002500230188846	9.662739972438754e-07	6.251150997221898e-08	0.0001450502757142	8.986541052123054e-05	8.075792008149293e-09	2.103958248476544e-08	0.0	0.0	0.0	0.0	0.0
937.1458076176706	-2.81134928613858	7.9036848086719	878242.264735376	1084.9045772828918	-4.261085731395951	18.15685161030617	1177017.94180937	864.50224745901	-0.3534242730391952	0.1249087167732836	747364.1358616794	885.5469827859765	771.656450975096	1.128211	25.012754	0.0910748145431693	0.0633865563686657	0.061673563	-0.1122272667	-0.0307367854	0.0247972717	0.1003269823	-0.0468018434	-0.0881812727	-0.102860294	0.0790229415	-0.0345286603	0.0556805882	0.0722958042	0.0274563005	0.1352769233	-0.0884703446	-0.100555602	0.0321569435	0.100340083	-0.087057558	0.040245087	-0.0060048958	0.0073772975	0.0317876506	0.1281867522	0.0154220673	-0.0593863458	-0.0048652652	0.0033191197	-0.0344934266	0.0810967914	-0.1044778711	0.018748072	-0.0277669759	0.0543936063	0.1182028847	0.0544992281	0.060160977	-0.1195595627	-0.2279834904	0.0196397885	0.0207385797	0.1457086497	-0.1076612856	0.020718695	-0.0087629212	-0.0349778509	0.1784953592	-0.0557226407	0.0517163375	0.0903025411	0.1268409245	-0.0278587758	0.0622457725	-0.0477421014	0.0449451612	-0.056168421	-0.0645074368	0.0570369764	0.0275577978	0.0065546009	0.0150264081	0.0029965204	0.0329663821	-0.0484575033	0.0478943447	-0.0346660044	0.1481489391	0.1878910078	-0.0342958877	-0.0064616467	-0.1275187528	-0.0928450329	0.063946187	0.1123980802	0.105812464	-0.0055149197	0.0518369595	-0.0928437182	0.1345184801	0.0374397797	-0.0088461299	-0.058241336	0.0980970438	-0.0500455676	-0.0544387656	0.0881878495	-0.0957821273	-0.0371699845	-0.0719243068	0.0383282548	0.0749507986	0.0402665058	-0.0542944853	0.1457991527	-0.0815312426	-0.0137510992	-0.0247663571	0.0083097285	0.0285800877	0.0604522996	-0.0165905043	0.0226960761	-0.1232602071	-0.0330560899	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.002822826615457	-4.058833901859991e-05	1.6474132642887996e-09	7.968350100932422e-06	-0.0530421439003561	-0.0535166673540885	0.002813469029546	0.0028640336846881	-0.0547660939794525	4.901757401400142e-05	0.0029993250497662	2.402722562218107e-09	-0.000454023278962	-0.0005560946450306	3.092412542317091e-07	2.0613713783940609e-07	-0.0009829893070785	3.061785000015027e-09	9.662679778306697e-07	9.37452738631702e-18	-4.822284299116499e-05	-0.0001932731187053	3.7354498414098114e-08	2.3254425861505508e-09	0.0	0.0	0.0	0.0	0.0
935.987004766754	-1.1588028509165724	1.342824047292376	876071.6730922397	1086.2238490892494	1.3192718063576194	1.740478099050096	1179882.2503302644	863.2621436537357	-1.240103805274316	1.5378574478558389	745221.5286656431	883.1433350801647	779.0838246729467	1.2237	27.129778	0.0983715752219283	0.0560407057385435	0.1945083659	0.0018508458	0.027351649	0.0484628379	-0.0417454395	0.1211263592	0.0199141867	-0.0297150892	0.1566042389	-0.0618032745	-0.0752480634	0.0903888435	0.0079417878	-0.0565182102	0.0533378041	-0.0063425467	-0.0024737844	-0.0325829946	-0.0410369507	0.046387382	-0.1737204319	0.0084913892	-0.0265409663	2.85272e-05	0.1004753375	0.093585085	0.1013453474	-0.0952893379	0.1358290684	-0.0786592716	0.1939995524	-0.0268572243	-0.0960030662	-0.0476183808	0.0512674554	-0.0579573731	-0.2183735423	0.0332016891	-0.0800187149	-0.0628828813	-0.0449412815	-0.0396301198	0.1549860433	-0.0438425051	0.0140623213	0.0478091423	0.1490621433	0.078249831	-0.1083564804	0.024478603	-0.0376041396	-0.0363174806	0.0908552334	-0.0483788474	0.1643121363	0.0481767812	0.1083388931	-0.0743035874	-0.0073930408	0.0330834826	-0.1270153861	0.0750886571	-0.2192218236	-0.0471763527	-0.0226387688	0.030736201	-0.1463106948	-0.0980333143	0.0356408532	0.1927275573	-0.1278137677	0.0156578778	-0.1218196786	0.0331884532	-0.0419046967	0.1072566123	0.1458939762	-0.0363001071	-0.0184828741	0.0165387914	0.0555105088	-0.0065750738	-0.0730255193	0.0960782538	-0.0678203689	-0.0120062697	-0.1090441991	-0.0431271498	-0.0857334514	0.017384783	0.1106725082	-0.1163363602	-0.0367246189	0.0587701515	-0.1117569807	0.0716202487	-0.0039769191	0.1331999846	0.0216774488	0.055505484	0.0194294078	0.0549022599	0.1111017908	0.097252642	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0028837306883957	-6.090407293869986e-05	3.7093061005224724e-09	8.315902683195137e-06	-0.0744678915953898	-0.0214257476950337	0.0055454668786627	0.0004590626642912	-0.0731286052964961	-0.0183625113170436	0.0053477929126107	0.0003371818218685	0.0004270264908105	0.0008810497697724	7.762486968161751e-07	1.8235162385393004e-07	-0.0008079861369842	0.0001750031700943	6.528415975586505e-07	3.062610954305451e-08	6.617245988028235e-05	0.0001143953028714	1.3086285319050168e-08	4.378794446607577e-09	0.0	0.0	0.0	0.0	0.0
