global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37
935.0509173845514	n/a	n/a	874320.2181016912	993.3925615946451	n/a	n/a	986828.7814315708	846.9440101458507	n/a	717314.1563219349	n/a	859.6135659581686	703.3275079612272	n/a	n/a	n/a	n/a	0.0043988002	-0.0848793456	0.0885104847	-0.0666127169	0.1782745181	0.1596238739	-0.0816181979	0.1526891455	-0.054008128	0.0741509377	-0.0972070206	0.0721929106	-0.0210665444	-0.1349285886	0.0485472514	-0.0409953594	0.0382465708	0.0315646976	-0.0994023578	0.0656074313	-0.0817145447	0.0764014445	-0.1481692332	0.0149683059	-0.0464810746	0.0361860964	-0.004038121	0.0314608052	-0.0103586987	0.0481540821	-0.0687823096	0.053215116	-0.1479621242	0.0450842171	-0.0058782266	0.0428300243	-0.0462162289	0.1431885292	-0.0162765464	0.117925384	-0.0631713686	0.0796768352	-0.0460139886	0.0823810094	-0.0291247928	0.0395617138	-0.0208745968	0.0130603868	-0.0175603922	0.0427446081	-0.1663251863	0.0695512163	-0.0927808172	0.0725599744	-0.1580003092	-0.0141366766	0.0195281723	-0.011376867	0.1134607121	-0.0018955749	0.1134369505	-0.0425998063	0.0712617049	-0.0200143816	0.1078810913	-0.2124958525	0.0068325048	0.0969272918	-0.132178513	-0.0748999952	0.043382451	-0.0359127497	0.0998526276	-0.0533070863	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.1117544089790953	n/a	n/a	0.0124890479262668	0.8202203176048073	n/a	0.6727613694117309	n/a	1.5708326015357343	n/a	2.4675150620475232	n/a	-0.0278252602996877	n/a	0.0007742451107453	n/a	-0.0045393814595582	n/a	n/a	2.060598403538073e-05	0.0051368962355324	n/a	2.6387702934626945e-05	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
928.5749995443952	-6.475917840156285	41.93751187245445	862251.5297788734	990.8857616556102	-2.506799939034977	6.284045934345764	981854.5926518186	846.3240875396475	-0.6199226062032039	716264.461149817	0.3843040376817727	859.405237486404	694.6474876271673	1.083232	30.325323	0.4405933520486066	0.2171122429201957	-0.026039749	-0.0941170057	0.0707370327	-0.0646575191	0.1960608038	0.1564349563	-0.0752984265	0.1171758353	-0.0516738604	0.0397618399	-0.0963004265	0.2411372915	0.0328387541	-0.1292374925	0.0349355877	-0.0232433513	0.0609143956	-0.0287019959	-0.021753013	0.1049728706	-0.1890426504	0.0126071516	-0.16214037	0.0970912846	0.0951056963	0.049943211	0.0217826709	-0.0336918203	-0.0398661089	-0.0018434314	-0.032354458	0.0018749789	-0.1428894662	0.0252845446	0.0070762815	0.0549700354	-0.0509649411	0.0516129497	-0.1603243165	0.1765540375	-0.006992588	0.0770061151	-0.1273676541	-0.0052430157	0.0614437495	0.035946697	-0.0251857921	0.0551635632	-0.0236400373	0.0223235549	-0.1616658258	0.0383661758	-0.0808988067	0.0977776709	-0.2028870559	-0.0809001781	-0.0341810617	0.0095509231	0.1073665326	0.0877042217	-0.1194334135	0.1284936625	0.0604004428	0.0877515053	0.1346275101	-0.1578646409	-0.0893799711	0.0558726017	-0.0292442503	-0.0153218913	-0.0213883145	-0.0937414651	-0.2267440397	0.0571038463	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.1740929888590443	0.062338579879949	0.0038860985414487	0.0303083687698753	0.845783719880373	0.0255634022755657	0.7153501008146813	0.0006534875359024	1.7311805234913962	0.1603479219556618	2.9969860049159447	0.025711456075499	-0.0278832300577165	-5.796975802880092e-05	0.0007774745184515	3.360492845917728e-09	-0.0062558411923125	-0.0017164597327543	2.946234014166963e-06	3.913554902343389e-05	0.0072093357034979	0.0020724394679654	5.197452128572956e-05	4.295005348381122e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
923.4183064954806	-5.156693048914576	26.591483200723907	852701.3687709813	981.8519887376106	-9.033772917999611	81.60905313398324	964033.3277880008	843.9761975077345	-2.347890031913039	712295.8219596144	5.512587601956611	857.3127458973263	674.6754868495896	0.926869	25.947912	0.1638528995993312	0.0746358358534206	-0.0261464307	-0.0536326696	0.0932641044	-0.1063023844	0.1570726248	0.1100154803	-0.0299673914	-0.0130696291	-0.0272715144	0.001906712	-0.171141901	0.1721484206	-0.0683048325	-0.1408249105	-0.0290535824	-0.0329849509	0.0914949576	-0.0286015617	-0.055280059	0.1673711457	-0.1057365621	-0.0103971214	-0.1553611042	0.0800208381	0.0470578398	0.0727867012	-0.0242200476	0.0103317916	0.0040295321	0.0147166274	-0.128079582	-0.0320978746	-0.1512719653	-0.0372668737	0.010399417	0.0858197338	-0.0354328069	0.0745210611	-0.1417703689	0.1257402567	-0.0658498365	0.0449326483	-0.1594671615	0.0487078885	0.0422486612	0.0990945764	0.0850312145	0.0647273088	0.1306003675	0.0536953575	-0.1576779137	0.0623918603	-0.1021217219	0.0952638219	-0.1628078061	-0.0284389034	-0.0046335057	-0.0141432898	0.099633008	0.0685798109	-0.0401864068	0.0435647755	0.0933576518	-0.0145854534	0.1613322234	-0.1356073637	-0.0368359961	0.046526275	-0.036526052	0.0192232395	-0.0138197065	-0.0164009363	-0.0852203278	-0.0015163862	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.141633950160255	-0.0324590386987893	0.0010535891932495	0.0200601758379976	0.8643221247751143	0.0185384048947412	0.7470527353757682	0.0003436724560413	1.6771189639126405	-0.0540615595787556	2.8127280191154087	0.0029226522240873	-0.0276020044107342	0.0002812256469823	0.0007618706474901	7.908786452061356e-08	-0.0057083777212509	0.0005474634710616	2.997162521468154e-07	3.2585576208473615e-05	0.0068621468930009	-0.0003471888104969	4.708905998112191e-05	1.2054007013432138e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
929.0795583340496	5.661251838569001	32.04977237970089	863188.8257141926	991.177288143114	9.325299405503417	86.96120900228235	982432.4165307377	846.2586198194253	2.28242231169088	716153.6516186787	5.209451608904339	859.6178296355997	673.5543548583985	0.865413	24.227444	0.4209335391431565	0.1992460822204808	-0.0181148191	-0.0876260362	0.1061181943	-0.0729916513	0.1544523751	0.126402726	0.0418175211	0.0574094856	-0.0013381101	0.0730321842	-0.1026722977	0.0676680468	-0.09356758	-0.1416101861	0.0282623256	-0.048568642	0.0246066141	0.017638806	-0.0770306248	0.0697828472	-0.0956117584	0.0374660679	-0.1016197793	-0.0197007406	0.0216387522	0.0563409818	0.0623423414	0.0759585766	0.0783376984	0.0937006123	-0.0654029386	0.0040506037	-0.1476339387	0.0117454619	-0.0370812353	0.053336543	-0.023276771	0.0913194326	-0.0703705516	0.0885791178	-0.0653819533	0.0556182089	0.0010837471	-0.0060902247	-4.1988e-05	0.1086864607	-0.0920753964	-0.0531184471	0.0070435441	0.0402549224	-0.153216974	0.0678794228	-0.0919605405	0.0720761375	-0.1383022827	-0.0160740884	-0.0434386027	-0.009154201	0.0805809779	0.0217701409	-0.0466754987	0.0345766177	0.0450722083	0.0809280605	0.0655513158	-0.0543186223	-0.0514465593	-0.0139395126	-0.0430690801	0.0020930332	-0.0113076361	-0.0021990417	-0.0447244104	0.0088885592	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.1043799720717117	-0.0372539780885433	0.0013878588834216	0.0108951785696913	0.7751599291452322	-0.089162195629882	0.6008729157524415	0.0079498971295413	1.5380959280726143	-0.1390230358400261	2.3657390839535566	0.0193274044941772	-0.0273328765566845	0.0002691278540496	0.0007470861408629	7.24298018253966e-08	-0.0049986350441171	0.0007097426771337	5.03734667745053e-07	2.4986352304275563e-05	0.0047311308324903	-0.0021310160605106	2.238359895414036e-05	4.541229450154119e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
929.79156652356	0.7120081895104704	0.506955661929978	864512.3571783358	990.3252774600325	-0.8520106830815166	0.7259222040850325	980744.1551762904	846.1725314579867	-0.0860883614386693	716007.9529940175	0.0074112059751949	858.6653359041635	681.8365658762045	0.926974	25.95084	0.5550342007528709	0.3591188298098501	-0.038611776	-0.135837898	0.1235446425	-0.0430097715	0.1032811125	0.1462253794	0.0032477927	0.0451385211	-0.0414094719	0.093190931	-0.0318236355	0.0110708309	-0.024656399	-0.156237994	0.0150055627	-0.0659040866	0.0377281746	-0.0403755735	-0.0690650224	0.0164169536	-0.0675357261	0.0452334929	-0.0654895717	-0.0890296347	0.0472801143	0.0052687235	-0.0597129592	-0.0061070513	0.0578214942	0.0583618964	0.0025425849	-0.0491164485	-0.1605257693	-0.005602964	-0.0434742155	0.0717810287	0.0337605886	0.0797757063	-0.0132902059	0.0854735692	-0.0932461664	0.0525165123	0.064937967	0.018103797	0.0599176507	-0.0433976887	-0.0885843701	-0.0596639215	-0.0031011481	0.111043868	-0.1808216975	0.051842918	-0.1053924134	0.0100302518	-0.0769349355	0.0029214471	-0.0384301386	0.0250776377	-0.0054952138	0.05363087	-0.0493563379	-0.0177884314	-0.0245193037	0.0177303867	0.0654906223	0.0485060442	0.00651389	-0.0643671287	0.0817768701	-0.0368705169	-0.0127879689	2.6937e-06	0.0897864486	-0.027989699	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.1250984457739719	0.0207184737022601	0.0004292551525512	0.0156496211350633	0.790687826664211	0.0155278975189787	0.6251872392349734	0.0002411156013599	1.4026389793026723	-0.1354569487699419	1.9673961062592424	0.0183485849700626	-0.0209558155743289	0.0063770609823556	0.0004391462063852	4.066690677268217e-05	-0.0042810771389176	0.0007175579051995	5.148893473142949e-07	1.8327621469362906e-05	0.0041591321048116	-0.0005719987276787	1.7298379865274567e-05	3.271825444660517e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
930.511001970568	0.7194354470079816	0.5175873624115742	865850.7247882704	994.0164089860588	3.691131526026311	13.624451942425322	988068.6213335396	846.4591947990328	0.2866633410461645	716493.1684598271	0.0821758710997496	860.091430786623	688.255989748024	0.898517	25.154202	0.5625647315433817	0.2843298226862348	0.0346158667	-0.1214125754	0.1201921765	-0.065210655	0.1000755181	0.1427753083	-0.0111526234	0.0508320759	0.0605856645	0.0496635128	-0.0941538148	-0.0623774467	-0.0036575575	-0.1472752711	0.0164005587	-0.1061780719	0.0087290741	-0.0789249201	-0.0138773129	0.0571390869	-0.0968132986	0.0289617083	0.0169446039	-0.0110154248	-0.0416132028	-0.0280815413	-0.0034761382	0.0927504979	-0.0078143593	0.0422507734	0.110737622	-0.0067526239	-0.146670757	0.0037756602	-0.1051071386	0.0532225167	0.0483147207	0.0114370504	-0.0926236658	0.0205787469	-0.0049557926	0.053310558	0.0273531649	0.0531714439	-0.0324421918	0.0223715186	0.0360360753	-0.0717465248	-0.0557110172	-0.074176666	-0.1554072111	0.0986368154	-0.0740515275	0.0264285814	-0.0198982365	0.025575305	-0.0311088261	0.0038267699	-0.0392515516	-0.08728434	0.0116819932	-0.0924750804	-0.0359167607	-0.0052336402	-0.0645065971	0.0838498496	0.0226372411	-0.0050433006	0.0095398282	0.0175365942	0.0157075198	0.0287083018	0.0440085512	0.0137269101	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.1276361505231307	0.0025377047491588	6.43994539390323e-06	0.0162909869203632	0.6097962621095832	-0.1808915645546278	0.3718514812828194	0.032721758127021	1.3077164006050523	-0.09492257869762	1.7101221844114338	0.0090102959466058	-0.0236554365556894	-0.0026996209813604	0.0005595796786402	7.287953443001827e-06	-0.0019121879346859	0.0023688892042317	5.611636061925497e-06	3.656462697558328e-06	0.0035433846195643	-0.0006157474852472	1.255557456216484e-05	3.791449655883735e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
928.933375257406	-1.577626713161976	2.48890604608226	862917.2156671168	990.1618595780998	-3.854549407958984	14.857551138396955	980420.5081631604	844.9240624146929	-1.5351323843399314	713896.6712473478	2.356631437449203	857.8554232800342	694.3548696678805	0.768047	21.501661	0.2625548539245415	0.1336702704840446	0.0885432062	-0.1236260681	0.1274589875	-0.0510077459	0.0664488383	0.1017394278	0.0089709575	-0.0285170353	0.0713311396	0.1153764833	-0.0912510691	-0.1079073254	0.0925984217	-0.1641984018	-0.0524280141	-0.128134434	-0.0079434785	-0.0513989031	-0.0589711254	-0.0060630302	0.0221268484	0.0209631416	0.05802078	-0.0101833677	0.0170322947	0.0656136439	-0.0243267728	0.0631063809	-0.0082062315	-0.0581558751	0.0859249639	-0.0062839288	-0.1600290087	-0.0666731862	-0.1224097104	0.0391652354	0.0686591369	0.0524625166	0.0138427241	-0.0531728456	0.0048020159	0.0173077549	0.0264518577	0.0436512618	0.0427105751	0.0333562223	0.0503850152	-0.0115198396	-0.0177061335	-0.0649527508	-0.1437452124	0.1409262937	-0.075476581	-0.0052644941	0.0608160118	0.0327587609	-0.0137557535	0.0210091891	-0.1234513586	-0.0768308222	-0.0287508344	-0.1184847765	-0.0876193731	-0.0631085084	-0.1357215172	0.1219018324	0.0442368981	-0.0532213381	0.0866298533	0.0144611486	-0.03826885	0.0849934965	0.0359798862	0.0010544565	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.1263322363961805	-0.0013039141269502	1.7001920504603478e-06	0.0159598339528604	0.5629560898795205	-0.0468401722300626	0.3169195591324387	0.0021940017345419	1.1961173978422437	-0.1115990027628086	1.4306968294209004	0.0124543374176533	-0.0230233976618344	0.0006320388938549	0.0005300768398949	3.9947316334545005e-07	-0.0011760293599922	0.0007361585746937	5.419294470950598e-07	1.3830450555636636e-06	0.0028553467920186	-0.0006880378275457	8.15300530269091e-06	4.733960521338067e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
930.8524444504926	1.9190691930865569	3.6828265678538887	866486.2733394575	996.1195804990572	5.957720920957399	35.494438572013486	992254.2186536175	845.8048649183328	0.8808025036398703	715385.8695195192	0.7758130504182638	860.3736237266776	690.6387898134898	0.808963	22.647118	0.3232359232940703	0.1612869596149153	0.0783829715	-0.1106559018	0.1235140393	-0.0608382396	0.0366244503	0.1269445678	0.0327372389	-0.0063880756	0.1254513427	0.0950180277	-0.0529772033	-0.1474075471	-0.0019780972	-0.129738384	0.0019894336	-0.1313052045	-0.0089733016	-0.0692694727	-0.0226057452	0.0513189431	0.0642336435	0.0163904475	0.1064881727	0.0302759684	-0.0130855998	0.0066657025	0.0570757225	0.0974321463	0.0532213686	-0.0455221673	0.0352878843	0.0246024763	-0.119483192	-0.0124309937	-0.1442861625	0.0551175903	0.0791123477	-0.0101126704	-0.0341695007	-0.1217195106	0.0025120363	-0.0080984008	-0.0198873249	-0.0124654359	-0.0340051578	0.0462044753	0.0113682475	-0.0071066363	-0.0104143525	-0.1351481683	-0.1202833129	0.1341903627	-0.0501110108	0.0083342875	0.0865809964	0.063644466	-0.0148082375	-0.010666098	-0.0774662505	-0.1615061177	0.1157191409	-0.1165368205	-0.0381320524	0.0002153643	-0.2139042383	0.1374904851	0.058535829	-0.0114046913	-0.0164705101	0.0334060396	0.0376782586	0.0314175023	0.0945966984	-0.0105014601	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0715762265580934	-0.054756009838087	0.0029982206133886	0.0051231562082955	0.5095990442734148	-0.0533570456061056	0.2596911859243778	0.002846974315812	1.0777355653378962	-0.1183818325043475	1.1615139487941946	0.0140142582670873	-0.0226148050520249	0.0004085926098095	0.000511429407541	1.6694792079093898e-07	0.0002429569656341	0.0014189863256263	2.013522192314428e-06	5.902808715012925e-08	0.0027481050205438	-0.0001072417714747	7.55208120393804e-06	1.1500797549053216e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
929.0431709317544	-1.8092735187382232	3.2734706656073915	863121.213454929	988.4404763846562	-7.679104114400957	58.9686399998097	977014.5753555262	848.2629912974633	2.4581263791304764	719550.1024049203	6.042385295777106	861.3202375746475	683.2533648272595	1.200332	33.603569	0.2674313778325035	0.1779540114879415	0.1206762098	-0.0757000208	0.1561719716	-0.1212405787	-0.0680967015	0.0532518503	0.0150964722	-0.1429517095	0.0102539616	0.2328635816	-0.1268987101	-0.1658686951	-0.0105646506	-0.1787121687	0.0607805292	-0.1580476	-0.0659990581	0.067047728	-0.0727785006	-0.0434151321	0.2241192078	0.0194037176	0.1441356751	-0.0603893879	-0.1107036281	0.0869407615	-0.0023639474	-0.0205414071	0.0415000144	-0.0926451548	0.08766316	0.0161566743	-0.1563833462	0.0280119844	-0.2064202297	0.0198418033	0.0223832846	0.0327553725	0.1668904371	-0.2414887864	-0.0794666642	-0.0410757111	0.0878934782	0.0515922411	0.0143495087	-0.0103866655	-0.081094579	0.0285732469	-0.0219316937	-0.0241741833	-0.068467965	0.1823145294	-0.0922159482	-0.003229099	0.2191139597	0.0827128167	-0.0244049118	-0.028280097	-0.1866527681	-0.0330466002	-0.0785435216	-0.095773206	-0.094345539	0.0053880993	-0.2633674451	0.2264326315	0.0910684214	-0.0866726527	0.1509728134	0.0825407974	-0.1008585432	0.0577080879	0.0309590636	-0.0355124803	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0500226751485683	-0.0215535514095251	0.000464555578363	0.0025022680290191	0.5120023613485785	0.0024033170751636	0.2621464180265203	5.775932963772986e-06	0.9088311592413164	-0.1689044060965797	0.8259740760079151	0.0285286983988383	-0.0219025910811194	0.0007122139709055	0.0004797234960667	5.072487403529826e-07	0.0003359641879236	9.300722228949996e-05	8.65034339800846e-09	1.12871935567164e-07	0.0020619241487141	-0.0006861808718296	4.251531195050367e-06	4.708441888649669e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
923.5962925572318	-5.446878374522612	29.66848402684209	853030.1116254637	978.9816805083176	-9.458795876338629	89.46881943024061	958405.1307708896	846.9165573754842	-1.3464339219790418	717267.6551567419	1.8128843062558644	861.063372263468	675.437819044274	2.206254	61.764599	3.034386787982302	1.7928488274546353	-0.0054199879	0.0590056608	-0.1319820594	0.0203771638	-0.1399857985	-0.0687598328	-0.0623574015	0.0399642547	0.2316412795	-0.3407255385	-0.0864437483	-0.1998666307	-0.0107854924	0.0770249149	0.1179785663	0.0993388268	-0.0630763915	0.1767549435	-0.3270295318	-0.2772402669	0.2202869162	-0.4003528046	-0.0063804933	0.0241916624	0.0154673922	-0.0545792368	-0.1814503454	-0.1334853889	-0.0737121096	-0.1025480013	0.075157913	-0.1301613522	0.0872855633	0.1663702943	0.0576765781	-0.1363471181	-0.0851537506	0.3057230638	0.1998899428	-0.0826351347	0.1712367929	-0.5171131838	-0.0090514251	-0.021479195	0.1767365073	-0.1269855708	0.2178529111	0.0741436833	0.1335856491	-0.0747496636	0.1724975818	-0.1008157843	0.1145181035	0.0344895715	0.041310636	-0.0234672827	-0.0827714485	-0.0726730855	-0.2264526386	0.1443488048	-0.0204296584	0.2395473159	-0.1879734474	-0.0539959187	-0.1539119863	-0.0184087108	-0.213486658	-0.2645017387	0.1047066004	0.115173871	-0.0486363402	-0.045289626	-0.0083053031	-0.1980217837	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0923454967432491	0.0423228215946808	0.0017912212277351	0.0085276907687574	0.2440961746812746	-0.2679061866673038	0.0595829424940313	0.0717737248546162	-0.322477747333501	-1.2313089065748173	0.1039918975252893	1.5161216234104722	0.0013564232711049	0.0232590143522243	1.8398840903949173e-06	0.0005409817486369	-0.0025801296387293	-0.0029160938266529	8.503603205843154e-06	6.657068952649388e-06	0.0057437934327469	0.0036818692840327	3.2991162998066416e-05	1.35561614247042e-05	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
