global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
933.3108266520992	n/a	n/a	871069.0991460248	944.872853796166	n/a	892784.709840911	n/a	854.9720620937906	n/a	n/a	730977.2269609085	877.1831007179925	802.7809704532572	n/a	n/a	n/a	n/a	-0.0391692863	-0.0335525415	0.0768237337	-0.0246566476	0.1177439669	0.1105610582	-0.0381136214	0.1081203105	-0.0303788617	0.0158405426	-0.1015379468	-0.1481861341	0.2061754475	-0.0672068453	0.1059129578	0.0734746597	-0.0161144357	0.0506676991	0.0252728201	-0.1349338139	0.0235497582	-0.0834883298	0.1322664215	-0.0594369133	-0.1591837405	0.0427706084	-0.0909016253	0.1036097851	-0.0628916317	0.0439300307	-0.061918572	0.119190004	-0.0720671748	0.0762699594	-0.0402124085	0.0811712927	-0.0531084643	0.0112078264	0.1102306469	-0.1312600991	-0.0919043595	0.0800781253	0.1133840016	-0.0647416283	-0.075393615	0.1092986673	-0.1117656063	-0.0407905409	-0.0454458698	-0.0424022999	0.1042176708	0.0210440542	-0.0141107157	0.0572762812	-0.0647990846	0.0977540489	-0.0142868058	0.1358414368	-0.125203425	0.0712670631	-0.1324715566	0.0473989846	-0.0285252571	0.0213506327	-0.0310419907	0.084603031	-0.0672508367	0.0240673117	-0.0392073201	0.0507034942	-0.092419827	0.0447711828	-0.0121656341	-0.1315238141	0.121675689	-0.02060453	-0.0634120961	0.2797099666	-0.0348451713	0.1393265657	0.0076183321	0.1158462627	-0.0863398436	-0.1879647892	0.1411484717	0.090976195	-0.0600374006	0.1061903035	-0.0074655101	0.053117949	0.0239250598	-0.1419843159	0.0422601443	-0.057260576	0.0189004205	-0.0670549711	0.0291732547	-0.0872425929	0.0552069554	-0.0353385833	-0.0416828675	0.0805445571	-0.0446471871	0.0597145256	-0.0933962791	0.019969247	-0.0191989715	0.0070776869	-0.0869228517	0.1370803912	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.029797791953996	n/a	n/a	0.0008879084053336	-0.0342348143612696	n/a	0.0011720225143505	n/a	-3.5842064846747235e-05	n/a	1.284653612478434e-09	n/a	-0.0005768830925396	n/a	n/a	3.327941024580528e-07	-0.0004091646742303	n/a	1.6741573063798757e-07	n/a	0.0005708816146598	n/a	n/a	3.259058179565804e-07	0.0	0.0	0.0	0.0	0.0	0.0
930.5343118926792	-2.7765147594200243	7.7090342092772355	865894.1056095819	929.659837653838	-15.213016142328	864267.4137465606	231.43586014673235	854.0607193756824	-0.9113427181081306	0.8305455498487156	729419.7123805082	876.125886076673	804.0212427451208	1.287037	22.651236	0.0971736489538212	0.0583293805083233	0.0097963808	0.0369787712	-0.0755558531	0.0916550881	0.1431317458	-0.0787770358	0.0821392976	0.0571881065	-0.0822971135	0.0390350491	0.1100398869	0.0341369133	-0.007566173	0.0325765963	0.0866911118	-0.0006467963	0.0397013631	-0.0543645872	0.2053912776	0.0598585515	-0.128344823	-0.0211910577	0.0743248788	0.0106381308	0.0194860684	0.0845783494	-0.0940408482	0.0715332774	0.1456724153	0.1447627948	-0.0733451277	0.1823813053	0.0737339001	-0.0820377157	0.0031323567	0.0931074113	-0.1142932363	-0.0922483134	0.0481166865	-0.0738444404	0.0905831463	0.0280240109	-0.183344877	-0.0720535883	0.085808199	0.0094389635	0.0464687563	-0.0113999494	-0.0672881803	0.0781471447	-0.0533058137	0.0653751466	0.1361084128	-0.0572326105	-0.0155449429	-0.0809563052	-0.0971646966	-0.1297880604	-0.0600258062	-0.0490923675	-0.2050291258	-0.0665414323	0.0529615487	0.0220875951	0.0491359231	-0.0309922037	0.2058175744	-0.0496703488	-0.0165670678	-0.0215796919	-0.0230316349	-0.0391357054	-0.0468606432	0.0577169188	0.1062192686	-0.0926972653	-0.0340130574	0.08206003	0.0303129088	0.1312180211	-0.0686093047	0.0049665611	0.083063712	-0.1522394332	-0.0970910115	-0.0823636628	0.0128274256	-0.0853076988	-0.0372547507	-0.0746271877	-0.1140045833	-0.0052772763	0.0849227339	-0.1548932292	0.049566698	-0.0528065682	0.075008092	-0.0416519437	0.0156649991	0.0505656008	-0.0505337385	-0.0680725451	-0.1394039846	0.2238107257	-0.0391128751	0.0314938281	-0.0582182267	0.1293333691	0.0247849908	0.1507103165	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.0303083728877879	-0.0005105809337918	2.6069288995180657e-07	0.0009185974671051	-0.0273995410125991	0.0068352733486705	0.0007507348477011	4.672096175104525e-05	0.0250177720090221	0.0250536140738688	0.0006258889162954	0.0006276835781623	-0.0013868509547173	-0.0008099678621777	6.560479377607136e-07	1.9233555706002864e-06	-0.0007377877561063	-0.000328623081876	5.443307730603693e-07	1.0799312994168021e-07	0.0004139889467637	-0.0001568926678961	2.4615309239555937e-08	1.7138684804251764e-07	0.0	0.0	0.0	0.0	0.0	0.0
926.716974657652	-3.8173372350271393	14.572063565924644	858804.3511186313	922.89575530822	-6.7640823456180215	851736.57516593	45.75280997830139	852.7893960032404	-1.271323372441998	1.6162631173172948	727249.7539355716	874.522438391532	785.9164372206374	1.135028	19.97595	0.0456480849608796	0.021417356997343	0.092908848	-0.1542060291	-0.0466262899	0.1147910439	0.020246282	-0.1053029067	0.156073927	-0.1410481247	-0.0280000139	-0.0949593169	0.0477827297	0.0822702721	-0.0733550525	-0.0810302115	-0.0485508557	0.0912132492	0.1850779208	-0.0264076197	0.0474977072	0.1005351094	0.0386750005	0.0579583212	0.0021364792	0.0065451491	0.1671323854	-0.0300011155	0.1343266997	0.0551912138	0.0269101225	-0.0618959816	-0.1015746508	-0.0294411374	0.0599374651	-0.1507074523	0.140798117	-0.0620818265	0.0007707264	-0.0064111579	-0.0041686248	-0.0686612683	-0.0146422241	-0.0957501091	-0.1108883835	-0.0233829561	-0.0043120589	-0.0310996053	0.1408364405	-0.0102375758	-0.0615967317	0.0209249744	-0.0411750454	0.1744980028	-0.0426647741	-0.1420229506	0.056873003	-0.0812103361	-0.0787069618	-0.0456979675	0.0413676795	-0.0888638903	0.1135773818	-0.0470912932	0.0145847484	0.018408939	-0.0234088488	-0.1865923188	0.048707253	0.0150081002	-0.1227197409	-0.0909594485	0.0083874971	0.1720203743	-0.0511692381	0.2100399591	-0.1234976074	0.0586849153	-0.0027419457	0.1263003594	0.0452991788	0.0272037734	0.0904487443	-0.0650161254	0.0486777711	0.0106462843	-0.0966446506	-0.1902235392	-0.0015639115	-0.0907348004	0.0624103768	-0.0986852039	0.1041791843	-0.039208583	0.0106477312	-0.1248219523	0.0453141338	-0.0875242615	-0.0961773546	0.0425187607	0.0075174593	-0.0515882771	-0.1507298785	-0.0829853836	-0.0040582077	0.0041138731	-0.0063172843	-0.0573090811	-0.0580191842	0.0577740953	0.1273633184	0.0273312796	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.0260698750081758	0.004238497879612	1.7964864275476263e-05	0.0006796383829419	-0.0164735945920853	0.0109259464205138	0.0002713793187843	0.0001193763051839	0.0407939066987808	0.0157761346897587	0.0016641428237488	0.0002488864257494	-0.0012168028764562	0.000170048078261	2.891634892029318e-08	1.4806092401520823e-06	-0.000737827243614	-3.948750769997098e-08	5.443890414190329e-07	1.5592632643552678e-15	0.0005380515004148	0.0001240625536511	1.5391517218432064e-08	2.894994170986175e-07	0.0	0.0	0.0	0.0	0.0	0.0
926.5659448333812	-0.1510298242708359	0.0228100078192795	858524.4501249765	930.2400971837792	7.3443418755591665	865346.638408487	53.93935758509193	852.9408652329918	0.151469229751342	0.0229429275614648	727508.1195844046	875.2829264738943	778.1223581943052	1.181536	20.794456	0.0633134893300109	0.0334878764594239	0.1126047327	0.0481932743	0.1238710747	-0.0021890937	-0.0371484559	-0.1188274676	0.0227103343	0.0046372276	0.1372359987	-0.0918791349	0.112254035	0.1155013771	0.0978014245	-0.012759457	-0.0351963735	-0.0838185116	0.1802826302	-0.0739141004	-0.038919994	-0.0302842169	-0.0904192543	-0.0643841434	0.1696396473	-0.0395847562	-0.0461213272	-0.2729492633	0.0854542556	-0.0813035602	-0.0634769438	-0.0020682163	0.0631834086	0.134652818	0.0247641329	0.0540503843	-0.0473750854	-0.089550501	0.0901443305	-0.1425912384	-0.0466395266	-0.1182462398	-0.0867810987	0.0924679043	0.0260456084	-0.0846353592	-0.0833740906	-0.0768823312	0.0952957801	0.091455602	-0.0422521446	-0.0598868798	-0.0781927428	-0.0167898739	-0.015609584	-0.2249734852	0.0297075265	0.032844797	0.0563220293	-0.0383569509	-0.2219620133	-0.0850892506	0.08704932	0.1048180367	-0.070001926	0.0069894806	-0.0466841629	0.0545214849	0.0701671295	-0.0942017262	-0.1103232886	0.027040927	0.2102879439	0.0047904747	0.0207634267	-0.0040492638	-0.0587316957	0.1082566912	0.0287303489	0.0763044908	0.0859886207	0.0204757622	0.0070519063	0.0846007017	-0.0241876645	-0.0308799862	0.0056228272	0.2029504972	0.0405929572	-0.1273747252	0.1179932511	0.0912117368	0.0006623389	-0.0030118292	0.0196116975	-0.0749267083	0.1328708785	-0.0312538903	-0.243982703	0.0378519317	0.0563977462	-0.2482226193	-0.1691178385	-0.0489603657	0.0268062237	0.1239771664	0.1062332347	-0.0867787503	0.0704559484	0.0590960488	0.0716573617	-0.1302543749	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0341796218763335	-0.0081097468681577	6.576799426559361e-05	0.0011682465516091	-0.0281617462665337	-0.0116881516744484	0.0007930839527806	0.0001366128895649	0.0430885448247906	0.0022946381260098	0.0018566226951179	5.265364129337773e-06	-0.0016199143084086	-0.0004031114319523	1.6249882657071434e-07	2.6241223665869125e-06	-0.0003833817109588	0.0003544455326552	1.469815362976969e-07	1.2563163561922846e-07	0.0004711894117945	-6.68620886203e-05	4.470538894668852e-09	2.220194617872469e-07	0.0	0.0	0.0	0.0	0.0	0.0
928.6186360136662	2.052691180285024	4.213541081619924	862332.571151882	920.9310634107476	-9.309033773031617	848114.0235548504	86.65810978744322	853.0977814037694	0.1569161707776629	0.0246226846515246	727775.8246360336	874.4173860172483	781.860477478191	1.053377	18.538925	0.0370574928050248	0.0162983204972377	0.0649631517	-0.022988467	-0.055338264	-0.0204841541	-0.0559914861	-0.0542043199	-0.0246378551	-0.1363968384	0.0342416423	0.0452209898	0.0106332335	0.0650711124	-0.0573271706	0.0813052527	0.0259668544	-0.0288551518	0.0842132766	-0.1341888746	-0.0031404879	0.0999916625	0.0673241108	0.0351502467	0.0781383761	0.1408556037	0.0306342499	0.0079434196	0.0349790516	0.001903714	-0.1045744986	-0.0519353426	-0.0364511049	0.1333778674	0.0048708278	-0.0123308422	-0.0441235239	0.0443257722	-0.0222220722	0.0817557733	-0.1417607568	-0.0117288497	0.0067525171	0.0548371871	0.0017678535	0.1919033339	0.173079771	-0.064917669	-0.1103160689	-0.0668425991	-0.1344943889	0.0087264122	0.1338363357	-0.0187375563	-0.003828738	-0.0732112827	0.1868055772	-0.0020153751	-0.0334000805	0.0587979065	-0.0016657007	-0.1426708947	-0.0086210348	0.0501461835	0.1070864284	0.0012687343	-0.0198515004	0.071031764	0.0687672451	0.0331521119	0.0152333638	0.0626445159	-0.0560522091	-0.0768930055	-0.1009033196	0.0389437836	0.0435921641	-0.0853485133	0.2602726026	-0.0335652501	0.0054976676	-0.0182325412	-0.0725085623	-0.0073117243	-0.0261486788	-0.0255722157	0.0837571004	0.0561641406	0.013341317	-0.1026083646	0.0293900467	-0.0867751265	-0.0004403974	0.0464825751	-0.0002512155	-0.0671435261	0.0615190722	0.0123387016	-0.0602272038	0.0729142212	-0.003217203	-0.129395232	0.0335953311	-0.0325895724	-0.0236746995	0.0679713782	-0.0777785004	-0.0960588826	0.0737263243	0.0429736794	0.0014295022	0.0459451952	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0286539064659336	0.0055257154103998	3.053353079673092e-05	0.0008210463557584	-0.0174671044310201	0.0106946418355136	0.0003050997372041	0.0001143753639899	0.0355998484723443	-0.0074886963524463	0.0012673492112538	5.608057305914258e-05	-0.0016339251349401	-1.401082653149999e-05	1.9630326009578408e-10	2.669711346589024e-06	-0.000480257861257	-9.687615029820002e-05	2.306476132991479e-07	9.384988496599441e-09	0.0003151076044909	-0.0001560818073035	2.4361530571158117e-08	9.92928024079935e-08	0.0	0.0	0.0	0.0	0.0	0.0
928.7517466152398	0.1331106015735486	0.0177184322512719	862579.8068408585	927.107802747244	6.176739336496439	859528.8779148228	38.15210883102248	854.4448566094561	1.3470752056866786	1.8146116097758076	730076.0129863541	876.6109375161043	786.9526957289463	1.002871	17.650045	0.0212428053997549	0.0113970439902757	0.0445706188	-0.0077867264	0.1338776697	0.0157017057	-0.0415400242	-0.1228230887	0.0216434584	-0.0370184225	0.0736781747	-0.0926999503	-0.0001258998	0.1122373916	0.1005127419	0.133327169	-0.0028944051	0.018030038	0.081282645	-0.011974411	-0.0862254456	0.0731903006	-0.0892724511	-0.0238495905	-0.0901507606	-0.2112265876	-0.007399831	-0.034760259	0.0702226917	-0.0613422625	-0.0891984799	0.0680190214	0.0827467241	-0.0215988599	0.1040727449	-0.124000386	0.0013765011	-0.011005699	-0.0460695997	0.0631798999	0.06258013	0.1327938804	-0.0652288783	0.1205185481	-0.0146761482	0.1766378504	-0.0131360778	0.1159888541	0.0252407695	-0.1377253354	0.0125743743	0.0106472012	-0.0442179125	0.0225051737	-0.0784018222	-0.0514256912	0.0601596161	0.0030405618	0.0737432195	-0.1103172086	-0.0836222053	0.1122973641	0.1231206334	0.0307232786	-0.0034657488	-0.0345760282	0.1072007557	-0.0067655683	-0.0353392648	0.0823958141	0.057805143	-0.0496686001	-0.0276406003	-0.1176316796	-0.0441314453	0.0285782836	0.0545280684	-0.0501728519	0.0178910123	0.1627137088	0.0969645805	-0.1180832463	-0.0054886347	0.0686101607	0.1326552395	0.1659446905	0.0412370253	-0.025792861	0.0478981206	-0.1368781441	0.0442227164	0.1001673909	0.0651308673	-0.0207545636	-0.0770345709	-0.085964131	0.0185007159	-0.0069755647	0.0170611741	0.0145774171	0.1329539835	-0.1232848603	-0.0541403318	0.0680440129	0.0213060649	0.0519795704	0.0591327679	-0.1310606081	-0.0272880769	0.0142104375	0.1409528401	-0.0251748251	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0287809363231303	-0.0001270298571966	1.6136584619413936e-08	0.000828342295636	-0.0195692588238358	-0.0021021543928157	0.0003829558909142	4.419053091234353e-06	0.0377641835190019	0.0021643350466575	0.0014261335568568	4.684346194190346e-06	-0.0015904057641517	4.351937078839988e-05	1.8939356338182326e-09	2.529390494646953e-06	-0.000365893274838	0.000114364586419	1.3387788857167621e-07	1.3079258626788918e-08	0.0004942093693452	0.0001791017648543	3.2077442173924986e-08	2.442429007485804e-07	0.0	0.0	0.0	0.0	0.0	0.0
928.2703355364994	-0.4814110787403933	0.2317566267339892	861685.8158370451	922.0746969200044	-5.033105827239638	850221.746700118	25.3321542681936	854.4175004391765	-0.0273561702796314	0.0007483600523681	730029.2650567301	876.682474805686	795.2800803043887	1.144633	20.144981	0.0824281829957702	0.0436310657846987	0.0514158594	0.0865694725	-0.0826778132	0.0504489875	-0.0751057052	0.0830764675	-0.0460937782	-0.0602958328	0.0675544496	-0.0012262343	0.0518447329	0.1347576954	-0.0773163328	0.008757467	0.0049114441	-0.1291011638	0.0194199758	-0.0199491219	0.0112346987	0.0293220104	-0.0494358517	0.0637214203	-0.1915823799	0.0973451022	0.1323041537	-0.0483278163	-0.0416401605	0.0445555189	0.0743922141	-0.0421539958	0.0300024056	-0.1615486264	-0.0405988484	-0.1449927656	0.0923210636	0.1136434467	0.1401161284	-0.0046374013	0.0502441487	-0.0044334825	0.067665022	-0.0608871355	0.0878234884	-0.0067551177	-0.020548767	-0.0263195632	-0.0640668662	-0.0560492375	-0.0041968365	0.0435726374	-0.0047572044	-0.0833462812	0.0480688482	-0.0965239661	-0.0079639123	-0.0323211571	0.0072181509	-0.0923270601	0.1494820316	0.0247655536	0.1053396858	-0.0615717342	0.0061544205	0.0233272999	-0.0431702384	-0.0116691783	0.0128204087	0.1047688488	0.0043991135	-0.0847698155	-0.0484418606	0.0846964502	0.1620958426	0.0447012068	-0.0559563557	0.1260938141	-0.0137391312	-0.098382203	-0.0820421001	0.0318193182	-0.069889404	0.0141861601	0.0001617803	0.0300829094	0.0323469912	-0.0973617149	0.0614111268	-0.051573533	0.0529642986	-0.0291219687	-0.0881351335	0.1517950135	-0.0756385326	0.0451536518	0.0625027927	0.0407248757	0.0608690514	-0.0018756514	0.0417043213	0.0310243165	0.0105885886	-0.0028122191	-0.273862225	-0.0339625182	-0.0031953935	0.0540293284	-0.1299544672	-0.0011916381	0.1217164751	0.0324632411	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0342677313225294	-0.0054867949993991	3.0104919365430985e-05	0.001174277409993	0.0098514898130872	0.029420748636923	9.705185153736086e-05	0.000865580450357	0.04298241384339	0.0052182303243881	0.0018474878998044	2.7229927718363576e-05	-0.0021758857604224	-0.0005854799962707	3.427868260331391e-07	4.734478842408966e-06	-0.0003182700272226	4.762324761540003e-05	1.0129581022827455e-07	2.267973713437704e-09	0.0007071543061603	0.000212944936815	4.5345546115186914e-08	5.000672127210553e-07	0.0	0.0	0.0	0.0	0.0	0.0
930.1544351736196	1.884099637120244	3.5498314425966337	865187.2732731553	924.1174282395696	2.0427313195651777	853993.021176116	4.172751243932492	854.9753394914867	0.5578390523102144	0.311184408282358	730982.8311385829	876.5464312671671	793.9008500454573	1.138264	20.032898	0.079874277289458	0.0431721155526022	0.0152235327	-0.0448644641	-0.0658071645	0.0599442176	-0.1592788975	-0.0424056313	-0.0423004575	-0.106241349	0.0173524738	0.0335378482	-0.0951563042	-0.0031705475	-0.1164035482	-0.0372084808	0.0329709642	0.0248877585	-0.0554785099	0.0167030101	0.0664737521	0.106863164	0.0659751584	0.004633557	-0.0569708905	0.10512881	-0.1913477695	-0.1865943504	-0.0423991294	-0.0385410709	-0.0215495944	-0.1628822417	-0.0597374973	-0.2428360088	0.0533399207	0.1279899401	-0.0102513089	0.0380110245	-0.0708460295	0.0440368474	0.0402033821	0.1673494678	-0.1392708358	-0.0936562051	0.055049041	-0.1122183824	-0.0043915559	-0.0161132846	0.1588662275	-0.0730521641	-0.0113514468	-0.0443766481	0.1267927469	0.0072274742	-0.0250891294	0.0556889569	0.0682823569	-0.1373179831	-0.0028197766	0.0517258468	0.0511113869	-0.0014893842	-0.0732537762	0.1070097622	-0.1499604623	-0.0567926699	-0.2438292415	0.0992349087	-0.1387116031	-0.0138841204	0.0847631285	-0.0296509051	-0.0338307625	0.0443326607	0.0415564079	0.044376809	-0.074382168	-0.1164990551	-0.0866322762	-0.0157278472	-0.0833533645	-0.0702197198	0.124221606	-0.0360102226	-0.1644163568	0.1269462211	-0.089852627	-0.0417581956	0.0629628035	0.0525915338	0.0054018167	-0.1005345531	0.1097396945	0.0815993013	-0.0599172196	0.0236974261	0.0724571284	0.0273290826	0.0397048032	0.068675664	0.072109482	-0.0445486368	0.0381428314	-0.1317187355	0.106065902	-0.1331724833	-0.0931634908	-0.0358962539	0.038534727	-0.0575757129	8.48083e-05	0.0191457183	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0342086041387261	5.9127183803305006e-05	3.4960238645098143e-09	0.00117022859712	-0.0203658720670745	-0.0302173618801617	0.0004147687450524	0.0009130889589966	0.042872429752407	-0.0001099840909829	0.001838045232875	1.2096500269356686e-08	-0.0017609738263494	0.000414911934073	1.7215191303619766e-07	3.101028817087647e-06	-0.0001802384543867	0.0001380315728359	3.2485900439706534e-08	1.9052715099552365e-08	0.000270341730379	-0.0004368125757813	1.9080522636069397e-07	7.308465118431193e-08	0.0	0.0	0.0	0.0	0.0	0.0
930.971916898614	0.8174817249944226	0.6682763706998568	866708.7100538799	926.3780981316625	2.260669892092892	858176.380698036	5.110628361015288	854.4712268515957	-0.504112639890991	0.2541295536978639	730121.0775172712	875.832748171522	796.3283610407852	1.155613	20.338234	0.0209763700680735	0.0103986454690083	-0.0439824102	-0.0918172324	0.0589082667	0.041780283	-0.0533215493	0.2204414804	-0.0731939437	0.0207603216	0.0215569832	-0.1029456622	-0.1288782191	-0.0739440217	-0.0255398682	0.0041225049	-0.0384981615	0.0019545517	-0.0016582332	0.1165147527	-0.1472231975	-0.0996921496	0.147394651	0.0399782415	-0.0097443893	0.1275305025	0.0045384938	0.0949883706	-0.0822538877	-0.2005543671	-0.0503581694	-0.0598745559	0.1150510186	0.022022045	0.1165946018	0.0681242125	-0.0238456444	-0.0150286152	-0.1362616501	0.1236772839	-0.070278371	-0.0810003838	-0.0885723876	-0.0505132596	0.1364764247	-0.0778283768	0.1664760188	-0.1083130173	0.0702264332	0.0343914885	0.0613162706	0.0064241272	0.0863115109	-0.0411921027	-0.1635912024	0.039962763	-0.067842311	0.0602411691	0.0059348485	0.1403713683	0.1222769839	0.0494032484	-0.0223832398	-0.0109409819	0.0722050154	0.0269816114	-0.0314431736	0.1212156052	0.0624385288	0.2188974515	-0.0257732487	0.0493335382	0.0903014636	-0.0761508924	-0.0558663658	0.0552701437	-0.0804835226	-0.2105996993	0.0555764268	-0.0872592608	0.0001000771	-0.1066258917	0.1566647067	-0.0076825071	-0.1825987535	0.020139174	-0.1246639987	-0.0400500113	0.0640355664	0.0714799421	0.0001766096	0.021430559	0.1296307611	0.0232922163	-0.0495767696	0.0663254293	0.0052403943	0.0610375396	0.0735770414	-0.0206491893	0.1194926827	0.0830096327	0.1439584201	0.013882659	-0.0590656923	-0.0531718815	0.0228649707	0.10091699	0.0951351797	-0.1633741665	-0.0636962154	0.0508001693	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0341761139372636	3.2490201462495594e-05	1.0556131910735508e-09	0.0011680067638528	-0.0122273819131919	0.0081384901538826	0.000149508868451	6.623502198484402e-05	0.0367184373508635	-0.0061539924015435	0.0013482436414892	3.7871622478255184e-05	-0.001810983763823	-5.00099374736e-05	2.500993846113381e-09	3.2796621928305194e-06	-0.0001222679435974	5.7970510789300006e-05	1.4949450031536987e-08	3.360580121172348e-09	0.0002953892283398	2.504749796079997e-05	6.273771540962787e-10	8.725479621918249e-08	0.0	0.0	0.0	0.0	0.0	0.0
931.4815814974336	0.5096645988195405	0.2597580032898832	867657.93666896	927.9457223731353	1.5676242414727994	861083.2636705998	2.45744576245317	855.5587855583098	1.0875587067140486	1.1827839405495342	731980.8355460098	876.8534975077043	795.4763586335783	1.163877	20.483677	0.0397099722198749	0.0208877251102514	-0.0154590239	0.1479425343	0.0578514033	0.0545434505	-0.1332366602	0.0572537587	-0.0683733788	0.1174867232	-0.0079030513	-0.018193027	0.0471727343	-0.0725231108	-0.1419815529	-0.0611095439	-0.0810324398	-0.0760227598	-0.0601652021	0.0266030325	0.0088316909	-0.0719354922	0.0187868445	-0.0002752827	-0.0734869128	0.0656430317	-0.1045214123	0.0031171268	-0.0152680096	0.0887116857	0.0490388122	-0.0391978915	-0.1330187003	-0.0736726597	-0.1229729645	0.0147761352	-0.0889751023	-0.0239269798	-0.0192398905	0.0566071249	-0.1483775982	-0.1343810112	-0.0078583033	-0.0183165492	-0.0168428876	0.1343297353	-0.0891403379	0.0970882776	0.0635435198	0.009188231	-0.0320011047	-0.0037780131	0.0546332743	-0.111661324	0.0291976843	0.0327362119	-0.0808320876	0.0263284344	-0.0248439049	0.0329290662	0.0731176934	-0.017182979	-0.0720094652	0.1121014544	-0.0294925549	-0.1299367037	-0.0543987738	-0.0217922922	0.1000594348	-0.1343155458	0.0595048342	0.0177447526	-0.2266671237	0.0555513341	0.0335363986	-0.0650387647	-0.1695718574	0.0319363253	-0.0027848827	-0.0870391805	-0.0957214916	-0.0187158069	-0.0245756268	-0.0163015484	-0.0071274074	-0.0083657416	-0.0242712693	0.1230119894	0.0913840267	0.0887419389	0.0233516206	0.0780777855	-0.0313340614	0.0796359165	0.0501062963	0.0963685513	0.060825953	0.0500520396	0.027649257	-0.0599179531	0.1055752305	0.0913023403	0.0329625385	-0.0943133587	0.1311998928	-0.1391252195	-0.0807451791	0.1138711574	0.0352011376	-0.0156618559	-0.0885936603	-0.010679549	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0363832148112237	-0.0022071008739601	4.871294267835447e-06	0.0013237383199996	0.0008274532597454	0.0130548351729372	6.846788970632884e-07	0.0001704287213925	0.042840887082626	0.0061224497317625	0.0018353416060263	3.748439071795871e-05	-0.0015289702114471	0.0002820135523759	7.953164372367451e-08	2.33774990749259e-06	-0.000202222226719	-7.99542831216e-05	4.089382897919064e-08	6.3926873894889715e-09	0.000290845335013	-4.543893326799985e-06	2.0646966565337437e-11	8.45910088988242e-08	0.0	0.0	0.0	0.0	0.0	0.0
