global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
921.6732506819988	n/a	849481.5810227225	n/a	1002.3653538027288	n/a	1004736.3025040696	n/a	867.7825123143634	n/a	n/a	753046.4886786283	870.8453041600621	831.6027412021283	n/a	n/a	n/a	n/a	-0.2073426836	0.1721570093	-0.0315037067	0.0212407798	-0.1079283335	-0.1786362317	0.0339041158	-0.1986531352	0.183756677	-0.3603754958	0.0051737033	-0.0345496514	0.049232463	-0.0108899283	-0.2081530069	0.1093644923	-0.0398344111	0.0443939663	-0.0264336346	0.1414350784	-0.0918655348	0.0319174471	-0.1824516028	0.0056435344	-0.2045429071	0.0382729032	-0.1415302614	0.1181965758	-0.0699116899	0.1815264753	-0.0312167167	-0.0662835619	0.0953473542	-0.0721699049	-0.0380521819	-0.0022914452	-0.1845177472	0.0198564437	-0.1049550088	0.170391711	-0.2123564101	0.0841329861	-0.0118712472	0.1244912647	-0.0591104163	-0.0446674224	0.1760963837	-0.0273649418	0.0420498848	-0.0419690531	0.0260481587	-0.017552893	0.0075352926	-0.1856033965	0.0324614392	-0.0778420485	-0.243361779	0.137084233	-0.1925903157	-0.018396145	0.261886039	-0.0588752684	0.0621704649	-0.0741253182	0.1436946026	-0.063078511	0.0426277355	-0.0456736186	0.0370040588	-0.1295465775	0.0816093748	-0.2086409561	0.0537039615	-0.0276811706	0.022590319	-0.0518482997	0.1427309053	-0.1105546827	0.0464628562	-0.0500531942	0.0309607745	-0.0059107981	-0.0152388354	0.1561451084	0.1560591586	0.0001513641882979	n/a	n/a	2.291111749908213e-08	0.0317687298307021	n/a	0.0010092521950561	n/a	-0.0691673157558767	n/a	n/a	0.0047841175688731	-1.656024478452961e-12	n/a	n/a	2.7424170732354017e-24	0.0004479995708714	n/a	n/a	2.0070361550095853e-07	-1.7154665132163298e-11	n/a	n/a	2.942825357966592e-22	0.0	0.0	0.0	0.0
918.34824102271	-3.325009659288753	843363.4917895055	11.05568923436351	994.8587340029924	-7.506619799736427	989743.9006220368	56.34934081779495	866.1562430714685	-1.6262692428949777	2.644751650386204	750226.6374116808	869.0645167416264	815.5414075949757	1.440455	19.130291	0.0603091004649819	0.0448895788449634	-0.1144561648	-0.102987631	-0.0452075261	-0.027391189	0.0057979813	0.1120947088	-0.1755028795	-0.14521388	-0.0171028946	0.1714196354	0.1351112442	-0.0375223766	-0.0632575235	0.2145645275	-0.0328532865	-0.0682714764	0.0286143481	-0.0750410697	-0.0152846562	0.156936146	-0.008625569	0.2293899201	0.0666968805	0.1285605431	-0.1581482297	-0.0618087685	-0.2092967467	0.110049813	-0.1177969428	0.0626600209	0.0567984209	0.0428625697	0.1458479902	0.0565266134	0.0404958741	0.1957425346	-0.0464579073	-0.175353154	-0.0484171251	-0.1092122308	-0.0385984904	-0.1516320333	-0.239166075	0.0685467388	0.1995189191	0.1226694771	0.1712557825	-0.0433790687	0.0993536627	0.088237497	0.1285999259	-0.0877773675	-0.0410109816	-0.220757534	0.0850104268	0.0520342342	-0.0705758506	0.0543144647	0.0332693713	-0.02443576	0.1230265477	-0.0989319458	0.0460041336	0.1301999812	-0.0003843712	0.1070475685	-0.0188545605	-0.006699254	0.196764629	-0.0972480905	-0.0012154587	0.122484207	-0.2303196255	-0.0577794589	0.0034364627	0.0604938267	0.1221918167	-0.0192337449	0.0330955253	-0.069054761	0.0637747064	0.0330846905	0.0632792257	0.155915944	0.1551433414	0.0001253520617296	-2.601212656830001e-05	6.766307286052591e-10	1.5713139379861446e-08	0.0289843370470208	-0.0027843927836813	0.0008400917940553	7.752843173816501e-06	-0.031873126588394	0.0372941891674827	0.0013908565456599	0.0010158961985197	-0.0003929998449894	-0.0003929998433333	1.544488768600577e-07	1.5444887816169246e-07	0.0004589997040063	1.100013313490002e-05	1.2100292898552532e-10	2.10680728277871e-07	9.013412205317937e-08	9.015127671831155e-08	8.127252693941581e-15	8.124159958297436e-15	0.0	0.0	0.0	0.0
915.7925919834586	-2.5556490392514206	838676.0715317815	6.531342011826709	990.3875741798784	-4.4711598231140215	980867.547089904	19.991270163829007	867.4266443928395	1.2704013213710823	1.6139195173413918	752428.9834026217	870.149320516155	799.7462643102273	1.243915	16.520098	0.0643159756685418	0.0385589327336423	0.0134816094	0.0843613217	-0.0508363038	0.1535847366	-0.0507331348	-0.0164972467	0.1837066067	-0.0250673525	-0.1009205174	0.0877624731	-0.0477175877	-0.0207488507	-0.2018883855	0.1150755898	0.0414994137	0.2031045219	-0.0896221272	-0.124200491	0.0356999826	0.1176568116	0.1460267193	0.0563649226	0.0725748892	-0.0690854962	0.0048930232	0.2642626448	0.0189195384	-0.1541725513	-0.2111084997	-0.1262601406	0.0367922345	0.0104333297	-0.1014030801	-0.0437046017	0.0067724522	-0.0025290219	0.025619453	-0.0304525299	0.1150092264	0.1517201453	-0.0588015072	-0.0611490899	-0.0965776477	0.1335567396	0.2142378795	-0.0430486845	-0.0022382847	-0.043617477	0.1340817269	0.0478609145	0.0913086586	0.2208672116	0.148390096	0.054618361	-0.1238483381	0.0511860219	0.1801326906	-0.1052029596	0.0959820679	-0.0220153973	0.0605588701	-0.1090902451	-0.0204480279	-0.0509745625	0.1078841512	-0.16983159	0.023300547	0.0932443852	0.0061308614	-0.1100480073	0.211856378	0.0221311142	-0.1402900273	0.0047667496	0.0208550074	0.1321491214	0.1050872649	-0.0333185416	-0.05389483	0.0055026284	0.0459516806	-0.13345195	-0.0089939851	0.1554579513	0.1533170814	0.00015859338707	3.324132534040001e-05	1.1049857103863194e-09	2.5151862422334844e-08	5.063493175327949e-05	-0.0289337021152675	2.5638963136592714e-09	0.000837159118095	-0.0224293713625485	0.0094437552258455	8.91845127656842e-05	0.0005030766997191	7.500000656625696e-05	0.0004679998515556	2.1902386105611693e-07	5.625000984938585e-09	0.0004089995234906	-5.000018051570001e-05	2.500018051602587e-09	1.6728061021553785e-07	-1.5373848358709024e-08	-1.055079704118884e-07	1.1131931820435918e-14	2.3635521335658016e-16	0.0	0.0	0.0	0.0
914.9250594786266	-0.8675325048319564	837087.8644619684	0.7526126469400085	991.07103452203	0.6834603421516476	982221.7954685668	0.4671180392940472	866.1770636691197	-1.2495807237198733	1.5614519850922823	750262.7056264582	869.414237694924	793.3865680235767	1.258402	16.712492	0.0444890516617691	0.0248943425397182	0.0403577381	-0.1780428948	-0.0566758451	-0.0232783359	-0.0994566392	0.0975965945	-0.0839588225	0.1176130799	-0.0968164279	-0.0700585859	0.0248581951	-0.0604544128	-0.1590718324	0.1920871818	-0.1181665035	-0.0159291163	-0.0289607386	-0.0479144589	-0.1371835683	-0.0435374126	0.0581208974	-0.0343368335	0.1031942545	-0.1842631913	-0.0769429558	0.034449847	-0.0216681936	-0.0804821327	-0.0762914522	-0.1595187667	-0.1357401808	-0.0084805156	-0.0190671003	-0.2224243787	0.0709375893	-0.1395830657	-0.0861241869	-0.168514755	-0.1239899975	0.0678781218	0.0366861627	-0.0907827488	-0.065816795	0.0209356346	-0.002794437	-0.0488991653	-0.1475609578	0.0324518956	0.116707705	0.1078853012	0.006226012	0.1510517846	-0.101190583	0.0293861602	0.0941651783	-0.1226856324	0.0458536563	-0.0629393928	-0.1831706687	-0.0069249843	0.0240884758	-0.0792353069	-0.0621799802	0.0114100072	0.0469444675	0.1542722097	0.0758894981	-0.1095050972	0.0272437884	-0.1193977434	0.2188600853	0.1143387611	-0.1229443208	0.043924015	0.1785537947	-0.0335570628	0.1021365958	-0.0116275528	-0.0800857389	-0.0031293539	0.037560037	-0.0681342907	-0.0669951515	0.1547718027	0.1505910958	9.479627487962716e-05	-6.379711219037284e-05	4.070071523831019e-09	8.986333731053832e-09	0.0197416918897346	0.0196910569579813	0.0003897343986692	0.0003877377241224	-0.022291016690886	0.0001383546716625	1.9142015170838232e-08	0.0004968894251133	-0.0001259660616304	-0.0002009660681966	4.0387360566423384e-08	1.5867448682673734e-08	0.0003250129652072	-8.398655828340001e-05	7.053741972290947e-09	1.056334275527766e-07	-0.000206979605767	-0.0002069642319186	4.283419329367314e-08	4.284055720346274e-08	0.0	0.0	0.0	0.0
914.2909487649098	-0.6341107137168365	835927.9389934388	0.4020963972504757	987.4714388714156	-3.599595650614446	975099.8425867838	12.957088847922442	866.5760394719642	0.3989758028445749	0.1591816912554731	750954.0321869153	868.8866314017394	781.650766221928	1.212738	16.106047	0.0584311296423042	0.0327614603454391	0.1168646452	0.0761771327	-0.135030176	0.1618863539	0.0403282079	-0.0302834496	0.2255276982	0.0638218166	-0.0886575752	0.0044458581	-0.0627187001	-0.0378886094	-0.182839825	0.1089399281	-0.1091331876	0.2736070683	0.0759352662	-0.0956814807	-0.0685726053	0.0158407289	-0.0902946968	0.0624382732	0.1149804507	-0.1217925177	0.0761335404	0.0962498916	-0.0071389781	0.0378059292	-0.0016673846	-0.2179470987	0.0135529065	0.2329201021	0.0535039998	0.1880241553	0.0921849545	-0.1253080939	0.1390580241	-0.0077460484	0.0521877162	0.2267419464	-0.1491718526	-0.115121149	-0.1864800667	0.0424202272	-0.0376139145	0.0301956566	-0.125229359	0.0814993374	0.1720764287	0.1730261719	-0.0829540285	0.1193902734	0.0887683395	0.0948732653	0.0703712071	-0.0223719412	0.0262265402	-0.0799962266	0.043641577	-0.0355146567	0.0008916586	-0.0795136231	-0.0760369275	-0.0473151835	0.1781278121	-0.105944204	-0.098246896	-0.1839274939	-0.015572541	-0.0122074759	0.229150405	0.0086503047	-0.0009977912	-0.00262724	0.0990262987	-0.0290898816	-0.0831064013	-0.0223028037	-0.1485225541	0.116080453	0.0363942443	0.1241953094	-0.0213820437	0.1538585052	0.1469813818	0.00010578642447	1.0990149590372832e-05	1.2078338801877213e-10	1.1190767602147013e-08	0.0223481148939725	0.0026064230042378	0.0004994382393141	6.793440877020511e-06	0.0018197400328858	0.0241107567237718	0.0005813285897929	3.3114537872872125e-06	-0.0003940000951234	-0.000268034033493	7.184224311052668e-08	1.552360749572483e-07	0.000166000132052	-0.0001590128331551	2.528508110804347e-08	2.755604384128144e-08	3.2722878882745447e-08	0.0002070123286458	4.285410421139096e-08	1.070786802374828e-15	0.0	0.0	0.0	0.0
916.7960505852056	2.505101820295863	840514.998368631	6.275535130049646	987.6116012487996	0.1401623773840583	975376.674921218	0.0196454920339511	867.1010892772924	0.5250498053281945	0.2756772980751749	751864.299025867	869.7962826676105	790.034273416316	1.341832	17.820513	0.0448365101854051	0.022809616105902	0.0346860271	-0.2226179611	-0.1483934958	0.0477364735	-0.1245339059	-0.0995981378	-0.1655804271	0.1403802073	0.0229376621	0.190147291	0.0041609098	0.100617481	-0.1692596112	0.0683160336	-0.2165042132	-0.1474760562	0.0600353646	-0.0900059608	0.0432133701	0.0815768122	0.0001731283	0.150997241	-0.0552333161	0.0887820564	0.0632458316	-0.103383578	0.187234341	0.0553104965	0.0717140295	-0.1816935547	-0.0161049763	0.0932452143	0.016137783	-0.0038499316	-0.0332297873	0.0547641319	0.0357210689	-0.0248525684	-0.2423079805	-0.1249708903	-0.1043824643	-0.1250674619	-0.1366375016	0.0001316604	0.0967499342	-0.0114650744	0.0105567571	0.1498431395	-0.0118376433	-0.0626833913	-0.0942407472	-0.1244790418	0.0861392136	0.1077914355	0.0219171606	-0.1643693422	0.07071444	0.0466515494	0.0351708047	-0.0507802619	0.0851778347	-0.0611629802	-0.0050346008	0.0014434878	-0.0300509834	0.1182101583	-0.0329519496	-0.0606467815	0.1450477454	-0.2687812699	0.1026873859	0.1419884149	0.0174288687	-0.1042694358	-0.1309635868	-0.001010897	-0.0111918216	0.0582667421	-0.0772245695	-0.0964445784	-0.0724272601	-0.0591103586	0.1263870082	0.152719399	0.1425091225	0.0001631580703929	5.737164592290001e-05	3.291505755902609e-09	2.6620555934334517e-08	0.0336932520952046	0.0113451372012321	0.001135235236751	0.0001287121381147	-0.0120603833832717	-0.0138801234161575	0.0001926578260477	0.0001454528473514	-0.0005419996198257	-0.0001479995247023	2.1903859312106713e-08	2.937635878912034e-07	0.0004090000661998	0.0002429999341478	5.9048967995835144e-08	1.672810541514408e-07	1.108224706349438e-07	7.809959175219836e-08	6.099546231860048e-15	1.2281619997632981e-14	0.0	0.0	0.0	0.0
918.795926570753	1.9998759855473052	844185.9546830085	3.999503957568806	988.5091029332336	0.8975016844340189	977150.2465818664	0.8055092735619013	869.2695037761698	2.1684144988773824	4.7020214389416495	755629.4701952685	871.6663554589353	800.024314028291	1.461583	19.410892	0.0699421507069064	0.0411106745540611	0.0191787758	0.1225767172	-0.0516188355	-0.0467352462	0.0643281595	-0.0588063597	0.046077938	-0.0661850728	-0.3113286458	0.1171687262	0.0486995536	0.1361636056	0.0902902756	-0.0718808352	0.1155411412	0.1203528321	0.0124263915	-0.0973608718	0.0717891737	-0.1067301255	-0.1750304536	0.2029661391	0.2480737143	0.1519677284	-0.0330472228	-0.2336980553	0.0399655625	0.0716337872	-0.0056337479	0.1278397306	-0.0337797868	-0.1031815658	-0.1496691575	0.0475414234	0.0040761233	-0.1544200876	-0.1135987904	0.120903638	0.1699555405	0.0458776804	0.185113628	-0.14957593	-0.1344152376	-0.0637758933	0.0192700666	0.3254855673	-0.0168712655	-0.0118764519	-0.0605907656	-0.1537936801	0.1580395137	-0.1120371168	0.0613340613	-0.0541491129	0.0850604106	0.0287676716	-0.1931265237	-0.0936723571	0.1567811488	-0.0681941534	0.0041880922	-0.0214889207	-0.0039451609	0.0082466257	0.135725275	-0.0254390384	-0.039309412	0.0847029421	0.1545492746	0.2506650097	0.139577981	0.2137775067	0.0039634088	0.1026102444	-0.0407025277	-0.0211605695	-0.0291523769	0.0007000543	0.1075826457	-0.1063222587	0.072221396	0.2978482254	-0.1770488631	0.1513561561	0.1372005631	0.0001912359037845	2.80778333916e-05	7.88364727966448e-10	3.6571170896274544e-08	0.0001206538100433	-0.0335725982851613	1.4557341877964721e-08	0.0011271193556168	-0.0264953702888135	-0.0144349869055418	0.0002083688469631	0.0007020046467413	-0.0003409510665846	0.0002010485532411	4.042052076033943e-08	1.1624762980517636e-07	0.0004090401987297	4.0132529900011045e-08	1.6106199561752802e-15	1.673138841768325e-07	-0.0002369302454146	-0.0002370410678852	5.618846786417255e-08	5.6135941192222585e-08	0.0	0.0	0.0	0.0
920.7124145644384	1.9164879936854504	847711.3503330783	3.672926229940483	989.3859880330176	0.8768850997839763	978884.6333160704	0.7689274782231541	870.9750532816089	1.7055495054390803	2.908899115503492	758597.5434389014	873.1922246782824	808.1391076681131	1.471349	19.540592	0.0902770160612209	0.0591433951910205	-0.084927737	0.0962770631	0.0582135095	-0.0345557437	-0.2462613692	-0.1874987422	-0.0020209753	0.0847127757	0.1643640524	-0.3431694211	0.0087318075	0.0414016067	-0.0474820442	-0.062375776	0.0464087547	0.1364398655	-0.2667282368	0.2662496524	0.0828965591	0.0576221399	-0.2067698466	-0.0178439658	-0.1381019284	-0.0686481733	-0.116763353	0.2206177683	0.071517504	-0.0711033507	0.0712930965	0.0603038856	0.0380626548	0.0175953924	0.0565030724	-0.1371901051	-0.0482186851	0.0014669589	-0.053222164	0.0323922111	-0.0615452718	0.1935453053	-0.0728712593	0.3889728875	0.1333332122	0.1534970121	-0.0735438833	0.1069156554	-0.0874443599	0.0887084726	0.0794227926	0.0298006444	0.0261463403	-0.0330751795	0.2642212269	0.0459631651	-0.1279393439	0.1094609144	-0.0845836302	0.1390948323	-0.0876184838	-0.0928596009	0.1521985743	-0.0568462809	0.1560447261	-0.1014946661	0.0314087683	-0.0082083914	0.0817272699	-0.1805846475	-0.0367801639	0.039245977	0.1480018084	-0.1786426977	0.3069776773	0.0463688073	-0.1186632706	-0.1123408887	0.0854256825	-0.0325512371	0.0244352121	-0.1030132776	-0.0602389346	-0.0166387343	-0.0444938902	0.1497707771	0.1310868562	0.0046721907198445	0.00448095481606	2.0078956063571305e-05	2.1829366122601065e-05	0.0554751784797957	0.0553545246697524	0.0030774954273651	0.0030641234014142	-0.0350304191814103	-0.0085350488925967	7.284705959901778e-05	0.0012271302680253	-0.0005419996198257	-0.0002010485532411	4.042052076033943e-08	2.937635878912034e-07	0.0004090000661998	-4.0132529900011045e-08	1.6106199561752802e-15	1.672810541514408e-07	1.108224706349438e-07	0.0002370410678852	5.618846786417255e-08	1.2281619997632981e-14	0.0	0.0	0.0	0.0
919.7640734758412	-0.9483410885972036	845965.9508568726	0.8993508203217289	996.9383873966152	7.552399363597601	993886.1482649636	57.038736147269454	870.2323684492136	-0.7426848323952981	0.5515807602700321	757304.3750967279	873.2911309860459	810.1487808227539	1.352368	17.960434	0.0574838889150027	0.0305147524255935	-0.0753743416	-0.0140030207	-0.0101428878	0.026742959	-0.0154204512	0.1130231993	-0.0946670247	-0.2218199188	0.2479704997	0.1335208192	0.2108505453	-0.0839919218	-0.0564138318	-0.0072441661	0.2273996147	-0.1441730235	0.0511617179	-0.1457839762	0.1747536217	0.0670897569	-0.1372591488	0.0516935339	-0.1911803147	0.1345453181	-0.0344277706	0.0506736149	0.0484833067	-0.2350463847	0.077556542	-0.1256838365	0.0422838521	0.0583979152	0.0825990485	-0.0629763447	-0.0495328125	0.0587266032	0.0082736122	-0.0436736215	0.1749454929	-0.3054932278	-0.0803834093	-0.022064201	0.1684971884	0.1837965731	0.0435675409	0.1185187278	0.1101695058	0.101399199	0.0985350893	-0.079118205	-0.0044607447	-0.1622228296	0.0999906601	0.1189167119	0.0354252671	0.0212126611	0.1641526778	0.065274655	-0.1960182021	-0.0803320825	0.0457790215	0.0209440863	0.1907239492	0.1068557764	-0.0148853388	-0.0048821015	0.1276103211	-0.0105997494	0.0995400956	-0.0760481257	-0.2390511585	0.1501464955	-0.0144959977	-0.0017279634	-0.2468482706	0.1430816534	-0.135931784	-0.1893484749	0.147691187	-0.005382994	-0.0420345872	-0.0347055019	0.131676121	0.1479655889	0.1242038795	8.936821477334433e-05	-0.0045828225050711	2.100226211298666e-05	7.9866778117746e-09	0.0356615279997782	-0.0198136504800175	0.0012717445792789	0.0003925807453442	-0.0417634118574739	-0.0067329926760636	4.533319037592609e-05	0.0017441825699769	-0.0001750001322362	0.0003669994875895	1.3468862389095558e-07	3.0625046282687485e-08	0.000249000147404	-0.0001599999187958	2.5599974014662596e-08	6.200107340721375e-08	2.1763778924334922e-08	-8.905869171060889e-08	7.931450569205275e-15	4.736620730673249e-16	0.0	0.0	0.0	0.0
917.442308361914	-2.3217651139271998	841700.3891724373	5.390593244249381	999.3409919099436	2.402604513328356	998682.41811155	5.772508447465786	868.4626377936736	-1.769730655540002	3.1319465931580446	754227.3532435455	872.4781442511221	814.1591662770694	1.306966	17.35746	0.0765661192742221	0.039640802054608	-0.0259216961	0.0797286308	-0.0429670798	0.1225532187	-0.1517424673	0.1137306744	0.0406077735	-0.0989746708	-0.1100790709	-0.0121168481	-0.0067349833	-0.0040439083	-0.0308637014	0.0673615499	0.01854553	0.1716468275	-0.1064726186	0.1018096442	-0.0383883142	-0.135548049	0.046124629	0.1145417509	-0.2362993013	0.2023919314	0.0952386304	-0.0845234186	0.0304845516	-0.1404827852	-0.0443152873	-0.0981988148	-0.0140052717	-0.1397172747	0.123886797	0.0461673412	0.044097236	0.0179642052	0.0602589287	-0.0609821927	0.0976961967	0.1875473371	0.1774999106	-0.0351544112	0.068560006	-0.0256124423	0.0542774275	-0.0784902713	0.2719877569	0.1211524883	0.0040263955	-0.1873714528	-0.0934966271	-0.0828233915	-0.0203514772	0.0775805289	-0.0349220252	0.0867369575	0.2442811852	-0.0122033987	-0.1462851387	-0.0877596382	0.0039130081	-0.0605393738	0.2141018001	-0.0588308227	-0.0941191698	-0.0839965048	-0.1165060465	0.073857061	0.0182531429	0.2048187376	0.026575619	0.0087798878	-0.0725863966	0.1717659769	-0.0202204079	0.1208010642	-0.150822074	0.0552501826	0.1037855924	0.0214805613	0.2017215212	-0.1484584941	0.1187006327	0.1459432408	0.1165920251	0.0001609728620479	7.160464727455566e-05	5.127225511313532e-09	2.5912262315892244e-08	0.0209690282264034	-0.0146924997733748	0.0004397001447597	0.0002158695495906	-0.0166165366313038	0.0251468752261701	0.0006323653336405	0.0002761092896194	0.0003979997483689	0.000572999880605	3.283288631734588e-07	1.5840379970170772e-07	0.0004089998973837	0.0001599997499797	2.5599919993566512e-08	1.6728091605987714e-07	-8.13981843303716e-08	-1.0316196325470653e-07	1.0642390662565418e-14	6.625664412281153e-15	0.0	0.0	0.0	0.0
