global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06
925.1346829949904	n/a	855874.1816802414	n/a	1010.4082172693832	n/a	1020924.765525493	n/a	871.859980197663	n/a	n/a	760139.8250702694	875.0771965936783	805.8661914387044	n/a	n/a	n/a	n/a	-0.1105242055	-0.0310700645	0.0560586102	-0.1438498598	0.1958948313	-0.1102490899	0.0774301157	-0.1951532959	0.1589633967	-0.1594250081	0.1066535771	-0.3918155276	-0.1323100145	0.0755084882	-0.1638076165	0.0405892068	0.013351807	-0.1898367264	0.1820316938	-0.137579362	0.0553442167	-0.0812506601	0.2969880178	-0.0916623778	0.0394333782	-0.1145205183	0.0919500491	-0.0227050464	0.1565135869	-0.0264998719	-0.0916578007	0.1225667493	-0.1916790957	-0.1620717622	0.0225878164	0.084414267	-0.08927989	0.1173639756	0.1505241984	-0.0224630826	0.0419046541	-0.2495037924	0.1806420194	-0.0529625287	0.0779752035	-0.0200698072	0.1379946121	-0.0685708536	0.08129742	-0.011070516	0.171207728	-0.1172894391	0.0899403147	-0.0479344386	0.2323554669	-0.1425077145	0.0809021309	0.1800396467	-0.1588344997	0.1032148485	-0.0238582094	0.0336007655	-0.1608153662	0.2566198391	-0.0266414125	0.1486329959	-0.0313911968	0.0348007441	-0.1403711578	0.0402133852	-0.0564401707	0.0243213056	-0.1366347147	0.004358166	-0.0980490981	0.0368435099	-0.0893334721	0.0209293252	-0.0430804078	0.2296553093	-0.0398792192	0.1561451084	0.1560591586	0.0211552137915447	n/a	n/a	0.0004475430705659	-0.0001690514740175	n/a	2.8578400867489482e-08	n/a	-0.0565128906930141	n/a	n/a	0.0031937068144805	0.000680158227588	n/a	n/a	4.6261521455564964e-07	0.000791365047458	n/a	n/a	6.262586383382026e-07	-0.0003977692605578	n/a	n/a	1.58220384644699e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
923.9596046466166	-1.175078348373745	853701.3510187322	1.3808091248167684	997.2661805742242	-13.142036695158936	994539.8349171012	172.713128496904	871.5225365415532	-0.3374436561098264	0.1138682210487667	759551.531699823	873.5231512608977	801.9852258672436	1.226176	16.07674	0.0432269639068214	0.0246263174641852	-0.1492982709	-0.0736602375	-0.1052599237	0.1226154332	0.2355453933	-0.1120666853	-0.1849155509	-0.0810077712	-0.018845964	-0.2269375068	-0.083641624	-0.0766705593	-0.1946647853	-0.0357832258	0.0438246157	-0.0944229172	-0.1657441097	-0.0125978931	0.061615341	-0.0198301147	0.0246767978	0.0542074732	0.1525603414	-0.0588802312	-0.0677489881	-0.1704158356	-0.1172315022	-0.0918218199	0.1104667194	-0.0768017824	-0.2625913982	0.0244525581	-0.1085797034	-0.1074136898	0.0888923589	0.080587015	-0.1766385252	-0.1122180827	0.014966735	0.1419353947	0.053573742	-0.0810165564	0.1187230048	0.09279287	-0.0334423993	0.0064764214	0.1123215344	-0.1710099611	0.0859782813	0.0085275559	0.1560698211	-0.1784246002	0.1215252847	0.0362185784	0.1153616126	0.1991746418	0.0607896397	0.1802520158	-0.1755498906	0.0436956932	0.0175428564	0.2110716747	0.0763771329	0.1088329126	-0.0434889598	0.0534858626	-0.0969918577	0.1412733315	-0.0576456502	-0.0104940446	0.0448257163	0.0626635876	-0.1156143716	0.0198369279	-0.0437518842	0.10559123	-0.0517569437	-0.0252899154	-0.1526504691	0.1761826586	-0.0452456189	0.155915944	0.1551433414	0.0183574894325317	-0.002797724359013	7.82726158901471e-06	0.0003369974182655	-2.3414039930003128e-05	0.0001456374340874	5.482172658437809e-10	2.121026220759e-08	-0.0365588905193732	0.0199540001736409	0.0003981621229296	0.0013365524760075	0.0005800732448872	-0.0001000849827008	1.001700376221944e-08	3.364849694339655e-07	0.0006609357157087	-0.0001304293317493	1.7011810580568974e-08	4.3683602029937146e-07	-0.0002216915362063	0.0001760777243515	3.100336501280282e-08	4.9147137225509225e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
922.2586086400594	-1.7009960065572614	850560.9412106982	2.8933874143237506	997.5595816280064	0.2934010537821905	995125.1188978432	0.0860841783604998	873.3845896213612	1.8620530798079928	3.4672416720224306	762800.6413880736	875.8323500428825	795.4877307852587	1.243682	16.306261	0.0415665423956223	0.018673713963249	-0.0804805234	0.2209972229	-0.0089851796	0.0271985965	0.1675558424	0.0640099184	0.0996519637	-0.0761216483	-0.0608484105	-0.1459496806	-0.1946259884	0.0323004157	0.0870026918	-0.1064479693	-0.161871549	-0.0282924866	-0.1117065293	0.1288777552	-0.0796834942	-0.0122237203	-0.1281543684	-0.0629270176	0.0255818649	0.0783256212	-0.0213155314	-0.209206563	-0.0621032692	0.0477844002	0.0389630684	0.0582472879	-0.0232567381	-0.0620745838	0.0962429077	-0.0800510344	-0.0175335215	0.0771751904	0.1592267918	-0.0256125236	0.1306439833	0.1005871647	-0.010801472	0.112868325	-0.0654057473	-0.0087647112	-0.0530807594	0.1017304193	0.0151351985	-0.1579651116	-0.0416673189	-0.1336932832	0.0788784837	0.0269571029	-0.071106473	-0.0246567176	0.0732946644	0.1029086303	0.0679880962	0.1489268447	-0.0325971191	-0.1073254782	-0.0810710804	0.1465093058	-0.2069880621	0.0185640944	-0.1009608924	-0.0653869528	-0.0095688627	0.10571675	0.08822756	-0.0386559603	0.0293229092	0.1679207631	-0.1012596662	0.0196975879	-0.1060349282	-0.0742044457	-0.0753064407	-0.0272126871	0.0124921218	0.008683363	-0.1332042304	0.1554579513	0.1533170814	0.0109550357926622	-0.0074024536398694	5.47963198904172e-05	0.0001200128092185	-1.3738037438315588e-05	9.67600249168754e-06	1.8873367265656076e-10	9.362502421914346e-11	-0.0298874064235121	0.0066714840958611	4.450870004132763e-05	0.0008932570627241	0.0004140000473667	-0.0001660731975205	2.7580306934683004e-08	1.7139603921962986e-07	0.0008229999171016	0.0001620642013929	2.626480537311846e-08	6.773288635492405e-07	-1.703619716986204e-07	0.0002215211742346	4.9071630634276626e-08	2.902320140104153e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0
921.8806280954524	-0.3779805446069986	849863.8924576658	0.1428692921014032	996.0575997856226	-1.5019818423837703	992130.7420906957	2.255949454850546	871.720803686913	-1.6637859344482422	2.7681836356678104	759897.1595805575	874.3559336785578	793.4207851220159	1.243534	16.304316	0.0206550929572724	0.0097928443418458	-0.0313955696	-0.0668938636	-0.1213604224	-0.1320842439	0.0302023238	-0.1154724205	-0.0283254049	-0.002210413	0.0629019072	0.179737775	-0.0127011331	0.0907810005	-0.1927601909	0.0155502668	0.0018928723	0.1126541794	-0.0248954596	-0.000784276	-0.0042813841	-0.0640257231	-0.0971834004	-0.1056212876	0.071830353	0.0259228316	-0.0617772381	-0.1275968666	0.1345428274	0.0358359498	0.1520102376	0.0084828702	0.1003855707	0.0064508736	0.0671749935	0.0863957631	0.1750544188	0.0247458649	-0.1666200915	-0.0034488743	0.0731938774	-0.0402874805	0.0187225408	-0.0176518028	-0.1182722137	-0.1371691625	0.0267493794	0.0148613795	0.0361431272	-0.0889261291	-0.0268832357	-0.2701052459	0.0679767738	0.0460274329	-0.0390812547	-0.0330225414	-0.0053276951	-0.0172298788	-0.0018835886	0.151442319	-0.1036925517	0.1563540775	-0.0254561097	0.0053164281	0.0109099509	0.0360367641	-0.0992411001	-0.0321310905	0.1038544289	-0.0424796173	0.1936059712	-0.1799027812	-0.0096098315	0.0318704628	-0.0498891434	0.1612881291	-0.0478684397	0.0012853439	-0.0162188574	-0.0326316228	-0.0035308052	-0.0186976396	-0.1767420465	0.1547718027	0.1505910958	0.008287350385757	-0.0026676854069052	7.116545430214963e-06	6.868017641630669e-05	0.0046810495944811	0.0046947876319194	2.1912225305991677e-05	2.204103090882352e-05	-0.0273468355767079	0.0025405708468041	6.454500227631403e-06	0.0007478494160594	0.0005609998694859	0.0001469998221192	2.1608947703076444e-08	3.147208535631969e-07	0.0007550001645191	-6.799975258250002e-05	4.623966351281218e-09	5.70025248423868e-07	-2.117687028719878e-07	-4.1406731173367426e-08	1.7145173864635172e-15	4.4845983516084255e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0
921.0880924935342	-0.7925356019181891	848403.2741333774	0.6281126803078262	999.8098835462936	3.7522837606709354	999619.8032368532	14.079633420594812	872.3704273954351	0.6496237085220855	0.4220109626739875	761030.162594094	874.741876381054	788.438824943163	1.222075	16.022964	0.04803607152584	0.0287285749379238	0.0253108627	0.0864619707	0.0205506121	0.1480364673	-0.1352114224	0.1827459642	-0.0921451453	0.0020495626	0.0345807638	-0.0307360973	0.0107770382	0.0468526486	-0.012933504	-0.2316747937	0.0571062461	0.0711724377	0.06725804	0.0490112322	0.1303829313	-0.0570981183	-0.1414454333	0.0040606847	0.0199768608	0.1090941085	0.0397421759	-0.0547349207	0.1916048821	0.0468859312	-0.208478115	-0.011118854	-0.0223527248	0.0020251889	-0.0751658562	0.1253249452	0.05319481	-0.0582114304	0.0542977079	-0.2252996307	0.0507162126	-0.0564945002	0.031426935	-0.0902208731	-0.1233958106	0.043582542	0.0907935568	-0.0680987804	0.1042622199	-0.0134457357	0.0855238	-0.1189344302	-0.0493316318	0.0694218422	0.0850625863	0.0601138263	0.0266784661	0.0930036157	-0.0273764203	0.1291177145	-0.0325123831	-0.122740914	0.0639483306	0.0929472386	0.0359594732	0.1439704652	0.0796267466	-0.0167677671	0.0656416949	-0.0312650187	-0.0013695247	-0.1560680232	0.1154066406	-0.0804957087	0.0375260134	0.0195309237	0.0272787882	0.0487082467	0.1178416945	0.0573125043	-0.1090200871	-0.1086213973	-0.1432480171	0.1538585052	0.1469813818	0.0144902341660895	0.0062028837803324	3.8475767192312e-05	0.0002099668861881	-7.580400153983646e-05	-0.0047568535960209	5.7462466494515295e-09	2.262765613397732e-05	-0.0036741748333781	0.0236726607433298	0.0005603948666687	1.349956070622899e-05	0.0003420002841687	-0.0002189995853172	4.7960818369105575e-08	1.1696419437147154e-07	0.0008039997925171	4.899962799800005e-05	2.4009635439423904e-09	6.464156663675399e-07	-1.3751389493494968e-07	7.425480793703814e-08	5.513776501766421e-15	1.8910071300180382e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0
920.2511261392738	-0.8369663542604258	846862.1351606016	0.7005126781639885	996.5244078904057	-3.2854756558879217	993060.8955213235	10.794350285432168	873.4476787080156	1.077251312580529	1.1604703904564726	762910.8474404209	875.7531008811868	787.9483631781812	1.099697	14.418433	0.0341006997446196	0.0224154220943294	0.0462560894	0.0535103338	0.0668028699	-0.0832177333	-0.1265091853	0.0584990973	0.1836803189	0.0979430041	-0.1596386313	0.0579206365	-0.017721768	-0.055169185	0.0122628837	-0.0074712409	-0.1472249818	-0.0164509851	-0.0415410784	0.0083315781	-0.1650676243	0.1345225942	-0.0589881897	-0.0185549586	0.146959627	-0.0587414121	0.062451988	0.1123450375	0.1493428752	0.0372124528	-0.1415498113	-0.1261189546	0.0408073946	0.0104223555	-0.1319025089	0.2159984036	-0.1700515572	0.1342236234	0.0729538794	0.0489825912	0.1341676964	-0.0001113667	-0.0854480498	0.0315525876	-0.0039447218	-0.0157858536	-0.1423086671	-0.1415211882	-0.0653383803	0.0679992155	0.2693284246	-0.1348495867	0.0305935521	0.0851057849	-0.0359704314	-0.0972196581	-0.1132384825	0.046664816	-0.2144075409	0.1244079089	-0.0359423194	0.0098578058	-0.0348668794	-0.0585261648	-0.1688998421	-0.0900787361	0.1007402871	-0.1087894821	-0.0212785515	0.0362469308	-0.0435526567	0.0307883817	0.0532815275	-0.1276729826	0.0218463279	0.2096497361	-0.0580980089	0.0418214187	0.0703471618	-0.0671079524	-0.0484253378	-0.0090475376	0.1183259023	0.152719399	0.1425091225	0.0094196726659419	-0.0050705615001476	2.571059392677908e-05	8.873023313349296e-05	-3.630139221399986e-05	3.95026093258366e-05	1.3177910766746495e-09	1.5604561435496731e-09	-0.0207607063987325	-0.0170865315653543	0.0002919495609338	0.0004310069301743	0.0005609998816137	0.000218999597445	4.796082368107204e-08	3.1472086717058537e-07	0.0007849999876612	-1.899980485590004e-05	3.6099258456228264e-10	6.162249806280841e-07	-2.2019298987022726e-07	-8.267909493527756e-08	6.8358327393166374e-15	4.848495278799e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0
920.3829571754876	0.131831036213839	847104.7878590955	0.0173794221092145	997.1446324894936	0.6202245990879192	994297.4181026072	0.38467855331377	872.1691493582218	-1.278529349793757	1.6346372982840478	760679.0250922443	874.8631873619964	777.6430961124688	1.263038	16.56004	0.0101651528247297	0.0097629267972554	0.1021799682	-0.0817537265	-0.1469205198	0.0426034262	-0.0780713865	-0.0127282699	-0.1019303431	0.1420412888	-0.0156452828	0.0522520165	0.0010085541	0.067485004	-0.1665527623	-0.0275361485	-0.0649286371	-0.0942505033	-0.1007264536	-0.1136452959	0.0265452807	0.0862751784	0.0485360009	0.0943148962	-0.0782018266	-0.0589552733	-0.0145938823	-0.0668588828	0.0306154662	-0.0706128874	0.1044780155	0.2076713756	0.0131300839	-0.0193695443	0.0134798978	0.0956037476	0.0925868132	-0.1559354123	-0.1438567216	-0.0675280869	0.0766127504	0.0724011308	0.019090729	-0.0055566716	0.1035699004	-0.0131846599	-0.1214433724	0.1435647545	0.0520858316	0.0940899084	-0.0356332411	0.000330422	-0.0523449803	-0.0842663882	0.1189892926	0.0597799622	-0.11611692	-0.0512659261	0.1751196106	0.1052172759	-0.0675746711	0.0636034763	0.0699906302	0.0842154018	0.0850918558	-0.1498923653	-0.0591959162	-0.0941582097	0.07381947	0.0516109268	0.0239616323	-0.0678831877	0.0783412019	-0.0032656223	-0.1180396338	-0.1654773735	0.0305270704	0.118357283	-0.0192620786	0.1790599045	0.0295114065	-0.0473743684	0.2143905232	0.1513561561	0.1372005631	0.0191611902186679	0.009741517552726	9.48971642300688e-05	0.0003671512105959	-3.732700648129139e-05	-1.0256142672915305e-06	1.3933054128543696e-09	1.0518846252719425e-12	-0.0206881732072901	7.253319144239975e-05	5.261063860819812e-09	0.0004280005106548	0.0005609998823888	7.751000362377082e-13	6.007800661756964e-25	3.147208680402475e-07	0.0007919995286624	6.999541001200048e-06	4.899357422748057e-11	6.272632534014638e-07	-2.2218053945081975e-07	-1.9875495805925227e-09	3.950353335313513e-18	4.936419211065728e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0
921.6387877780318	1.2558306025441652	849418.0551369599	1.5771105022864411	993.0355773239992	-4.1090551654943965	986119.6578312084	16.884334353076184	873.7133911213976	1.544241763175819	2.3846826231363623	763375.0898248524	875.702188054356	776.0972770180547	1.203759	15.782812	0.0710674363250436	0.0374922132389711	0.1221213516	0.1593828588	-0.0247827096	0.0018364651	0.0658339481	0.0109786456	0.0846734381	0.0304305955	-0.1616698477	0.0471005971	-0.1818096752	0.0719867272	0.0300114434	-0.0645386986	-0.1276490782	-0.1100508095	-0.0495518084	0.077648707	0.0512693164	-0.0744590301	-0.0136365143	0.0442269275	-0.2031866593	0.0647060946	-0.0172580586	0.0422486031	-0.1119516503	-0.081104224	0.1015456465	0.0150184296	-0.1878025549	0.1157092248	0.0323335265	-0.003336819	-0.0567450944	0.089432411	0.0670401163	0.0064749472	0.0934155541	0.2150491762	-0.0337691307	-0.0703453379	-0.0747832563	-0.0775215354	-0.0242026389	0.0639200055	0.0418453812	-0.0865563581	-0.0617505536	0.1842480572	0.0083228254	0.0618903958	-0.0426523586	0.0644354449	-0.0666238996	0.0530183877	0.097177996	0.1019447582	0.0393705004	-0.1197498273	-0.0424139338	0.036064207	-0.085718451	-0.0163031256	-0.0374250098	-0.0115843865	0.2070894834	-0.024092885	0.1486694275	0.1006294044	-0.0316073799	0.0568468205	-0.0538182551	-0.1145415559	0.0346168441	-0.0586542408	-0.0897492254	-0.17949623	-0.0176074163	-0.0553636162	0.2830224587	0.1497707771	0.1310868562	0.0079002647322425	-0.0112609254864254	0.0001268084428108	6.241418283951466e-05	0.0282415625681409	0.0282788895746221	0.0007975858562902	0.0007996955955736	-0.0038647597760785	0.0168234134312116	0.0002830272394774	1.4936368126794336e-05	0.0004570000771435	-0.0001039998052452	1.0815959491060326e-08	2.0884907050916499e-07	0.0006019997716348	-0.0001899997570276	3.6099907670547054e-08	3.624037250483513e-07	-1.3758615666209636e-07	8.45943827887234e-08	7.15620959940506e-15	1.8929950505046924e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0
923.234961754832	1.5961739768002872	852362.7946064462	2.5477713642144435	996.9630001796766	3.927422855677378	993935.2237272618	15.42465028729705	873.948914548184	0.2355234267863579	0.0554712845651889	763786.705239949	876.7306681069064	797.8601032342142	1.190368	15.607247	0.054145087963892	0.034338427660296	0.0007735089	-0.0279935945	-0.0940873266	-0.1669895397	0.1316560663	-0.1051864971	-0.0194773977	-0.0216228691	0.0508252824	0.2527449827	-0.1175700523	-0.0655435414	-0.043436403	0.073837107	-0.0270914704	0.0738887293	0.1501401172	0.059542994	-0.0824797043	-0.1817436022	0.0994451244	0.0288856351	0.1312008769	-0.0158850126	0.1156177961	0.0343921339	-0.1607001189	0.284238209	0.0088482112	-0.1599028167	-0.0464228624	-0.1147965427	0.2413830365	0.0191439799	0.023461889	-0.0604439728	-0.0710190424	0.1029123706	0.0050270816	-0.0268163578	-0.0429904695	0.0656563579	0.0493964309	-0.1990508914	0.2254649326	0.0889243625	-0.1053526662	0.0025326265	0.0012323756	-0.062751104	0.1369946959	0.0831359194	-0.0679151002	0.066182706	0.0763743768	0.0075811839	-0.0989252397	0.0784899585	-0.0496569912	0.1225928954	0.0116708807	-0.0820859559	-0.047760961	0.1143966614	0.0787671911	0.0477867767	-0.0055197431	-0.0730997302	0.2018523868	0.044239339	-0.0552842837	-0.0856934211	-0.0924155983	-0.0188366836	0.0887470353	-0.1175858432	0.0834625723	0.0310471933	0.0961414002	-0.0292419639	-0.0009944687	0.1479655889	0.1242038795	0.0079972202982503	9.695556600780066e-05	9.40038177989299e-09	6.395553249874663e-05	-2.803536148121566e-05	-0.0282695979296221	7.859814933824306e-10	0.0007991701671024	-0.0208407163883777	-0.0169759566122992	0.0002881831029026	0.0004343354595807	0.000560999864534	0.0001039997873904	1.08159557772692e-08	3.147208480071664e-07	0.0006740000641674	7.200029253260005e-05	5.184042124779982e-09	4.542760864976594e-07	-1.8906335282130145e-07	-5.147719615920509e-08	2.6499017244132788e-15	3.5744951380031917e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0
922.3306764043796	-0.9042853504524828	850693.8766365603	0.8177319950429697	998.8372132804956	1.87421310081902	997675.7786339462	3.512674747281646	873.1327256141825	-0.8161889340015023	0.6661643759865087	762360.7565384513	875.5715491109535	786.6603719407044	1.202099	15.761054	0.0240999400595797	0.019403436303197	0.0317857847	0.0268763534	-0.0925558346	0.1374947099	0.0381327602	0.1290548694	-0.0947442087	0.0781622376	0.0759394709	-0.0676630793	-0.0366512992	0.0386498854	-0.0126225291	-0.1818333802	0.1358630469	0.1143089318	-0.01329604	0.0691570912	0.0068005319	-0.0325230997	0.0884199649	0.1121129395	0.0572653448	0.039048365	-0.1146413161	-0.0431611836	-0.099921515	-0.2619536654	0.0484088187	-0.004651415	0.1430219904	-0.0180330283	0.2597992657	0.0688087096	0.0642682661	0.0911001774	0.0217640051	-0.2151472482	-0.02286649	-0.0566730545	0.1140019001	0.0562931251	0.0131758598	0.0995670013	0.0738667692	0.0012654418	0.0254663213	-0.075910764	0.066648633	0.0326770087	0.0592280014	0.0687298984	-0.0457387375	0.0825827591	-0.1668169433	0.0094233858	0.1129204983	0.0721059055	-0.0146789706	-0.07079275	0.0606922932	0.1100141019	0.0751288895	0.0166670678	0.0911983135	0.1083305921	-0.1790479729	0.06688272	0.1129370257	-0.0565996349	0.0005364064	-0.0236237394	0.1728268565	-0.1542379164	0.1622350558	-0.1106128939	0.2724594412	-0.0657534931	-0.021051306	-0.1821073119	-0.2162906418	0.1459432408	0.1165920251	0.0078199534978438	-0.0001772668004065	3.1423518526358035e-08	6.115167270843949e-05	6.9575262671151e-06	3.499288774833076e-05	4.8407171757596576e-11	1.2245021929672767e-09	-0.0207590208488284	8.169553954930076e-05	6.674161182251363e-09	0.000430936946602	0.0004499998145296	-0.0001110000500044	1.2321011100979306e-08	2.024998330766744e-07	0.000308999986585	-0.0003650000775824	1.3322505663515805e-07	9.548099170953018e-08	-6.949430210874104e-08	1.195690507125604e-07	1.4296757888302843e-14	4.8294580255809706e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0
