global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
919.3071243977638	n/a	845125.5889684856	n/a	994.1882360173367	n/a	988410.2486352636	n/a	865.1760838395459	n/a	n/a	748529.6560479329	867.8124019730706	819.9711461157478	n/a	n/a	n/a	n/a	-0.2862956978	-0.0771576189	0.1557154153	-0.0528072397	0.0797246234	0.1637155229	-0.0519297186	0.1916163954	-0.169750534	0.1370553249	-0.3309172671	0.1178221995	-0.0628585199	0.1727484956	-0.0180975446	0.1381531634	-0.0760273555	0.0359570317	-0.126962956	0.0004403167	-0.0828713842	0.0267453897	-0.2026351775	0.1366657237	-0.1487971546	0.1486111271	-0.1082170108	0.0192033471	0.035328282	-0.0963779458	0.1143732407	-0.0498803668	-0.1227495262	0.1079758168	0.0533731648	0.0357781766	0.0899003391	-0.1063163642	0.0006449313	-0.0928062732	0.1234567065	-0.0569728771	0.1308912852	0.2232940505	-0.1000224012	0.1705326718	-0.196347582	0.0949638957	-0.0760454978	0.0576032127	-0.0221137372	0.066341892	-0.1711416199	0.047426196	-0.1436852964	-0.0275437524	0.1242444152	0.2117561646	-0.1577541673	0.1256734821	-0.245896481	0.0133834231	-0.1085629909	0.0178325198	-0.0724897005	-0.0054703448	0.0662082642	-0.0960513245	0.1245608647	-0.2200469052	0.1946949421	-0.1049322511	0.1018320608	-0.0395159451	0.1797651631	-0.1144188348	0.030468226	-0.193871296	0.2256354688	-0.0742684468	-0.044715172	0.1561451084	0.1560591586	2.2356289917979663e-05	n/a	n/a	4.99803698896759e-10	2.030120673168767e-05	n/a	4.1213899476272077e-10	n/a	-0.0433221889735335	n/a	n/a	0.0018768120574585	0.0004199998906324	n/a	n/a	1.7639990813122798e-07	8.099999472399588e-05	n/a	n/a	6.5609991452873615e-09	-1.7006180361720316e-08	n/a	n/a	2.892101704953617e-16	0.0	0.0	0.0	0.0	0.0
915.3140755343384	-3.993048863425429	837799.8568712805	15.944439225703109	990.1881025467796	-4.000133470557103	980472.4784251918	16.00106778227121	864.5350074817802	-0.6410763577656553	0.4109788964860785	747420.7791615218	867.2081638659891	794.2395997564477	1.600068	21.366762	0.0435629113403014	0.0359610439716698	-0.1219778431	0.1169721847	-0.2237146194	-0.1532182045	-0.0117947063	-0.1992033395	0.2108788176	0.0645678769	-0.0620502807	0.1668389789	-0.056895161	0.2315364494	0.1715008775	-0.1396180206	0.1057953915	0.0624923792	-0.0604186315	0.1023323262	0.0202707738	0.0328744024	-0.1073142232	-0.1499395283	-0.0998907477	0.1951452479	-0.042739633	0.0490384546	0.1210836211	0.0123814138	0.0099985881	-0.1419749981	0.0807753247	0.0865393203	0.0260230009	-0.001737642	0.1476066406	-0.029552233	-0.2045841127	0.1494107955	-0.1005345344	0.0177688084	-0.061475098	0.0187613755	-0.0821339261	0.2222961657	0.0488863257	0.0697189776	-0.1042632454	0.1881291221	0.0394509034	-0.0028699028	0.1317798974	-0.0159730187	0.132043306	0.0585845867	-0.1523739589	-0.0758717069	-0.0160985043	0.0383842532	0.0799060621	0.1805757545	-0.0611251556	-0.1560710532	0.1155109747	0.0088047011	0.0764530113	0.0969807531	0.0719263018	-0.155098062	-0.1574262416	-0.3156725842	0.2151122835	0.0554420274	-0.1190464643	-0.0084421643	0.0634738301	0.0001603278	0.088725635	-0.1474767516	-0.0653246832	0.0516665649	0.0065098121	0.155915944	0.1551433414	1.629031473271425e-06	-2.072725844470824e-05	4.2961924263372894e-10	2.6537435409088694e-12	-2.3432507973097927e-05	-4.37337147047856e-05	5.490824299092979e-10	1.91263780187958e-09	-0.0089245813861822	0.0343976075873513	0.0011831954077334	7.96481529185898e-05	0.0003190000449763	-0.0001009998456561	1.0200968822556032e-08	1.017610286948814e-07	-1.894040480010517e-13	-8.099999491339993e-05	6.560999175970815e-09	3.58738933991847e-26	8.846151431816593e-12	1.7015026513152133e-08	2.8951112724327004e-16	7.825439515463076e-23	1.0	0.0	0.0	0.0	0.0
912.1921062693804	-3.121969264958011	832094.4387401685	9.746692091342464	980.154620378867	-10.033482167912666	960703.0798500408	100.67076441382146	864.9305974172023	0.3955899354220946	0.156491397007257	748104.9383484785	866.8372396637318	771.8747070102396	1.500734	20.040297	0.0464398526505749	0.0301690087678589	0.0411178444	-0.1426698436	0.1241696212	-0.0316254278	-0.09152554	-0.0154846607	-0.1637366776	-0.0474154017	0.004146891	-0.0320437715	0.0449362645	0.157900018	0.0575786639	0.1238594674	-0.0673992598	0.0710830866	-0.0438868934	-0.0454931824	0.0443565818	-0.0611103567	-0.1097467671	0.1151289849	-0.0430775243	0.0336996532	0.0138611646	0.0846714057	0.1498896247	-0.0686670643	-0.0620049822	-0.0241238859	-0.1783014372	-0.0842011604	0.1254958617	-0.0493490783	-0.0858034097	-0.0007970471	-0.0179841398	-0.030850051	0.0539283036	-0.1168409381	0.1364860087	0.0077253656	0.055425343	0.1115570692	0.0377985386	0.2075580574	0.1372896875	0.0701044128	0.0292031062	0.0047727492	0.0918564392	-0.082300807	-0.0322932031	0.0964572773	0.2015721221	0.1584535796	-0.1095900514	-0.0025361382	-0.0890154501	-0.0972094857	-0.0289813941	0.0328603034	0.0273522414	-0.0589423335	0.0762464143	0.2569486103	-0.074582802	0.0766919044	0.0093810697	-0.0849741692	0.1131878181	-0.1415042416	-0.076317393	-0.1069334211	-0.0261892856	-0.0057153671	0.1524040256	-0.0498550349	-0.1501509441	0.0778788941	-0.0612712747	0.1554579513	0.1533170814	6.878384937181181e-07	-9.411929795533068e-07	8.858442247604318e-13	4.731217934404096e-13	0.0211103774700376	0.0211338099780106	0.0004456480369274	0.0004466379241866	0.0107804966658449	0.0197050780520271	0.0003882901010364	0.0001162191083622	0.0002069996036186	-0.0001120004413576	1.2544098864319589e-08	4.284883589825752e-08	2.4944490917278017e-12	2.6838531397288534e-12	7.203067675632424e-24	6.222276271221656e-24	3.335575067021923e-11	2.450959923840264e-11	6.007204548271073e-22	1.1126061027738306e-21	0.0	1.0	0.0	0.0	0.0
913.056354680424	0.8642484110436044	833671.9068223041	0.746925315991395	981.9580878772956	1.8034674984286312	964241.6863476346	3.2524950178884247	863.9947013606304	-0.9358960565718916	0.8759014287068174	746486.8439792449	866.5005105474031	768.5523506138288	1.391885	18.586758	0.042818699717862	0.0245183851487201	0.0774455372	0.1215120052	-0.0913546916	-0.07056478	-0.033927938	-0.0880070661	0.1396193648	-0.0693956309	0.0170778293	-0.1288709407	0.1991400988	-0.0486856103	0.1779611385	0.0056750052	0.1368969577	0.0200056662	-0.004110177	-0.0085465062	0.0274292436	-0.1360960745	-0.1069460895	0.0716844637	0.1003385019	0.0492096084	0.117157698	-0.0375975864	0.1042570208	-0.1760674147	0.0795658038	0.0728138706	0.1137038743	-0.0210823235	-0.2099884535	0.0248123766	-0.0137542562	-0.188103827	-0.1603037168	-0.0309330637	-0.1545476393	0.0576935116	0.0485370683	-0.0218761793	0.0072147165	-0.0541224193	0.1149095792	0.0914185564	0.1175673109	0.0199463956	0.0529410012	-0.1062060716	-0.0108470521	0.0214238217	0.2382792925	0.1206655015	-0.1187042731	0.1028136895	0.0580160686	-0.0601574537	0.1014840131	0.0216169785	0.1217711834	0.1178794441	0.0020448753	0.0176447076	0.0073353422	0.0430324759	-0.0178247773	-0.2823718848	0.047239863	0.0247151707	0.0391548375	-0.0180628494	-0.0534187077	-0.2071057519	-0.0436835402	0.0687729566	0.073176016	0.0444273003	-0.0342706801	-0.0845619627	-0.0289132618	0.1547718027	0.1505910958	1.2094215335878287e-05	1.1406376842160167e-05	1.3010543266536778e-10	1.4627004459059354e-10	1.856267289213065e-06	-0.0211085212027483	3.4457282490024205e-12	0.0004455696673668	0.018229119124598	0.0074486224587531	5.548197653304108e-05	0.0003323007840587	5.299998895586309e-05	-0.0001539996146627	2.3715881316271462e-08	2.808998829321609e-09	3.474766030464593e-09	3.472271581372865e-09	1.2056669934809617e-17	1.2073998966470664e-17	0.0001309999400118	0.000130999906656	1.7160975543893642e-08	1.7160984283095198e-08	0.0	0.0	0.0	0.0	0.0
913.158433808532	0.1020791281080164	833858.3252356511	0.0104201483952928	981.6502599606569	-0.3078279166387574	963637.2328808252	0.0947580262621577	865.1697789954393	1.175077634808872	1.3808074478280128	748518.7464870173	866.7057432660247	768.3410084079342	1.172463	15.656674	0.0375553681753466	0.0276286593734194	0.0314118136	-0.127576451	0.0532257594	0.010184888	-0.0931947498	0.0276536409	-0.1592100571	0.0888214427	0.0831604584	0.0311690135	0.1130524103	0.0202078169	-0.0059164724	0.1145548567	-0.2169610263	-0.0069427968	0.1215166298	0.0686300284	-0.0059922484	-0.0259113249	0.0110064495	-0.0158383485	0.0860905826	-0.01195054	-0.016573146	0.0413126765	-0.0984216971	0.1458662513	-0.0745847135	-0.1639575882	-0.0631513619	-0.1480870361	-0.0393650008	-0.0546687717	0.1384921461	-0.0387636331	0.0541408757	-0.0298338994	0.0581554314	-0.1683447609	0.0464555399	-0.1806831851	-0.0856140148	-0.0585425127	0.0123567356	0.0745127138	0.038039413	-0.0100761483	-0.0672275446	0.1570154769	-0.0221679076	-0.0010614707	0.0137834078	-0.1016267789	0.0717497082	-0.1659802373	0.0348867701	-0.0490669908	-0.0750001093	-0.1490728561	0.0061874402	-0.122888294	0.01248013	-0.0145280484	-0.1304343657	0.0333081305	-0.0602807234	0.0182345949	-0.0700640434	0.0832824757	0.0205314505	-0.0317601941	-0.229446722	-0.2798348105	0.005301082	0.0420177575	0.1343588405	0.1076966594	0.1083188813	0.0759774832	0.1099400054	0.1538585052	0.1469813818	0.0041014716558862	0.0040893774405503	1.67230078512819e-05	1.682206974403789e-05	5.503748384683149e-05	5.318121655761843e-05	3.029124628190237e-09	2.828241794548308e-09	0.0172664628541525	-0.0009626562704455	9.267070950280436e-07	0.0002981307394938	0.0005699999398188	0.0005169999508629	2.672889491922792e-07	3.248999313934356e-07	-1.0000027044210211e-06	-1.0034774704514855e-06	1.0069670337037123e-12	1.0000054088493562e-12	3.0338932429686827e-10	-0.0001309996366224	1.7160904795220683e-08	9.204508209731031e-20	0.0	0.0	0.0	0.0	0.0
913.3469989900811	0.1885651815491655	834202.7405641873	0.0355568276926697	987.5635903895586	5.913330428901759	975281.845063116	34.96747676137546	864.5444499069274	-0.6253290885118759	0.3910364689390934	747437.1058648718	867.5859682206901	771.7789723171425	1.125752	15.032916	0.0699878575273808	0.0429648541154788	0.0123718481	0.1367541942	-0.0393246605	0.1259343377	0.0212927622	-0.0250981854	0.088321251	-0.1037555827	0.0426804619	0.0787603801	0.0764040036	0.0314739095	0.0941232221	-0.0095847416	0.1194946255	-0.1092107223	0.1954046915	0.0825238776	0.0641101277	0.1492571143	0.0197054016	-0.092758972	0.1575377877	0.0162370172	0.0337024149	-0.0277950322	-0.1537015663	0.2262064241	-0.1306693854	-0.0535738406	0.110716353	-0.0806091474	-0.0881524039	-0.0418004022	-0.0320640065	-0.1425837117	-0.1045679576	-0.0416556788	-0.0268304156	0.0943065069	0.0003883942	-0.1259658104	-0.1907278743	0.0293684906	-0.0125006868	-0.1160265443	0.0292463138	-0.0054045963	0.0327029501	0.0457978227	-0.0027568422	0.0296978708	-0.0059515257	-0.2605097073	-0.0037064129	-0.216751183	0.1001982854	-0.0247489794	-0.0589906318	0.1397135701	0.0527266488	-0.1721283701	0.0815663212	-0.0671746633	0.0583506136	0.0145625315	-0.0989049902	-0.0870940255	-0.1938977592	0.0834797578	0.0503261618	-0.0230488571	-0.0022622175	-0.1523577417	0.040878485	-0.0609991663	-0.0660410929	0.0947543313	0.1261502022	0.2582268787	-0.1598631086	0.152719399	0.1425091225	1.967727826013288e-05	-0.004081794377626	1.6661045341219774e-05	3.8719527972669806e-10	0.0333850347589077	0.0333299972750608	0.0011145605458534	0.0011108887183555	-0.0088589418276541	-0.0261254046818066	0.0006825367697881	7.848085030575936e-05	0.0005839986878912	1.3998748072400016e-05	1.9596494759452315e-10	3.4105446745864325e-07	3.20239491884422e-05	3.3023951892863224e-05	1.0905813986221446e-09	1.025533321623928e-09	8.199082728180664e-05	8.199052389248234e-05	6.722446008163717e-09	6.7224957583550476e-09	0.0	0.0	0.0	0.0	0.0
914.6386760747604	1.291677084679236	836563.9077717904	1.6684296910854504	977.90374580471	-9.659844584848656	956295.7360588828	93.3125974034299	866.4079698465638	1.863519939636376	3.4727065654223623	750662.7702136441	868.0216224657715	771.8718631107507	1.173466	15.670068	0.0312877839402978	0.0177788485910601	0.0115792499	-0.0989911718	0.043232298	0.1120902446	0.0802716946	0.0609167922	-0.1573072854	0.0126545802	0.1038958652	-0.0720465461	0.1615049604	-0.0044573211	-0.0790776045	0.1041980612	-0.1277853172	-0.0707965586	-0.0319516976	0.1166260181	-0.0071249991	-0.1551841652	0.0373709429	0.0110542965	0.0263847494	-0.0351851914	-0.1938397285	-0.1342289793	-0.0403044156	0.1180357063	0.0653640573	-0.0729780803	0.1686112802	0.1096825139	-0.0451586648	-0.3352968429	-0.0937155019	0.0292718544	0.0988268894	-0.0936828309	0.0560454558	-0.111442685	-0.0482750103	-0.1113866963	0.1047782562	-0.0993092867	-0.0640564542	0.008362118	0.0696984325	0.0422959228	0.0736906529	0.155429925	-0.0229567864	0.0298757143	0.2507413719	-0.0783035438	-0.1201222582	0.0920356449	-0.1965022739	0.047328653	0.02672293	-0.0544895013	-0.0447602082	0.0788512681	0.0063949752	0.070404718	0.0885929223	0.1751121511	-0.0057223334	0.1891082765	0.0203610997	0.1491308394	-0.0932537599	0.0518195386	0.0969211386	-0.2204406365	-0.2322022531	-0.1062220308	0.1301699821	-0.0985973797	-0.0639053385	-0.0751179003	-0.1765708584	0.1513561561	0.1372005631	2.093353630527872e-05	1.2562580451458416e-06	1.5781842759936514e-12	4.3821294224442224e-10	0.0194988145312606	-0.0138862202276471	0.0003802037681244	0.0001928271122107	-0.0090089332304899	-0.0001499914028357	2.2497420924651173e-08	8.116087795142519e-05	0.0003899999709636	-0.0001939987169276	3.763550216955507e-08	1.520999773516089e-07	-3.700002230710986e-05	-6.902397149555206e-05	4.7643086410187836e-09	1.3690016507266271e-09	7.194669562128912e-09	-8.198363261224451e-05	6.721316016299481e-09	5.176327010822423e-17	0.0	0.0	0.0	0.0	0.0
917.2107621834192	2.572086108658823	841275.5822650888	6.615626950355686	984.4468159291936	6.54307012448362	969135.5333931276	42.8117666539101	866.4831495222865	0.0751796757226657	0.0056519836417651	750793.048406061	868.9436429447421	781.1259567208216	1.251192	16.707996	0.0266820282221948	0.0207907159960248	-0.0815298207	0.0694244111	-0.0423896442	0.0353389728	-0.1227687841	0.1065345153	0.1556632795	-0.0803337745	-0.0717621445	-0.060494156	0.2309201848	-0.0311740047	-0.0738564914	-0.0477644728	0.1514698168	-0.0189274066	0.0568626704	-0.0041119652	-0.0012897429	-0.0079193087	-0.1052466876	-0.2021731955	-0.0695873121	-0.1162563946	-0.0545865943	0.0769904385	-0.0935640754	-0.0282684171	0.0704351992	0.0124835099	0.0215911254	0.1311097859	-0.0446803958	-0.0686463793	-0.0307822564	-0.0165958597	0.0355656231	-0.0115799707	-0.0502050558	0.2233064939	-0.0343938078	-0.1140742499	-0.086952261	-0.0481082771	0.0827139148	0.0773388291	-0.1436580858	-0.1965825895	-0.027710412	0.0903729691	0.0472754611	0.2049613339	0.0797160584	-0.0924104228	-0.1096554334	0.0485050329	-0.0733870461	0.1058596756	0.182169515	0.0130260576	0.1575304462	0.0322560265	-0.0854693261	-0.0414084575	-0.0197801405	-0.1458067595	-0.0800189203	0.079762581	-0.1006615003	0.0717658166	-0.0735944422	0.0418166499	0.0285802174	-0.1465846282	0.0896558264	-0.1253168108	0.0867791502	0.0510976441	0.0629106492	-0.2194237519	-0.0178456677	0.1497707771	0.1310868562	8.683437840772967e-06	-1.2250098464505754e-05	1.5006491239008624e-10	7.540209273456788e-11	3.0666447145222264e-05	-0.0194681480841153	9.404309805107107e-10	0.000379008789825	-0.0090091710221429	-2.3779165300025218e-07	5.6544870236592347e-14	8.116516250621935e-05	0.0003899999578023	-1.3161300012071858e-11	1.7321981800776271e-22	1.520999670857958e-07	0.0001069997198621	0.0001439997421692	2.073592574479892e-08	1.1448940050567878e-08	-2.089495916647089e-08	-2.8089628728599804e-08	7.890272421105794e-16	4.3659931856848597e-16	0.0	0.0	0.0	0.0	0.0
916.8114861503244	-0.3992760330947931	840543.3011371664	0.1594213506039143	980.6202894188892	-3.826526510304348	961616.152019986	14.642305134061967	866.6652847946546	0.1821352723681002	0.033173257440602	751108.7158681997	868.4643161538834	795.6583230942745	1.21155	16.178629	0.0283428684681593	0.0226183298766135	-0.1705033399	-0.1220464257	0.0465441263	-0.0356916121	0.0453988896	0.0698406139	-0.0601232874	0.2168475158	0.0187495457	-0.0891155211	0.0650685727	-0.0654127127	-0.081549546	0.0917854968	0.0534800317	0.1900129499	-0.1447851419	0.0667177347	0.0060447397	0.0573431554	-0.0311049522	-0.0060673403	-0.1128753937	-0.1048056304	-0.0437271185	0.0085446545	0.008576379	0.168365486	0.1511037298	0.0266565847	-0.4203837407	0.0316026558	-0.036921059	0.1360126485	0.0032340619	-0.1049510671	0.1445326167	-0.0099528636	-0.1855158163	-0.0778657843	0.0023197673	-0.004233324	0.0721976359	0.1241706956	0.0512132198	0.0245859067	-0.1076791695	-0.0978296817	-0.1750355191	0.154242227	-0.0624169876	-0.0062146706	0.0644847439	-0.042257103	0.2701747881	0.049655039	0.1081446824	0.1714616883	-0.0035955011	-0.0932677739	-0.0399208948	-0.0346557952	-0.2343314152	0.1084104289	-0.0330073781	-0.0102474206	-0.053918874	-0.0620491494	0.0026747678	0.0706284089	-0.0565223827	-0.0511935027	0.0962390738	-0.0401819478	0.0674895909	-0.0981207747	-0.0631127774	-0.0288446876	0.0228296246	-0.0937815618	-0.075325039	0.1479655889	0.1242038795	-6.747173055998701e-05	-7.615516840075998e-05	5.7996096741481106e-09	4.552434424759485e-09	0.0001152655904093	8.459914326407773e-05	1.3286156332404512e-08	7.157015041015949e-09	-0.0090686005651292	-5.942954298629975e-05	3.53187057956045e-09	8.223951620986165e-05	0.0003900074801947	7.522392400009879e-09	5.658638741972639e-17	1.5210583460781933e-07	-3.6418292734596847e-05	-0.0001434180125966	2.0568726337186296e-08	1.3262920457027895e-09	0.0004190072623219	0.000419028157281	1.7558459659436618e-07	1.7556708587849354e-07	0.0	0.0	0.0	0.0	0.0
914.8139805093977	-1.9975056409267609	836884.6189354486	3.99002878553423	989.4323692760248	8.812079857135586	978976.413371168	77.65275140853474	865.503822137666	-1.1614626569885331	1.348995503578863	749096.8661349086	868.8091555958778	787.9522346719817	1.281486	17.112526	0.0187537605018421	0.0117456407418187	-0.0902059111	0.1344157521	-0.1165421833	0.0392531999	0.025645269	-0.0564207404	0.107791727	-0.0494094105	0.083095409	0.1659491581	-0.1431005948	0.0869011513	0.1194018343	-0.0916164938	0.0052179212	-0.1130279766	-0.1427483133	0.0016201312	0.022276968	0.1919607795	-0.0289330273	-0.0334581593	-0.1224969113	-0.1020675277	0.1049977012	-0.0656896314	-0.0799360479	-0.0770677895	0.0109192361	0.0973106259	-0.044263901	-0.0178912405	0.0936245253	0.000330382	0.0267301642	0.0900899554	-0.1827455614	0.0112615192	0.0643334198	0.0159264368	-0.1310376676	0.0724215432	0.0067040435	0.1455561954	0.0397029944	-0.0412378871	-0.1228285998	-0.1060267937	-0.0184844167	-0.0730512841	-0.0107579842	-0.0477045549	0.0130941312	0.0105930057	-0.0893810326	-0.0350140037	0.0598155258	0.078617282	0.0200588259	0.1329562734	0.0257650774	-0.0384081236	0.0563910121	0.0552498573	-0.0733365366	0.0399718058	-0.0604373185	-0.1267309352	0.0540605272	-0.1848752275	-0.0914229563	0.0540595496	0.1269763601	-0.0087115225	-0.0686146669	-0.0463943003	-0.1858973745	0.1417679209	0.0296415936	-0.0429265072	-0.1960318151	0.1459432408	0.1165920251	7.119813085409987e-05	0.000138669861414	1.922933046460206e-08	5.0691738371175294e-09	-8.130739985290347e-06	-0.0001233963303945	6.610893270839928e-11	1.5226654354850898e-08	-0.005654644477218	0.0034139560879112	1.1655096170185946e-05	3.197500416373203e-05	0.0002590045892181	-0.0001310028909766	1.7161757444226952e-08	6.708337723603674e-08	-3.696773591044256e-05	-5.494431758457165e-07	3.018878034834269e-13	1.3666134983442247e-09	0.0002490048320319	-0.0001700024302899	2.8900826304506296e-08	6.200340637523474e-08	0.0	0.0	0.0	0.0	0.0
