global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
917.0696091410176	n/a	n/a	841016.6680100588	1081.146077370157	n/a	n/a	1168876.8406128774	858.2347945761481	n/a	n/a	736566.9626211632	881.0661104601834	644.9342447789933	n/a	n/a	n/a	n/a	-0.0900266916	-0.0599503832	0.0102939664	-0.0602808231	0.0484637044	-0.1264863008	0.1231758498	-0.0275853552	0.0500202859	-0.1520082445	-0.0589690929	0.0202251532	-0.0883942183	0.0346204541	-0.0642189942	0.1085262941	-0.0841726857	0.0380052765	-0.0790219247	0.0048685949	-0.0208093065	-0.0298902525	0.0274038538	-0.1221606336	0.0335741986	-0.0628815073	0.0786524299	-0.0160465732	0.0685544017	-0.0756993829	0.0140215064	-0.1013256936	0.0268207744	-0.0143821952	0.0322160705	-0.0166704258	0.2028271535	0.004889069	0.000670784	-0.0405685209	0.0767411662	-0.0081287941	0.0140173987	-0.0219412325	0.058816322	0.0272963431	-0.0152877619	0.1557865438	-0.0251101359	0.151822253	-0.1168197001	0.06479457	-0.0272805564	0.0417624134	-0.0095320828	0.1058810167	-0.0664899283	0.1480759288	-0.0522042323	0.0259536986	-0.0454240122	0.0122771459	-0.1228940792	0.0555133079	-0.0536189578	0.0669179203	-0.0924514585	-0.0313717919	0.0715299698	-0.1024079941	-0.0444570769	0.0247020791	-0.0682028589	0.0757745195	-0.0583856839	0.0380170902	-0.0059172111	0.0316278022	-0.1041822997	0.0570770599	-0.1751727195	0.0808060995	-0.1753745246	0.0571015202	-0.0327135681	0.1042306808	-0.0336902424	0.061004434	-0.0135517065	0.0410057443	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0900415112098329	n/a	0.0081074737409504	n/a	-0.0388429095707181	n/a	0.0015087716239189	n/a	-0.176738828131711	n/a	n/a	0.0312366133693704	0.0077893785595811	n/a	6.067441834446173e-05	n/a	-0.002116996822044	n/a	4.481675544544396e-06	n/a	0.003091304556835	n/a	9.556163863108835e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
917.7591947975836	0.6895856565660097	0.4755283777415746	842281.939635509	1068.0297684650031	-13.1163089051538	172.0375592954169	1140687.5863274082	858.0700528572795	-0.1647417188686404	0.0271398339357941	736284.2156104945	879.7557310699946	644.6153497685361	0.756781	15.208035	0.1529431817426089	0.0753494991294013	-0.0786270292	-0.0561417379	-0.0076832756	-0.0435610015	0.0080294042	0.0063946025	0.0699848412	-0.0184618326	0.035441046	-0.0690553913	-0.0307798486	-0.0218655349	-0.0771250733	0.0042071166	-0.0753023224	0.1447255695	-0.0453783138	0.1198234477	-0.0796174422	-0.0222196045	-0.0203874438	-0.0795656426	0.0591387638	-0.1264562249	-0.0328835736	-0.0662180799	0.0812638128	-0.018200435	0.0715751527	-0.0745123525	-0.053791025	0.0044195008	0.0917588501	-0.0329164443	0.0233519818	0.0683920114	0.1321304752	-0.0816583379	0.0487714231	-0.0817677329	0.0364771865	-0.0118041411	0.0318072408	0.0347171053	0.074985432	0.0038915513	0.0254979372	0.1606052457	0.0639326833	0.1707040122	-0.0285493154	0.0397486453	0.009697228	0.0750551409	-0.039878935	0.1066403661	-0.0549800286	0.1044144646	-0.0094594292	0.0456467875	-0.0379394861	0.1254942005	0.0338776892	0.0001231523	-0.0733906454	-0.0606668169	-0.0719631943	-0.0288131013	0.0632192205	-0.1152008265	-0.0250437756	-0.0234657121	-0.1140835976	0.0251938525	-0.0632159167	0.0166788414	0.0272326018	0.0183331998	-0.0293319425	0.0954646989	-0.2314786664	0.0827771235	-0.1741186652	0.041592284	-0.0079203743	0.098605975	-0.0601301384	0.0209916557	0.0147262941	-0.0154411165	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.069399956918204	-0.0206415542916289	0.0048163540202485	0.0004260737635742	-0.0072732142118496	0.0315696953588685	5.2899644971451006e-05	0.0009966456650517	-0.1599394886092895	0.0167993395224214	0.0002822178083895	0.025580640016601	0.0065842832311072	-0.0012050953284738	4.335278566743947e-05	1.4522547507096165e-06	-0.0019388216793341	0.0001781751427099	3.7590295042559e-06	3.1746381479693284e-08	0.002795923176625	-0.00029538138021	7.81718640958883e-06	8.725015977476466e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
918.5536020629646	0.7944072653809826	0.631082903290091	843740.7198628471	1070.2071713194557	2.1774028544525663	4.741083190578184	1145343.3895435908	857.3058785197403	-0.7641743375392025	0.583962418153479	734973.3693445037	879.4484664856681	653.3852960432355	0.7657629999999999	15.388542	0.1064028869585713	0.0566208707194825	-0.0733191339	-0.0673175003	-0.0360899686	-0.0404331842	0.01643801	0.0194236097	0.0730964115	-0.0686443373	0.0390754302	-0.1253253606	-0.0611678317	0.0006782525	-0.0596176627	-0.0147547025	-0.0609515415	0.0366990431	-0.0677757541	0.15160933	0.0150566701	0.0790110648	0.0078329371	-0.1241824659	0.0233240976	-0.0657850158	-0.0319722286	-0.1074407477	0.0423551733	0.0078643271	0.0542318829	-0.1170698416	0.0529682416	0.1033542472	0.0274863456	-0.1495290865	-0.0203181465	0.0790897127	-0.0360803638	0.079133491	-0.0532617065	0.1397922858	0.0603904816	-0.0029555566	0.0033406398	0.0449109204	0.0423341896	0.0609433283	0.0731169497	0.1417444761	0.1489506294	0.0723090446	-0.0345450046	0.079245268	0.0160454231	-0.0072600954	-0.0596208739	0.0724005424	-0.03455413	0.1596468364	-0.0210851969	-0.0120828534	0.0704818034	0.0838087008	0.0986195866	-0.0337135496	-0.0062132418	-0.0776624447	-0.0685465498	-0.0279668735	0.0132616378	-0.1166391686	-0.0116008763	-0.0844799464	-0.1160602899	-0.0189253527	-0.0761296293	0.0444530301	0.0109332476	0.0496411598	-0.01317536	0.0784218846	-0.199769706	0.0833654637	-0.1553311223	0.0291646882	-0.015891339	0.1194315317	-0.0046655119	-0.0676670439	0.0711108637	0.0012386595	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0693626127134052	-3.734420479879763e-05	0.0048111720424298	1.39458963205454e-09	-0.0494724579900633	-0.0421992437782137	0.0024475240995785	0.0017807761754531	-0.1897436206168734	-0.0298041320075838	0.0008882862847254	0.0360026415647999	0.0063370130639277	-0.0002472701671795	4.015773457239033e-05	6.1142535576978e-08	-0.0020198021647168	-8.098048538269999e-05	4.079600784594671e-06	6.557839012817687e-09	0.0024369304898277	-0.0003589926867972	5.938630212251874e-06	1.288757491739442e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
918.0260599980244	-0.5275420649402349	0.278300630281407	842771.8468354963	1066.3543534259406	-3.8528178935150654	14.844205720589873	1137111.607070456	856.6169639129755	-0.6889146067647971	0.474603335413895	733792.622863484	878.2876108267561	648.6938604120401	0.825651	16.592024	0.0646941660153732	0.0407857710524311	-0.055465672	-0.0258615742	-0.0511171334	0.0481849811	0.0063726409	-0.0030391692	-0.016143729	-0.0690399305	0.0228555946	-0.0706306873	-0.0303582307	0.0325628295	0.03157468	-0.0493592176	0.0182470501	0.0082381093	-0.072435931	0.0922759702	0.1324748417	-0.0065306842	0.0330756216	-0.0886456509	-0.0206919027	-0.1189769241	-0.0005341536	-0.1326254575	0.0410123912	0.0180614913	-0.0035307622	-0.0999149884	-0.0817259661	0.0563434412	-0.0168210087	-0.0822334668	0.0490127197	-0.1216313305	0.0025564312	-0.0452121792	-0.0621054313	0.0890403133	0.0323584757	0.0302781277	-0.046110153	0.0659520763	-0.0379212266	0.0202395141	0.0717603021	0.0583140963	0.0969543146	-0.0276126556	0.0568953418	-0.0046028022	-0.0186096795	0.0072167358	-0.0067405201	0.0586649123	0.0439378638	0.1814050804	0.0542752648	-0.0071882118	0.0220385202	0.0602135691	-0.0213899376	-0.0717748237	0.015206378	-0.0680182333	-0.0522015695	-0.0172669046	0.0333291846	-0.1205978398	-0.0091571014	-0.064023458	-0.103617605	-0.0420093546	-0.0468456896	0.0030961428	0.0578056289	0.0487018575	0.0597349123	0.1402162302	-0.1788451846	0.0613687832	-0.0949307037	0.0269118157	-0.0780005092	0.0630980145	-0.0621959876	-0.0289858493	0.0475528807	0.0409588751	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0693428595120906	-1.9753201314601232e-05	0.0048084321653135	3.901889621751639e-10	-0.0470485093234742	0.002423948666589	0.002213562229561	5.875527138259069e-06	-0.1640745480541738	0.0256690725626995	0.0006589012862291	0.0269204573191813	0.0057398528071608	-0.0005971602567668	3.294591024787172e-05	3.566003722619095e-07	-0.0019381786314132	8.162353330359992e-05	3.756536407266745e-06	6.6624011889638845e-09	0.0023840864482028	-5.284404162489995e-05	5.683868192504243e-06	2.7924927352541583e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
917.7514681953984	-0.2745918026259915	0.0754006580693914	842267.7573748094	1062.583038143236	-3.7713152827045633	14.222818961561	1129082.71294971	856.1699078327431	-0.4470560802324144	0.1998591388727709	733026.9110783278	877.6290775834336	657.0863487733691	0.937327	18.836243	0.0358380761116169	0.0269982145517293	-0.0501181492	0.0117795511	-0.0747404308	0.1170774884	0.0264919931	0.0300122697	-0.0679547891	-0.1084254178	0.0288494936	-0.0076057115	-0.0458100886	0.0573180542	0.0239964452	-0.1071670062	-0.009847763	-0.0696563647	-0.0803446996	0.0469663489	0.2322911159	0.1731156269	0.0680572707	-0.0065166573	0.0150433396	0.1134274927	-0.0809716279	-0.0126524182	-0.0084990106	0.0435737062	-0.0333425147	0.0734281036	0.0243073813	0.119426594	0.0269896182	0.0221577261	0.1171301823	0.0070482346	-0.10975728	0.081629241	-0.0091830556	0.0462635374	0.0374690973	0.0439145131	-0.0806948167	0.0738856445	-0.0726401223	0.0744522472	-0.0430943206	0.0577583893	0.16672941	-0.1567198984	0.0377908046	0.0486038807	-0.0516476443	-0.0781976921	-0.0395591834	-0.0181938562	0.030683942	0.0211867565	0.0395899783	-0.1805317542	0.0709992211	0.0256960061	0.0591701629	0.0945699332	0.0033757777	0.0006357838	-0.0517314335	-0.012806578	0.0475930608	-0.1361600674	-0.0297944069	-0.0608895503	-0.0616890013	-0.0724069529	-0.0738115862	0.0811035355	0.0160590212	0.1212846349	0.0759050322	0.0069815626	0.0331039048	0.1810114313	0.0205853615	-0.1304725489	-0.1059533056	0.0324674378	0.0485368523	0.036946716	0.1079824083	0.1237459941	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0666948054679608	-0.0026480540441297	0.0044481970764091	7.012190220632157e-06	-0.0210181713991204	0.0260303379243538	0.0004417635289628	0.000677578492456	-0.1637265145696105	0.0003480334845633	1.2112730637727538e-07	0.0268063715731128	0.0057442243253026	4.3715181417998406e-06	3.299611309939811e-05	1.911017086408513e-11	-0.0019390433556685	-8.647242552999902e-07	3.7598891351621567e-06	7.477480377041228e-13	0.0022530896774285	-0.0001309967707743	5.076413094534861e-06	1.7160153953294572e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
915.8298933099048	-1.9215748854935557	3.692450040559571	838744.3934800316	1047.2250135772083	-15.35802456602778	235.8689185707128	1096680.2290617842	856.1243456215594	-0.0455622111836646	0.0020759150879448	732948.8951659433	878.1601242208669	662.6863818142238	1.222326	24.563494	0.4097877105038302	0.2691146427746005	-0.1510912962	-0.0062246906	0.0041020118	0.1911745979	-0.0091199278	0.175271502	-0.0164912527	-0.1328169624	0.2071073063	0.0993052012	-0.0656245177	0.1946068754	-0.0138979288	-0.0343692249	-0.0196737692	0.0319859962	0.0538347322	0.0291929298	0.2520375346	0.0573478731	0.0472188694	0.0753261686	-0.0531013679	0.024522932	-0.1027916686	0.1418264465	-0.0673065837	0.1198614446	0.0007711893	0.0970407052	0.1193194279	-0.0825452021	-0.1119964044	0.0569848125	-0.1013298047	0.1827420652	-0.1069123584	0.1588752857	0.0106241453	0.0189554705	0.1116955174	0.163371652	-0.0488420586	0.0485388403	0.054352807	-0.0790036875	0.0194947691	0.0087037807	0.0851475145	-0.2357357237	0.0781554903	0.0442094697	-0.0501700808	-0.090845647	0.0730988212	-0.1178017708	-0.0884125596	-0.1136812012	0.1416054368	-0.1168404014	0.033601076	0.019967048	0.0074282192	0.1476197493	0.0123735326	0.0941824533	-0.1664925755	-0.068643889	0.0766559173	0.0311278527	-0.0989033881	0.0194662723	0.0692117816	-0.1174234104	-0.0431959191	0.0282072049	-0.0433462336	-0.047104622	0.0884869043	-0.277232004	0.2581798086	0.2152280049	0.0855660111	-0.0333555494	-0.1102669873	-0.211216412	0.146430429	0.0473652124	0.0010040756	-0.1068238634	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0805119066672688	0.0138171011993079	0.006482167115199	0.0001909122855519	-0.0278154005134041	-0.0067972291142837	0.000773696505721	4.620232363206601e-05	-0.2656717832545041	-0.1019452686848935	0.0103928378072351	0.0705814964176281	0.0105189397288286	0.004774715403526	0.0001106480930187	2.279790718466845e-05	-0.0012969117784327	0.0006421315772358	1.6819801610374688e-06	4.123329624833361e-07	0.0019253744280834	-0.000327715249345	3.70706668831748e-06	1.0739728465332096e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
919.0618944788883	3.2320011689835155	10.44583155631081	844674.7658831233	1064.289026501714	17.064012924505732	291.18053708769867	1132711.1319319662	859.3400932433665	3.215747621807054	10.341032767157724	738465.3958555178	881.3421630783986	653.9631203551625	1.384085	27.814142	0.1295599549826796	0.0635536256826897	-0.1236925666	0.0105204729	0.1378283501	0.0218965762	-0.0273659676	-0.0184103373	0.1447683836	-0.0037247433	0.1213672507	0.1256767371	-0.0990803762	0.0353122546	-0.1378313553	0.1251288971	-0.0330623669	0.1003156344	0.1205526765	-0.0032073498	0.0336548973	-0.1057790436	-0.0022997283	0.1003018175	-0.1429038568	-0.08485086	0.0263378298	0.20823822	-0.1596004178	-0.0248737344	-0.0804009975	0.0120575142	-0.145204112	0.1049089284	-0.0591033152	0.1141634018	0.084289727	0.0058335049	0.0332110186	-0.1272688822	0.0173118476	-0.0775957178	0.126715918	0.0176996936	0.0802751434	-0.0321599692	0.1603816654	-0.1322964271	0.0470497085	0.0186519097	-0.0261569855	-0.0011647822	0.1450682362	-0.0648304616	0.0164341271	-0.0349962486	0.0198529566	-0.03693041	-0.0155057777	-0.1464645208	0.1750303532	0.2441083893	0.0001934541	-0.0343696235	-0.0878154419	0.0123497074	-0.0197633383	0.0028642536	-0.1412579178	-0.0484971214	-0.0349458372	0.0565690314	0.0427605478	-0.0564198907	-0.1143049809	-0.1962930586	-0.0191491733	-0.0183322992	-0.0788858925	-0.2317842587	0.002654473	-0.092085286	0.2140820005	-0.0554283807	0.1271881364	0.0829347446	-0.0564370434	-0.0342067353	0.0045175501	-0.152135938	-0.0672988747	-0.2243521898	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0735523848207009	-0.0069595218465679	0.0054099533128124	4.8434944332856e-05	-0.0307851877831382	-0.002969787269734	0.000947727786843	8.819636427474706e-06	-0.2913293531337118	-0.0256575698792076	0.0006583108921064	0.0848727919973069	0.009779571919592	-0.0007393678092365	9.564002693047236e-05	5.466647573353279e-07	-0.001624596333803	-0.0003276845553703	2.639313247806149e-06	1.0737716782823124e-07	0.0011129652729469	-0.0008124091551365	1.2386916987857675e-06	6.600086353496019e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
917.1073847500506	-1.9545097288377065	3.8201082801212447	841085.9551630775	1061.6181767677774	-2.6708497339366204	7.133438301269316	1127033.15324374	857.7704821147064	-1.5696111286600851	2.463679095213587	735770.1999872959	879.4172131760789	650.3432886539767	1.103912	22.183886	0.1438391231366347	0.0752731314192209	-0.1023278342	-0.0599990963	0.0916046513	-0.0952690679	0.0129044397	0.051124435	0.1328631308	0.0542346614	0.0320734394	0.066930408	-0.0754332258	0.0701239179	-0.1290170801	0.0892857796	-0.0191343945	0.0534430271	-0.0527765821	-0.0041338288	-0.0914008168	0.0791793601	-0.0674333816	0.1202211429	-0.0211227583	0.0015672805	-0.0563182274	0.1679385622	0.0934332822	-0.1112786482	-0.0670939331	0.0260852729	0.0285093837	0.0486107559	0.0672408406	-0.025208024	0.1189033143	-0.1031654939	-0.2081117786	-0.069637528	0.0751163886	-0.2140440766	0.0968312747	0.0548003384	0.0631245736	-0.0999234976	0.0675416829	0.0396669517	-0.074595779	0.0282203243	-0.0605546239	0.0611860935	0.062928402	-0.0444756906	0.0125486195	-0.1314542352	-0.091899803	-0.0682167229	-0.0932630521	-0.1220807618	0.012800171	0.0976636502	-0.01485603	-0.0777547701	0.0616785199	0.0332921727	0.0467002987	0.039333229	-0.1130746421	-0.0404936354	-0.078658486	0.0265285601	0.0239876795	-0.0215252369	-0.0654156976	0.022749615	0.0157722489	-0.0554713248	-0.1109567802	-0.0862431883	-0.0705785679	-0.0523922244	0.2167670556	-0.0833094933	-0.0226207317	-0.0329258687	-0.0541987136	0.0239417747	-0.0023323513	0.0029628165	-0.0995710069	0.0334064304	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0527283615278832	-0.0208240232928176	0.0027802801094151	0.0004336399460998	-0.045575739672202	-0.0147905518890638	0.0020771480466683	0.000218760425183	-0.2846854429021235	0.0066439102315882	4.414154316540342e-05	0.0810458014003782	0.0085394000082308	-0.0012401719113612	7.292135250057219e-05	1.5380263697292922e-06	-0.0011250223282142	0.0004995740055888	1.265675238980499e-06	2.495741870600385e-07	0.0014048321104602	0.0002918668375133	1.9735532585800597e-06	8.51862508400151e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
918.0831114672634	0.9757267172127512	0.9520426266827724	842876.5995614115	1067.699017707669	6.080840939891687	36.976626536262806	1139981.1924139217	857.9736746843782	0.2031925696718417	0.0412872203698462	736118.8264514153	879.8172903173997	647.8805129641578	1.029727	20.693071	0.2363831329423495	0.1319539277100503	-0.0804676571	-0.0265940698	0.0409896289	-0.0979493448	0.0349050895	0.0353733291	0.1475021898	0.041331807	-0.025561121	0.0090232402	-0.0841201345	0.0392893623	-0.0313695238	0.0696452699	0.0180958273	0.0842201976	0.0979637981	-0.04819646	-0.0786834804	-0.0016987701	-0.1343120456	-0.0190542096	-0.0436590755	0.1213760118	0.0091821399	0.0106226554	-0.092878077	-0.0843619471	0.0855510592	-0.0054451898	-0.0930496091	-0.13896377	0.1025505384	-0.1740985238	0.0156377171	-0.0080986752	0.0166578526	0.1154242804	0.0058036343	-0.102440619	0.0967331736	0.0166703007	0.0401357005	-0.104734228	0.0201645912	-0.0284396608	-0.0702806846	-0.0382541563	-0.1359391345	0.1110877512	0.0328747	0.0546813546	0.0598593588	-0.0061252322	-0.0138664624	-0.05200458	0.0137221697	-0.0275922104	0.0068392494	0.0904688496	-0.0839223489	0.2241459114	-0.049370718	-0.0653248179	0.0313284615	0.0378531199	-0.0735636218	0.0156559431	-0.0713307157	0.0427809129	0.011449569	0.1058390084	-0.0734908325	0.093651025	0.0420779503	-0.0484855069	-0.0424409078	-0.0887564905	-0.0126147796	-0.0642356158	0.0608861242	-0.0388926981	-0.0134086646	0.0499497845	0.0239889905	0.0190918556	-0.1136408648	-0.0025422853	-0.039762797	-0.0626536338	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0526401117206205	-8.824980726269971e-05	0.0027709813619594	7.788028481903646e-09	-0.0303595611395905	0.0152161785326115	0.0009217029525885	0.0002315320891363	-0.2206561224640282	0.0640293204380953	0.0040997538757642	0.0486891243808602	0.0064522926086924	-0.0020871073995384	4.1632079908186585e-05	4.356017297207943e-06	-0.0004988528285361	0.0006261694996781	2.488541445384676e-07	3.920882423271221e-07	0.0009771213263891	-0.000427710784071	9.547660864843942e-07	1.8293651481071506e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
914.641493441003	-3.441618026260357	11.844734638680238	836569.0615239884	1054.1888154944595	-13.510202213209595	182.52556384181344	1111314.0587136117	855.7509025510008	-2.2227721333774757	4.940715956919453	732309.6072168524	877.0548870629473	638.2773003858057	1.122569	22.558794	0.1665120169329537	0.0937496877973912	-0.0316823781	0.1126997786	0.15092947	-0.0260892914	0.0040900829	0.0457370298	0.0782612823	0.0769374564	-0.0270686669	0.1311988703	0.0055456954	0.0387110644	-0.013300394	0.1489809522	-0.0187390199	-0.0555512345	0.1519422695	-0.1327007164	0.0019539165	0.082253438	-0.0154338149	-0.0136239926	-0.0334406061	0.1602862543	-0.0607232403	0.0242009119	0.1438928418	-0.0472569079	0.1365370124	-0.0394124212	0.0837298027	-0.0368477577	0.1763958436	0.0663081899	-0.0851475256	0.0190472583	0.0121440832	0.0274542677	0.0334909992	0.1299691259	0.0111194729	0.0262782118	0.0193512322	-0.1437372386	0.0599712769	-0.02818725	-0.1369594406	-0.1339591512	-0.0201051063	-0.0083629323	0.07301554	0.0171561309	-0.1223489747	-0.0375983037	-0.1096177923	-0.09375788	0.0335356032	-0.0548909301	-0.1396389297	-0.0282601426	0.0916405796	0.0766517233	0.0243376643	-0.0693413874	0.1008030057	-0.0130277067	-0.0293498041	0.0448134668	-0.072577848	0.045076235	0.0759687626	0.1651051479	-0.0176937371	-0.03916374	-0.0114210995	-0.0489761651	-0.0971970807	-0.0226657119	-0.0098633782	0.0231986135	0.1031770912	0.0286589733	0.0297009144	-0.0034963897	0.0038180893	0.0135009314	-0.0363551778	0.0324009279	-0.0393007967	0.1115646844	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0312804503070651	-0.0213596614135554	0.0009784665714127	0.0004562351357017	-0.0272776192346952	0.0030819419048952	0.000744068511113	9.498365905149665e-06	-0.1745918229236807	0.0460642995403474	0.0021219196921428	0.0304823046318138	0.0050140304313905	-0.0014382621773019	2.514050116691e-05	2.068598090657204e-06	-2.0058005028689152e-05	0.0004787948235074	4.0232356573091925e-10	2.292444830174927e-07	0.0009740560457153	-3.065280673800077e-06	9.487851801945266e-07	9.395945609172255e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
