global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44
761.8484861039548	n/a	n/a	580413.1157788878	789.888390482471	n/a	623923.6694189885	n/a	693.5825160841868	n/a	481056.7066176712	n/a	704.8002732093402	534.2134191486571	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.4911299483367344	n/a	2.223468522826712	n/a	-0.2398951027615794	n/a	0.0575496603289887	n/a	2.0505599285151987	n/a	4.204796020432257	n/a	0.0542112046812081	n/a	n/a	0.0029388547129878	-0.0199225749585287	n/a	n/a	0.0003969089929781	0.0005306578548984	n/a	n/a	2.815977589653714e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
839.1968703469989	77.34838424304417	5982.772545009603	704251.3872001978	935.3074333681076	145.4190428856366	874799.994913637	21146.698033774617	732.9121116519592	39.32959556777246	537160.1634061339	1546.8170875245469	760.6144407735638	673.5784034705456	4.574297	214.502853	6.571750178499491	3.2888938812303605	0.000416276	-0.0431442491	0.0180218217	-0.0125682692	-0.071454902	0.0642717685	0.09742047	-0.0667556381	0.1997575024	-0.3650387754	-0.000237367	0.0614802043	-0.0133407604	-0.0104311215	0.1308909035	-0.0210608704	0.0114122211	-0.0926553455	0.0317046273	0.00275235	-0.0074354711	0.037294576	0.014025561	-0.0758376689	0.0007860078	-0.0557391938	0.033495529	-0.0269217607	0.0211385968	-0.1918204643	0.145913468	-0.1774314872	0.0234413718	-0.0871843399	0.1534165919	0.0348930522	-0.3028905945	0.0539725528	0.0118457824	-0.0335941794	-0.170493595	0.1447823301	-0.2131506008	0.1296294506	0.1295955703	0.1295391098	0.1294600787	0.0	0.7548905167072775	-0.7362394316294569	0.5698596922145803	0.5420485006860658	-0.4238408146405845	-0.183945711879005	0.1796410361551943	0.0338360249186739	0.8940862472675946	-1.1564736812476042	0.7993902175530503	1.3374313754183853	-0.0023277090551195	-0.0565389137363276	0.0031966487664838	5.418229445285316e-06	0.0016407217178879	0.0215632966764166	0.0004649757635551	2.691967755549022e-06	0.0123302745170227	0.0117996166621242	0.000139230953373	0.0001520356696651	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
834.4095595269768	-4.787310820022185	22.918344887501487	696239.3130300033	899.1340712435418	-36.17336212456576	808442.0780709866	1308.5121273949685	734.4217568511173	1.509645199158058	539375.3169362816	2.2790286273409723	756.6777682138918	655.2996929757389	1.467098	68.796722	1.47149034450733	0.6292364215888073	0.0018074581	0.0117267872	-0.0050286771	-0.0039514047	-0.0501743756	0.1281311572	0.0009681162	0.0032130919	0.0624329648	-0.0193111553	0.1285470591	-0.0170147126	-0.0095629205	-0.0883282631	-0.0860226023	-0.0054675213	-0.1021304083	0.0331199167	-0.0014861954	-0.0240119114	-0.0075429219	0.0250315523	0.0351984205	-0.0287055001	-0.013997155	-0.04963597	0.00027536	-0.0232388378	0.0389865493	-0.1236928481	0.0887053519	-0.1798530978	0.0311168205	-0.0512341923	0.1355257978	0.0040690494	-0.1589195189	0.0194543256	-0.0739175024	0.0227593647	-0.0706252516	0.0001846815	0.0112773178	0.1295391098	0.1292343642	0.128726986	0.1280177706	0.0	0.4883581702159461	-0.2665323464913314	0.2384937024166669	0.0710394917261751	-0.0827630165839394	0.341077798056645	0.0068497169140734	0.1163340643271695	0.7010874031914511	-0.1929988440761434	0.4915235469137323	0.0372485538147275	0.0037233953190868	0.0060511043742062	3.661586414753861e-05	1.3863672702197494e-05	0.0050592359336822	0.0034185142157942	1.1686239443587716e-05	2.55958682326612e-05	0.0083822659893591	-0.0039480085276636	1.5586771334504504e-05	7.026238311636628e-05	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
836.967602896062	2.558043369085226	6.5435858781208935	700514.7682975801	893.5093940436507	-5.624677199891153	798359.0372442518	31.636993602975377	735.3847653720045	0.9630085208872288	540790.7531412381	0.9273854113014082	760.9986972989344	669.1056845559015	1.023224	47.982124	0.497331070357086	0.2253937387305392	0.0244045824	0.0190021178	0.0052978076	-0.0035537553	-0.031378585	0.063490933	-0.0023059047	-0.0318544485	-0.0272324197	0.0128657604	0.0467401696	-0.0053903295	-0.0273293715	-0.0061811508	0.0295591928	-0.0287510551	0.013374744	-0.0232430168	-0.015325541	-0.0231989845	-0.0008147312	0.0192118664	0.007086954	-0.0168416215	-0.0234081113	-0.0306679281	0.0287501157	-0.0294037989	0.0228070924	-0.0897406768	0.0913634621	-0.112374639	0.0222388621	-0.0679825447	0.103767156	0.022298984	-0.1360766477	0.0140101601	-0.0196587279	-0.0116575794	-0.0511352801	-0.0198598694	-0.0506312389	0.129358491	0.1285129588	0.12710783	0.125149223	0.0	0.4100442619167239	-0.0783139082992221	0.1681362967308308	0.0061330682330989	-0.1402687236747937	-0.0575057070908543	0.0196753148413556	0.0033069063480191	0.5414738294416566	-0.1596135737497945	0.2931939079702121	0.0254764929251811	0.0044330563136093	0.0007096609945225	5.036187271466643e-07	1.965198827963128e-05	0.0034677905669746	-0.0015914453667075	2.5326983552150858e-06	1.2025571416398018e-05	0.0066454147262449	-0.0017368512631142	3.0166523101813915e-06	4.416153688379258e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
836.5763671974324	-0.3912356986295435	0.153065371882147	699860.0181532534	901.3421320568916	7.832738013240942	812417.639020863	61.35178478406965	737.5778771276919	2.1931117556873687	544021.1248281925	4.809739172934133	761.131291386457	673.4055165626385	0.805224	37.75943	0.3808798278491104	0.1646240767596978	0.0377319741	0.0015261198	0.0148327374	0.0052729401	-0.0148554534	0.0358990433	0.0195893388	0.0282903065	0.0231554454	0.0112102499	0.0081910976	-0.0122389022	-0.0414365195	0.0016432091	-0.0330587999	-0.037280721	-0.0094031126	0.0329509506	-0.0131902814	-0.0373917295	-0.0125606835	0.0069510512	0.0051454678	-0.0158807583	-0.010284689	-0.0361105874	-0.0084285509	0.0072252726	0.0198491483	-0.0249479956	0.0544204946	-0.0797210017	-0.0096219815	-0.0512609818	0.0897178545	-0.0182711126	-0.05210483	-0.0280074459	-0.0458309306	0.0185762848	-0.0426838853	-0.0805942996	0.020229372	0.1290877201	0.1274333647	0.1246917927	0.1208863942	0.0	0.3407361186961424	-0.0693081432205814	0.1161011025841116	0.0048036187166846	-0.0970434231456067	0.043225300529187	0.0094174259758172	0.0018684266058385	0.5130459224256896	-0.0284279070159669	0.2632161185176267	0.0008081458973084	0.0026478542733936	-0.0017852020402157	3.1869463243902982e-06	7.01113225312875e-06	0.0020467092596565	-0.0014210813073181	2.01947208200892e-06	4.189018793563659e-06	0.0050533285321112	-0.0015920861941337	2.5347384495511293e-06	2.553612925344913e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
835.1152727776832	-1.4610944197492015	2.1347969034222567	697417.5188265443	904.8687885646714	3.5266565077797623	818787.524518496	12.437306123865348	734.9515877362977	-2.6262893913941525	540153.8363161049	6.8973959673494685	759.7238652563245	672.9994481587115	0.689328	32.324726	0.4465396362926972	0.1965138899183076	0.0445441736	0.0039994116	0.0079736049	-0.0291746742	0.0030485887	0.0194690103	0.0226830719	-0.0022262127	0.0169357048	0.0353753889	-0.033239396	0.0412662312	-0.0230895635	0.0017098177	0.0242102519	-0.0238926587	0.00395107	-0.016197176	-0.0060448084	-0.0357667757	0.0022634033	0.0089322841	-0.0145071744	0.0020772295	-0.019279459	-0.0136060233	0.0069569144	-0.0087315305	-0.0106758154	-0.008739095	0.0256873968	-0.0347945411	-0.0146391751	-0.0473795105	0.0294531227	-0.0062407055	-0.0512385642	0.0048263479	-0.0065032251	-0.0290471973	-0.0148617169	0.0035978179	-0.0057023551	0.128726986	0.1259985909	0.1214940211	0.1152767764	0.0	0.2678003591174729	-0.0729357595786694	0.0717170323434474	0.0053196250253174	-0.012853683840305	0.0841897393053017	0.0001652171882665	0.0070879122042946	0.6071130059192456	0.0940670834935559	0.3685862019563019	0.0088486161969836	0.0006179263811257	-0.0020299278922679	4.120607247807199e-06	3.818330124911038e-07	0.0009788154982965	-0.00106789376136	1.1403970855516089e-06	9.580797797054258e-07	0.0042442091074357	-0.0008091194246755	6.546742433872123e-07	1.801331094764014e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
834.6641199469245	-0.4511528307587014	0.2035388767015894	696664.193126774	899.094240582855	-5.77454798181634	808370.4534492608	33.345404394299166	735.9330317205715	0.9814439842738238	541597.4271774318	0.9632322942672776	760.0495666840851	671.7750212594315	0.655345	30.731163	0.2500803301106732	0.1081405415110314	0.0458468382	0.0026137644	-0.011002287	-0.0029613536	-0.0179423107	0.0030037219	0.0161296273	0.0170463272	0.0105555251	0.0526034178	0.0436694054	0.0108931129	-0.0280868139	-0.004912134	-0.0377302742	-0.0257540635	-0.0116475885	0.0259659488	-0.0019814157	-0.0490994585	-0.0053036272	-0.0054708464	-0.0105575492	0.0060755419	-0.0028502794	-0.0161333553	-0.0181174683	-0.0001641228	-0.004865856	0.0198453342	-0.0046617889	-0.0086034777	-0.0156822896	-0.0201486957	0.0183895438	-0.0203786089	0.0105184683	-0.0151264197	-0.0222340691	0.0274898298	0.007822033	-0.0474102309	0.0738177888	0.1282765399	0.1242126365	0.117534563	0.1083828658	0.0	0.2191046256130704	-0.0486957335044025	0.0480068369650437	0.0023712744615317	0.0230348070810606	0.0358884909213656	0.0005306023372616	0.0012879837806129	0.6260902896641056	0.01897728374486	0.3919890508116836	0.0003601372983329	-0.0006051488104835	-0.0012230751916092	1.4959129243298812e-06	3.6620508282959497e-07	0.0018479759893637	0.0008691604910672	7.554399592321763e-07	3.415015257264746e-06	0.0034060683513112	-0.0008381407561244	7.024799270769479e-07	1.1601301613803795e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
833.7822463775599	-0.8818735693646431	0.777700992343936	695192.83437441	891.6149397908642	-7.479300791990795	794977.2008582664	55.93994033707413	734.2561268228324	-1.6769048977391776	539132.0597768673	2.8120100360616416	758.9587571056859	668.6546355482973	0.647794	30.377075	0.1138059616017593	0.0511170113616306	0.0335624508	-0.0149590175	0.0101700098	-0.0297433719	0.0450303048	-0.0335677277	0.0059443161	0.0130995667	-0.0402692191	0.0337259799	-0.0424677594	0.0314461995	-0.0164813788	-0.0022608989	0.0144799163	-0.0168813994	0.0029983812	-0.0111713491	-0.0135834665	-0.0355657616	0.0038579864	0.0037089842	-0.0204963905	0.0102849334	-0.0103186588	-0.0002041486	0.0082695195	-0.016461582	-0.0187253848	0.0160183719	0.0046712953	0.0144228423	-0.0132508421	-0.0363077259	-0.009362641	0.0174234902	-0.0131472664	0.0330807397	0.0198920884	-0.0089143009	0.0113006508	-0.0131070007	0.0312603099	0.1277366958	0.1220804792	0.1128382417	0.1002814672	0.0	0.197323903540223	-0.0217807220728473	0.0389367229083512	0.0004743998540146	0.0067456822982308	-0.0162891247828298	4.5504229668664366e-05	0.0002653355861906	0.6336236567759528	0.0075333671118471	0.4014789384261304	5.675162004186036e-05	-0.0001071993457655	0.000497949464718	2.479536694129427e-07	1.1491699732551225e-08	0.0015498506361051	-0.0002981253532586	8.88787262555651e-08	2.402036994235383e-06	0.0028380882166031	-0.0005679801347081	3.2260143342303165e-07	8.054744725221364e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
835.0895313364368	1.3072849588769486	1.7089939637059053	697374.5253477098	901.0325084238744	9.417568633010204	811859.5812366194	88.69059895745771	735.0944655344276	0.8383387115952701	540363.8732593458	0.7028117953592175	759.2084228804434	672.3720172240411	0.587388	27.544424	0.2264963587448622	0.1120149751885395	0.0462621737	-0.0005831632	-0.0120555672	-0.0005304139	0.0057747743	0.0178103548	0.0181812601	0.0124649373	0.0036583146	0.0296874816	0.0180886876	-0.0038450226	-0.0207956934	0.0211783675	-0.0146952364	-0.0190033755	0.0169831511	0.0224262206	-0.0093733597	-0.0420277736	-0.0007384685	-0.0088769982	-0.0140809019	0.0058438667	0.0040337054	-0.0117660028	-0.0188767283	0.0135603446	0.0051134576	0.0121183547	0.0183838718	-0.0215205204	-0.0159782537	-0.0338324111	0.0209020352	0.0016877337	-0.0018595739	0.0013616033	-0.010382725	0.0311224671	0.0086979014	-0.0268599316	0.0316963606	0.12710783	0.1196080616	0.1074345	0.0910628379	0.0	0.2295743392234328	0.0322504356832097	0.0527043772298757	0.0010400906017568	0.0207602946405813	0.0140146123423504	0.0004309898335637	0.0001964093591063	0.6816241605166198	0.048000503740667	0.4646114961999866	0.0023040483593577	0.0005524468937891	0.0006596462395546	4.351331613585247e-07	3.051975704572251e-07	0.0033878346136027	0.0018379839774976	3.3781851015378983e-06	1.1477423369124555e-05	0.0029850741391236	0.0001469859225205	2.160486141920248e-08	8.910667616064502e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
834.0448865952742	-1.0446447411626425	1.091282635238764	695630.8728557238	892.5083568722176	-8.524151551656814	796571.1670867458	72.66115967561328	735.2763033377691	0.1818378033415228	540631.2422500551	0.0330649867240703	758.9976853572232	670.0473709924721	0.530579	24.880487	0.1426936935574996	0.0742009139355342	0.0351472106	0.0024887358	-0.0031655512	-0.0108893765	0.015803223	0.002908985	0.0041928892	0.0348961328	-0.0285407631	0.0155798957	-0.0412981194	-0.0252930554	-0.0238175912	0.0192374543	0.0061979675	-0.0216084284	0.0166484933	0.0147616909	-0.0177804273	-0.0286576647	0.003787548	-0.0015288485	-0.0233278924	0.0171120096	-0.002103019	0.0081169263	0.0021069499	0.0018363537	-0.0205413408	0.0221148816	0.0039187297	0.0179293586	-0.0143656407	-0.0361039806	-0.0078813251	0.0094935208	-0.0058987991	0.0158152497	0.0139691374	-0.0055814085	0.0131481613	-0.0094357087	0.0103090518	0.1263903806	0.116802275	0.1013572156	0.0808296822	0.0	0.1860726817292999	-0.0435016574941329	0.0346230428859333	0.0018923942047368	0.0271837723432071	0.0064234777026258	0.0007389574788073	4.126106579613085e-05	0.6750754137821389	-0.0065487467344809	0.455726814293126	4.288608379237444e-05	0.0002099038742514	-0.0003425430195376	1.173357202340051e-07	4.4059636425747554e-08	0.0023062874564183	-0.0010815471571844	1.1697442532136572e-06	5.318961831632392e-06	0.0026847680833205	-0.0003003060558031	9.018372715201472e-08	7.2079796612164306e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
