global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10
910.6125663921716	n/a	829215.2460713371	n/a	1031.938536607897	n/a	1064897.143336448	n/a	865.0005222865514	n/a	748225.9035560066	n/a	874.4713340517623	716.3305718134908	n/a	n/a	n/a	n/a	0.0673854662	-0.1737538567	0.0509770776	-0.0337834842	-0.1037352865	0.0638851423	-0.0011811943	0.0768027706	-0.0429587618	0.3153567832	-0.261986298	-0.0307477759	0.0353739725	-0.1399038119	0.0548978858	-0.0012836176	0.1151897104	-0.0586520836	0.0552218784	-0.1355502571	-0.1722558302	0.1326837554	-0.1477645029	0.0526019207	-0.157608996	0.0635416416	-0.0584842908	0.1397379643	-0.0108672306	0.095579791	-0.0151985993	0.021677463	-0.0073822597	0.0257784555	-0.0136068254	-0.0077319628	-0.0664574724	0.0574953951	-0.1190692771	0.0484449431	0.0066028155	0.0157377201	-0.1361720129	-0.0556035511	-0.1061342719	0.0355048146	0.0282765023	-0.1071127435	0.072082492	-0.0023968025	0.1052792756	-0.1054914201	0.1190052222	-0.131257279	0.1304963764	-0.3104784398	0.0469450159	-0.1084226885	0.0294915373	-0.0724886162	0.0288972437	-0.228628261	0.0593395559	-0.0300470819	0.0381023258	-0.1425754707	0.0307016953	-0.0025869814	0.1695714022	0.0370892084	-0.0866974686	0.0437900794	-0.0319639261	-0.0053299825	0.1820976167	0.0641031893	-0.0265426489	-0.0545846081	0.0694968993	0.0011036289	-0.1409715928	0.1140721162	-0.1426548244	0.1423100925	-0.0509332685	0.0756912649	-0.168590239	0.1962268345	-0.0381452559	0.0158763664	-0.0631441826	0.0624213337	-0.1056446371	0.0795025603	-0.0869262278	0.0392747411	0.0732293648	-0.0969061541	0.1752008205	-0.22575521	0.0709582615	-0.1179974428	0.0183218567	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.0185621863953571	n/a	0.0003445547637759	n/a	0.0119305593685652	n/a	0.0001423382468468	n/a	0.0913431812494849	n/a	n/a	0.0083435767607762	-0.0013830024050191	n/a	1.912695652288615e-06	n/a	-0.000694999415979	n/a	n/a	4.830241882111511e-07	-9.809207964071474e-07	n/a	9.622056088240325e-13	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
912.6438122371012	2.031245844929572	832918.7280146693	4.12595968254365	1020.961221890836	-10.977314717061065	1042361.8166048288	120.5014383974054	865.6130269949776	0.612504708426286	749285.9125034079	0.3751620178443696	874.0003643927711	726.894353482991	1.334468	22.631016	0.2286809857000961	0.092985264066731	0.1408077316	-0.0438068704	0.0152826969	0.0829951779	-0.0444598564	0.1341641658	0.1082767239	0.0638299488	-0.0389146858	0.2510328858	0.1257966087	-0.0460448127	-0.0343742708	-0.0703678882	0.0737022752	-0.0848247294	0.0512378376	-0.0296427277	0.0721612753	-0.2199382039	-0.2275474809	-0.0485257195	0.0827139433	-0.0770419597	0.0189548273	0.0160528399	-0.1055552241	-0.1388800422	-0.1584040272	0.1067999272	0.3359405986	0.1814798013	0.0460684183	-0.079554801	-0.0704600086	0.1255614373	-0.0354427589	0.0869415073	-0.016784196	-0.0304396735	0.0031150461	-0.0034483515	-0.0806232649	-0.1055117722	-0.0103385247	-0.0110493282	0.0724507926	-0.1239172618	-0.0204294295	0.0089364098	0.0957811295	-0.0905141299	0.1240298466	-0.0133378728	0.2199493857	-0.2149585248	0.0652100714	0.1167929851	0.1371666966	-0.1411777174	-0.1532404144	-0.1090853811	0.0504315423	-0.1442001755	-0.200603783	0.1645086566	-0.1347725799	-0.0486417405	0.0514339864	0.047839942	0.1513967027	-0.0579308811	0.110600534	0.0530969835	0.0034921471	-0.0437466452	-0.070894462	0.1428110691	0.0696539553	0.0400700873	-0.0908031735	0.0696142759	-0.104033557	0.0335924672	-0.0749771512	0.2572304217	-0.1410261186	0.1298341687	-0.064900312	0.0068108531	-0.0125466749	0.1592664546	0.0933070482	-0.0177517106	-0.1257841167	-0.025694263	0.1652088548	-0.1281498649	0.2343442028	-0.0815092099	0.0618766564	-0.0194760326	0.1538518328	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.070175499674491	-0.0516133132791338	0.0049246007545644	0.00266393410765	0.032420516618643	0.0204899572500778	0.0010510898978197	0.00041983834811	0.118017343901954	0.026674162652469	0.0007115109532103	0.013928093461672	-0.0003508713137742	0.0010321310912449	1.2311067882963308e-07	1.0652945895143882e-06	-0.0012636779587906	-0.0005686785428116	3.233952850543248e-07	1.5968819835331777e-06	0.0009962804955154	0.0009972614163118	9.92574825744411e-07	9.945303324642315e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
917.7860187459686	5.142206508867389	842331.1762055755	26.44228777983814	1029.6750574472787	8.713835556442746	1060230.723929057	75.93093010472586	866.7397126116072	1.1266856166295156	751237.7294180514	1.2694204787198318	876.3742015487647	758.8740742772032	1.32978	22.551508	0.3062183727358056	0.1360505443672276	0.0096457482	0.0721743502	0.0532498852	0.0501210327	0.0644504254	0.0737175132	0.019711693	0.0097352754	0.2766481061	0.1207729255	-0.091200393	0.0094647916	0.0083149726	-0.0791349327	-0.1071316267	-0.0966093618	0.1030857533	-0.12274764	0.1197339295	-0.0134858075	-0.0906011351	0.0089152047	-0.0334355114	0.1913456861	-0.0868319878	0.0019887906	-0.1747591213	-0.0365216908	-0.1617321549	-0.1251505587	-0.2219954516	0.0169916518	0.0471968812	-0.079981088	-0.0106201312	0.0823364581	0.0814350773	0.0952938318	0.1822580449	-0.1900038123	0.0320756774	-0.0091070188	-0.0035784169	0.0096689429	0.083791894	-0.0821443363	0.0123813474	-0.0077345904	0.0381793316	-0.1351545559	0.1019463209	-0.0913109834	0.103148271	0.0524835849	0.2062597327	-0.0054536866	-0.0849754725	0.033576774	0.1123783597	0.0585003474	0.1756138477	-0.0363575153	-0.1796116694	0.1018989034	0.195118672	0.1714382362	0.0144168736	-0.236671807	-0.1545326547	-0.1072908336	0.0874387001	0.1716900941	0.059364501	0.1413492769	0.0799005894	0.0316173164	0.0405381823	-0.0877402876	-0.2354132966	-0.0357930412	-0.099304247	0.1470436112	-0.117542057	-0.1008792364	0.0504596637	0.2361735983	-0.1022380347	0.1192091912	-0.0040089575	-0.0622930404	-0.0952942416	0.1005004012	-0.1356158171	0.0911344944	0.0309046101	0.0243716232	-0.0536075747	0.0462298657	-0.0432619841	-0.2376951755	0.0481940991	-0.0024544133	-0.003673101	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.0355343244697934	0.0346411752046975	0.0012626882155245	0.0012000110195625	3.107895001619454e-05	-0.0323894376686268	9.659011341091186e-10	0.0010490756724898	0.0052585175041528	-0.1127588263978011	0.0127145529306094	2.76520063414814e-05	-0.0015053326465925	-0.0011544613328183	2.2660263768971806e-06	1.332780968972606e-06	-0.0018256429516447	-0.0005619649928541	3.158046531935087e-07	3.3329721868899727e-06	0.0001841281518942	-0.0008121523436212	3.390317631997359e-08	6.595914292494077e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
917.6027883323228	-0.1832304136457878	841994.8771552535	0.0335733844848065	1030.5372732214023	0.8622157741235696	1062007.071498603	0.7434160411475065	867.2804464285714	0.5407338169642344	752175.3727573421	0.2923930608087101	876.8455055662589	758.3970911287897	1.28348	21.766323	0.2316587457821906	0.1016593301194683	-0.082803328	0.0771734319	0.1049358525	0.0358383234	0.1404691418	0.0978013494	-0.0085901221	0.1723663574	0.0367744925	0.1059676955	0.0962574876	-0.0500188525	-0.0454432738	-0.0295500419	-0.1206547451	0.0201518419	0.2031407913	0.1008582874	0.0964439256	0.0127097917	0.0313548671	-0.0759377126	-0.0647966455	-0.0351279121	-0.024597449	0.0378776285	-0.1243357008	-0.1336916558	0.0348590862	0.0252886952	-0.0579775814	-0.165722827	-0.0845884092	0.0077186066	-0.0876754652	0.1541428391	-0.018957105	-0.0220197074	0.1190376334	0.0142121131	0.0044303125	0.0762020988	0.0378144122	0.0820546809	0.1392161057	-0.0891564757	0.0500777851	0.0362692455	0.0171119327	-0.1329874023	0.1684823013	0.0199568742	0.0903185651	-0.0150738248	-0.0191580176	0.1258634086	0.1399440773	-0.0530683517	0.2105520374	-0.077207021	0.0366305623	-0.0168615284	-0.0076624209	-0.0058001038	0.0943095215	0.0519645179	0.0849180479	0.1114649401	-0.1137336532	-0.0801213561	-0.0616192956	-0.0674674501	0.0089271375	-0.0269072741	-0.1474431915	-0.0503479088	-0.0120205165	0.047150597	-0.1003612028	0.0188135455	0.0275033982	0.1195973948	-0.0472764344	-0.0683527298	0.1196833894	0.0395609688	0.0155934877	0.0324509108	0.0368289155	-0.0263147605	-0.1491966576	0.0453302598	-0.2179519389	0.0482203361	0.0492078018	0.0211239476	-0.0643385829	-0.145357356	-0.0851458031	0.0569276031	-0.0755284895	-0.0118525351	-0.0323552933	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0044514701079663	0.031082854361827	1.98155861221175e-05	0.0009661438352785	0.0362385641011258	0.0362074851511096	0.0013132335281114	0.0013109819809678	0.0528658319661374	0.0476073144619846	0.0022664563902822	0.0027947961894718	-0.0001899577910797	0.0013153748555128	3.6083962391878954e-08	1.73021101051532e-06	-0.0008950091971784	0.0009306337544663	8.660791849520416e-07	8.010414630339241e-07	9.491492572791307e-05	-8.921322616628693e-05	9.008843125935257e-09	7.958999722997062e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
916.1675135754284	-1.4352747568943869	839362.9129309828	2.060013627778241	1037.6997109696672	7.162437748264892	1076820.6901465307	51.30051449776986	866.7979602050781	-0.4824862234933107	751338.7038156841	0.2327929558608369	877.0372481770465	756.5556583483904	1.155009	19.587597	0.0965677009074633	0.0418627336416444	-0.0475136607	0.0405857333	0.1754070134	0.0174938549	0.1202078833	0.0667536092	-0.1274737033	0.0878329814	0.0488601586	0.0024373917	0.0289907851	-0.0786274444	0.0226589393	0.0069686012	-0.1024083478	-0.040993035	0.0789180567	-0.0156875145	0.0192410236	-0.0375997139	0.1067569319	-0.0776515666	0.0761286259	-0.0701266088	0.1358267503	0.1522226411	-0.0431433233	0.0247972954	0.0570578998	0.0718723927	-0.0796129588	0.0740340892	-0.0245719456	0.0358683194	-0.0398338264	-0.0722531742	-0.0197989928	-0.177516341	0.1036452241	0.0974917574	-0.1676739191	-0.1205060159	0.0731666014	-0.0495208487	0.0728617804	-0.1434605112	0.065229955	0.0837707689	0.038985614	-0.0789928866	0.1025406463	-0.0146316007	-0.0324638609	0.01546719	-0.0987983344	0.0823179126	0.0634510583	0.0651816861	0.0309634919	-0.0348133071	0.051517482	0.0207469028	-0.0984988947	-0.0735825352	-0.0362517413	0.0303584118	0.1431609517	0.1053926215	-0.1034280043	0.0873132206	0.0610828845	-0.1551422758	0.1179751123	-0.0089273701	-0.0647669425	-0.0865886782	0.1505919002	-0.1141394893	0.1315780168	0.042014243	0.0678814402	0.0346130768	0.0612647958	-0.0345234979	0.1350838303	0.0737864845	-0.0111964701	-0.0689336635	0.0067400639	0.0514978715	-0.0402044831	-0.0242851671	-0.0791251467	-0.0139520763	0.0551832387	0.0236672439	-0.1834233706	0.0725132784	-0.2729133735	0.0736726805	-0.0683345374	-0.0078585649	0.0478033087	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0137704252817201	-0.0093189551737538	0.0001896246124394	8.684292553043271e-05	0.0146415721690971	-0.0215969919320287	0.0002143756355828	0.0004664300605121	0.0753818730290305	0.0225160410628931	0.0005069721051458	0.0056824267813648	0.0004009885407767	0.0005909463318564	1.607918098342272e-07	3.492175671345344e-07	-0.000749006093889	0.0001460031032894	2.131690617013522e-08	5.610101286828574e-07	-3.084989390204261e-05	-0.0001257648196299	9.51715953767286e-10	1.5816789856555292e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
913.9614117770972	-2.2061017983312468	835325.4622175846	4.866885144600361	1035.2213054553883	-2.4784055142788475	1071683.1512687586	6.142493893207798	864.7830141485305	-2.0149460565476147	747849.6615598175	4.060007610796784	876.1884903253293	747.3782146681364	1.082264	18.35393	0.0942581531348815	0.0495410887082346	0.0379401953	0.0493194109	0.1884179042	-0.0858698645	0.1216358976	0.124686957	-0.0822954097	-0.0283093713	0.0417892907	-0.0868566907	0.0425983597	-0.1721731628	0.0857751427	0.0846234131	0.0357909302	-0.0872278555	0.1130532377	0.0109529613	-0.0169775739	-0.0219479301	0.0017838883	-0.105135357	0.0680631919	0.0349823652	0.0581584185	0.0313898142	0.0642028962	0.0115468656	-0.0012863615	-0.0596874919	0.0016149729	0.0951257432	-0.0866249258	0.0885823132	-0.0172404788	-0.0895913929	-0.0597509828	-0.0605553396	0.0760545959	0.0016328691	0.0078177675	0.1391941107	0.1057571353	0.0156918199	0.0525445025	0.175247189	0.1599728334	0.1451824742	0.0352248101	0.0518978238	0.0561070935	-0.1077020971	0.0447440922	0.0101515514	-0.0307032233	0.1006540659	0.045760168	0.0798735307	-0.1077883143	-0.0106785428	0.0449270585	0.0447668518	0.0093257445	0.0558431217	-0.0713113575	0.0294498156	-0.080260653	-0.019786256	-0.0987676525	0.0502465285	0.1174784165	-0.0793959093	-0.0558724067	-0.0030522228	-0.0399588507	0.0263184157	0.0248950872	0.0357980915	-0.1768797787	0.0507636742	0.1188364915	0.0274060759	0.0431739351	0.0064274875	0.0565399385	0.0962271026	-0.0123301206	0.0132761517	-0.0936035251	0.126856289	-0.0424769254	-0.003472603	-0.0534946738	0.0729577337	0.0012324331	0.0812927511	-0.0181721852	0.1494932952	-0.0952918823	0.0342805191	-0.0997706277	0.0877378272	-0.038881438	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0115653325171649	0.0022050927645551	0.0001337569162325	4.862434100293691e-06	0.0192882468802935	0.0046466747111964	0.0003720364677151	2.159158587167215e-05	0.0926878812481533	0.0173060082191228	0.0002994979204803	0.0085910433302717	0.0001888916850751	-0.0002120968557016	3.568006869051076e-08	4.498507619850534e-08	-0.0013124431297151	-0.0005634370358261	3.1746129334050186e-07	1.7225069687363667e-06	0.0005956237633704	0.0006264736572724	3.547676674915183e-07	3.924692432563099e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
914.2417149510754	0.2803031739782682	835837.9133566834	0.0785698693422912	1033.2580848281448	-1.9632206272435724	1067622.2698627256	3.8542352312346457	865.6255375744048	0.842523425874333	749307.5713009773	0.7098457231470228	876.2773961661268	739.5576441178871	0.92943	15.76205	0.0251435867423379	0.0166368248959456	0.1127303627	0.0409273989	0.1115389042	-0.0818767074	0.0881737782	0.1661070709	-0.0432638299	-0.1363168094	0.0151271453	-0.0989195093	0.0119729504	-0.1196651257	0.0344303312	0.1546227626	0.0599889582	-0.1564754593	0.0742285473	0.0825311293	0.0387059975	0.0909000251	-0.0114089046	-0.0405827983	-0.0047930631	0.1904299355	0.1050079789	0.0853244188	-0.066363836	0.0069649209	0.1947819385	-0.1133546066	-0.0876449933	-0.0082192657	-0.1651155037	-0.0876208446	0.0953366132	-0.0606345071	0.1263798154	0.0194797516	-0.1731107611	-0.030787077	-0.0388379624	-0.0113531345	0.1048611624	-0.1919614958	0.0899266394	0.0959612546	0.1441937017	0.1241757713	-0.0589577401	0.0873933484	-0.0001268078	-0.1506511965	0.0558579345	-0.0055867767	0.0070231391	0.1858867382	-0.0198070367	0.0524958775	0.0397384898	0.0170204902	0.0341302578	0.0097172195	-0.0586572243	0.0141038213	-0.0515853811	-0.1417518525	0.0686826224	0.1106488533	-0.1493552588	0.0354228609	0.0074217948	0.0562018014	-0.1225658925	-0.1280640752	-0.0960352414	0.2650453191	0.0038956018	-0.1015307439	0.084312649	0.0462285115	0.0998181625	0.0036353402	0.0625347866	0.0405362222	-0.0393515369	0.1134064163	-0.0349666977	-0.0363794921	-0.1235032797	0.1016394353	0.0138812618	0.060884804	0.0591614323	0.012565719	0.0236410451	0.1189555254	0.0436822069	0.0762477485	-0.1597710463	0.0984419187	-0.132735559	0.0743195861	-0.0726584072	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0238414664716657	-0.0122761339545008	0.0005684155235195	0.0001507034648688	0.007647427423933	-0.0116408194563605	5.848314620432252e-05	0.0001355086776155	0.0927151714434799	2.729019532660137e-05	7.447547609640555e-10	0.0085961030157938	0.0001854047920828	-3.486892992300006e-06	3.43749369272663e-08	1.2158422739750887e-11	-0.0013124443636471	-1.233931999980453e-09	1.5225881805757613e-18	1.722510207669041e-06	0.0006161224991691	2.049873579870005e-05	3.796069339823777e-07	4.201981693449071e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
913.9147008090398	-0.3270141420356367	835240.0803548767	0.1069382490913035	1034.4122512404983	1.154166412353561	1070008.705516436	1.3321001074050904	865.5194167945499	-0.1061207798549048	749123.8608483778	0.0112616199170131	876.0768385897215	739.342096458361	0.937545	15.89967	0.0552653650475171	0.0294374493110426	0.1511229703	-0.0069923334	0.0087718306	-0.0693781459	0.0094363562	0.1468251726	0.0396244819	-0.1770948129	0.0165456282	-0.1306269428	-0.0049029574	-0.0765258174	0.0250733149	0.1134030327	0.1112984935	-0.0662544335	-0.036439535	-0.0206355953	-0.0243389928	0.0201603191	-0.0043847672	0.0307015672	0.0290931144	0.1326602778	-0.0860330029	-0.0952025028	0.1141021131	0.0720679436	-0.0463350468	0.0946742722	0.0433685774	-0.1493495138	0.0431514744	-0.0217726598	-0.1420017935	-0.1534220353	-0.1074966374	-0.0273995204	-0.0888247317	-0.0043747326	-0.1800317783	0.0111390674	0.0960011606	0.2013837199	-0.0726919925	-0.0872187897	0.114350753	0.0570585856	-0.0565597832	0.1126513942	-0.0998917897	-0.0957242185	-0.0059327944	0.0099201289	0.0539747402	0.0339883202	-0.0849399766	-0.0592973894	-0.0851339985	0.1207310504	0.0458305109	-0.0184373828	-0.0562402788	0.1941914826	0.0089105767	-0.0109716709	-0.0174062594	0.1490635155	0.0548534933	-0.0710796111	-0.0267165812	-0.1835576301	-0.0519074568	-0.1134753252	0.034246963	-0.0873964452	-0.0810543136	0.1293346186	0.0839494755	0.0550264043	0.0915448157	-0.013488073	0.0468656246	0.0752088894	-0.0919669494	0.0249857081	-0.0246420503	0.0379161259	-0.1073734076	0.0586584892	-0.0255552609	-0.0378807265	0.0460333224	-0.0103029546	0.0079360692	0.0348714357	0.0217488748	0.0078468489	-0.0281334185	0.1298878654	-0.0165411447	-0.0735419158	-0.036841228	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0238930639287957	-5.15974571299975e-05	0.0005708785039055	2.6622975822819293e-09	0.0247646304357544	0.0171172030118214	0.0006132869206194	0.0002929986389479	0.1041658143130206	0.0114506428695407	0.0001311172221257	0.0108505168714946	0.0002548018691301	6.93970770473e-05	6.492399251219262e-08	4.8159543027088935e-09	-0.0009019162463224	0.0004105281173246	1.685333351141626e-07	8.13452915380288e-07	0.0006691157389776	5.2993239808499975e-05	4.4771587214753974e-07	2.808283465401186e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
914.9505441023376	1.0358432932978303	837134.4981531637	1.072971328270095	1037.6487226331556	3.236471392657222	1076714.8715822194	10.47474707548858	866.2174616350446	0.698044840494731	750332.69084146	0.4872665993413145	876.1200824121904	736.476834274694	1.026664	17.411013	0.0719956600841778	0.0325560630335478	0.1049765084	-0.0713547489	-0.0267733533	-0.0172675033	-0.0576144213	0.0317343625	0.0566131273	-0.139649193	-0.0528627789	-0.0466122311	-0.0048081547	-0.047235859	-0.011738547	0.1108566611	0.0756670054	0.0255390049	-0.019002254	0.0159272199	-0.1039902694	0.032077684	0.0556900643	0.1550690958	-0.0432501312	0.00923663	0.1777971794	-0.0293678996	0.113928566	0.0594135199	-0.0482672509	0.0118518063	0.0172080759	0.1089550968	0.1413975019	-0.1206884636	0.0859456445	0.0626849841	0.0424396241	-0.1085051735	0.0357178351	-0.0637532209	0.1260014277	-0.0835453214	0.0662176929	0.0242838376	0.1169753401	0.0573572919	0.0450513184	0.0083804393	-0.0616784931	0.131803201	-0.0757684092	0.0584512006	0.0097730217	0.0043352153	-0.1161642382	0.0003254194	-0.1173555994	-0.0066928093	-0.0700735229	0.1522787875	0.051538798	0.1220182814	-0.0501708389	-0.0744261249	-0.0604546325	-0.0132371427	-0.0468003313	-0.0812208124	0.1182192381	-0.0761341049	0.1565815151	-0.0574606777	0.1141226266	-0.0718542044	-0.0317354708	0.0939721973	0.0423386231	-0.0539629346	0.0086369392	0.0493755267	0.0808400907	-0.0798632278	0.0800998092	0.0943312617	-0.0578712678	-0.050125541	-0.043556248	0.057703581	-0.0476790534	-0.0155745695	0.0145061533	-0.12676411	0.0233034315	-0.0453261824	0.0234740585	-0.0956980301	0.0385116237	0.0864082449	-0.0126030804	0.0771875757	0.0821643096	-0.1041859456	0.0828863376	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0122461572037337	0.0116469067250619	0.0001499683662585	0.0001356504362622	0.0502640469831447	0.0254994165473902	0.0025264744191237	0.0006502202442573	0.1115730455517862	0.0074072312387655	5.4867074624544826e-05	0.0124485444937009	0.0003711552723217	0.0001163534031915	1.377562361721953e-07	1.3538114434267028e-08	-0.0006854159411919	0.0002165003051304	4.68723821215996e-08	4.6979501243997813e-07	0.0004531273358405	-0.0002159884031371	2.053243824859093e-07	4.665099028971443e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
916.719756414599	1.769212312261402	840375.1118008418	3.130112205857337	1032.0372383736276	-5.61148425952797	1065100.8613898638	31.488755594930165	866.7713995070685	0.5539378720238801	751292.6590034422	0.3068471660623446	876.0351339026633	740.4982728415819	0.931623	15.799231	0.0362915076245119	0.0184003862703692	0.0386269497	-0.0491395851	-0.0192454544	-0.015067328	-0.0753745655	-0.0173661416	0.0234763061	-0.0854755148	-0.1644381388	0.0995471971	-0.0461325973	0.0075651564	-0.0859857846	0.0941377615	0.0955290631	0.1277092011	-0.0064166759	0.0217256638	-0.0711877869	-0.0602594436	0.0055377523	0.1285631311	-0.0715797894	0.0632464511	-0.0045614331	0.0050703593	0.1254499232	-0.0664558777	-0.1504201244	-0.054785824	0.0758808993	0.0023353137	0.0375113417	0.0107848434	-0.0691076426	0.0577090231	-0.0125911276	-0.0143336032	0.0214981364	0.027407851	0.1423035897	0.0133312953	-0.0560720709	0.013628125	-0.1093025502	-0.0009996666	0.0041166531	-0.0409507699	-0.112482973	0.1094064444	0.0006806418	0.1461149758	0.0348221524	0.0299588682	-0.0674240747	-0.1033815297	-0.0240613988	-0.0299446995	-0.0136632378	0.1783061543	0.0137720368	0.0193590037	0.0960888411	-0.104655913	0.0270478355	0.067209181	-0.1313213063	0.0018660103	0.0404926138	0.0017391004	-0.016355837	-0.029662232	0.0900568519	-0.0254140824	0.0137948798	-0.0264934078	-0.027795077	-0.0780179376	-0.0938960421	0.043956818	0.0472245581	-0.0675816075	0.1095693918	0.0709550892	-0.041005041	-0.0747157022	-0.017811354	0.0686189264	-0.0062359045	-0.0713339678	0.0652286045	-0.1103884854	0.0927915933	-0.048383433	0.0367123955	-0.1285097789	0.0834042476	0.0495887552	0.0745836278	0.0458264986	0.011801796	-0.0141803942	0.1771506049	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0241327356504541	-0.0118865784467203	0.0005823889299746	0.00014129074717	0.0450574081662153	-0.0052066388169293	0.0020301700306569	2.7109087769955967e-05	0.109027918466424	-0.0025451270853621	6.477671880644276e-06	0.0118870870051212	0.0001741240340873	-0.0001970312382344	3.031917924683521e-08	3.8821308840180894e-08	-0.0005639620276645	0.0001214539135273	1.4751053111121152e-08	3.180531686474543e-07	0.0004385492220923	-1.4578113748199995e-05	1.923254201977615e-07	2.1252140045545768e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
